name,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999
Depreciation,,,,,,,,,,,,,,,,,,,,"64,000,000","45,288,910","37,023,974","33,608,391","24,527,867",,
AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,"2,000,000","9,797,140","7,164,333","5,009,772","5,081,795",,
AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,"2,000,000","9,797,140","7,164,333","5,009,772","5,081,795",,
DeferredTax,"1,177,000,000","1,142,000,000","1,068,000,000","973,000,000","757,000,000","803,000,000","657,000,000","834,000,000","799,000,000","805,000,000","668,000,000","617,000,000","694,000,000","547,000,000",,,"-50,000,000","-6,000,000","-5,000,000","-3,000,000","809,305","-2,418,210","-1,999,471","-769,304","-850,891","-600,000"
DeferredIncomeTax,"1,177,000,000","1,142,000,000","1,068,000,000","973,000,000","757,000,000","803,000,000","657,000,000","834,000,000","799,000,000","805,000,000","668,000,000","617,000,000","694,000,000","547,000,000",,,"-50,000,000","-6,000,000","-5,000,000","-3,000,000","809,305","-2,418,210","-1,999,471","-769,304","-850,891","-600,000"
AssetImpairmentCharge,"15,000,000","35,000,000","23,000,000","25,000,000","23,000,000","99,000,000","5,000,000","20,000,000","-7,000,000","29,000,000",,,,,,,,,,,,,,,,
ProvisionandWriteOffofAssets,"9,000,000","15,000,000",0,"25,000,000","23,000,000","34,000,000","5,000,000","20,000,000","-7,000,000","29,000,000","23,000,000","7,000,000",,,,,,,,,,,,,,
StockBasedCompensation,"79,000,000","64,000,000","56,000,000","45,000,000","34,000,000","29,000,000","13,000,000","17,000,000","1,000,000",,,,,0,0,"1,000,000",,,,,,,,,,
OtherNonCashItems,"-140,000,000","-39,000,000","-73,000,000","-64,000,000","-64,000,000","-106,000,000","-131,000,000","-44,000,000","21,000,000","53,000,000","34,000,000","26,000,000","1,000,000","1,000,000","1,000,000","-3,000,000","3,000,000","5,000,000","-2,000,000",,,,,,,"-2,500,000"
ChangeInWorkingCapital,"-623,000,000","-804,000,000","-158,000,000","86,000,000","-272,000,000","-85,000,000","-17,000,000","-290,000,000","-344,000,000","-184,000,000","-25,000,000","-200,000,000","-268,000,000","-289,000,000","-11,000,000","-35,000,000","-116,000,000","-104,000,000","-54,000,000","-127,000,000","45,073,107","-28,665,515","-9,593,166","-26,735,391","-6,468,561","-3,200,000"
ChangeInReceivables,"-322,000,000","-875,000,000","-1,064,000,000","-248,000,000","-542,000,000","-411,000,000","-237,000,000","-260,000,000","-252,000,000","-246,000,000","-294,000,000","-275,000,000","-378,000,000","-342,000,000","22,000,000","-139,000,000","-247,000,000","-208,000,000","-65,000,000","-150,000,000","-27,425,311","-53,093,766","-7,196,700","-33,708,547","-11,176,837","-10,100,000"
ChangesInAccountReceivables,,,,,,,"-237,000,000","-260,000,000","-252,000,000","-246,000,000","-232,000,000","-188,000,000","-247,000,000","-254,000,000","41,000,000","-81,000,000",,,,,,,,,,
ChangeInPrepaidAssets,"-151,000,000","-404,000,000","-225,000,000","-90,000,000","70,000,000","-122,000,000","-57,000,000","-69,000,000","-220,000,000","-83,000,000","-59,000,000","-79,000,000","-14,000,000","-49,000,000","-49,000,000","11,000,000","-47,000,000","-4,000,000","1,000,000","2,000,000","-8,147,376","-5,236,301","-2,052,721","-2,218,954",,
ChangeInPayablesAndAccruedExpense,"11,000,000","-35,000,000","200,000,000","-33,000,000","-52,000,000","131,000,000","51,000,000","-3,000,000","37,000,000","-3,000,000","5,000,000","23,000,000","-5,000,000","7,000,000","-4,000,000","-6,000,000","6,000,000","3,000,000","1,000,000",,"-507,553","419,750","-27,382","-948,758","901,535",
ChangeInPayable,"11,000,000","-35,000,000","200,000,000","-33,000,000","-52,000,000","131,000,000","51,000,000","-3,000,000","37,000,000","-3,000,000","5,000,000","23,000,000","-5,000,000","7,000,000","-4,000,000","-6,000,000",,,,,,,,,,
ChangeInAccountPayable,"11,000,000","-35,000,000","200,000,000","-33,000,000","-52,000,000","131,000,000","51,000,000","-3,000,000","37,000,000","-3,000,000","5,000,000","23,000,000","-5,000,000","7,000,000",,,,,,,,,,,,
ChangeInOtherCurrentAssets,,,,,,,,,,,,,"-131,000,000","3,000,000","1,000,000",0,,,"-49,000,000","-1,000,000","25,854,186","-3,922,235","869,109","-2,059,090","-1,466,859","-500,000"
ChangeInOtherCurrentLiabilities,"-182,000,000","407,000,000","632,000,000","319,000,000","233,000,000","269,000,000","122,000,000","-24,000,000","48,000,000","103,000,000","350,000,000","82,000,000","123,000,000","98,000,000","42,000,000","10,000,000","72,000,000","105,000,000","58,000,000","22,000,000","55,299,161","33,167,037","-1,185,472","12,199,958","5,273,600","7,400,000"
ChangeInOtherWorkingCapital,"21,000,000","103,000,000","299,000,000","138,000,000","19,000,000","48,000,000","104,000,000","66,000,000","43,000,000","45,000,000","-27,000,000","49,000,000","6,000,000","-3,000,000","-23,000,000","89,000,000","100,000,000",,,,,,,,,
TaxesRefundPaid,"-1,114,000,000","-1,088,000,000","-1,020,000,000","-863,000,000","-639,000,000","-975,000,000","-1,059,000,000","-843,000,000","-892,000,000","-1,102,000,000","-638,000,000","-603,000,000","-656,000,000","-627,000,000",,,,,,,,,,,,
InvestingCashFlow,"-708,000,000","-218,000,000","-1,005,000,000","-1,129,000,000","-242,000,000","-225,000,000","482,000,000","-2,547,000,000","-474,000,000","-205,000,000","-823,000,000","-927,000,000","-429,000,000","490,000,000","-925,000,000","-290,000,000","-423,000,000","-334,000,000","-148,000,000","-248,000,000","-304,661,500","-53,942,190","-75,759,768","-106,691,386","-45,731,000","-17,000,000"
CashFlowFromContinuingInvestingActivities,"-708,000,000","-218,000,000","-1,005,000,000","-1,129,000,000","-242,000,000","-225,000,000","482,000,000","-2,547,000,000","-474,000,000","-205,000,000","-823,000,000","-927,000,000","-429,000,000","490,000,000","-925,000,000","-290,000,000","-423,000,000","-334,000,000","-148,000,000","-248,000,000","-304,661,500","-53,942,190","-75,759,768","-106,691,386","-45,731,000","-17,000,000"
CapitalExpenditureReported,"-266,000,000","-319,000,000","-290,000,000","-285,000,000","-465,000,000","-349,000,000","-310,000,000","-411,000,000",,,,,,,,,,,,,,,,,,
NetPPEPurchaseAndSale,,,,"-285,000,000","-465,000,000","-349,000,000","-310,000,000","-411,000,000","-413,000,000","-367,000,000","-451,000,000","-382,000,000","-301,000,000","-285,000,000","-137,000,000","-285,000,000","-374,000,000","-339,000,000","-246,000,000","-186,000,000","-92,915,197","-43,087,371","-68,012,565","-96,726,072","-35,902,475","-16,100,000"
PurchaseOfPPE,,,,"-285,000,000","-465,000,000","-349,000,000","-310,000,000","-411,000,000",,,,,"-301,000,000","-285,000,000","-138,000,000","-285,000,000","-374,000,000","-339,000,000","-246,000,000","-186,000,000","-93,226,060","-43,157,754","-68,347,644","-96,775,745","-35,926,030","-16,100,000"
SaleOfPPE,,,,,,,,,,,,,0,0,"1,000,000",0,,,,,"310,863","70,383","335,079","49,673","23,555",
NetIntangiblesPurchaseAndSale,,,,,,,,,,0,0,"-2,000,000","-19,000,000",0,,,,,,,,,,,,
PurchaseOfIntangibles,,,,,,,,,,0,0,"-2,000,000","-19,000,000",0,,,,,,,,,,,,
NetBusinessPurchaseAndSale,0,"-113,000,000",0,"-165,000,000","-253,000,000","-110,000,000","-9,000,000","-5,000,000","-117,000,000","-221,000,000",0,"-213,000,000","-41,000,000",0,"-37,000,000","-3,000,000","-32,000,000","-148,000,000",,,"-10,383,445",,,,,
PurchaseOfBusiness,0,"-113,000,000",0,"-165,000,000","-253,000,000","-110,000,000","-9,000,000","-5,000,000","-117,000,000","-221,000,000",0,"-213,000,000","-41,000,000",0,"-37,000,000","-3,000,000",,,,,,,,,,
NetInvestmentPurchaseAndSale,"-540,000,000","122,000,000","-803,000,000","-701,000,000","395,000,000","193,000,000","750,000,000","-2,142,000,000","63,000,000","406,000,000","-364,000,000","-315,000,000","-46,000,000","1,224,000,000","-747,000,000","16,000,000","-11,000,000","162,000,000","104,000,000","-49,000,000","-205,324,508","-54,378","-2,200,000","-5,879,755","-3,000,000",
PurchaseOfInvestment,"-10,457,000,000","-10,669,000,000","-8,589,000,000","-6,311,000,000","-5,426,000,000","-11,747,000,000","-10,729,000,000","-9,902,000,000","-3,737,000,000","-3,906,000,000","-3,909,000,000","-4,098,000,000","-1,247,000,000",0,"-2,340,000,000","-227,000,000","-511,000,000","-1,002,000,000","-419,000,000","-100,000,000","-205,324,508","-54,378","-2,200,000","-5,879,755","-3,000,000",
SaleOfInvestment,"9,917,000,000","10,791,000,000","7,786,000,000","5,610,000,000","5,821,000,000","11,940,000,000","11,479,000,000","7,760,000,000","3,800,000,000","4,312,000,000","3,545,000,000","3,783,000,000","1,201,000,000","1,224,000,000","1,593,000,000","243,000,000","500,000,000","1,164,000,000","523,000,000","51,000,000",,,,,,
InterestReceivedCFI,"110,000,000","120,000,000","109,000,000","70,000,000","52,000,000","79,000,000","67,000,000","32,000,000","26,000,000",,,,,,,,,,,,,,,,,
NetOtherInvestingChanges,"-12,000,000","-28,000,000","-21,000,000","-48,000,000","29,000,000","-38,000,000","-16,000,000","-21,000,000","-33,000,000","-23,000,000","-8,000,000","-15,000,000","-22,000,000","-449,000,000","-4,000,000","-18,000,000","-6,000,000","-9,000,000","-6,000,000","-13,000,000","3,961,650","-10,800,441","-5,547,203","-4,085,559","-6,828,525","-900,000"
FinancingCashFlow,"-2,116,000,000","-3,288,000,000","-3,325,000,000","-1,317,000,000","-2,513,000,000","-2,073,000,000","-3,197,000,000","-1,032,000,000","-1,059,000,000","-815,000,000","-519,000,000","-583,000,000","-500,000,000","-811,000,000","-310,000,000","-545,000,000","-186,000,000","-55,000,000","37,000,000","-123,000,000","-9,831,575","-21,108,285","-21,939,267","-8,810,134","-2,897,933","64,800,000"
CashFlowFromContinuingFinancingActivities,"-2,116,000,000","-3,288,000,000","-3,325,000,000","-1,317,000,000","-2,513,000,000","-2,073,000,000","-3,197,000,000","-1,032,000,000","-1,059,000,000","-815,000,000","-519,000,000","-583,000,000","-500,000,000","-811,000,000","-310,000,000","-545,000,000","-186,000,000","-55,000,000","37,000,000","-123,000,000","-9,831,575","-21,108,285","-21,939,267","-8,810,134","-2,897,933","64,800,000"
NetIssuancePaymentsOfDebt,"-245,000,000","-151,000,000","-125,000,000","-94,000,000","-80,000,000",0,0,,,,,,,,,,,,,,,,,,,"900,000"
NetLongTermDebtIssuance,"-245,000,000","-151,000,000","-125,000,000","-94,000,000","-80,000,000",0,0,,,,,,,,,,,,,,,,,,,
LongTermDebtPayments,"-245,000,000","-151,000,000","-125,000,000","-94,000,000","-80,000,000",0,0,,,,,,,,,,,,,,,,,,,
NetCommonStockIssuance,0,"-1,398,000,000","-1,503,000,000",0,"-1,070,000,000","-118,000,000","-2,042,000,000",0,,0,0,"-16,000,000",0,0,"20,000,000","14,000,000","17,000,000","277,000,000","128,000,000","99,000,000","37,351,663","12,805,688","963,351","511,388","406,862","66,300,000"
CommonStockIssuance,,,,,,,,,,,,,"1,000,000","5,000,000","20,000,000","14,000,000","17,000,000","277,000,000","128,000,000","99,000,000","37,351,663","12,805,688","963,351","511,388","406,862","66,300,000"
CommonStockPayments,0,"-1,398,000,000","-1,503,000,000",0,"-1,070,000,000","-118,000,000","-2,042,000,000",0,,0,0,"-16,000,000",0,0,,,,,,,,,,,,
CashDividendsPaid,"-1,777,000,000","-1,697,000,000","-1,703,000,000","-1,226,000,000","-1,359,000,000","-1,956,000,000","-1,156,000,000","-1,032,000,000","-1,059,000,000","-815,000,000","-519,000,000","-568,000,000","-501,000,000","-699,000,000","-330,000,000","-559,000,000","-209,000,000","-336,000,000","-91,000,000","-222,000,000","-47,183,238","-33,913,973","-22,902,618","-9,321,522","-2,526,872","-2,400,000"
CommonStockDividendPaid,,"-1,697,000,000","-1,703,000,000","-1,226,000,000","-1,359,000,000","-1,956,000,000","-1,156,000,000","-1,032,000,000","-1,059,000,000","-815,000,000","-519,000,000","-568,000,000","-501,000,000","-699,000,000",,,,,,,,,,,,
ProceedsFromStockOptionExercised,"1,000,000","4,000,000","2,000,000","2,000,000","1,000,000","1,000,000","1,000,000",0,,0,0,"1,000,000","1,000,000","5,000,000",,,,,,,,,,,,
NetOtherFinancingCharges,"-95,000,000","-46,000,000","4,000,000","1,000,000","-5,000,000",,,,,,,"-79,000,000",,"-117,000,000",,,"6,000,000","4,000,000",,,,,,,"-777,923",
EndCashPosition,"1,773,000,000","1,481,000,000","2,305,000,000","3,380,000,000","2,465,000,000","2,829,000,000","3,049,000,000","3,489,000,000","4,935,000,000","4,859,000,000","4,331,000,000","4,021,000,000","4,047,000,000","3,737,000,000","2,698,000,000","2,167,000,000","2,058,000,000","1,403,000,000","889,000,000","410,000,000","444,553,465","354,362,918","210,485,940","124,084,245","116,599,486","98,900,000"
ChangesInCash,"324,000,000","-653,000,000","-985,000,000","812,000,000","-144,000,000","-36,000,000","-458,000,000","-1,480,000,000","329,000,000","736,000,000","661,000,000","228,000,000","752,000,000","977,000,000","217,000,000","574,000,000","540,000,000","473,000,000","488,000,000","-27,000,000","58,959,486","136,141,108","93,776,046","22,011,798","22,761,794","85,500,000"
EffectOfExchangeRateChanges,"-32,000,000","-171,000,000","-90,000,000","103,000,000","-220,000,000","-184,000,000","18,000,000","34,000,000","-253,000,000","-208,000,000","-351,000,000","-254,000,000","-442,000,000","62,000,000","304,000,000","-465,000,000","115,000,000","41,000,000","-9,000,000","-8,000,000","31,231,061","7,735,870","-7,374,351","-14,527,039","-5,037,271","-2,100,000"
BeginningCashPosition,"1,481,000,000","2,305,000,000","3,380,000,000","2,465,000,000","2,829,000,000","3,049,000,000","3,489,000,000","4,935,000,000","4,859,000,000","4,331,000,000","4,021,000,000","4,047,000,000","3,737,000,000","2,698,000,000","2,167,000,000","2,058,000,000","1,403,000,000","889,000,000","410,000,000","445,000,000","354,362,918","210,485,940","124,084,245","116,599,486","98,874,963","15,400,000"
OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,"10,000,000",,,,,,,,,,,"100,000"
CapitalExpenditure,"-266,000,000","-319,000,000","-290,000,000","-285,000,000","-465,000,000","-349,000,000","-310,000,000","-411,000,000","-413,000,000","-367,000,000","-451,000,000","-384,000,000","-320,000,000","-285,000,000","-138,000,000","-285,000,000","-374,000,000","-339,000,000","-246,000,000","-186,000,000","-93,226,060","-43,157,754","-68,347,644","-96,775,745","-35,926,030","-16,100,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,"1,000,000","5,000,000","20,000,000","14,000,000","17,000,000","277,000,000","128,000,000","99,000,000","37,351,663","12,805,688","963,351","511,388","406,862","66,300,000"
RepaymentOfDebt,"-245,000,000","-151,000,000","-125,000,000","-94,000,000","-80,000,000",0,0,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,0,"-1,398,000,000","-1,503,000,000",0,"-1,070,000,000","-118,000,000","-2,042,000,000",0,,0,0,"-16,000,000",0,0,,,,,,,,,,,,
FreeCashFlow,"2,882,000,000","2,534,000,000","3,055,000,000","2,973,000,000","2,146,000,000","1,913,000,000","1,947,000,000","1,688,000,000","1,449,000,000","1,389,000,000","1,552,000,000","1,354,000,000","1,361,000,000","1,013,000,000","1,314,000,000","1,124,000,000","775,000,000","523,000,000","353,000,000","158,000,000","280,226,501","168,033,829","123,127,437","40,737,573","35,464,697","21,600,000"
