name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"2,411,834,000,000","2,416,676,000,000","2,291,413,000,000","2,260,090,000,000","1,951,158,000,000","1,917,383,000,000","1,842,465,000,000","1,792,077,000,000","1,731,210,000,000","1,842,181,000,000","1,880,382,000,000","1,864,660,000,000","1,873,878,000,000","1,913,902,000,000","1,856,646,000,000","1,938,470,000,000","2,187,480,000,000","1,884,318,000,000","1,494,037,000,000","1,484,101,000,000","1,264,032,000,000","1,097,590,000,000","1,051,450,000,000","902,210,000,000","795,584,000,000","668,641,000,000","697,384,000,000","345,948,000,000","114,475,000,000","115,297,000,000","101,360,000,000","23,397,100,000","21,560,800,000","19,688,600,000","17,955,300,000"
	CashCashEquivalentsAndFederalFundsSold,"606,632,000,000","707,426,000,000","589,321,000,000","604,327,000,000","445,241,000,000","458,789,000,000","412,994,000,000","397,307,000,000","352,772,000,000","402,767,000,000","455,927,000,000","399,898,000,000","460,334,000,000","437,126,000,000","414,908,000,000","383,717,000,000","381,638,000,000","351,853,000,000","272,741,000,000","248,184,000,000","213,100,000,000","173,654,000,000","172,540,000,000","136,662,000,000","140,899,000,000","120,311,000,000","145,634,000,000","101,245,000,000","21,467,000,000","26,882,000,000","15,797,000,000","2,182,200,000","1,547,400,000","1,475,900,000","1,825,700,000"
		CashAndCashEquivalents,"260,932,000,000","342,025,000,000","262,033,000,000","309,615,000,000","193,919,000,000","188,105,000,000","180,516,000,000","160,494,000,000","133,097,000,000","160,197,000,000","198,890,000,000","138,587,000,000","184,485,000,000","190,409,000,000","192,886,000,000","199,584,000,000","107,572,000,000","69,036,000,000","55,277,000,000","47,445,000,000","40,926,000,000","33,708,000,000","37,731,000,000","30,785,000,000","28,244,000,000","25,480,000,000","25,667,000,000","3,260,000,000","1,866,000,000","1,227,000,000","2,444,000,000","272,300,000","315,000,000","298,100,000","198,400,000"
			CashFinancial,"27,342,000,000","30,577,000,000","27,515,000,000","26,349,000,000","23,967,000,000","23,645,000,000","23,775,000,000","23,043,000,000","20,900,000,000","32,108,000,000","29,885,000,000","36,453,000,000","28,701,000,000","27,972,000,000","25,472,000,000","29,253,000,000","38,206,000,000","26,514,000,000","23,632,000,000",,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,,,,"29,253,000,000","38,206,000,000","26,514,000,000","23,632,000,000","23,556,000,000","21,149,000,000","17,326,000,000","18,515,000,000","14,621,000,000","15,978,000,000","13,837,000,000","12,618,000,000",,,,,,,,
			CashAndDueFromBanks,"233,590,000,000","311,448,000,000","234,518,000,000","283,266,000,000","169,952,000,000","164,460,000,000","156,741,000,000","137,451,000,000","112,197,000,000","128,089,000,000","169,005,000,000","102,134,000,000","155,784,000,000","162,437,000,000","167,414,000,000","170,331,000,000","69,366,000,000","42,522,000,000","31,645,000,000","23,889,000,000","19,777,000,000","16,382,000,000","19,216,000,000","16,164,000,000","12,266,000,000","11,643,000,000","13,049,000,000","3,260,000,000","1,866,000,000","1,227,000,000","2,444,000,000","272,300,000","315,000,000","298,100,000","198,400,000"
			InterestBearingDepositsAssets,,,,,,,,,,,,,"155,784,000,000","162,437,000,000",,,,,,,,,,,,,,,,,,,,,
		RestrictedCashAndInvestments,,,,"175,435,000,000","130,880,000,000","123,192,000,000","109,388,000,000","90,068,000,000","106,451,000,000","16,782,000,000","26,988,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			RestrictedInvestments,,,,"175,435,000,000","130,880,000,000","123,192,000,000","109,388,000,000","90,068,000,000","106,451,000,000","16,782,000,000","26,988,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"345,700,000,000","365,401,000,000","327,288,000,000","294,712,000,000","251,322,000,000","270,684,000,000","232,478,000,000","236,813,000,000","219,675,000,000","242,570,000,000","257,037,000,000","261,311,000,000","275,849,000,000","246,717,000,000","222,022,000,000","184,133,000,000","274,066,000,000","282,817,000,000","217,464,000,000","200,739,000,000","172,174,000,000","139,946,000,000","134,809,000,000","105,877,000,000","112,655,000,000","94,831,000,000","119,967,000,000","97,985,000,000","19,601,000,000","25,655,000,000","13,353,000,000","1,909,900,000","1,232,400,000","1,177,800,000","1,627,300,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,"275,849,000,000","246,717,000,000","222,022,000,000","184,133,000,000","274,066,000,000","282,817,000,000","217,464,000,000","200,739,000,000","172,174,000,000","139,946,000,000","134,809,000,000","105,877,000,000","112,655,000,000","94,831,000,000","119,967,000,000","97,985,000,000","19,601,000,000","25,655,000,000","13,353,000,000","1,909,900,000","1,232,400,000","1,177,800,000","1,627,300,000"
	ForeclosedAssets,,,"27,000,000","43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"721,817,000,000","716,228,000,000","700,253,000,000","647,003,000,000","513,823,000,000","491,532,000,000","495,692,000,000","507,161,000,000","477,719,000,000","545,490,000,000","515,099,000,000","578,635,000,000","522,820,000,000","585,223,000,000","590,013,000,000","518,366,000,000","620,371,000,000","580,871,000,000","401,151,000,000","493,410,000,000","418,211,000,000","324,721,000,000","305,741,000,000","252,635,000,000","223,113,000,000","225,021,000,000","271,721,000,000","183,082,000,000","43,692,000,000","46,065,000,000","47,144,000,000","7,131,500,000","5,760,500,000","5,559,000,000","4,744,500,000"
		TradingSecurities,"214,600,000,000","200,579,000,000","198,117,000,000","206,112,000,000","155,904,000,000","143,185,000,000","153,330,000,000","162,939,000,000","149,092,000,000","208,355,000,000","218,270,000,000","245,953,000,000","210,008,000,000","243,473,000,000","252,915,000,000","250,959,000,000","373,183,000,000","262,619,000,000","181,783,000,000","280,167,000,000","235,319,000,000","155,208,000,000","144,904,000,000","132,513,000,000","107,061,000,000","119,845,000,000","180,088,000,000","126,573,000,000","8,984,000,000","6,945,000,000","5,863,000,000","3,785,500,000","2,379,700,000","2,335,400,000","1,431,900,000"
		AvailableForSaleSecurities,"7,902,000,000","8,040,000,000","7,337,000,000","7,332,000,000","7,523,000,000","7,212,000,000","8,056,000,000","8,213,000,000","7,604,000,000","29,853,000,000","26,707,000,000","33,857,000,000","36,125,000,000","38,564,000,000","45,972,000,000","27,759,000,000","54,074,000,000","60,127,000,000","55,983,000,000","213,243,000,000","182,892,000,000","169,513,000,000","160,837,000,000","120,122,000,000","116,052,000,000","105,176,000,000","91,633,000,000","56,509,000,000","34,708,000,000","39,120,000,000","41,281,000,000","3,346,000,000","3,380,800,000","3,223,600,000","3,312,600,000"
		HeldToMaturitySecurities,"254,247,000,000","268,863,000,000","215,503,000,000","104,396,000,000","78,852,000,000","62,386,000,000","52,885,000,000","44,824,000,000","32,585,000,000","20,947,000,000","5,869,000,000","10,130,000,000","11,483,000,000","29,107,000,000","51,527,000,000","64,459,000,000","1,000,000","1,000,000",,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"245,068,000,000","238,746,000,000","279,296,000,000","329,163,000,000","271,544,000,000","278,749,000,000","281,421,000,000","291,185,000,000","288,438,000,000","286,335,000,000","264,253,000,000","288,695,000,000","265,204,000,000","274,079,000,000","239,599,000,000","175,189,000,000","193,113,000,000","258,124,000,000","163,385,000,000",,,,,,,,,,,,,,,,
	DerivativeAssets,"93,000,000","0",,,,,,,"56,184,000,000","67,957,000,000","52,821,000,000","54,620,000,000","62,327,000,000","50,213,000,000","58,879,000,000","115,289,000,000","76,881,000,000","49,541,000,000","47,414,000,000",,,,,,,,,,,,,,,,
	NetLoan,"670,849,000,000","639,893,000,000","650,857,000,000","650,189,000,000","685,315,000,000","670,349,000,000","652,943,000,000","610,459,000,000","602,546,000,000","625,918,000,000","642,881,000,000","627,213,000,000","614,577,000,000","605,528,000,000","552,537,000,000","660,939,000,000","810,419,000,000","697,528,000,000","591,578,000,000","537,560,000,000","465,363,000,000","436,704,000,000","381,845,000,000","358,061,000,000","306,048,000,000","215,341,000,000","192,469,000,000",,,,,,,,
		GrossLoan,"688,994,000,000","656,867,000,000","667,312,000,000","675,145,000,000","698,098,000,000","682,664,000,000","665,324,000,000","622,447,000,000","615,007,000,000","643,148,000,000","663,663,000,000","653,883,000,000","645,807,000,000","647,086,000,000","590,036,000,000","694,477,000,000","826,285,000,000","706,357,000,000","602,130,000,000","548,829,000,000","478,006,000,000","447,805,000,000","391,933,000,000","367,022,000,000","314,901,000,000","221,958,000,000","198,606,000,000",,,,,,,,
			CommercialLoan,"274,787,000,000","266,792,000,000","270,439,000,000","314,260,000,000","325,399,000,000","322,804,000,000","308,567,000,000","277,914,000,000","276,833,000,000","262,993,000,000","265,029,000,000","241,954,000,000","219,114,000,000","188,203,000,000","155,210,000,000","198,600,000,000","175,924,000,000","156,993,000,000","119,968,000,000",,,,,,,,,,,,,,,,
			ConsumerLoan,"250,468,000,000","239,334,000,000","249,539,000,000","193,964,000,000","215,293,000,000","207,433,000,000","195,217,000,000","184,719,000,000","173,102,000,000","190,592,000,000","198,971,000,000","200,084,000,000","207,063,000,000","229,647,000,000","171,348,000,000","192,595,000,000","280,166,000,000","236,401,000,000","217,348,000,000",,,,,,,,,,,,,,,,
			MortgageLoan,"163,739,000,000","150,741,000,000","147,334,000,000","166,921,000,000","157,406,000,000","152,427,000,000","161,540,000,000","159,814,000,000","165,072,000,000","189,563,000,000","199,663,000,000","211,845,000,000","219,630,000,000","229,236,000,000","263,478,000,000","303,282,000,000","370,195,000,000","312,963,000,000","264,814,000,000",,,,,,,,,,,,,,,,
			OtherLoanAssets,,,,"33,759,000,000","40,211,000,000","36,837,000,000","35,273,000,000","26,886,000,000","28,704,000,000","33,269,000,000","18,714,000,000","14,958,000,000","29,794,000,000","22,620,000,000","15,113,000,000","18,413,000,000","20,467,000,000","21,827,000,000","16,889,000,000","548,829,000,000","478,006,000,000","447,805,000,000","391,933,000,000","367,022,000,000","314,901,000,000","221,958,000,000","198,606,000,000",,,,,,,,
		AllowanceForLoansAndLeaseLosses,"18,145,000,000","16,974,000,000","16,455,000,000","24,956,000,000","12,783,000,000","12,315,000,000","12,355,000,000","12,060,000,000","12,626,000,000","15,994,000,000","19,648,000,000","25,455,000,000","30,115,000,000","40,655,000,000","36,033,000,000","29,616,000,000","16,117,000,000","8,940,000,000","9,782,000,000","11,269,000,000","12,643,000,000","11,101,000,000","10,088,000,000","8,961,000,000","8,853,000,000","6,617,000,000","6,137,000,000",,,,,,,,
		UnearnedIncome,,,,,,"-114,000,000","-26,000,000","72,000,000","165,000,000","-1,236,000,000","-1,134,000,000","-1,215,000,000","-1,115,000,000","-903,000,000","-1,466,000,000","-3,922,000,000","251,000,000","111,000,000","-770,000,000",,,,,,,,,,,,,,,,
	Receivables,"54,190,000,000","54,546,000,000","54,795,000,000","45,544,000,000","41,242,000,000","36,982,000,000","40,120,000,000","30,737,000,000","30,128,000,000","31,142,000,000","28,617,000,000","25,286,000,000","30,327,000,000","33,824,000,000","36,568,000,000","47,939,000,000","65,556,000,000","54,273,000,000","52,818,000,000","39,273,000,000","26,476,000,000","25,358,000,000","35,155,000,000","25,696,000,000","22,219,000,000","21,413,000,000","15,627,000,000","24,346,000,000","23,676,000,000","19,002,000,000","16,693,000,000","8,874,600,000","8,959,700,000","7,806,600,000","6,621,100,000"
		AccountsReceivable,"53,915,000,000","54,192,000,000","54,340,000,000","44,806,000,000","39,857,000,000","35,450,000,000","38,384,000,000","28,887,000,000","27,683,000,000","28,419,000,000","25,674,000,000","22,490,000,000","27,777,000,000","31,213,000,000","33,634,000,000","44,278,000,000","57,359,000,000","44,445,000,000","42,823,000,000",,,,,,,,,,,,,,,,
		OtherReceivables,"275,000,000","354,000,000","455,000,000","738,000,000","1,385,000,000","1,532,000,000","1,736,000,000","1,850,000,000","2,445,000,000","2,723,000,000","2,943,000,000","2,796,000,000","2,550,000,000","2,611,000,000","2,934,000,000","3,661,000,000","8,197,000,000","9,828,000,000","9,995,000,000",,,,,,,,,,,,,,,,
	NetPPE,"28,747,000,000","26,253,000,000","24,328,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"24,519,000,000","24,119,000,000","25,794,000,000","26,909,000,000","26,948,000,000","27,266,000,000","27,402,000,000","28,337,000,000","27,851,000,000","30,003,000,000","32,783,000,000","33,312,000,000","34,582,000,000","38,210,000,000","40,636,000,000","46,948,000,000","63,740,000,000","49,316,000,000","47,879,000,000","47,263,000,000","41,462,000,000","35,470,000,000","32,864,000,000",,,,"3,446,000,000","3,060,000,000","1,928,000,000","2,045,000,000","2,162,000,000","1,321,800,000","1,408,600,000","1,474,400,000","1,363,100,000"
		Goodwill,"20,098,000,000","19,691,000,000","21,299,000,000","22,162,000,000","22,126,000,000","22,046,000,000","22,256,000,000","21,659,000,000","22,349,000,000","23,592,000,000","25,009,000,000","25,673,000,000","25,413,000,000","26,152,000,000","25,392,000,000","27,132,000,000","41,053,000,000","33,415,000,000","33,130,000,000",,,,,,,,,,,,,,,,
