name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"2,819,611,000","2,551,140,000","2,825,636,000","3,268,265,000","2,641,103,000","2,651,171,000","2,871,706,000","2,690,685,000","2,378,430,000","2,399,481,000","2,357,657,000","2,060,028,000","1,988,005,000","1,905,029,000","1,982,110,000","1,530,518,000","1,557,207,000","1,917,689,000","1,493,555,000","1,301,442,000","1,094,830,000",,,
	OperatingRevenue,"2,707,487,000","2,461,552,000","2,785,034,000","3,141,094,000","2,535,469,000","2,552,277,000","2,822,513,000","2,581,086,000","2,297,251,000","2,312,917,000","2,282,266,000","1,967,240,000","1,898,022,000","1,830,163,000","1,917,877,000","1,530,518,000","1,557,207,000","1,917,689,000","1,493,555,000","1,301,442,000","1,094,830,000",,,
CostOfRevenue,"1,927,196,000","1,946,010,000","1,656,451,000","1,895,859,000","1,550,684,000","1,563,395,000","1,514,735,000","1,512,873,000","1,340,543,000","1,319,746,000","1,313,606,000","1,278,534,000","1,351,129,000","1,168,945,000","1,194,168,000",,,,,,,,,
GrossProfit,"892,415,000","605,130,000","1,169,185,000","1,372,406,000","1,090,419,000","1,087,776,000","1,356,971,000","1,177,812,000","1,037,887,000","1,079,735,000","1,044,051,000","781,494,000","636,876,000","736,084,000","787,942,000",,,,,,,,,
OperatingExpense,"667,611,000","649,436,000","600,272,000","573,341,000","513,313,000","611,270,000","646,748,000","296,478,000","440,120,000","1,044,661,000","460,989,000","490,011,000","437,434,000","425,068,000","380,442,000",,,,,,,,,
	SellingGeneralAndAdministration,"424,319,000","430,660,000","384,867,000","378,999,000","339,482,000","424,083,000","424,064,000","333,284,000","301,440,000","302,300,000","311,579,000","309,101,000","304,084,000","290,226,000","256,461,000","1,513,448,000","1,359,994,000","1,321,156,000","891,421,000","698,683,000","466,064,000","388,266,000","391,010,000","410,005,000"
		GeneralAndAdministrativeExpense,"327,214,000","331,303,000","301,764,000","336,244,000","297,056,000","309,050,000","315,420,000","244,079,000","218,238,000","220,759,000","223,550,000","224,887,000","208,511,000","201,815,000","179,404,000","1,449,401,000","1,278,712,000","1,246,648,000","891,421,000","698,683,000","466,064,000","388,266,000","391,010,000","410,005,000"
			SalariesAndWages,,,,,,,,,,,,,,"1,169,374,000","1,194,168,000","1,309,240,000","1,128,253,000","1,123,068,000","891,421,000","698,683,000","466,064,000","388,266,000","391,010,000","410,005,000"
			RentAndLandingFees,"131,432,000","131,117,000","122,251,000","128,040,000","127,682,000","123,149,000","121,107,000","124,842,000","109,305,000","109,867,000","111,550,000","122,926,000","113,163,000","100,698,000","88,328,000",,,,,,,,,
			OtherGandA,"195,782,000","200,186,000","179,513,000","208,204,000","169,374,000","185,901,000","194,313,000","119,237,000","108,933,000","110,892,000","112,000,000","101,961,000","95,348,000","101,117,000","91,076,000","140,161,000","150,459,000","123,580,000",,,,,,
		SellingAndMarketingExpense,"97,105,000","99,357,000","83,103,000","42,755,000","42,426,000","115,033,000","108,644,000","89,205,000","83,202,000","81,541,000","88,029,000","84,214,000","95,573,000","88,411,000","77,057,000","64,047,000","81,282,000","74,508,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,"334,000","60,000","60,000","1,795,000",,,,,"5,821,000","6,387,000","10,114,000","8,359,000","11,915,000","7,867,000","4,990,000","4,596,000","21,523,000",,,,,,
		DepreciationAndAmortizationInIncomeStatement,,"334,000","60,000","60,000","1,795,000",,,,,"5,821,000","6,387,000","10,114,000","8,359,000","11,915,000","7,867,000","4,990,000","4,596,000","21,523,000",,,,,,
			Amortization,,"334,000","60,000","60,000","1,795,000",,,,,"5,821,000","6,387,000","10,114,000","8,359,000","11,915,000","7,867,000","4,990,000","4,596,000","21,523,000",,,,,,
				AmortizationOfIntangiblesIncomeStatement,,"334,000","60,000","60,000","1,795,000",,,,,"5,821,000","6,387,000","10,114,000","8,359,000","11,915,000","7,867,000","4,990,000","4,596,000","21,523,000",,,,,,
	ProvisionForDoubtfulAccounts,,,,"2,199,000","-439,000","-503,000",,"-202,546,000","0","547,691,000","18,307,000","1,249,000","0",,"2,361,000",,,,,,,,,
	OtherOperatingExpenses,"242,958,000","218,442,000","215,345,000","194,282,000","172,036,000","187,187,000","222,684,000","-36,806,000","138,680,000","742,361,000","149,410,000","170,796,000","124,991,000","122,927,000","116,114,000",,,,,,,,,
OperatingIncome,"224,804,000","-44,306,000","568,913,000","799,065,000","577,106,000","476,506,000","710,223,000","881,334,000","597,767,000","35,074,000","583,062,000","291,483,000","199,442,000","311,016,000","407,500,000",,,,,,,,,
NetNonOperatingInterestIncomeExpense,"-39,570,000","-35,651,000","-52,065,000","-75,217,000","-74,965,000","-64,398,000","-45,354,000","-46,374,000","-45,059,000","-45,873,000","-57,210,000","-74,676,000","-75,557,000","-75,517,000","-76,742,000",,,,,,,,,
	InterestIncomeNonOperating,"42,794,000","42,022,000","29,457,000","5,551,000","5,666,000","15,787,000","13,127,000","7,144,000","5,233,000","5,286,000","5,360,000","4,705,000","6,008,000","14,609,000","20,967,000",,,,,,,,,
	InterestExpenseNonOperating,"82,364,000","77,673,000","81,522,000","80,768,000","80,631,000","80,185,000","58,481,000","53,518,000","50,292,000","51,159,000","62,570,000","79,381,000","81,565,000","90,126,000","97,709,000",,,,,,,,,
OtherIncomeExpense,,,,"-60,000","-1,795,000","-19,410,000","15,897,000","-9,514,000","-35,247,000","-5,821,000","-6,387,000",,,,"-87,108,000",,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,"35,508,000",,,
	SpecialIncomeCharges,,,,"-60,000","-1,795,000","-19,410,000","15,897,000","-9,514,000","-35,247,000","-5,821,000","-6,387,000",,"0","0","-87,108,000","-62,550,000","0",,,,,,,
		RestructuringAndMergernAcquisition,,,,"60,000","1,795,000","19,410,000","-15,897,000","9,514,000","35,247,000","5,821,000","6,387,000",,"0","0","87,108,000","62,550,000","0",,,,,,,
PretaxIncome,"185,241,000","-79,957,000","516,848,000","723,848,000","502,141,000","392,698,000","680,766,000","825,446,000","517,461,000","-16,620,000","519,465,000","216,807,000","123,885,000","235,499,000","243,650,000","-182,234,000","25,140,000","418,295,000","161,797,000","220,047,000","280,271,000","438,736,000","357,861,000","304,880,000"
TaxProvision,"14,696,000","-22,650,000","124,365,000","181,303,000","99,449,000","94,982,000","148,317,000","565,599,000","123,769,000","-1,009,552,000","85,402,000","51,693,000","31,100,000","44,940,000","49,227,000","6,011,000","25,379,000","80,616,000","68,812,000","58,985,000","28,272,000",,,
NetIncomeCommonStockholders,"151,666,000","-79,919,000","351,785,000","519,417,000","394,794,000","283,110,000","527,125,000","253,583,000","387,698,000","986,373,000","427,277,000","160,212,000","84,316,000","175,201,000","175,230,000","-130,242,000","3,138,000","155,042,000","92,985,000","143,486,000","246,974,000","250,383,000","297,447,000","305,777,000"
	NetIncome,"156,370,000","-75,479,000","357,517,000","528,064,000","402,461,000","286,500,000","527,125,000","253,583,000","387,698,000","986,373,000","427,277,000","160,212,000","84,309,000","174,917,000","174,979,000","-130,242,000","3,138,000","155,042,000","92,985,000","143,486,000","246,974,000","250,383,000","297,447,000","305,777,000"
		NetIncomeIncludingNoncontrollingInterests,"170,545,000","-57,307,000","392,483,000","542,545,000","402,692,000","297,716,000","532,449,000","259,847,000","393,692,000","992,932,000","434,063,000","165,114,000","92,785,000","190,559,000","194,423,000","-188,245,000","-239,000","337,679,000","258,397,000","265,801,000","334,527,000","250,383,000","297,447,000","305,777,000"
			NetIncomeContinuousOperations,"170,545,000","-57,307,000","392,483,000","542,545,000","402,692,000","297,716,000","532,449,000","259,847,000","393,692,000","992,932,000","434,063,000","165,114,000","92,785,000","190,559,000","194,423,000","-188,245,000","-239,000","337,679,000","92,985,000","161,062,000","251,999,000","307,218,000","277,151,000","258,991,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,"-17,576,000","-10,532,000",,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,"5,507,000",,,
		MinorityInterests,"-14,175,000","-18,172,000","-34,966,000","-14,481,000","-231,000","-11,216,000","-5,324,000","-6,264,000","-5,994,000","-6,559,000","-6,786,000","-4,902,000","-8,476,000","-15,642,000","-19,444,000","58,003,000","3,377,000","-182,637,000","-165,412,000","-122,315,000","-87,553,000",,,
	OtherunderPreferredStockDividend,"4,704,000","4,440,000","5,732,000","8,647,000","7,667,000","3,390,000","0",,,,,"0","-7,000","-284,000","-251,000",,,,,,,,,
AverageDilutionEarnings,"401,000","0","2,641,000","7,068,000","6,429,000","25,000","0",,"0","0","581,000","1,065,000","371,000","12,512,000","13,689,000",,,,,,,,,
DilutedNIAvailtoComStockholders,"152,067,000","-79,919,000","354,426,000","526,485,000","401,223,000","283,135,000","527,125,000","253,583,000","387,698,000","986,373,000","427,858,000","161,277,000","84,687,000","187,713,000","188,919,000","-130,242,000","3,138,000","155,042,000","92,985,000","143,486,000","246,974,000","250,383,000","297,447,000","305,777,000"
BasicEPS,"1.69","-0.9","3.68","4.9","3.69","2.57","4.43","2.09","3.11","7.87","3.49","1.33","0.72","1.48","1.68","-1.68","0.06","3.04","2.42","1.45","6.586","6.677","7.932","8.154"
DilutedEPS,"1.62","-0.9","3.51","4.63","3.54","2.44","4.06","1.91","2.92","7.4","3.2","1.21","0.65","1.36","1.36","-1.68","0.06","2.79","2.31","1.45","6.586","6.677","7.932","8.154"
BasicAverageShares,"90,950,316","88,993,985","95,664,129","106,035,808","106,862,739","110,189,862","119,006,531","121,573,442","124,770,401","125,366,272","122,351,836","120,854,267","116,953,989","118,032,020","104,411,253","78,311,947","60,874,734","51,185,639","38,432,815","37,500,000","37,500,001","37,500,001","37,500,001","37,500,001"
DilutedAverageShares,"94,908,517","88,993,985","100,997,674","113,674,699","113,483,380","116,079,806","129,767,592","132,479,728","132,633,630","133,244,546","133,813,123","133,737,079","129,325,622","137,629,525","138,469,654","78,311,947","60,874,734","62,212,617","44,166,131","37,561,138","37,500,001","37,500,001","37,500,001","37,500,001"
TotalOperatingIncomeAsReported,"185,241,000","-79,957,000","516,848,000","723,848,000","502,141,000","392,698,000","680,766,000","825,446,000","517,461,000","-16,620,000","519,465,000","216,807,000","123,885,000","235,499,000","243,650,000",,,,,,,,,
RentExpenseSupplemental,"131,432,000","131,117,000","122,251,000","128,040,000","127,682,000","123,149,000","121,107,000","124,842,000","109,305,000","109,867,000","111,550,000","122,926,000","113,163,000","100,698,000","88,328,000",,,,,,,,,
TotalExpenses,"2,594,807,000","2,595,446,000","2,256,723,000","2,469,200,000","2,063,997,000","2,174,665,000","2,161,483,000","1,809,351,000","1,780,663,000","2,364,407,000","1,774,595,000","1,768,545,000","1,788,563,000","1,594,013,000","1,574,610,000",,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"156,370,000","-75,479,000","357,517,000","528,064,000","402,461,000","286,500,000","527,125,000","253,583,000","387,698,000","986,373,000","427,277,000","160,212,000","84,309,000","174,917,000","174,979,000","-130,242,000","3,138,000","155,042,000","92,985,000","143,486,000","241,467,000","250,383,000","297,447,000","305,777,000"
