name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
OperatingCashFlow,"12,732,000,000","-927,000,000","30,231,000,000","48,919,000,000","57,505,000,000","-502,000,000","9,188,000,000","60,711,000,000","11,286,000,000","15,334,000,000","-10,395,000,000","-24,942,000,000","-13,616,000,000","29,079,000,000","18,686,000,000","41,844,000,000","33,192,000,000","-11,520,000,000","10,047,000,000","3,649,000,000","9,458,000,000","-3,808,000,000","5,937,188,550","2,183,065,560","7,455,105,200","7,992,808,800","-2,132,492,265","8,722,522,956","15,387,986,880","-3,534,723,204","9,304,505,721","6,746,338,368","-2,583,254,940","1,829,373,102"
InvestingCashFlow,"-24,963,000,000","-23,414,000,000","-21,673,000,000","4,270,000,000","-18,376,000,000","-23,965,000,000","1,247,000,000","3,502,000,000","36,707,000,000","-6,551,000,000","8,429,000,000","-22,645,000,000","-7,097,000,000","-1,912,000,000","-5,627,000,000","11,888,000,000","-8,662,000,000","10,312,000,000","-1,154,000,000","-5,292,000,000","-6,986,000,000","501,200,000","-7,371,972,900","-1,326,907,440","-7,070,800,720","-7,639,221,280","2,916,339,960","-7,731,119,568","-3,180,020,452","-1,801,046,280","-324,356,373","-2,606,539,824","-75,888,883","-1,151,942,310"
FinancingCashFlow,"-1,032,000,000","-1,389,000,000","696,000,000","107,000,000","2,732,000,000","690,000,000","-6,787,000,000","961,000,000","-1,317,000,000","-574,000,000","-2,805,000,000","5,910,000,000","-2,842,000,000","-5,961,000,000","159,000,000","-661,000,000","12,634,000,000","3,787,000,000","692,000,000","1,083,000,000","-1,339,000,000","2,934,960,000","227,231,100","1,146,591,180","841,586,640","-275,699,360","-326,949,615","-945,792,420","-2,292,022,894","-1,489,438,740","-902,901,708","-307,057,368","-706,999,559","-459,601,200"
OtherCashAdjustmentInsideChangeinCash,,,,,,"0","0","101,000,000","405,000,000","-1,821,000,000","1,809,000,000",,,"0","0","-376,000,000","286,000,000","83,000,000",,"581,160","521,360","560,000",,"-688,230","669,520",,,,"58,394",,,,,
EndCashPosition,"268,394,000,000","248,007,000,000","278,790,000,000","259,206,000,000","210,142,000,000","166,613,000,000","193,737,000,000","204,612,000,000","144,110,000,000","86,556,000,000","78,479,000,000","81,754,000,000","123,233,000,000","149,673,000,000","131,400,000,000","114,340,000,000","64,509,000,000","33,077,000,000","30,952,000,000","20,805,000,000","14,517,000,000","1,723,680,000","2,033,283,750","1,283,548,950","1,244,637,680","1,164,613,440","0","0","0","0","0","0","0","0"
	ChangesInCash,"-13,263,000,000","-25,730,000,000","9,254,000,000","53,296,000,000","41,861,000,000","-23,777,000,000","3,648,000,000","65,275,000,000","47,081,000,000","6,388,000,000","-2,962,000,000","-41,677,000,000","-23,555,000,000","21,206,000,000","13,218,000,000","52,695,000,000","37,450,000,000","2,662,000,000","9,585,000,000","-560,000,000","1,133,000,000","-371,280,000","-1,207,553,250","2,002,061,070","1,226,560,640","77,888,160","456,898,080","45,610,968","9,916,001,928","-6,825,208,224","8,077,247,640","3,832,741,176","-3,366,143,382","217,829,592"
	EffectOfExchangeRateChanges,"-608,000,000","-5,053,000,000","10,330,000,000","-4,232,000,000","1,668,000,000","-3,347,000,000","4,160,000,000","-4,773,000,000","10,473,000,000","1,689,000,000","-313,000,000","198,000,000","-4,111,000,000","-2,933,000,000","3,842,000,000","-2,864,000,000","-6,018,000,000","-537,000,000","562,000,000","-237,000,000","-470,000,000",,,,,,"1,024,165","-75,615,000","-893,019,442","347,719,068","28,015,794","21,024,844","1,011,544,086",
	BeginningCashPosition,"281,657,000,000","278,790,000,000","259,206,000,000","210,142,000,000","166,613,000,000","193,737,000,000","185,929,000,000","144,110,000,000","86,556,000,000","78,479,000,000","81,754,000,000","123,233,000,000","150,803,000,000","131,400,000,000","114,340,000,000","64,509,000,000","33,077,000,000","30,952,000,000","20,805,000,000","21,602,000,000","13,854,000,000","2,094,960,000","3,240,837,000","-718,512,120","18,077,040","1,086,725,280","1,657,641,175","1,747,613,880","18,847,948,168","25,420,444,800","17,213,530,671","13,345,705,640","13,851,929,903","22,512,656,268"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,"96,000,000",,,,,,,,,,,,,,"-2,115,563,420","-1,717,609,848","-27,870,930,654","-18,942,955,644","-25,318,794,105","-17,199,471,660","-11,497,330,607","-22,730,485,860"
CapitalExpenditure,,"-1,718,000,000","-1,746,000,000","-1,720,000,000","-1,324,000,000","-1,793,000,000","-1,402,000,000","-1,456,000,000","-1,707,000,000","-1,928,000,000","-691,000,000","-736,000,000","-604,000,000","-1,454,000,000","-1,767,000,000","-1,150,000,000","-2,309,000,000","-1,409,000,000","-866,000,000","-679,000,000","-596,000,000","-309,680,000","-301,112,250","-351,685,530","-365,557,920","-223,773,920","-417,919,565","-354,301,644","-444,027,976","-326,621,652","-367,403,472","-261,019,044","-307,577,445","-348,709,050"
