name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
MarketCap,"87,218,292,522","71,475,089,331","51,043,184,000","72,507,188,397","54,302,078,100","44,558,801,295","26,790,152,923","28,208,271,000","18,024,424,000","19,674,218,479","19,580,032,826","16,789,492,283","11,234,041,545","7,476,960,000","6,125,052,239","6,347,779,365","4,724,057,726","8,975,224,402","19,240,493,067","17,830,074,783","12,933,007,200","9,046,669,050","6,238,919,000","6,154,701,604","4,120,637,768","4,744,332,922","5,411,609,055"
EnterpriseValue,"91,823,292,522","76,668,089,331","57,267,184,000","78,213,188,397","58,607,078,100","49,107,501,295","30,599,152,923","32,858,571,000","19,384,624,000","20,857,418,479","20,010,932,826","16,843,392,283","11,131,941,545","7,853,460,000","6,692,352,239","7,057,579,365","5,938,757,726","9,686,124,402","19,245,893,067","17,311,674,783","12,626,907,200","9,077,569,050","6,634,619,000","6,291,501,604","4,293,537,768","4,758,432,922","5,357,909,055"
PeRatio,"47.332","47.513","33.288","34.967","30.202","34.76","25.097","52.159","20.317","21.486","21.676","23.285","16.498","12.709","12.344","15.858","10.743","13.837","32.73","35.401","31.129","25.46","22.563","30.197","16.362","18.91","21.918"
ForwardPeRatio,"37.879","34.602","28.986","30.96","28.49","26.316","17.241","22.883","18.315","19.38","20.747","20","16.313","12.87","15.175","14.577",,,,,,,,,,,
PegRatio,"2.73","1.811","5.828","2.763","2.514","4.533","0.98",,,,"2.376","2.293","1.868","1.03","1.32","1.326",,,,,,,,,,,
PsRatio,"13.413","12.557","9.044","12.323","10.362","9.812","5.987","7.193","5.265","5.912","6.417","6.001","4.176","3.427","3.09","3.546","2.807","4.302","10.669","11.442","9.196","7.434","6.355","8.015","2.113","2.458","2.801"
PbRatio,"23.086","22.333","22.636","29.838","36.274","94.284","66.959",,,,"78.101","59.643","29.164",,,,,,"497.17","35.832","40.734",,,,,,
EnterprisesValueRevenueRatio,"14.008","13.39","10.017","13.103","11.029","10.547","6.728","8.255","5.495","5.966","6.184","5.715","4.077","3.448","3.294","3.927","3.383","4.288","10.022","10.492","8.779","7.282","6.484","7.897","2.158","2.413","2.77"
EnterprisesValueEBITDARatio,"29.206","30.828","22.879","25.468","21.539","23.402","14.147","26.497","12.107","12.72","12.226","13.027","9.382","7.852","8.002","9.458","7.235","7.914","17.883","18.45","15.389","13.048","11.791","15.142","6.771","7.663","9.077"
