name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"721,123,000,000","689,029,000,000","937,582,000,000","940,722,000,000","896,552,000,000","815,078,000,000","832,136,000,000","783,962,000,000","757,255,000,000","766,655,000,000","731,781,000,000","709,235,000,000","620,244,000,000","539,854,000,000","480,203,000,000","445,011,000,000","485,814,000,000","454,266,000,000","413,374,000,000","400,828,000,000","321,274,000,000","292,746,000,000","292,901,000,000"
	TotalInvestments,"434,733,000,000","417,441,000,000","492,199,000,000","553,620,000,000","522,760,000,000","479,245,000,000","469,871,000,000","444,240,000,000","417,192,000,000","419,986,000,000","398,173,000,000","405,582,000,000","356,247,000,000","283,912,000,000","260,552,000,000","242,025,000,000","243,557,000,000","214,201,000,000","32,811,000,000","32,762,000,000","27,621,000,000","28,114,000,000","121,864,000,000"
		FixedMaturityInvestments,"0","1,296,000,000","1,514,000,000","1,930,000,000","1,933,000,000","2,013,000,000","2,049,000,000","2,144,000,000","2,308,000,000","2,575,000,000","3,312,000,000","4,268,000,000","5,107,000,000","5,226,000,000","5,120,000,000","3,808,000,000","3,548,000,000",,,,,,
		EquityInvestments,"8,242,000,000","7,150,000,000","8,574,000,000","8,135,000,000","7,522,000,000","6,238,000,000","7,329,000,000","331,167,000,000","299,597,000,000","308,951,000,000","296,776,000,000","309,613,000,000","262,183,000,000","202,724,000,000","182,120,000,000","164,121,000,000","170,742,000,000","174,388,000,000","163,526,000,000","157,998,000,000","135,412,000,000","125,904,000,000","107,378,000,000"
		TradingAssets,"9,790,000,000","5,951,000,000","8,823,000,000","3,914,000,000","3,884,000,000","3,243,000,000","3,507,000,000","27,604,000,000","34,980,000,000","31,137,000,000","27,280,000,000","26,918,000,000","25,026,000,000","21,996,000,000","19,053,000,000","18,211,000,000","18,086,000,000",,,,,,
		NetLoan,"69,352,000,000","66,791,000,000","69,052,000,000","76,696,000,000","75,655,000,000","71,846,000,000","67,936,000,000","64,534,000,000","62,216,000,000","58,144,000,000","52,774,000,000","48,308,000,000","46,990,000,000","42,498,000,000","41,530,000,000","42,817,000,000","39,384,000,000","34,626,000,000","32,811,000,000","32,762,000,000","27,621,000,000","28,114,000,000",
			LoansReceivable,,,,"540,000,000","600,000,000",,,,,,,,,,,"33,114,000,000","30,047,000,000",,,,,,
			MortgageAndConsumerloans,"59,305,000,000","56,745,000,000","58,666,000,000","65,425,000,000","63,559,000,000","59,830,000,000","56,045,000,000","52,779,000,000","50,559,000,000","46,432,000,000","41,008,000,000","36,733,000,000","35,431,000,000","31,831,000,000","31,384,000,000","33,114,000,000",,,,,,,
			PolicyLoans,"10,047,000,000","10,046,000,000","10,386,000,000","11,271,000,000","12,096,000,000","12,016,000,000","11,891,000,000","11,755,000,000","11,657,000,000","11,712,000,000","11,766,000,000","11,575,000,000","11,559,000,000","10,667,000,000","10,146,000,000","9,703,000,000","9,337,000,000",,,,,,
		SecurityAgreeToBeResell,,,,,,,,,,,,,,,"6,000,000","480,000,000","129,000,000","153,000,000","413,000,000","127,000,000","1,464,000,000","9,822,000,000","9,631,000,000"
		OtherShortTermInvestments,"321,326,000,000","312,310,000,000","379,045,000,000","420,705,000,000","396,563,000,000","360,125,000,000","353,580,000,000","338,675,000,000","307,702,000,000","317,209,000,000","304,479,000,000","316,060,000,000","271,304,000,000","5,297,000,000","6,825,000,000","5,576,000,000","5,237,000,000","5,034,000,000","3,959,000,000","5,245,000,000","7,633,000,000","5,419,000,000","4,855,000,000"
			ShortTermInvestmentsAvailableForSale,"321,326,000,000","312,310,000,000","379,045,000,000","420,705,000,000","396,563,000,000","360,125,000,000","353,580,000,000","338,675,000,000","307,702,000,000","317,209,000,000","304,479,000,000","316,060,000,000","271,304,000,000",,,,,,,,,,
		OtherInvestedAssets,"26,023,000,000","23,943,000,000","25,191,000,000","42,240,000,000","37,203,000,000","35,780,000,000","35,470,000,000","11,283,000,000","9,986,000,000","10,921,000,000","10,328,000,000","10,028,000,000","7,820,000,000","6,171,000,000","5,904,000,000","7,012,000,000","6,431,000,000",,,,,,
