name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
		OtherShortTermInvestments,"3,244,371,000","3,491,613,000","3,916,733,000","3,405,351,000","2,277,389,000","2,862,340,000","2,593,873,000","1,471,612,000","602,348,000","839,321,000","669,384,000","494,266,000","438,910,000",,,,,,,,,,,,,,,
	NetLoan,"26,119,681,000","20,569,933,000","18,090,445,000","18,913,344,000","17,423,518,000","17,015,559,000","15,948,909,000","14,486,574,000","8,273,817,000","5,074,899,000","3,314,134,000","2,714,869,000","2,653,035,000","2,313,744,000","1,864,485,000","1,991,687,000","1,851,578,000","1,659,690,000","1,353,716,000","1,118,458,000","895,327,000","706,959,000","607,364,000","503,938,000","461,100,000","382,800,000","271,700,000","211,400,000"
		GrossLoan,"26,459,075,000","20,778,791,000","18,307,825,000","19,209,168,000","17,532,043,000","17,117,823,000","16,043,029,000","14,563,115,000","8,334,671,000","5,127,817,000","3,357,079,000","2,753,607,000","2,692,204,000","2,353,974,000","1,904,104,000","2,021,199,000","1,871,135,000","1,677,389,000","1,370,723,000","1,134,591,000","909,147,000","717,895,000","616,076,000","510,544,000","467,200,000","387,500,000","275,400,000","214,400,000"
			CommercialLoan,"1,269,610,000","902,321,000","510,784,000","842,206,000","661,952,000","823,417,000","738,225,000","577,335,000","291,803,000","356,532,000","157,721,000","183,633,000","150,428,000","120,038,000","150,208,000",,,,,,,,,,,,,
			ConsumerLoan,"2,965,042,000","2,445,851,000","2,185,429,000","2,393,964,000","2,934,534,000","2,345,863,000","1,472,593,000","1,028,991,000","35,232,000","40,937,000","33,148,000","34,125,000","41,120,000","54,401,000","63,561,000",,,,,,,,,,,,,
			MortgageLoan,"20,244,593,000","15,604,978,000","14,099,162,000","14,232,894,000","12,770,908,000","13,212,147,000","12,959,881,000","12,089,412,000","7,431,700,000","4,507,815,000","3,008,973,000","2,455,561,000","2,433,880,000","1,626,827,000","1,632,052,000",,,,,,,,,,,,,
			OtherLoanAssets,"1,979,830,000","1,825,641,000","1,512,450,000","1,740,104,000","1,164,649,000","736,396,000","872,330,000","867,377,000","575,936,000","222,533,000","157,237,000","80,288,000","66,776,000","552,708,000","58,283,000","2,021,199,000","1,871,135,000","1,677,389,000","1,370,723,000","1,134,591,000","909,147,000","717,895,000","616,076,000","510,544,000","467,200,000","387,500,000","275,400,000","214,400,000"
		AllowanceForLoansAndLeaseLosses,"339,394,000","208,858,000","217,380,000","295,824,000","108,525,000","102,264,000","94,120,000","76,541,000","60,854,000","52,918,000","42,945,000","38,738,000","39,169,000","40,230,000","39,619,000","29,512,000","19,557,000","17,699,000","17,007,000","16,133,000","13,820,000","10,936,000","8,712,000","6,606,000","6,100,000","4,700,000","3,700,000","3,000,000"
	Receivables,"170,110,000","125,130,000","83,025,000","88,077,000","75,208,000","81,968,000","64,608,000","51,919,000","25,499,000","20,192,000","14,359,000","13,201,000","12,868,000","167,010,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000","7,029,000","6,029,000","5,821,000","8,894,000","7,200,000","5,500,000","3,000,000","2,600,000"
		AccountsReceivable,"170,110,000","125,130,000","83,025,000","88,077,000","75,208,000","81,968,000","64,608,000","51,919,000","25,499,000","20,192,000","14,359,000","13,201,000","12,868,000","13,899,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000",,,,,,,,
			GrossAccountsReceivable,,,,,,,,,,,,,"12,868,000","13,899,000","14,760,000","18,877,000","17,420,000","17,384,000","13,802,000","8,561,000",,,,,,,,
		OtherReceivables,,,,,,,"0",,,"0","71,854,000",,"278,263,000","153,111,000",,"0",,"0","0",,,,,,,,,
	NetPPE,"676,821,000","678,405,000","695,857,000","738,842,000","711,541,000","567,189,000","519,811,000","504,086,000","296,238,000","273,591,000","245,472,000","225,754,000","186,533,000","170,497,000","156,204,000","152,586,000","130,048,000","116,679,000","88,786,000","65,181,000","50,251,000","39,050,000","33,123,000","30,535,000","30,500,000","27,200,000","13,400,000","6,900,000"
		GrossPPE,"912,232,000","887,368,000","871,194,000","896,186,000","838,061,000","684,007,000","623,021,000","586,822,000","364,152,000","331,106,000","294,765,000","267,543,000","221,515,000","200,152,000","181,621,000","174,510,000",,,,,,,,,,,,
			LandAndImprovements,"147,992,000","145,519,000","145,387,000","147,353,000","146,404,000","147,199,000","139,849,000","129,574,000","87,652,000","81,431,000","75,770,000","72,499,000","64,226,000","60,148,000","54,760,000","55,586,000",,,,,,,,,,,,
			BuildingsAndImprovements,"474,465,000","474,658,000","474,078,000","495,606,000","362,269,000","354,133,000","356,547,000","344,416,000","195,599,000","174,669,000","154,640,000","135,840,000","114,081,000","105,741,000","92,278,000","84,579,000",,,,,,,,,,,,
			MachineryFurnitureEquipment,,"162,549,000","141,907,000","144,237,000","121,536,000","117,561,000","108,598,000","96,404,000","73,121,000","67,392,000","56,526,000","51,548,000","36,212,000","26,114,000","23,752,000","22,045,000",,,,,,,,,,,,
			ConstructionInProgress,,"0","7,454,000","3,389,000","119,733,000","48,289,000","2,251,000","4,861,000","1,198,000","1,849,000","2,781,000","2,498,000","1,849,000","3,069,000","5,827,000","7,372,000",,,,,,,,,,,,
			Leases,"19,123,000","21,627,000","18,617,000","19,071,000","16,803,000","16,825,000","15,776,000","11,567,000","6,582,000","5,765,000","5,048,000","5,158,000","5,147,000","5,080,000","5,004,000","4,928,000",,,,,,,,,,,,
			OtherProperties,"270,652,000","245,564,000","225,658,000","230,767,000","192,852,000","117,561,000","108,598,000","96,404,000","73,121,000","67,392,000","56,526,000","51,548,000","36,212,000",,,,,,,,,,,,,,,
		AccumulatedDepreciation,"-235,411,000","-208,963,000","-175,337,000","-157,344,000","-126,520,000","-116,818,000","-103,210,000","-82,736,000","-67,914,000","-57,515,000","-49,293,000","-41,789,000","-34,982,000","-29,655,000","-25,417,000","-21,924,000",,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"660,789,000","663,543,000","669,063,000","675,458,000","684,542,000","696,461,000","709,040,000","720,950,000","152,340,000","105,576,000","19,158,000","11,827,000","12,207,000","7,925,000","5,554,000","5,664,000","5,877,000","6,140,000","6,402,000","6,664,000","6,375,000","2,671,000","2,823,000","3,064,000","3,300,000","3,700,000","1,400,000","1,400,000"
		Goodwill,"660,789,000","660,789,000","660,789,000","660,789,000","660,789,000","660,789,000","660,789,000",,,,,"5,200,000","5,200,000",,,,,,,,,,,,,,,
		OtherIntangibleAssets,,"2,754,000","8,274,000","14,669,000","23,753,000","35,672,000","48,251,000",,,"26,907,000","13,915,000","6,500,000","6,800,000","7,925,000","5,554,000","5,664,000",,"6,140,000","6,402,000",,"6,375,000",,,"3,064,000",,"3,700,000",,
	OtherAssets,"295,546,000","246,846,000","185,167,000","140,220,000","107,962,000","110,491,000","286,591,000","163,994,000","114,932,000","82,890,000","139,404,000","181,602,000","312,424,000","75,840,000","97,415,000","21,582,000","80,083,000","66,641,000","57,470,000","51,916,000","34,394,000","23,794,000","3,749,000","4,765,000","5,900,000","1,600,000","1,600,000","1,500,000"
TotalLiabilitiesNetMinorityInterest,"29,097,481,000","22,965,630,000","21,691,070,000","22,887,240,000","19,402,260,000","18,614,665,000","17,811,859,000","16,095,271,000","8,411,665,000","5,854,657,000","4,158,640,000","3,529,101,000","3,413,678,000","2,949,889,000","2,498,341,000","2,905,700,000","2,516,614,000","2,354,767,000","1,985,479,000","1,605,434,000","1,288,043,000","945,685,000","797,512,000","761,353,000","734,800,000","572,000,000","316,400,000","252,100,000"
	TotalDeposits,"27,405,143,000","21,500,143,000","20,209,134,000","21,450,356,000","18,474,259,000","17,938,415,000","17,192,345,000","15,574,878,000","7,971,468,000","5,496,382,000","3,717,027,000","3,101,055,000","2,943,919,000","2,540,753,000","2,028,994,000","2,341,414,000","2,057,061,000","2,045,092,000","1,591,643,000","1,379,930,000","1,062,064,000","790,173,000","677,743,000","677,683,000","595,900,000","529,000,000","295,600,000","231,700,000"
		InterestBearingDepositsLiabilities,"23,309,269,000","16,841,692,000","15,225,346,000","17,453,810,000","15,679,008,000","15,190,142,000","14,465,722,000","12,985,420,000","6,455,986,000","4,350,928,000","2,970,707,000","2,522,527,000","2,496,705,000","2,242,168,000","1,805,253,000","2,155,801,000","1,894,066,000","1,877,251,000","1,448,187,000","1,236,983,000","955,478,000","704,335,000","604,942,000","613,111,000","539,700,000","478,900,000","264,500,000","210,400,000"
			CustomerAccounts,"23,309,269,000","16,841,692,000","15,225,346,000","17,453,810,000","15,679,008,000","15,190,142,000","14,465,722,000","12,985,420,000","6,455,986,000","4,350,928,000","2,970,707,000","2,522,527,000","2,496,705,000","2,242,168,000","1,805,253,000","2,155,801,000","1,894,066,000","1,877,251,000","1,448,187,000","1,236,983,000","955,478,000","704,335,000","604,942,000","613,111,000","539,700,000","478,900,000","264,500,000","210,400,000"
		NonInterestBearingDeposits,"4,095,874,000","4,658,451,000","4,983,788,000","3,996,546,000","2,795,251,000","2,748,273,000","2,726,623,000","2,589,458,000","1,515,482,000","1,145,454,000","746,320,000","578,528,000","447,214,000","298,585,000","223,741,000","185,613,000","162,995,000","167,841,000","143,456,000","142,947,000","106,586,000","85,838,000","72,801,000","64,572,000","56,200,000","50,100,000","31,100,000","21,300,000"
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,,,"6,115,000","8,013,000","11,249,000","20,564,000","69,331,000","65,110,000","65,800,000","65,578,000","53,103,000","29,550,000","32,810,000","43,324,000","44,269,000","46,864,000","46,086,000","41,001,000",,,,,,,,"26,800,000","14,000,000","12,700,000"
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,,,"6,115,000","8,013,000","11,249,000","20,564,000","69,331,000","65,110,000","65,800,000","65,578,000","53,103,000","29,550,000","32,810,000","43,324,000","44,269,000","46,864,000",,,,,,,,,,,,
	PayablesAndAccruedExpenses,,"233,864,000","186,840,000","251,940,000","221,786,000","216,355,000","186,164,000","72,622,000","52,172,000","36,892,000","25,897,000","25,169,000","24,645,000","18,723,000","17,575,000","27,525,000","11,984,000","9,063,000","8,969,000","3,885,000","3,889,000","5,407,000","3,866,000","3,128,000","3,000,000","2,400,000","1,800,000","2,300,000"
		Payables,,"233,864,000","186,840,000","251,940,000","221,786,000","216,355,000","186,164,000","72,622,000","52,172,000","36,892,000","25,897,000","25,169,000","24,645,000",,,"27,525,000","11,984,000","9,063,000","8,969,000","3,885,000","3,889,000","5,407,000","3,866,000","3,128,000","3,000,000","2,400,000","1,800,000","2,300,000"
			AccountsPayable,,"233,864,000","186,840,000","251,940,000","221,786,000","216,355,000","186,164,000","72,622,000","52,172,000","36,892,000","16,768,000","27,614,000","45,507,000",,,"27,525,000","11,984,000","9,063,000","8,969,000","3,885,000","3,889,000","5,407,000","3,866,000","3,128,000","3,000,000","2,400,000","1,800,000","2,300,000"
			OtherPayable,,,,,,,,,,,"25,897,000","25,169,000","24,645,000",,,,,,,,,,,,,,,
		CurrentAccruedExpenses,,,,,,,"186,164,000",,,"36,892,000","16,768,000",,"43,882,000",,,"27,525,000",,"9,063,000","8,969,000",,"3,889,000",,,"3,128,000",,"2,400,000",,
	CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,"35,671,000","33,223,000","29,898,000","20,739,000","16,213,000","13,839,000","9,000,000",,,
		CurrentDebt,,,,,,,,,,,,,,,,,,,"35,671,000","33,223,000","29,898,000","20,739,000","16,213,000","13,839,000","9,000,000",,,
			OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,"35,671,000","33,223,000","29,898,000","20,739,000","16,213,000","13,839,000","9,000,000",,,
	LongTermDebtAndCapitalLeaseObligation,"1,274,731,000","1,075,204,000","1,223,487,000","1,095,450,000","694,966,000","439,331,000","364,019,000","382,661,000","322,225,000","255,805,000","345,845,000","345,713,000","366,797,000","347,089,000","407,503,000","489,897,000","401,483,000","259,611,000","349,196,000","188,396,000","192,192,000","129,366,000","99,690,000","66,703,000","127,000,000","12,400,000","5,100,000","5,400,000"
		LongTermDebt,"1,274,731,000","1,075,204,000","1,223,487,000","1,095,450,000","694,966,000","439,331,000","364,019,000","382,661,000","322,225,000","255,805,000","345,845,000","345,713,000","366,797,000","347,089,000","407,503,000","489,897,000","401,483,000","259,611,000","349,196,000","188,396,000","192,192,000","129,366,000","99,690,000","66,703,000","127,000,000","12,400,000","5,100,000","5,400,000"
			AdvanceFromFederalHomeLoanBanks,,,"750,206,000","750,928,000",,,,,,,,,,,,,,,,,,,,,,,,
	LongTermProvisions,"161,834,000","156,419,000","71,609,000","81,481,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherLiabilities,"255,773,000","233,864,000","186,840,000","251,940,000","221,786,000","216,355,000","186,164,000","72,622,000","52,172,000","36,892,000","16,768,000","27,614,000","45,507,000",,,"0",,"0","0",,"0",,,"0","-100,000","1,400,000","-100,000",
TotalEquityGrossMinorityInterest,"5,139,976,000","4,690,938,000","4,839,360,000","4,275,356,000","4,153,468,000","3,773,365,000","3,463,788,000","2,794,871,000","1,467,794,000","911,842,000","632,530,000","511,106,000","427,973,000","323,770,000","272,470,000","327,603,000","194,261,000","174,633,000","149,403,000","121,406,000","98,486,000","90,168,000","73,867,000","65,599,000","61,200,000","40,400,000","35,700,000","18,500,000"
	StockholdersEquity,"5,139,001,000","4,689,579,000","4,836,243,000","4,272,271,000","4,150,351,000","3,770,330,000","3,460,728,000","2,791,607,000","1,464,631,000","908,390,000","629,060,000","507,664,000","424,551,000","320,355,000","269,028,000","324,182,000","190,829,000","174,633,000","149,403,000","121,406,000","98,486,000","72,918,000","56,617,000","48,349,000","43,900,000","40,400,000","35,700,000","18,500,000"
		CapitalStock,"340,111,000","340,152,000","340,234,000","1,294,000","1,289,000","1,286,000","1,283,000","1,213,000","906,000","799,000","737,000","353,000","345,000","170,000","169,000","72,049,000","168,000","167,000","167,000","165,000","162,000","78,000","38,000","38,000",,,,
			PreferredStock,"338,980,000","338,980,000","338,980,000","0","0","0","0","0","0","0","0","0","0","0","0","71,880,000",,,,,,,,,,,,
			CommonStock,"1,131,000","1,172,000","1,254,000","1,294,000","1,289,000","1,286,000","1,283,000","1,213,000","906,000","799,000","737,000","353,000","345,000","170,000","169,000","169,000","168,000","167,000","167,000","165,000","162,000","78,000","38,000","38,000",,,,
			OtherCapitalStock,,,,,,,"0",,,"0","0",,,,,"169,000",,,,,,,,,,,,
		RetainedEarnings,"3,283,818,000","2,773,135,000","2,378,466,000","1,946,875,000","1,869,983,000","1,565,201,000","1,250,313,000","914,434,000","706,628,000","571,454,000","488,978,000","423,485,000","363,734,000","275,074,000","221,243,000","193,195,000","167,139,000","142,609,000","117,600,000","92,262,000","71,293,000","54,755,000","42,718,000","35,498,000","31,000,000","25,900,000","21,200,000","17,300,000"
		AdditionalPaidInCapital,"1,612,446,000","1,753,941,000","2,093,702,000","2,265,850,000","2,251,824,000","2,237,948,000","2,221,844,000","1,901,880,000","755,995,000","324,354,000","143,017,000","73,043,000","51,145,000","45,278,000","41,584,000","43,314,000","38,613,000","36,779,000","34,210,000","30,760,000","27,131,000","17,010,000","14,360,000","14,314,000","14,300,000",,,
		TreasuryStock,,,,,,,,"0","6,857,000","2,349,000","0",,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-97,374,000","-177,649,000","23,841,000","58,252,000","27,255,000","-34,105,000","-12,712,000","-25,920,000","7,959,000","14,132,000","-3,672,000","10,783,000","9,327,000","-167,000","6,032,000","15,624,000","-15,091,000","-4,922,000","-2,574,000","-1,781,000","-100,000","1,075,000","-499,000","-1,501,000","-1,500,000","100,000","200,000","100,000"
			OtherEquityAdjustments,"-97,374,000","-177,649,000","23,841,000","58,252,000","27,255,000","-34,105,000","-12,712,000","-25,920,000","7,959,000","14,132,000","-3,672,000","10,783,000","9,327,000",,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","14,400,000","14,300,000","1,100,000"
	MinorityInterest,"975,000","1,359,000","3,117,000","3,085,000","3,117,000","3,035,000","3,060,000","3,264,000","3,163,000","3,452,000","3,470,000","3,442,000","3,422,000","3,415,000","3,442,000","3,421,000","3,432,000",,,,,"17,250,000","17,250,000","17,250,000","17,300,000",,,
TotalCapitalization,"6,413,732,000","5,764,783,000","6,059,730,000","5,367,721,000","4,845,317,000","4,209,661,000","3,824,747,000","3,174,268,000","1,786,856,000","1,164,195,000","974,905,000","853,377,000","791,348,000","667,444,000","676,531,000","814,079,000","592,312,000","434,244,000","498,599,000","309,802,000","290,678,000","202,284,000","156,307,000","115,052,000","170,900,000","52,800,000","40,800,000","23,900,000"
PreferredStockEquity,"338,980,000","338,980,000","338,980,000",,,,,,,,,,,,,"71,880,000",,,,,,,,,,,,
CommonStockEquity,"4,800,021,000","4,350,599,000","4,497,263,000","4,272,271,000","4,150,351,000","3,770,330,000","3,460,728,000","2,791,607,000","1,464,631,000","908,390,000","629,060,000","507,664,000","424,551,000","320,355,000","269,028,000","252,302,000","190,829,000","174,633,000","149,403,000","121,406,000","98,486,000","72,918,000","56,617,000","48,349,000","43,900,000","40,400,000","35,700,000","18,500,000"
NetTangibleAssets,"4,478,212,000","4,026,036,000","4,167,180,000","3,596,813,000","3,465,809,000","3,073,869,000","2,751,688,000","2,070,657,000","1,312,291,000","802,814,000","609,902,000","495,837,000","412,344,000","312,430,000","263,474,000","318,518,000","184,952,000","168,493,000","143,001,000","114,742,000","92,111,000","70,247,000","53,794,000","45,285,000","40,600,000","36,700,000","34,300,000","17,100,000"
InvestedCapital,"6,074,752,000","5,425,803,000","5,720,750,000","5,367,721,000","4,845,317,000","4,209,661,000","3,824,747,000","3,174,268,000","1,786,856,000","1,164,195,000","974,905,000","853,377,000","791,348,000","667,444,000","676,531,000","742,199,000","592,312,000","434,244,000","534,270,000","343,025,000","320,576,000","223,023,000","172,520,000","128,891,000","179,900,000","52,800,000","40,800,000","23,900,000"
TangibleBookValue,"4,139,232,000","3,687,056,000","3,828,200,000","3,596,813,000","3,465,809,000","3,073,869,000","2,751,688,000","2,070,657,000","1,312,291,000","802,814,000","609,902,000","495,837,000","412,344,000","312,430,000","263,474,000","246,638,000","184,952,000","168,493,000","143,001,000","114,742,000","92,111,000","70,247,000","53,794,000","45,285,000","40,600,000","36,700,000","34,300,000","17,100,000"
TotalDebt,"1,274,731,000","1,075,204,000","1,223,487,000","1,095,450,000","694,966,000","439,331,000","364,019,000","382,661,000","322,225,000","255,805,000","345,845,000","345,713,000","366,797,000","347,089,000","407,503,000","489,897,000","401,483,000","259,611,000","384,867,000","221,619,000","222,090,000","150,105,000","115,903,000","80,542,000","136,000,000","12,400,000","5,100,000","5,400,000"
NetDebt,,"41,750,000",,,,"148,659,000",,,"231,237,000","105,602,000","149,870,000","137,746,000","307,870,000","298,060,000","329,209,000","448,915,000","353,962,000","216,877,000","344,281,000","180,071,000","193,257,000","124,923,000","84,571,000","60,002,000","111,400,000",,,
ShareIssued,"113,148,672","117,176,928","125,443,748","129,350,448","128,951,024","128,611,049","128,288,000","121,268,000","90,612,388","79,924,350","73,711,704","70,543,448","68,927,760","68,214,560","67,618,160","67,474,960","67,272,960","66,986,160","66,658,560","65,977,560","65,378,560","62,674,080","60,512,880","60,472,880","60,472,880","60,472,880","60,472,880","60,480,000"
OrdinarySharesNumber,"113,148,672","117,176,928","125,443,748","129,350,448","128,951,024","128,611,049","128,288,000","121,268,000","90,478,896","79,924,350","73,711,704","70,543,448","68,927,760","68,214,560","67,618,160","67,474,960","67,272,960","66,986,160","66,658,560","65,977,560","65,378,560","62,674,080","60,512,880","60,472,880","60,472,880","60,472,880","60,472,880","60,480,000"
PreferredSharesNumber,"14,000,000","14,000,000","14,000,000",,,,,,,,,,,,,"75,000",,,,,,,,,,,,
TreasurySharesNumber,,,,,,,,,"133,492",,,,,,,,,,,,,,,,,,,
