name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"1,745,000,000","2,903,000,000","4,469,000,000","1,153,000,000","1,673,000,000","2,906,000,000","2,506,000,000","1,815,000,000","1,689,000,000","1,131,000,000","1,320,000,000","1,547,000,000","1,299,000,000","1,793,000,000","2,724,000,000","2,320,000,000","-560,000,000","-44,000,000","1,005,000,000","2,168,000,000","-215,000,000","1,256,000,000","1,459,000,000","1,694,000,000","1,583,000,000","1,854,000,000","1,803,000,000","245,000,000","1,657,000,000","2,417,000,000","1,716,700,000","482,500,000","354,700,000","212,800,000","282,300,000","136,600,000"
	CashFlowFromContinuingOperatingActivities,"1,745,000,000","2,903,000,000","4,469,000,000","1,153,000,000","1,673,000,000","2,906,000,000","2,506,000,000","1,815,000,000","1,689,000,000","1,131,000,000","1,320,000,000","1,547,000,000","1,299,000,000","1,793,000,000","2,724,000,000","2,320,000,000","-560,000,000","-44,000,000","1,005,000,000","2,168,000,000","-215,000,000","1,256,000,000","1,459,000,000","1,694,000,000","1,583,000,000","1,854,000,000","1,803,000,000","245,000,000","1,657,000,000","2,417,000,000","1,716,700,000","482,500,000","354,700,000","212,800,000","282,300,000","136,600,000"
		NetIncomeFromContinuingOperations,"861,000,000","967,000,000","1,917,000,000","2,625,000,000","1,343,000,000","1,717,000,000","1,866,000,000","1,298,000,000","790,000,000","920,000,000","907,000,000","910,000,000","865,000,000","932,000,000","584,000,000","-1,311,000,000","-1,460,000,000","951,000,000","1,055,000,000","1,129,000,000","954,000,000","903,000,000","976,000,000","132,000,000","1,002,000,000","1,107,000,000","996,000,000","919,000,000","783,000,000","789,000,000","853,500,000","347,200,000","301,200,000","163,000,000","155,200,000","110,000,000"
		OperatingGainsLosses,"-142,000,000","-115,000,000","-160,000,000","-283,000,000","-253,000,000","-220,000,000","-216,000,000","-150,000,000","-72,000,000","-148,000,000","-170,000,000","-339,000,000","-312,000,000","-168,000,000","267,000,000","74,000,000","914,000,000","-718,000,000","-419,000,000","846,000,000","-2,036,000,000","-141,000,000","-48,000,000","-5,000,000","-405,000,000","-470,000,000","-98,000,000","-152,000,000","-9,000,000","-20,000,000","12,700,000","-55,500,000","-29,900,000","-42,800,000","5,100,000","-48,300,000"
			GainLossOnSaleOfBusiness,,,,,"0","0","-83,000,000","0","0",,"-10,000,000","-146,000,000","0","0",,"-32,000,000","0","-171,000,000","0","0",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-12,000,000","9,000,000","0","6,000,000","-16,000,000","-19,000,000","50,000,000","27,000,000","63,000,000","2,000,000","-28,000,000","-31,000,000","-109,000,000","-23,000,000","-20,000,000","-99,000,000","-40,000,000","-35,000,000",,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"17,000,000","11,000,000","-9,000,000","-7,000,000","-4,000,000","-20,000,000","0","-1,000,000","0","-51,000,000","-38,000,000","-53,000,000","-72,000,000","-79,000,000","-80,000,000","-177,000,000","-109,000,000","-196,000,000","-63,000,000","-57,000,000","-48,000,000","-11,000,000","-6,000,000","-35,000,000","-3,000,000","-29,000,000","-9,000,000","-1,000,000","-1,000,000","41,000,000","14,700,000","-26,100,000","-9,800,000","-7,100,000","-7,800,000","-100,000"
			RealizedGainLossOnSaleOfLoansAndLease,"-147,000,000","-135,000,000","-151,000,000","-282,000,000","-233,000,000","-188,000,000","-183,000,000","-181,000,000","-139,000,000","-103,000,000","-97,000,000","-115,000,000","-144,000,000","-75,000,000","307,000,000","296,000,000","1,063,000,000","-316,000,000","-356,000,000","903,000,000","-1,988,000,000",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"101,000,000","134,000,000","137,000,000","32,000,000","111,000,000","241,000,000","382,000,000","407,000,000","314,000,000","247,000,000","246,000,000","221,000,000","235,000,000","201,000,000","330,000,000","389,000,000","424,000,000","420,000,000","397,000,000","358,000,000","345,000,000","210,000,000","226,000,000","530,000,000","382,000,000","396,000,000","328,000,000","242,000,000","230,000,000","215,000,000","217,700,000","115,400,000","94,000,000","49,000,000","43,200,000","24,700,000"
			DepreciationAndAmortization,"101,000,000","134,000,000","137,000,000","32,000,000","111,000,000","241,000,000","382,000,000","407,000,000","314,000,000","247,000,000","246,000,000","221,000,000","235,000,000","201,000,000","330,000,000","389,000,000","424,000,000","420,000,000","397,000,000","358,000,000","345,000,000","210,000,000","226,000,000","530,000,000","382,000,000","396,000,000","328,000,000","242,000,000","230,000,000","215,000,000","217,700,000","115,400,000","94,000,000","49,000,000","43,200,000","24,700,000"
