name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
OperatingCashFlow,"12,173,000,000","11,980,000,000","11,195,000,000","9,463,000,000","7,224,000,000","8,183,000,000","6,223,000,000","5,664,000,000","4,637,000,000","4,101,000,000","3,407,000,000","4,135,000,000","2,948,000,000","2,684,000,000","1,697,000,000","1,378,000,000","413,228,000","769,861,000","650,161,000","272,848,000","343,795,000","190,445,000","309,872,000","196,496,000"
	CashFlowFromContinuingOperatingActivities,"12,173,000,000","11,980,000,000","11,195,000,000","9,463,000,000","7,224,000,000","8,183,000,000","6,223,000,000","5,664,000,000","4,637,000,000","4,101,000,000","3,407,000,000","4,135,000,000","2,948,000,000","2,684,000,000","1,697,000,000","1,378,000,000","413,228,000","769,861,000","650,161,000","272,848,000","343,795,000","190,445,000","309,872,000","196,496,000"
		NetIncomeFromContinuingOperations,"12,258,000,000","11,195,000,000","9,930,000,000","8,687,000,000","6,411,000,000","8,118,000,000","5,859,000,000","3,915,000,000","4,059,000,000","3,808,000,000","3,617,000,000","3,116,000,000","2,759,000,000","1,906,000,000","1,847,000,000","1,463,000,000","-253,915,000","1,085,886,000","50,190,000","266,719,000","238,060,000","-385,793,000","116,429,000","142,061,000"
		OperatingGainsLosses,"-21,000,000","61,000,000","145,000,000","-645,000,000","-30,000,000","-167,000,000",,,,,,,,,,,"-85,903,000","15,121,000","9,746,000","12,182,000","11,967,000",,,
			GainLossOnInvestmentSecurities,"-21,000,000","61,000,000","145,000,000","-645,000,000","-30,000,000","-167,000,000",,,,,,,,,,,"-85,903,000",,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,"-167,000,000","0","0",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"857,000,000","799,000,000","750,000,000","726,000,000","580,000,000","522,000,000","459,000,000","437,000,000","373,000,000","366,000,000","321,000,000","258,000,000","230,000,000","194,000,000","148,000,000","141,000,000","112,006,000","97,642,000","99,782,000","109,936,000","123,317,000","119,551,000","90,505,000","69,973,000"
			DepreciationAndAmortization,"857,000,000","799,000,000","750,000,000","726,000,000","580,000,000","522,000,000","459,000,000","437,000,000","373,000,000","366,000,000","321,000,000","258,000,000","230,000,000","194,000,000","148,000,000","141,000,000","112,006,000","97,642,000","99,782,000","109,936,000","123,317,000","119,551,000","90,505,000","69,973,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,"46,304,000","51,277,000","52,953,000","42,068,000","43,015,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,"63,632,000","72,040,000","66,598,000","48,437,000","26,958,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,"63,632,000","72,040,000","66,598,000","48,437,000","26,958,000"
		DeferredTax,"-353,000,000","-236,000,000","-651,000,000","-69,000,000","73,000,000","-7,000,000","-244,000,000","86,000,000","-20,000,000","-16,000,000","-91,000,000","-119,000,000","241,000,000","-175,000,000","122,000,000","337,000,000","-483,952,000","-5,492,000","32,267,000","-54,036,000","40,845,000","-240,666,000","4,429,000","-2,725,000"
			DeferredIncomeTax,"-353,000,000","-236,000,000","-651,000,000","-69,000,000","73,000,000","-7,000,000","-244,000,000","86,000,000","-20,000,000","-16,000,000","-91,000,000","-119,000,000","241,000,000","-175,000,000","122,000,000","337,000,000","-483,952,000","-5,492,000","32,267,000","-54,036,000","40,845,000","-240,666,000","4,429,000","-2,725,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,"4,000,000","16,000,000","12,515,000",,,,,,,
		StockBasedCompensation,"480,000,000","460,000,000","295,000,000","273,000,000","254,000,000","250,000,000","196,000,000","176,000,000","101,000,000","80,000,000","-15,000,000","63,000,000","0","35,000,000","-22,000,000","88,000,000","60,970,000",,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,"-12,000,000","-85,000,000","-39,000,000","-47,803,000",,,,,,,
		OtherNonCashItems,"1,731,000,000","1,644,000,000","1,630,000,000","1,407,000,000","1,086,000,000","1,165,000,000","1,266,000,000","1,227,000,000","889,000,000","683,000,000","743,000,000","670,000,000","571,000,000","17,000,000","41,000,000","47,000,000","24,736,000","-312,754,000","413,966,000",,,"5,750,000","8,651,000","14,622,000"
		ChangeInWorkingCapital,"-2,779,000,000","-1,943,000,000","-904,000,000","-916,000,000","-1,150,000,000","-1,698,000,000","-1,313,000,000","-177,000,000","-765,000,000","-820,000,000","-1,168,000,000","147,000,000","-853,000,000","707,000,000","-439,000,000","-675,000,000","1,074,574,000","-110,542,000","44,210,000","-61,953,000","-70,394,000","691,603,000","89,858,000","-27,435,000"
			ChangeInReceivables,"-683,000,000","-717,000,000","-469,000,000","-484,000,000","-88,000,000","-448,000,000","-1,395,000,000","-734,000,000","-349,000,000","-133,000,000","13,000,000","-83,000,000","-806,000,000","-276,000,000","-226,000,000","366,000,000","-130,987,000","-417,289,000","-93,428,000","-64,189,000","-22,446,000","-48,799,000","16,414,000","-32,970,000"
				ChangesInAccountReceivables,"-512,000,000","-546,000,000","-481,000,000","-397,000,000","-86,000,000","-246,000,000","-1,395,000,000","-726,000,000","-348,000,000","-133,000,000","21,000,000","-236,000,000","-621,000,000","-276,000,000","-176,000,000","366,000,000","67,321,000",,,,,"-48,799,000","16,414,000","-32,970,000"
			ChangeInPrepaidAssets,"-3,132,000,000","-2,438,000,000","-2,175,000,000","-2,087,000,000","-1,552,000,000","-1,661,000,000","-1,769,000,000","-1,402,000,000","-1,073,000,000","-802,000,000","-1,316,000,000","-598,000,000","-573,000,000","27,000,000","-48,000,000","-113,000,000","-100,853,000","-19,859,000","42,623,000","-52,170,000","-24,261,000","-21,604,000","-4,086,000","-13,311,000"
			ChangeInPayablesAndAccruedExpense,"379,000,000","-32,000,000","1,497,000,000","1,402,000,000","-198,000,000","-45,000,000","2,238,000,000","1,838,000,000","748,000,000","125,000,000","170,000,000","777,000,000","523,000,000","904,000,000","432,000,000","-889,000,000","1,261,578,000","-30,650,000","89,382,000","4,111,000","-20,275,000","733,770,000","98,949,000","74,514,000"
				ChangeInPayable,"68,000,000","-228,000,000","69,000,000","48,000,000","-11,000,000","-40,000,000","930,000,000","1,261,000,000","211,000,000","-137,000,000","-104,000,000","302,000,000","346,000,000","141,000,000","167,000,000","-32,000,000","-44,427,000",,,,,"21,566,000","34,420,000","-21,652,000"
					ChangeInTaxPayable,,"-129,000,000","-121,000,000","-52,000,000","-37,000,000","2,000,000","-20,000,000","577,000,000","0",,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,"-129,000,000","-121,000,000","-52,000,000","-37,000,000","2,000,000","-20,000,000","577,000,000","0",,,,,,,,,,,,,,,
					ChangeInAccountPayable,"197,000,000","-99,000,000","190,000,000","100,000,000","26,000,000","-42,000,000","101,000,000","290,000,000","145,000,000","49,000,000","61,000,000","-20,000,000","-2,000,000","67,000,000","-19,000,000","-32,000,000","-44,427,000",,,,,"21,566,000","34,420,000","-21,652,000"
				ChangeInAccruedExpense,"311,000,000","196,000,000","1,428,000,000","1,354,000,000","-187,000,000","-5,000,000","1,308,000,000","577,000,000","537,000,000","262,000,000","274,000,000","475,000,000","177,000,000","763,000,000","265,000,000","-857,000,000","1,306,005,000",,,,,"712,204,000","64,529,000","96,166,000"
			ChangeInOtherCurrentAssets,"-136,000,000","40,000,000","48,000,000","390,000,000","1,288,000,000","-444,000,000",,,,,,,,,,"0","2,561,000","2,162,000","-57,529,000","-27,684,000","-354,000","54,756,000","76,133,000","-101,154,000"
			ChangeInOtherCurrentLiabilities,"450,000,000","282,000,000","201,000,000","-568,000,000","-1,242,000,000","477,000,000",,,,,,,,"-303,000,000",,,"1,254,660,000","176,716,000","176,598,000","239,666,000","4,175,000","-27,777,000","-38,133,000","78,625,000"
			ChangeInOtherWorkingCapital,"343,000,000","922,000,000","-6,000,000","431,000,000","642,000,000","423,000,000","-387,000,000","121,000,000","-91,000,000","-10,000,000","-35,000,000","51,000,000","3,000,000","52,000,000","-597,000,000","-39,000,000","42,275,000","178,378,000","-113,436,000","-161,687,000","-7,233,000","1,257,000","-59,419,000","-33,139,000"
InvestingCashFlow,"-1,204,000,000","-1,351,000,000","-1,470,000,000","-5,272,000,000","-1,879,000,000","-1,640,000,000","-506,000,000","-1,781,000,000","-1,163,000,000","-715,000,000","690,000,000","-4,000,000","-2,839,000,000","-748,000,000","-641,000,000","-664,000,000","201,651,000","315,141,000","-676,226,000","-33,655,000","-274,514,000","-161,683,000","-115,955,000","-219,100,000"
	CashFlowFromContinuingInvestingActivities,"-1,204,000,000","-1,351,000,000","-1,470,000,000","-5,272,000,000","-1,879,000,000","-1,640,000,000","-506,000,000","-1,781,000,000","-1,163,000,000","-715,000,000","690,000,000","-4,000,000","-2,839,000,000","-748,000,000","-641,000,000","-664,000,000","201,651,000","315,141,000","-676,226,000","-33,655,000","-274,514,000","-161,683,000","-115,955,000","-219,100,000"
		CapitalExpenditureReported,"-724,000,000","-717,000,000","-655,000,000","-407,000,000","-369,000,000","-306,000,000","-174,000,000","-123,000,000","-167,000,000","-165,000,000","-159,000,000","-144,000,000","-122,000,000","-100,000,000","-90,000,000",,,,,,,"-67,217,000","-47,128,000","-49,701,000"
		NetPPEPurchaseAndSale,"-453,000,000","-371,000,000","-442,000,000","-407,000,000","-339,000,000","-422,000,000","-330,000,000","-300,000,000","-215,000,000","-177,000,000","-175,000,000","-155,000,000","-96,000,000","-77,000,000","-61,000,000","-57,000,000","-75,626,000","-156,422,000","-94,468,000","-82,003,000","-78,155,000","-76,253,000","-54,237,000","-57,861,000"
			PurchaseOfPPE,"-453,000,000","-371,000,000","-442,000,000","-407,000,000","-339,000,000","-422,000,000","-330,000,000","-300,000,000","-215,000,000","-177,000,000","-175,000,000","-155,000,000","-96,000,000","-77,000,000","-61,000,000","-57,000,000","-75,626,000","-156,422,000","-94,468,000","-82,003,000","-78,155,000","-76,253,000","-54,237,000","-57,861,000"
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,"-100,000,000","-90,000,000","-83,000,000","-94,647,000",,,,,,"-47,128,000",
			PurchaseOfIntangibles,,,,,,,,,,,,,,"-100,000,000","-90,000,000","-83,000,000","-94,647,000",,,,,,"-47,128,000",
		NetBusinessPurchaseAndSale,,"0","-313,000,000","-4,436,000,000","-989,000,000","-1,440,000,000","0","-1,175,000,000","0","-582,000,000","-525,000,000","0","-70,000,000","-460,000,000","-498,000,000","-21,000,000","-81,731,000",,,,"-29,861,000","0","31,243,000","0"
			PurchaseOfBusiness,,"0","-313,000,000","-4,436,000,000","-989,000,000","-1,440,000,000","0","-1,175,000,000","0","-584,000,000","-525,000,000","0","-70,000,000","-460,000,000","-498,000,000","-21,000,000","-81,731,000",,,,,"0","31,243,000","0"
			SaleOfBusiness,,,,,,,,,,"2,000,000",,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-90,000,000","-257,000,000","-57,000,000","-55,000,000","-185,000,000","532,000,000","12,000,000","-182,000,000","-783,000,000","210,000,000","1,450,000,000","319,000,000","-1,700,000,000","-125,000,000","11,000,000","-499,000,000","457,229,000","463,654,000","-581,390,000","49,388,000","-162,656,000","-16,479,000","-40,861,000","-135,766,000"
			PurchaseOfInvestment,"-813,000,000","-736,000,000","-594,000,000","-911,000,000","-807,000,000","-1,325,000,000","-1,900,000,000","-2,006,000,000","-1,855,000,000","-1,892,000,000","-2,385,000,000","-2,526,000,000","-2,981,000,000","-973,000,000","-396,000,000","-633,000,000","-519,514,000","-3,578,357,000","-3,815,115,000","-2,834,321,000","-2,194,931,000","-249,057,000","-226,841,000","-251,205,000"
			SaleOfInvestment,"723,000,000","479,000,000","537,000,000","856,000,000","622,000,000","1,857,000,000","1,912,000,000","1,824,000,000","1,072,000,000","2,102,000,000","3,835,000,000","2,845,000,000","1,281,000,000","848,000,000","407,000,000","134,000,000","976,743,000","4,042,011,000","3,233,725,000","2,883,709,000","2,032,275,000","232,578,000","185,980,000","115,439,000"
		NetOtherInvestingChanges,"63,000,000","-6,000,000","-3,000,000","33,000,000","3,000,000","-4,000,000","-14,000,000","-1,000,000","2,000,000","-1,000,000","99,000,000","-24,000,000","-851,000,000","14,000,000","-3,000,000","-4,000,000","-3,574,000","7,909,000","-368,000","-1,040,000","-3,842,000","-1,734,000","-4,972,000","24,228,000"
FinancingCashFlow,"-10,692,000,000","-9,488,000,000","-10,328,000,000","-6,555,000,000","-2,152,000,000","-5,867,000,000","-4,966,000,000","-4,764,000,000","-2,344,000,000","-2,516,000,000","-2,339,000,000","-2,629,000,000","-1,798,000,000","-1,215,000,000","19,000,000","-185,000,000","-751,378,000","-657,507,000","637,600,000","0","0","0","-34,893,000","5,443,000"
	CashFlowFromContinuingFinancingActivities,"-10,692,000,000","-9,488,000,000","-10,328,000,000","-6,555,000,000","-2,152,000,000","-5,867,000,000","-4,966,000,000","-4,764,000,000","-2,344,000,000","-2,516,000,000","-2,339,000,000","-2,629,000,000","-1,798,000,000","-1,215,000,000","19,000,000","-185,000,000","-751,378,000","-657,507,000","637,600,000","0","0","0","-34,893,000","5,443,000"
