name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"49,089,836,000","46,763,372,000","24,453,564,000","22,960,622,000","20,411,667,000","19,728,435,000","17,518,292,000","14,860,237,000","11,991,527,000","11,646,051,000","9,581,744,000","9,543,623,000","8,609,683,000","7,263,892,000","8,005,335,000","7,873,890,000","7,846,126,000","8,149,515,000","8,492,022,000","8,898,304,000","9,363,232,000","9,612,556,000","9,080,473,000","8,767,748,000","8,086,012,000","6,416,600,000","5,688,200,000","5,366,600,000","4,822,600,000","4,152,100,000","3,714,500,000","3,192,400,000","2,695,700,000","2,643,900,000","2,184,000,000"
	CashCashEquivalentsAndFederalFundsSold,"1,175,058,000","728,412,000","822,019,000","589,712,000","276,337,000","317,165,000","290,432,000","255,519,000","219,818,000","239,963,000","206,723,000","264,060,000","222,872,000","251,552,000","497,276,000","193,012,000","263,672,000","532,636,000","418,915,000","254,220,000","222,385,000","236,226,000","224,663,000","202,600,000","210,255,000","181,800,000","167,100,000","187,100,000","261,100,000","248,500,000","1,427,000,000","1,268,600,000","227,500,000","951,100,000","840,700,000"
		CashAndCashEquivalents,"1,175,058,000","728,412,000","822,019,000","589,712,000","276,337,000","317,165,000","290,432,000","255,519,000","219,818,000","239,963,000","206,723,000","264,060,000","222,872,000","251,552,000","144,156,000","162,893,000","255,192,000","210,303,000","245,364,000","204,678,000","222,385,000","236,226,000","224,663,000","202,600,000","210,255,000","181,800,000","167,100,000","187,100,000","261,100,000","248,500,000","237,100,000","261,800,000","227,500,000","226,600,000","214,500,000"
			CashFinancial,"430,866,000","453,432,000","172,663,000","268,208,000","234,766,000","284,003,000","222,753,000","209,381,000","91,311,000","207,871,000","190,606,000","218,276,000","191,626,000",,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,"744,192,000","274,980,000","649,356,000","321,504,000","41,571,000","33,162,000","67,679,000","46,138,000","128,507,000","32,092,000","16,117,000","45,784,000","31,246,000",,,,,,,,,"223,007,000",,,,,,,,,,,,,
			CashAndDueFromBanks,,,,,,,,,,,,,"222,872,000","251,552,000","144,156,000","162,893,000","255,192,000","210,303,000","245,364,000","204,678,000","222,385,000","13,219,000","224,663,000","202,600,000","210,255,000","181,800,000","167,100,000","187,100,000","261,100,000","248,500,000","237,100,000","261,800,000","227,500,000","226,600,000","214,500,000"
		MoneyMarketInvestments,,,,,,,,,,,,,,"144,184,000","353,120,000","30,119,000","8,480,000","322,333,000","173,551,000","49,542,000",,,,,,,,,,,"1,189,900,000","1,006,800,000",,"724,500,000","626,200,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,"30,119,000","8,480,000","322,333,000","173,551,000","49,542,000",,,,,,,,,,,"1,189,900,000","1,006,800,000",,"724,500,000","626,200,000"
	FederalHomeLoanBankStock,"365,588,000","314,168,000","169,375,000","169,433,000","164,099,000","142,980,000","119,686,000","101,716,000","86,146,000","71,175,000","40,584,000","37,927,000","30,835,000","31,937,000","36,090,000","41,090,000","41,090,000",,,,,,,,,,,,,,,,,,
	ForeclosedAssets,,,,,,"3,232,000","8,810,000","18,546,000","12,498,000","16,362,000","21,232,000","37,316,000","37,562,000",,,,,,,,,,,,,,,,,,,,,,
	OtherRealEstateOwned,,,,,,"3,232,000","8,810,000","18,546,000","12,498,000","16,362,000","21,232,000","37,316,000","37,562,000","5,591,000",,,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"767,902,000","768,552,000","463,324,000","456,110,000","448,967,000","444,224,000","403,753,000","352,956,000","341,294,000","325,617,000","275,121,000","270,629,000","248,693,000","226,192,000","224,652,000","223,126,000","214,486,000",,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"9,806,920,000","9,915,366,000","7,395,277,000","5,972,662,000","5,391,933,000","4,635,332,000","3,885,854,000","3,547,246,000","3,294,273,000","3,475,766,000","3,138,501,000","2,906,709,000","2,558,682,000","2,598,432,000","2,882,228,000","2,224,687,000","2,267,410,000","2,341,379,000","2,499,974,000","2,975,529,000","2,931,749,000","3,077,798,000","2,248,385,000","1,825,112,000","1,838,124,000","1,636,600,000","1,567,000,000","1,514,600,000","1,390,200,000","1,231,500,000","22,100,000","21,200,000","819,800,000","45,300,000","40,400,000"
		TradingSecurities,,,"13,211,000","2,547,000","6,842,000","5,582,000","5,584,000","4,982,000","3,941,000","3,881,000","3,566,000","3,097,000","2,816,000","0",,,,,,,,,,,,,,,,,,,,,
		AvailableForSaleSecurities,"80,372,000","52,507,000","13,211,000",,,,,,,,,,"2,071,276,000","1,960,222,000","2,486,219,000","2,125,026,000","2,140,641,000","2,341,379,000","2,499,974,000","2,975,529,000","2,931,749,000","3,077,798,000","2,248,385,000","1,825,112,000","1,838,124,000","1,636,600,000","1,567,000,000","1,514,600,000","1,390,200,000","1,231,500,000","22,100,000","21,200,000","819,800,000","45,300,000","40,400,000"
		HeldToMaturitySecurities,"3,013,493,000","3,089,147,000","0",,"0","506,334,000","684,063,000","745,090,000","872,111,000","844,054,000","762,734,000","402,828,000","484,590,000","638,210,000","396,009,000","99,661,000","126,769,000",,,,,,,,,,,,,,,,,,
