name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"10,793,000,000","9,903,000,000","9,636,000,000","9,168,000,000","8,244,000,000","6,547,000,000","6,276,000,000","5,843,000,000","5,971,000,000","4,682,000,000","4,352,000,000","1,730,000,000","1,363,000,000","1,327,000,000","1,149,944,000","994,788,000","813,078,000","574,293,000","313,799,000","155,865,000","108,414,000","93,746,000","125,490,000","66,863,000","2,711,000"
	OperatingRevenue,"10,793,000,000","9,903,000,000","9,636,000,000","9,168,000,000","8,244,000,000","6,547,000,000","6,276,000,000","5,641,000,000","5,794,000,000","4,504,000,000","4,202,000,000","1,672,000,000","1,332,000,000","1,301,000,000","1,132,629,000","986,157,000","813,078,000","574,293,000","313,799,000","155,865,000","108,414,000","93,746,000","124,031,000","66,115,000","2,711,000"
CostOfRevenue,"4,617,000,000","4,244,000,000","4,434,000,000","4,150,000,000","3,945,000,000","2,856,000,000","2,723,000,000","2,548,000,000","2,786,000,000","2,158,000,000","2,040,000,000","497,000,000","297,000,000","298,000,000","281,155,000","273,954,000","29,705,000","126,149,000","70,184,000","47,368,000","1,279,000",,,,
GrossProfit,"6,176,000,000","5,659,000,000","5,202,000,000","5,018,000,000","4,299,000,000","3,691,000,000","3,553,000,000","3,295,000,000","3,185,000,000","2,524,000,000","2,312,000,000","1,233,000,000","1,066,000,000","1,029,000,000","868,789,000","720,834,000","783,373,000","448,144,000","243,615,000","108,497,000","107,135,000",,,,
OperatingExpense,"2,003,000,000","1,696,000,000","1,471,000,000","1,467,000,000","1,161,000,000","1,016,000,000","936,000,000","880,000,000","933,000,000","686,000,000","735,000,000","300,000,000","220,000,000","220,000,000","206,474,000","202,076,000","289,839,000","83,460,000","109,164,000","52,292,000","74,741,000","74,828,000","74,537,000","39,933,000","9,144,000"
	SellingGeneralAndAdministration,"553,000,000","481,000,000","440,000,000","458,000,000","410,000,000","354,000,000","350,000,000","345,000,000","323,000,000","312,000,000","402,000,000","144,000,000","89,000,000","88,000,000","85,265,000","90,719,000","227,592,000","50,759,000","95,450,000","17,395,000","57,717,000","12,398,000","17,919,000","9,571,000","1,493,000"
		GeneralAndAdministrativeExpense,"553,000,000","481,000,000","440,000,000","458,000,000","410,000,000","354,000,000","350,000,000","345,000,000","323,000,000","312,000,000","402,000,000","144,000,000","89,000,000","88,000,000","85,265,000","90,719,000","227,592,000",,,,,"12,398,000","17,919,000","9,571,000","1,493,000"
			SalariesAndWages,,,,,,"1,042,000,000","994,000,000","946,000,000","953,000,000","611,000,000","592,000,000","302,000,000","251,000,000","250,000,000","236,649,000","235,677,000","159,792,000",,,,,"26,236,000","27,906,000","15,970,000","2,970,000"
			RentAndLandingFees,"106,000,000","92,000,000","83,000,000","84,000,000","81,000,000","68,000,000","68,000,000","69,000,000","70,000,000","57,000,000","78,000,000","39,000,000","19,000,000","19,000,000","17,024,000","20,590,000",,,,,,,,,
			OtherGandA,"447,000,000","389,000,000","357,000,000","374,000,000","329,000,000","286,000,000","282,000,000","276,000,000","253,000,000","255,000,000","324,000,000","105,000,000","70,000,000","69,000,000","68,241,000","70,129,000","67,800,000",,,,,"-13,838,000","-9,987,000","-6,399,000","-1,477,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,450,000,000","1,215,000,000","1,031,000,000","1,009,000,000","751,000,000","662,000,000","586,000,000","535,000,000","610,000,000","374,000,000","333,000,000","156,000,000","131,000,000","132,000,000","121,209,000","111,357,000","62,247,000","32,701,000","13,714,000","15,083,000","17,024,000","19,341,000","14,368,000","7,052,000","1,220,000"
		DepreciationAndAmortizationInIncomeStatement,"1,450,000,000","1,215,000,000","1,031,000,000","1,009,000,000","751,000,000","662,000,000","586,000,000","535,000,000","610,000,000","374,000,000","333,000,000","156,000,000","131,000,000","132,000,000","121,209,000","111,357,000","62,247,000","32,701,000","13,714,000","15,083,000","17,024,000","19,341,000","14,368,000","7,052,000","1,220,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,"19,814,000",,"43,089,000","42,250,000","23,310,000","6,431,000"
OperatingIncome,"4,173,000,000","3,963,000,000","3,731,000,000","3,551,000,000","3,138,000,000","2,675,000,000","2,617,000,000","2,415,000,000","2,252,000,000","1,838,000,000","1,577,000,000","933,000,000","846,000,000","809,000,000","662,315,000","518,758,000","493,534,000","364,684,000","204,635,000","56,205,000","32,394,000","18,918,000","50,953,000","26,930,000","-6,433,000"
NetNonOperatingInterestIncomeExpense,"-739,000,000","-489,000,000","-508,000,000","-422,000,000","-347,000,000","-250,000,000","-222,000,000","-179,000,000","-175,000,000","-97,000,000","-96,000,000","-56,000,000","-39,000,000","-32,000,000","-28,380,000","-20,961,000","-8,037,000",,,,,,,,
	InterestIncomeNonOperating,"192,000,000","319,000,000","108,000,000","1,000,000","10,000,000","35,000,000","22,000,000","8,000,000","3,000,000",,,"3,000,000","1,626,000","3,000,000","2,161,000","1,961,000","11,536,000",,,,,,,,
