name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999
			OtherProperties,"27,055,000,000","31,436,000,000","30,566,000,000","35,547,000,000","34,196,000,000","27,397,000,000","23,374,000,000","19,750,000,000","17,726,000,000","18,324,000,000","18,236,000,000","17,267,000,000","17,157,000,000","18,976,000,000","18,660,000,000","17,343,000,000","14,855,000,000","12,050,000,000","9,717,000,000",,,,,,
		AccumulatedDepreciation,"-13,640,000,000","-12,190,000,000","-10,180,000,000","-10,120,000,000","-9,950,000,000","-9,080,000,000","-8,280,000,000","-7,680,000,000","-7,770,000,000","-8,980,000,000","-9,040,000,000","-9,050,000,000","-8,460,000,000","-7,870,000,000","-7,280,000,000","-6,550,000,000","-5,880,000,000","-5,060,000,000","-4,620,000,000",,,,,,
	GoodwillAndOtherIntangibleAssets,"7,093,000,000","8,383,000,000","4,703,000,000","4,962,000,000","4,837,000,000","4,082,000,000","4,038,000,000","4,095,000,000","4,148,000,000","4,160,000,000","4,376,000,000","5,099,000,000","5,468,000,000","5,522,000,000","4,920,000,000","5,052,000,000","5,092,000,000","5,686,000,000","5,203,000,000",,,,,,
		Goodwill,"5,916,000,000","6,374,000,000","4,285,000,000","4,332,000,000","4,196,000,000","3,758,000,000","3,665,000,000","3,666,000,000","3,657,000,000","3,645,000,000","3,705,000,000","3,702,000,000","3,802,000,000","3,495,000,000","3,543,000,000","3,523,000,000","3,321,000,000","3,184,000,000","3,148,000,000",,,,,,
		OtherIntangibleAssets,"1,177,000,000","2,009,000,000","418,000,000","630,000,000","641,000,000","324,000,000","373,000,000","429,000,000","491,000,000","515,000,000","671,000,000","1,397,000,000","1,666,000,000","2,027,000,000","1,377,000,000","1,529,000,000","1,771,000,000","2,502,000,000","2,055,000,000",,,,,,
	OtherAssets,,,,,,,,,,,,,,,"7,937,000,000","8,359,000,000","456,772,000,000","35,998,000,000","38,983,000,000","226,947,000,000","174,646,000,000","142,074,000,000","120,897,000,000","104,389,000,000","56,517,000,000"
TotalLiabilitiesNetMinorityInterest,"1,524,689,000,000","1,324,610,000,000","1,354,062,000,000","1,067,096,000,000","902,703,000,000","841,611,000,000","834,533,000,000","773,272,000,000","774,667,000,000","773,045,000,000","833,040,000,000","862,839,000,000","852,846,000,000","833,976,000,000","778,228,000,000","820,178,000,000","1,076,996,000,000","802,415,000,000","678,802,000,000","506,300,000,000","382,167,000,000","336,571,000,000","293,987,000,000","267,880,000,000","240,346,000,000"
	TotalDeposits,"428,417,000,000","386,665,000,000","364,227,000,000","259,962,000,000","190,019,000,000","158,257,000,000","138,604,000,000","124,098,000,000","97,519,000,000","82,880,000,000","70,807,000,000","70,124,000,000","46,109,000,000","38,569,000,000","39,418,000,000","27,643,000,000","15,370,000,000","10,697,000,000",,,,,,,
		InterestBearingDepositsLiabilities,"428,417,000,000","386,665,000,000","364,227,000,000","259,962,000,000","190,019,000,000","158,257,000,000","138,604,000,000","124,098,000,000","97,519,000,000","82,880,000,000","70,807,000,000",,"46,109,000,000","38,569,000,000","39,418,000,000","27,643,000,000","15,370,000,000","10,697,000,000",,,,,,,
			DepositsbyBank,"165,132,000,000","176,073,000,000","259,082,000,000","97,220,000,000","58,339,000,000","70,850,000,000","69,764,000,000","61,326,000,000","49,309,000,000","41,409,000,000","35,587,000,000",,,,,,"15,370,000,000","10,697,000,000",,,,,,,
			CustomerAccounts,"263,285,000,000","210,592,000,000","105,145,000,000","162,742,000,000","131,680,000,000","87,407,000,000","68,840,000,000","62,772,000,000","48,210,000,000","41,471,000,000","35,220,000,000",,"46,109,000,000","38,569,000,000","39,418,000,000","27,643,000,000","15,370,000,000","0",,,,,,,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"249,887,000,000","110,349,000,000","165,883,000,000","126,571,000,000","117,756,000,000","78,723,000,000","84,718,000,000","71,816,000,000","86,069,000,000","88,215,000,000","164,782,000,000","171,807,000,000","164,502,000,000","162,345,000,000","128,360,000,000","62,883,000,000","159,178,000,000","147,492,000,000","149,026,000,000","199,064,000,000","163,311,000,000","155,630,000,000","120,948,000,000","113,105,000,000","49,352,000,000"
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"249,887,000,000","110,349,000,000","165,883,000,000","126,571,000,000","117,756,000,000","78,723,000,000","84,718,000,000","71,816,000,000","86,069,000,000","88,215,000,000","164,782,000,000","171,807,000,000","164,502,000,000","162,345,000,000","128,360,000,000","62,883,000,000","159,178,000,000","147,492,000,000","149,026,000,000",,,,,,
	SecuritiesLoaned,"60,483,000,000","30,727,000,000","46,505,000,000","21,621,000,000","14,985,000,000","11,808,000,000","14,793,000,000","7,524,000,000","3,614,000,000","5,570,000,000","18,745,000,000","13,765,000,000","7,182,000,000","11,212,000,000","15,207,000,000","17,060,000,000","28,624,000,000","22,208,000,000","23,331,000,000",,,,,,
	PayablesAndAccruedExpenses,"244,113,000,000","273,447,000,000","262,437,000,000","201,256,000,000","185,400,000,000","189,318,000,000","187,672,000,000","194,469,000,000","219,997,000,000","219,856,000,000","211,922,000,000","216,200,000,000","202,933,000,000","197,196,000,000","195,111,000,000","261,096,000,000","325,748,000,000","219,648,000,000","192,386,000,000","161,221,000,000","109,028,000,000","95,590,000,000","97,297,000,000","82,148,000,000","59,534,000,000"
		Payables,"233,675,000,000","264,714,000,000","254,291,000,000","193,813,000,000","177,764,000,000","183,099,000,000","182,220,000,000","190,249,000,000","211,642,000,000","215,105,000,000","206,739,000,000","197,209,000,000","198,825,000,000","192,546,000,000","189,656,000,000","256,708,000,000","320,999,000,000","215,816,000,000","189,186,000,000","161,221,000,000","109,028,000,000","95,590,000,000","97,297,000,000","82,148,000,000","59,534,000,000"
			AccountsPayable,"230,728,000,000","262,045,000,000","251,931,000,000","190,658,000,000","174,817,000,000","180,235,000,000","178,169,000,000","188,455,000,000","210,362,000,000","213,572,000,000","204,765,000,000","194,485,000,000","198,292,000,000","190,504,000,000","185,634,000,000","253,843,000,000","318,453,000,000","213,177,000,000","188,318,000,000",,,,,,
			TotalTaxPayable,"2,947,000,000","2,669,000,000","2,360,000,000","3,155,000,000","2,947,000,000","2,864,000,000","4,051,000,000","1,794,000,000","1,280,000,000","1,533,000,000","1,974,000,000","2,724,000,000","533,000,000","2,042,000,000","4,022,000,000","2,865,000,000","2,546,000,000","2,639,000,000","868,000,000",,,,,,
				IncomeTaxPayable,"2,947,000,000","2,669,000,000","2,360,000,000","3,155,000,000","2,947,000,000","2,864,000,000","4,051,000,000","1,794,000,000","1,280,000,000","1,533,000,000","1,974,000,000","2,724,000,000","533,000,000","2,042,000,000","4,022,000,000","2,865,000,000","2,546,000,000","2,639,000,000","868,000,000",,,,,,
		CurrentAccruedExpenses,"10,438,000,000","8,733,000,000","8,146,000,000","7,443,000,000","7,636,000,000","6,219,000,000","5,452,000,000","4,220,000,000","8,355,000,000","4,751,000,000","5,183,000,000","18,991,000,000","4,108,000,000","4,650,000,000","5,455,000,000","4,388,000,000","4,749,000,000","3,832,000,000","3,200,000,000",,,,,,
	CurrentDebtAndCapitalLeaseObligation,"83,149,000,000","67,800,000,000","56,125,000,000","66,088,000,000","55,611,000,000","50,057,000,000","61,818,000,000","52,383,000,000","57,020,000,000","60,099,000,000","61,982,000,000","67,349,000,000","78,223,000,000","72,371,000,000","50,447,000,000","73,883,000,000","103,967,000,000","72,194,000,000","55,219,000,000","54,959,000,000","44,202,000,000","40,638,000,000","37,597,000,000","33,471,000,000","37,756,000,000"
		CurrentDebt,"83,149,000,000","67,800,000,000","56,125,000,000","66,088,000,000","55,611,000,000","50,057,000,000","61,818,000,000","52,383,000,000","57,020,000,000","60,099,000,000","61,982,000,000","67,349,000,000","78,223,000,000","72,371,000,000","50,447,000,000","73,883,000,000","103,967,000,000","72,194,000,000","55,219,000,000","54,959,000,000","44,202,000,000","40,638,000,000","37,597,000,000","33,471,000,000","37,756,000,000"
			CurrentNotesPayable,,,,,,,,,,"338,000,000","292,000,000","260,000,000","1,328,000,000","3,265,000,000","2,119,000,000","6,944,000,000","13,251,000,000","13,811,000,000","17,339,000,000",,,,,,
			CommercialPaper,"1,213,000,000","1,718,000,000","6,730,000,000","6,085,000,000","0",,,,"208,000,000","617,000,000","1,011,000,000","884,000,000","1,491,000,000","1,306,000,000","1,660,000,000","1,125,000,000","4,343,000,000","1,489,000,000","5,154,000,000",,,,,,
			OtherCurrentBorrowings,"81,936,000,000","66,082,000,000","49,395,000,000","60,003,000,000","55,611,000,000","50,057,000,000","61,818,000,000","52,383,000,000","56,812,000,000","59,144,000,000","60,679,000,000","66,205,000,000","75,404,000,000","67,800,000,000","46,668,000,000","65,814,000,000","86,373,000,000","56,894,000,000","32,726,000,000","54,959,000,000","44,202,000,000","40,638,000,000","37,597,000,000","33,471,000,000","37,756,000,000"
	TradingLiabilities,"143,601,000,000","136,589,000,000","129,471,000,000","95,136,000,000","65,033,000,000","66,303,000,000",,,,,,,,,"129,019,000,000","175,972,000,000",,,,,,,,,
	DerivativeProductLiabilities,"56,754,000,000","54,735,000,000","51,953,000,000","58,591,000,000","43,802,000,000","42,594,000,000",,,,,,,,,,,,,,,,,,,
	LongTermDebtAndCapitalLeaseObligation,"250,099,000,000","256,399,000,000","265,754,000,000","228,301,000,000","221,414,000,000","236,027,000,000","227,579,000,000","198,075,000,000","186,443,000,000","175,394,000,000","168,966,000,000","177,630,000,000","182,814,000,000","189,773,000,000","196,288,000,000","185,678,000,000","197,474,000,000","148,976,000,000","100,007,000,000","80,696,000,000","57,482,000,000","38,711,000,000","31,016,000,000","31,395,000,000","20,952,000,000"
		LongTermDebt,"247,867,000,000","254,245,000,000","263,466,000,000","226,018,000,000","219,029,000,000","236,027,000,000","227,579,000,000","198,075,000,000","186,443,000,000","175,394,000,000","168,966,000,000","177,630,000,000","182,814,000,000","189,773,000,000","196,288,000,000","185,678,000,000","197,474,000,000","148,976,000,000","100,007,000,000","80,696,000,000","57,482,000,000","38,711,000,000","31,016,000,000","31,395,000,000","20,952,000,000"
		LongTermCapitalLeaseObligation,"2,232,000,000","2,154,000,000","2,288,000,000","2,283,000,000","2,385,000,000",,,,,,,,,,,,,,,,,,,,
	EmployeeBenefits,"7,823,000,000","7,250,000,000","10,867,000,000","7,930,000,000","6,970,000,000","6,956,000,000","6,866,000,000","7,258,000,000","8,298,000,000","8,544,000,000","8,084,000,000","8,538,000,000","6,006,000,000","9,540,000,000","11,586,000,000","5,163,000,000","14,003,000,000","11,855,000,000","6,598,000,000",,,,,,
		NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,"6,006,000,000","9,540,000,000",,,,,,,,,,,
	PreferredSecuritiesOutsideStockEquity,"363,000,000","649,000,000","840,000,000","1,640,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherLiabilities,,,"840,000,000","1,640,000,000","1,713,000,000","1,568,000,000","112,483,000,000","117,649,000,000","115,707,000,000","132,487,000,000","127,752,000,000","137,426,000,000","165,077,000,000","152,970,000,000","141,811,000,000","186,772,000,000","232,632,000,000","169,345,000,000","152,235,000,000","10,360,000,000","8,144,000,000","6,002,000,000","7,129,000,000","7,761,000,000","72,752,000,000"
TotalEquityGrossMinorityInterest,"116,905,000,000","117,189,000,000","109,926,000,000","95,932,000,000","90,265,000,000","90,185,000,000","82,243,000,000","86,893,000,000","86,728,000,000","82,797,000,000","78,467,000,000","75,716,000,000","70,379,000,000","77,356,000,000","70,714,000,000","64,369,000,000","42,800,000,000","35,786,000,000","28,002,000,000","25,079,000,000","21,632,000,000","19,003,000,000","18,231,000,000","16,530,000,000","10,145,000,000"
	StockholdersEquity,"116,905,000,000","117,189,000,000","109,926,000,000","95,932,000,000","90,265,000,000","90,185,000,000","82,243,000,000","86,893,000,000","86,728,000,000","82,797,000,000","78,467,000,000","75,716,000,000","70,379,000,000","77,356,000,000","70,714,000,000","64,369,000,000","42,800,000,000","35,786,000,000","28,002,000,000","25,079,000,000","21,632,000,000","19,003,000,000","18,231,000,000","16,530,000,000","10,145,000,000"
		CapitalStock,"11,212,000,000","10,712,000,000","10,712,000,000","11,212,000,000","11,212,000,000","11,212,000,000","11,862,000,000","11,212,000,000","11,209,000,000","9,209,000,000","7,208,000,000","6,208,000,000","3,108,000,000","6,965,000,000","6,965,000,000","16,478,000,000","3,106,000,000","3,106,000,000","1,756,000,000","6,000,000","5,000,000","5,000,000","5,000,000","5,000,000","4,343,000,000"
			PreferredStock,"11,203,000,000","10,703,000,000","10,703,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,853,000,000","11,203,000,000","11,200,000,000","9,200,000,000","7,200,000,000","6,200,000,000","3,100,000,000","6,957,000,000","6,957,000,000","16,471,000,000","3,100,000,000","3,100,000,000","1,750,000,000",,,,,,
			CommonStock,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","7,000,000","6,000,000","6,000,000","6,000,000","6,000,000","5,000,000","5,000,000","5,000,000","5,000,000","4,343,000,000"
		RetainedEarnings,"143,688,000,000","139,372,000,000","131,811,000,000","112,947,000,000","106,465,000,000","100,100,000,000","91,519,000,000","89,039,000,000","83,386,000,000","78,984,000,000","71,961,000,000","65,223,000,000","58,834,000,000","57,163,000,000","50,252,000,000","39,913,000,000","38,642,000,000","27,868,000,000","19,085,000,000","13,970,000,000","9,914,000,000","7,259,000,000","5,373,000,000","3,294,000,000","444,000,000"
		AdditionalPaidInCapital,"60,247,000,000","59,050,000,000","56,396,000,000","55,679,000,000","54,883,000,000","54,005,000,000","53,357,000,000","52,638,000,000","51,340,000,000","50,049,000,000","48,998,000,000","48,030,000,000","45,553,000,000","42,103,000,000","39,770,000,000","31,071,000,000","22,027,000,000","19,731,000,000","17,159,000,000","15,501,000,000","13,562,000,000","12,773,000,000","11,785,000,000","11,127,000,000","7,359,000,000"
		TreasuryStock,"100,445,000,000","94,631,000,000","91,136,000,000","85,940,000,000","84,006,000,000","78,670,000,000","75,392,000,000","68,694,000,000","62,640,000,000","58,468,000,000","53,015,000,000","46,850,000,000","42,281,000,000","36,295,000,000","32,156,000,000","32,175,000,000","30,159,000,000","21,230,000,000","13,413,000,000","6,305,000,000","4,500,000,000","3,561,000,000","2,086,000,000","648,000,000",
		GainsLossesNotAffectingRetainedEarnings,"-2,918,000,000","-3,010,000,000","-2,068,000,000","-1,434,000,000","-1,484,000,000","693,000,000","-1,880,000,000","-1,216,000,000","-718,000,000","-743,000,000","-524,000,000","-193,000,000","-516,000,000","-286,000,000","-362,000,000","-202,000,000","-118,000,000","21,000,000","0","1,907,000,000","2,651,000,000","2,527,000,000","3,154,000,000","2,752,000,000","-2,001,000,000"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,"68,000,000",,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,"9,116,000,000",,,,,,,,
		OtherEquityInterest,"5,121,000,000","5,696,000,000","4,211,000,000","3,468,000,000","3,195,000,000","2,845,000,000","2,777,000,000","3,914,000,000","4,151,000,000","3,766,000,000","3,839,000,000","3,298,000,000","5,681,000,000","7,706,000,000","6,245,000,000","9,284,000,000","9,302,000,000","6,290,000,000","3,415,000,000",,,,,,
	MinorityInterest,,,,,,,,,,,,,,,,"1,643,000,000","7,265,000,000",,,,,,,,
TotalCapitalization,"364,772,000,000","371,434,000,000","373,392,000,000","321,950,000,000","309,294,000,000","326,212,000,000","309,822,000,000","284,968,000,000","273,171,000,000","258,191,000,000","247,433,000,000","253,346,000,000","253,193,000,000","267,129,000,000","267,002,000,000","250,047,000,000","240,274,000,000","184,762,000,000","128,009,000,000","105,775,000,000","79,114,000,000","57,714,000,000","49,247,000,000","47,925,000,000","31,097,000,000"
PreferredStockEquity,"11,203,000,000","10,703,000,000","10,703,000,000","11,203,000,000","11,203,000,000","11,203,000,000","11,853,000,000","11,203,000,000","11,200,000,000","9,200,000,000","7,200,000,000","6,200,000,000","3,100,000,000","6,957,000,000","6,957,000,000","16,471,000,000","3,100,000,000","3,100,000,000","1,750,000,000",,,,,,
CommonStockEquity,"105,702,000,000","106,486,000,000","99,223,000,000","84,729,000,000","79,062,000,000","78,982,000,000","70,390,000,000","75,690,000,000","75,528,000,000","73,597,000,000","71,267,000,000","69,516,000,000","67,279,000,000","70,399,000,000","63,757,000,000","47,898,000,000","39,700,000,000","32,686,000,000","26,252,000,000","25,079,000,000","21,632,000,000","19,003,000,000","18,231,000,000","16,530,000,000","10,145,000,000"
CapitalLeaseObligations,"2,232,000,000","2,154,000,000","2,288,000,000","2,283,000,000","2,385,000,000",,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"109,812,000,000","108,806,000,000","105,223,000,000","90,970,000,000","85,428,000,000","86,103,000,000","78,205,000,000","82,798,000,000","82,580,000,000","78,637,000,000","74,091,000,000","70,617,000,000","64,911,000,000","71,834,000,000","65,794,000,000","59,317,000,000","37,708,000,000","30,100,000,000","22,799,000,000","25,079,000,000","21,632,000,000","19,003,000,000","18,231,000,000","16,530,000,000","10,145,000,000"
InvestedCapital,"436,718,000,000","428,531,000,000","418,814,000,000","376,835,000,000","353,702,000,000","365,066,000,000","359,787,000,000","326,148,000,000","318,991,000,000","309,090,000,000","302,215,000,000","314,495,000,000","328,316,000,000","332,543,000,000","310,492,000,000","307,459,000,000","341,141,000,000","253,856,000,000","181,478,000,000","160,734,000,000","123,316,000,000","98,352,000,000","86,844,000,000","81,396,000,000","68,853,000,000"
TangibleBookValue,"98,609,000,000","98,103,000,000","94,520,000,000","79,767,000,000","74,225,000,000","74,900,000,000","66,352,000,000","71,595,000,000","71,380,000,000","69,437,000,000","66,891,000,000","64,417,000,000","61,811,000,000","64,877,000,000","58,837,000,000","42,846,000,000","34,608,000,000","27,000,000,000","21,049,000,000","25,079,000,000","21,632,000,000","19,003,000,000","18,231,000,000","16,530,000,000","10,145,000,000"
