name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"45,665,000,000","39,368,000,000","33,363,000,000","35,059,000,000","32,074,000,000","28,975,000,000","30,005,000,000","29,652,000,000","28,627,000,000","30,260,815,021.65","28,154,485,604.199","30,796,533,967.345","27,749,723,411.946","29,489,209,321.106","33,772,666,488.366","23,183,574,879.227","3,537,707,214.569","26,361,673,057.429","39,401,000,000","30,548,215,641.61","32,142,000,000","27,492,000,000","24,856,000,000","22,699,000,000","22,473,000,000","18,448,000,000"
	NetInterestIncome,"7,678,000,000","7,296,000,000","6,622,000,000","6,704,000,000","5,861,000,000","4,503,000,000","5,048,000,000","6,070,000,000","6,488,000,000","6,811,743,757.841","6,627,023,856.477","6,519,657,002.49","6,548,290,631.059","7,254,353,993.773","6,648,836,587.323","6,227,053,140.097","5,597,011,440.579","4,704,482,348.274","5,350,000,000","7,234,624,145.786","10,291,000,000","9,919,000,000","7,636,000,000","4,853,000,000","5,037,000,000","3,710,000,000"
		InterestIncome,"45,242,000,000","35,513,000,000","13,185,000,000","9,964,000,000","10,109,000,000","11,696,000,000","12,796,000,000","12,703,000,000","13,959,000,000","13,331,107,603.901","13,342,030,480.467","14,802,753,895.906","17,491,318,969.011","19,094,879,342.04","20,190,425,247.392","22,667,632,850.242","61,340,182,115.34","96,180,528,009.167","71,713,000,000","45,015,945,330.296","34,375,000,000","32,388,000,000","28,937,000,000","31,549,000,000","32,061,000,000","22,355,000,000"
			InterestIncomeFromLoansAndLease,"35,811,000,000","28,569,000,000","9,612,000,000","6,488,000,000","6,690,000,000","8,008,000,000","7,801,000,000","7,752,000,000","8,079,000,000","8,725,871,069.564","8,820,525,267.235","9,787,373,094.302","10,212,397,717.19","10,546,281,439.607","11,343,139,876.972","12,755,555,555.556","18,877,422,367.499","18,743,003,217.418","12,526,000,000","8,867,122,247.532","8,079,000,000","8,502,000,000","8,400,000,000",,"12,604,000,000","11,447,000,000"
				InterestIncomeFromLoans,"35,811,000,000","28,569,000,000","9,612,000,000","6,488,000,000","6,690,000,000","8,008,000,000","7,801,000,000","7,752,000,000","8,079,000,000","8,725,871,069.564","8,820,525,267.235","9,787,373,094.302","10,212,397,717.19","10,546,281,439.607","11,343,139,876.972","12,755,555,555.556","18,877,422,367.499","18,743,003,217.418","12,526,000,000","8,867,122,247.532","8,079,000,000","8,502,000,000","8,400,000,000",,"12,582,000,000","11,416,000,000"
				InterestIncomeFromLeases,,,,,,,,,,,,,,,,,,,,,,,,,"22,000,000","31,000,000"
			InterestIncomeFromSecurities,"4,898,000,000","2,996,000,000","2,195,000,000","2,963,000,000","2,557,000,000","1,683,000,000","2,738,000,000","3,378,000,000","3,774,000,000","4,605,236,534.337","4,521,505,213.232","5,015,380,801.605","5,731,123,549.967","6,725,180,375.947","7,311,045,734.154","7,371,980,676.329","21,429,838,897.969","34,884,745,912.116","26,534,000,000","18,410,022,779.043","16,920,000,000","23,826,000,000","20,418,000,000",,"7,462,000,000","3,615,000,000"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"4,533,000,000","3,948,000,000","1,378,000,000","513,000,000","862,000,000","2,005,000,000","1,682,000,000","1,573,000,000","1,152,000,000",,"760,494,726.09","960,032,451.801","1,547,797,701.855","1,823,417,526.485","1,536,239,636.266","2,540,096,618.357","21,032,920,849.872","42,552,778,879.633","32,632,000,000","17,738,800,303.721","9,376,000,000",,,,"11,827,000,000","7,172,000,000"
			OtherInterestIncome,,,,,"682,000,000","339,000,000","575,000,000","1,091,000,000","954,000,000",,,,,"6,070,620,238.234",,"22,667,632,850.242","377,000,000","264,000,000","21,000,000","66,000,000","82,000,000","60,000,000","119,000,000",,"168,000,000","121,000,000"
		InterestExpense,"37,564,000,000","28,217,000,000","6,563,000,000","3,260,000,000","4,248,000,000","7,193,000,000","7,748,000,000","6,633,000,000","7,471,000,000","6,519,363,846.06","6,715,006,623.99","8,283,096,893.416","10,943,028,337.952","11,840,525,348.266","13,541,588,660.07","16,440,579,710.145","55,743,170,674.761","91,476,045,660.893","66,363,000,000","37,781,321,184.51","24,084,000,000","22,469,000,000","21,301,000,000","26,696,000,000","27,024,000,000","18,645,000,000"
			InterestExpenseForDeposit,,,,,,,,"1,411,573,879.21","810,741,838.598","481,566,913.52","715,997,694.245","1,006,231,196.547","1,569,705,666.495","2,167,699,157.36","2,122,492,645.092","3,742,028,985.507","16,950,735,465.795","25,843,360,218.608","16,415,805,869.815","8,523,917,995.444","4,845,000,000","4,108,000,000","4,622,000,000",,,
			InterestExpenseForShortTermDebt,,,,,,,,,,,,,,,"2,122,492,645.092",,"16,929,000,000","25,867,000,000","16,430,000,000","8,544,000,000","4,892,000,000",,,,,
			InterestExpenseForLongTermDebtAndCapitalSecurities,"35,542,000,000","26,249,000,000","5,474,000,000","2,158,000,000","3,378,000,000","6,041,000,000","5,261,000,000","3,932,000,000","3,578,000,000","3,103,880,862.774","3,124,905,190.983","2,913,901,314.974","3,464,744,607.902","3,088,971,299.238","3,429,794,062.584","4,087,922,705.314","8,362,362,829.792","9,171,845,387.633","6,191,000,000","3,740,318,906.606","2,483,000,000","2,454,000,000","3,321,000,000",,"4,790,000,000","3,349,000,000"
			InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"2,022,000,000","1,968,000,000","1,089,000,000","1,102,000,000","870,000,000","1,152,000,000","1,130,000,000","1,473,000,000","1,251,000,000",,"836,341,939.464","934,116,082.797","1,323,241,064.289","1,436,631,990.564","1,371,489,703.129","2,105,314,009.662","15,057,669,857.576","35,771,519,238.397","27,914,000,000","15,550,493,545.938","8,681,000,000","7,761,000,000","7,300,000,000",,"9,241,000,000","5,303,000,000"
			OtherInterestExpense,,"28,216,000,000","6,564,000,000","3,259,000,000","886,000,000","3,703,000,000","1,357,000,000","1,228,000,000","2,642,000,000","3,415,482,983.287","3,590,101,433.007","4,362,964,381.895","4,585,336,999.266","5,147,222,901.104","6,617,812,249.265","6,505,314,009.662","15,372,402,521.597","56,460,840,054.652","15,828,000,000","9,966,590,736.522","8,028,000,000","8,146,000,000","6,058,000,000",,"12,993,000,000","9,993,000,000"
	NonInterestIncome,"37,987,000,000","32,072,000,000","26,741,000,000","28,355,000,000","26,213,000,000","24,472,000,000","24,957,000,000","23,582,000,000","22,139,000,000","23,449,071,263.81","21,527,461,747.722","24,276,876,964.855","21,201,432,780.887","22,234,855,327.333","27,123,829,901.043","16,956,521,739.13","-2,059,304,226.01","21,657,190,709.154","34,051,000,000","23,313,591,495.824","21,851,000,000","17,573,000,000","17,220,000,000","17,846,000,000","17,436,000,000","14,738,000,000"
		FeesAndCommissions,"23,153,000,000","20,163,000,000","17,582,000,000","19,823,000,000","17,365,000,000","15,898,000,000","16,314,000,000","15,822,000,000","15,111,000,000","15,334,264,092.914","15,043,030,652.387","16,112,093,929.936","14,435,157,901.655","13,881,775,388.114","15,393,420,700.722","13,956,521,739.13","18,035,956,105.534","21,264,930,142.36","21,235,000,000","12,998,481,397.115","16,217,000,000","13,989,000,000","13,194,000,000","12,197,000,000","10,349,000,000","7,916,000,000"
			FeesandCommissionIncome,"25,662,000,000","22,358,000,000","19,405,000,000","21,808,000,000","19,140,000,000","17,594,000,000","18,017,000,000","17,662,000,000","16,893,000,000","17,232,204,281.494","16,927,075,432.582","18,240,616,584.223","16,491,220,383.17","15,864,582,558.523","17,594,009,093.34","16,177,777,777.778","20,546,346,019.145","25,392,040,195.69","21,235,000,000","15,088,078,967.35","16,217,000,000","13,989,000,000","13,194,000,000","12,197,000,000","10,349,000,000","7,916,000,000"
