name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,984,183,830","3,025,419,273","2,016,958,392","3,177,581,902","3,178,014,892","1,823,811,944","1,195,513,966","1,974,569,726","1,252,826,615","1,421,939,736","1,730,052,759","1,291,246,752"
EnterpriseValue,"3,059,754,830","3,104,640,273","2,152,448,392","3,172,542,902","3,242,484,892","1,952,417,944","1,167,794,966","1,951,752,726","1,239,653,615","1,404,239,736","1,702,052,759","1,271,647,752"
PeRatio,"12.743","14.533","8.684","9.49","16.78","13.246","14.357","20.789","18.252","17.764",,"20.192"
ForwardPeRatio,"12.019","15.949","11.521","9.091","12.453","11.416","6.761","14.62",,,,
PsRatio,"2.651","2.938","1.701","2.392","3.228","2.092","1.253","2.205","1.529","1.503","1.47","1.49"
PbRatio,"8.747","10.178","8.451","12.731","21.868","15.371","9.309","12.766","9.903","11.612","18.431",
EnterprisesValueRevenueRatio,"2.962","3.261","1.989","2.704","3.829","2.496","1.377","2.547","1.695","1.714","2.075","2.034"
EnterprisesValueEBITDARatio,"7.321","8.361","5.614","5.689","9.389","7.509","1.843","7.176","4.998","4.926","5.662","-6.601"
