name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalAssets,"103,362,000,000","97,989,000,000","99,440,000,000","125,987,000,000","119,950,000,000","112,249,000,000","112,422,000,000","108,610,000,000","104,656,000,000","108,479,000,000","123,520,000,000","126,947,000,000","125,193,000,000","130,874,000,000","132,652,000,000","134,798,000,000","156,408,000,000","157,554,000,000","156,072,000,000","149,725,000,000","134,142,000,000","117,426,000,000","109,175,000,000","104,808,000,000","98,119,000,000","87,691,000,000","80,918,000,000","74,508,000,000","70,029,000,000","61,369,000,000","59,358,000,000","52,098,000,000"
	TotalInvestments,"66,677,000,000","61,829,000,000","64,701,000,000","59,540,000,000","88,362,000,000","81,260,000,000","82,803,000,000","81,799,000,000","77,758,000,000","81,113,000,000","81,155,000,000","97,278,000,000","95,618,000,000","100,483,000,000","99,833,000,000","95,998,000,000","118,980,000,000","115,342,000,000","116,447,000,000","113,599,000,000","94,844,000,000","83,050,000,000","78,583,000,000","73,274,000,000","68,514,000,000","65,916,000,000","61,314,000,000","4,424,000,000","3,280,000,000","3,234,000,000","3,563,000,000","3,701,000,000"
		FixedMaturityInvestments,,"42,485,000,000","42,136,000,000","42,565,000,000","59,044,000,000","57,170,000,000","58,992,000,000","57,839,000,000","57,948,000,000","62,440,000,000","60,910,000,000","77,017,000,000","76,113,000,000",,,,,,,,,,,,,,,,,,,
		EquityInvestments,"51,276,000,000","47,052,000,000","49,197,000,000","45,733,000,000","67,206,000,000","62,206,000,000","65,613,000,000","63,505,000,000","63,030,000,000","66,544,000,000","66,007,000,000","81,054,000,000","80,476,000,000","84,423,000,000","83,790,000,000","71,413,000,000","99,708,000,000","103,445,000,000","104,229,000,000","101,610,000,000","93,029,000,000","80,835,000,000","70,965,000,000","66,844,000,000","62,024,000,000","59,981,000,000","57,625,000,000","52,656,000,000",,,,
		NetLoan,"822,000,000","762,000,000","821,000,000","746,000,000","4,817,000,000","4,670,000,000","4,534,000,000","4,486,000,000","4,338,000,000","4,188,000,000","4,721,000,000","6,570,000,000","7,139,000,000","6,679,000,000","7,935,000,000","10,229,000,000","10,830,000,000","9,467,000,000","8,748,000,000","7,856,000,000","6,539,000,000","6,092,000,000","5,710,000,000","4,599,000,000","4,068,000,000","3,458,000,000","3,002,000,000","3,146,000,000","3,280,000,000","3,234,000,000","3,563,000,000","3,701,000,000"
			MortgageAndConsumerloans,"822,000,000","762,000,000","821,000,000","746,000,000","4,817,000,000","4,670,000,000","4,534,000,000","4,486,000,000","4,338,000,000","4,188,000,000","4,721,000,000","6,570,000,000","7,139,000,000","6,679,000,000","7,935,000,000","10,229,000,000","10,830,000,000",,,,,,,,,,,,,,,
		LongTermEquityInvestment,"8,380,000,000","8,114,000,000","8,018,000,000","4,563,000,000","8,078,000,000","7,505,000,000","6,740,000,000","5,814,000,000","4,874,000,000","4,527,000,000","4,967,000,000","4,922,000,000","4,697,000,000",,,,,,,,,,,,,,,,,,,
			InvestmentsInOtherVenturesUnderEquityMethod,"8,380,000,000","8,114,000,000","8,018,000,000","4,563,000,000","8,078,000,000","7,505,000,000","6,740,000,000","5,814,000,000","4,874,000,000","4,527,000,000","4,967,000,000","4,922,000,000","4,697,000,000",,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"5,144,000,000","4,173,000,000","4,009,000,000","6,807,000,000","4,256,000,000","3,027,000,000","1,944,000,000","4,288,000,000","2,122,000,000","2,540,000,000","2,393,000,000","2,336,000,000","1,291,000,000","3,279,000,000","3,056,000,000","8,906,000,000","3,058,000,000","2,430,000,000","3,470,000,000","4,133,000,000","1,815,000,000","2,215,000,000","1,908,000,000","1,831,000,000","2,422,000,000","2,477,000,000","687,000,000","1,278,000,000",,,,
			ShortTermInvestmentsAvailableForSale,"5,144,000,000","4,173,000,000","4,009,000,000","6,807,000,000","4,256,000,000","3,027,000,000","1,944,000,000","4,288,000,000","2,122,000,000","2,540,000,000","2,393,000,000","2,336,000,000","1,291,000,000",,,,,,,,,,,,,,,,,,,
