name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
TotalRevenue,"78,820,000,000","78,486,000,000","75,305,000,000","71,887,000,000","75,494,000,000","75,067,000,000","72,854,000,000","72,444,000,000","70,797,000,000","76,354,000,000","77,219,000,000","76,724,000,000","69,190,000,000","77,331,000,000","86,601,000,000","80,285,000,000","52,097,000,000","77,300,000,000","86,327,000,000","83,642,000,000","79,635,000,000","77,442,000,000","71,308,000,000","67,367,000,000","63,572,000,000","65,722,000,000","55,233,000,000","47,782,000,000","43,765,000,000","17,889,000,000","17,435,000,000","6,103,000,000","4,638,700,000","5,794,900,000","5,181,900,000","4,694,700,000",,,
	NetInterestIncome,"54,652,000,000","54,900,000,000","48,668,000,000","42,494,000,000","44,751,000,000","48,128,000,000","46,562,000,000","45,061,000,000","45,476,000,000","46,630,000,000","47,993,000,000","46,793,000,000","46,686,000,000","47,649,000,000","54,186,000,000","48,496,000,000","53,749,000,000","45,389,000,000","37,928,000,000","39,246,000,000","41,617,000,000","39,776,000,000","37,691,000,000","32,691,000,000","26,290,000,000","26,315,000,000","23,844,000,000","17,577,000,000","16,462,000,000","3,667,000,000","2,353,000,000","11,000,000","-68,500,000","-188,000,000","-188,200,000","-127,900,000",,,
		InterestIncome,"143,426,000,000","133,258,000,000","74,408,000,000","50,475,000,000","58,089,000,000","76,510,000,000","70,828,000,000","61,579,000,000","57,988,000,000","58,551,000,000","61,683,000,000","62,970,000,000","67,298,000,000","71,858,000,000","79,282,000,000","76,398,000,000","106,499,000,000","121,347,000,000","93,611,000,000","75,922,000,000","63,621,000,000","57,047,000,000","58,939,000,000","64,484,000,000","62,749,000,000","54,989,000,000","54,536,000,000","42,101,000,000","37,798,000,000","13,045,000,000","3,637,000,000","718,000,000","605,400,000","687,900,000","839,000,000","872,700,000",,,
			InterestIncomeFromLoansAndLease,"61,553,000,000","57,868,000,000","41,242,000,000","35,440,000,000","40,185,000,000","47,751,000,000","45,682,000,000","41,736,000,000","40,125,000,000","40,510,000,000","44,776,000,000","45,580,000,000","47,712,000,000","49,466,000,000","55,056,000,000","47,457,000,000","62,336,000,000","63,201,000,000","52,086,000,000","47,089,000,000","43,734,000,000","38,110,000,000","37,903,000,000","39,588,000,000","37,319,000,000","33,018,000,000","31,144,000,000",,,,,,,,,,,,
				InterestIncomeFromLoans,"61,553,000,000","57,868,000,000","41,242,000,000","35,440,000,000","40,185,000,000","47,751,000,000","45,682,000,000","41,736,000,000","40,125,000,000","40,510,000,000","44,776,000,000","45,580,000,000","47,712,000,000","49,466,000,000","55,056,000,000","47,457,000,000","62,336,000,000","63,201,000,000","52,086,000,000","47,089,000,000","43,734,000,000","38,110,000,000","37,903,000,000","39,588,000,000","37,319,000,000","33,018,000,000","31,144,000,000",,,,,,,,,,,,
			InterestIncomeFromSecurities,"35,965,000,000","32,758,000,000","18,632,000,000","12,753,000,000","14,114,000,000","17,532,000,000","15,509,000,000","13,574,000,000","13,145,000,000","12,571,000,000","12,630,000,000","12,759,000,000","13,994,000,000","16,189,000,000","18,761,000,000","23,605,000,000","27,689,000,000","31,540,000,000","21,621,000,000","15,183,000,000","12,591,000,000",,,,,,,,,,,,,,,,,,
			InterestIncomeFromDeposits,"10,515,000,000","11,238,000,000","4,515,000,000","577,000,000","928,000,000","2,682,000,000","2,203,000,000","1,635,000,000","971,000,000","727,000,000","959,000,000","1,026,000,000","1,261,000,000","1,742,000,000","1,252,000,000","1,478,000,000","3,074,000,000","3,097,000,000","2,240,000,000","1,537,000,000","536,000,000",,,,,,,,,,,,,,,,,,
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"30,492,000,000","26,887,000,000","7,154,000,000","1,052,000,000","2,283,000,000","6,872,000,000","5,492,000,000","3,249,000,000","2,543,000,000","2,516,000,000","2,366,000,000","2,566,000,000","3,418,000,000","3,631,000,000","3,156,000,000","3,084,000,000","9,150,000,000","18,341,000,000","14,199,000,000","9,790,000,000","5,022,000,000",,,,,,,,,,,,,,,,,,
			OtherInterestIncome,"4,901,000,000","4,507,000,000","2,865,000,000","653,000,000","579,000,000","1,673,000,000","1,942,000,000","1,385,000,000","1,204,000,000","2,227,000,000","952,000,000","1,039,000,000","913,000,000","830,000,000","1,057,000,000","774,000,000","4,250,000,000","5,168,000,000","3,465,000,000","2,323,000,000","1,738,000,000","18,937,000,000","21,036,000,000","24,896,000,000","25,430,000,000","21,971,000,000","23,392,000,000",,,,,,,,,,,,
		InterestExpense,"88,774,000,000","78,358,000,000","25,740,000,000","7,981,000,000","13,338,000,000","28,382,000,000","24,266,000,000","16,518,000,000","12,512,000,000","11,921,000,000","13,690,000,000","16,177,000,000","20,612,000,000","24,209,000,000","25,096,000,000","27,902,000,000","52,750,000,000","75,958,000,000","55,683,000,000","36,676,000,000","22,004,000,000","17,271,000,000","21,248,000,000","31,793,000,000","36,459,000,000","28,674,000,000","30,692,000,000","24,524,000,000","21,336,000,000","9,378,000,000","1,284,000,000","707,000,000","673,900,000","875,900,000","1,027,200,000","1,000,600,000",,,
			InterestExpenseForDeposit,"40,511,000,000","36,300,000,000","11,559,000,000","2,896,000,000","5,334,000,000","11,852,000,000","8,434,000,000","5,338,000,000","4,155,000,000","3,934,000,000","4,654,000,000","5,104,000,000","6,428,000,000","7,199,000,000","7,390,000,000","8,646,000,000","19,877,000,000","28,402,000,000","21,336,000,000","13,502,000,000","8,790,000,000",,,,,,,,,,,,,,,,,,
