name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"561,580,000,000","557,263,000,000","557,191,000,000","466,679,000,000","410,295,000,000","382,315,000,000","380,768,000,000","366,380,000,000","358,493,000,000","345,072,000,000","320,192,000,000","305,107,000,000","271,205,000,000","264,284,000,000","269,863,000,000","291,081,000,000","138,920,000,000","101,820,000,000","91,954,000,000","79,723,000,000","68,168,000,000","66,377,000,000","69,638,000,000","69,844,000,000","69,286,000,000","77,207,000,000","75,120,000,000","73,260,000,000","73,404,000,000","64,145,000,000","62,080,000,000","51,379,900,000","44,891,700,000","45,533,500,000","45,660,700,000"
	CashCashEquivalentsAndFederalFundsSold,"50,725,000,000","34,363,000,000","82,254,000,000","92,190,000,000","28,474,000,000","16,501,000,000","33,844,000,000","30,590,000,000","34,611,000,000","37,991,000,000","18,164,000,000","10,667,000,000","7,479,000,000","8,611,000,000","11,166,000,000","21,186,000,000","6,642,000,000","5,286,000,000","3,868,000,000","4,865,000,000","4,845,000,000","6,859,000,000","4,327,000,000","3,662,000,000","3,080,000,000","2,534,000,000","4,303,000,000","4,016,000,000","3,679,000,000","2,592,000,000","1,817,000,000","3,189,000,000","3,674,300,000","4,325,500,000","3,080,600,000"
		CashAndCashEquivalents,"50,725,000,000","34,363,000,000","82,254,000,000","92,190,000,000","28,474,000,000","16,501,000,000","33,844,000,000","30,590,000,000","34,611,000,000","36,139,000,000","16,178,000,000","9,204,000,000","5,274,000,000","4,907,000,000","8,776,000,000","19,330,000,000","3,913,000,000","3,523,000,000","3,518,000,000","3,230,000,000","2,968,000,000","3,201,000,000","4,327,000,000","3,662,000,000","3,080,000,000","2,534,000,000","4,303,000,000","4,016,000,000","3,679,000,000","2,592,000,000","1,817,000,000","2,811,500,000","2,346,100,000","3,158,200,000","2,938,200,000"
			CashFinancial,"6,921,000,000","7,043,000,000","8,004,000,000","7,017,000,000","5,061,000,000","5,608,000,000","5,249,000,000","4,879,000,000","4,065,000,000","4,360,000,000","4,043,000,000","5,220,000,000","4,105,000,000","3,297,000,000","4,288,000,000","4,471,000,000","3,567,000,000",,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,,,,"4,471,000,000",,,,,,,,,,,,,,,,"2,116,500,000","2,101,000,000","2,560,700,000","2,591,800,000"
			CashAndDueFromBanks,"43,804,000,000","27,320,000,000","74,250,000,000","85,173,000,000","23,413,000,000","10,893,000,000","28,595,000,000","25,711,000,000","30,546,000,000","31,779,000,000","12,135,000,000","3,984,000,000","1,169,000,000","1,610,000,000","4,488,000,000","14,859,000,000","346,000,000","3,523,000,000","3,518,000,000","3,230,000,000","2,968,000,000","3,201,000,000","4,327,000,000","3,662,000,000","3,080,000,000","2,534,000,000","4,303,000,000","4,016,000,000","3,679,000,000","2,592,000,000","1,817,000,000","695,000,000","245,100,000","597,500,000","346,400,000"
		MoneyMarketInvestments,,,,,,,,,"1,369,000,000","1,852,000,000","1,986,000,000","1,463,000,000","2,205,000,000","3,704,000,000","2,390,000,000","1,856,000,000","2,729,000,000","1,763,000,000","350,000,000","1,635,000,000","1,877,000,000","3,658,000,000",,,,,,,,,,"377,500,000","1,328,200,000","1,167,300,000","142,400,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,"1,369,000,000","1,852,000,000","1,986,000,000","1,463,000,000","2,205,000,000","3,704,000,000","2,390,000,000","1,856,000,000","2,729,000,000","1,763,000,000","350,000,000","1,635,000,000","1,877,000,000","3,658,000,000",,,,,,,,,,"377,500,000","1,328,200,000","1,167,300,000","142,400,000"
	CustomerAcceptances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,200,000","81,900,000","143,800,000","603,700,000"
	SecuritiesAndInvestments,"132,569,000,000","139,334,000,000","132,962,000,000","88,799,000,000","86,824,000,000","82,701,000,000","76,131,000,000","75,947,000,000","70,528,000,000","58,176,000,000","63,367,000,000","63,502,000,000","63,147,000,000","66,088,000,000","58,151,000,000","45,198,000,000","34,008,000,000","26,321,000,000","23,253,000,000","18,609,000,000","15,690,000,000","13,763,000,000","15,243,000,000","7,053,000,000","7,060,000,000","8,088,000,000","10,048,000,000","12,691,000,000","17,450,000,000","20,921,000,000","23,916,000,000","20,834,400,000","14,467,100,000","12,259,300,000","12,931,100,000"
