name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"2,962,000,000","3,190,000,000","3,879,000,000","5,051,000,000","5,958,000,000","5,455,000,000","6,014,000,000","6,128,000,000","5,987,000,000","6,776,000,000","6,550,000,000","10,547,000,000","14,952,000,000","10,842,000,000","6,989,000,000","6,161,000,000","4,965,000,000","4,656,000,000","4,397,000,000","4,433,000,000","4,486,000,000","3,389,000,000","3,038,000,000","2,849,000,000","3,245,000,000","2,807,000,000","2,500,000,000","2,598,000,000","2,694,000,000","2,944,100,000","2,369,246,000","1,846,000,000","1,503,500,000","1,240,900,000","1,006,600,000","867,300,000"
	CashFlowFromContinuingOperatingActivities,"2,962,000,000","3,190,000,000","3,879,000,000","5,051,000,000","5,958,000,000","5,455,000,000","6,014,000,000","6,128,000,000","5,987,000,000","6,776,000,000","6,550,000,000","10,547,000,000","14,952,000,000","10,842,000,000","6,989,000,000","6,161,000,000","4,965,000,000","4,656,000,000","4,397,000,000","4,433,000,000","4,486,000,000","3,389,000,000","3,038,000,000","2,849,000,000","3,245,000,000","2,807,000,000","2,500,000,000","2,598,000,000","2,694,000,000","2,944,100,000","2,369,246,000","1,846,000,000","1,503,500,000","1,240,900,000","1,006,600,000","867,300,000"
		NetIncomeFromContinuingOperations,"5,471,000,000","4,659,000,000","4,418,000,000","4,231,000,000","4,778,000,000","3,304,000,000","2,920,000,000","4,604,000,000","2,659,000,000","2,533,000,000","2,951,000,000","3,158,000,000","2,866,000,000","1,937,000,000","2,328,000,000","1,497,000,000","1,254,000,000","1,634,000,000","1,483,000,000","1,483,000,000","1,266,000,000","768,000,000","821,000,000","687,000,000","687,000,000","571,000,000","487,000,000","585,000,000","394,000,000","349,100,000","292,800,000","244,000,000","183,400,000","148,700,000","117,200,000","80,800,000"
		OperatingGainsLosses,"-2,131,000,000","-1,261,000,000","-1,525,000,000","-1,265,000,000","555,000,000","135,000,000","430,000,000","151,000,000","14,000,000","-106,000,000","-215,000,000","-399,000,000","349,000,000","1,552,000,000","422,000,000","1,212,000,000","1,007,000,000","-28,000,000","-79,000,000","-262,000,000","12,000,000","301,000,000","14,000,000","31,000,000","102,000,000",,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-2,203,000,000","-1,176,000,000","-1,866,000,000","-1,070,000,000","637,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"72,000,000","-85,000,000","341,000,000","-195,000,000","-82,000,000","135,000,000","430,000,000","151,000,000","14,000,000","-106,000,000","-215,000,000","-399,000,000","349,000,000","1,552,000,000","422,000,000","1,212,000,000","1,007,000,000","-28,000,000","-79,000,000","-262,000,000","12,000,000","301,000,000","14,000,000","31,000,000","102,000,000",,,,,,,,,,,
		DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,000,000","45,000,000","48,000,000",,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,"56,000,000","-13,000,000","-23,000,000","-213,000,000","-12,000,000","16,000,000","18,300,000","65,074,000","48,000,000","35,700,000","55,700,000","31,900,000","70,200,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,"56,000,000","-13,000,000","-23,000,000","-213,000,000","-12,000,000","16,000,000","18,300,000","65,074,000","48,000,000","35,700,000","55,700,000","31,900,000","70,200,000"
		OtherNonCashItems,"819,000,000","1,183,000,000","-125,000,000","566,000,000","290,000,000","358,000,000","571,000,000","150,000,000","340,000,000","955,000,000","309,000,000","401,000,000","-138,000,000","165,000,000","-97,000,000","246,000,000","212,000,000","65,000,000","24,000,000","54,000,000","122,000,000","90,000,000","134,000,000","74,000,000","-213,000,000","-2,265,000,000","-1,668,000,000","-2,429,000,000","-2,401,000,000","-2,503,400,000","-1,845,648,000","-1,734,000,000","-1,289,400,000","-1,154,900,000","-874,700,000","-822,100,000"
