name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"23,632,000,000","40,358,000,000","27,048,000,000","-11,525,000,000","2,051,000,000","6,730,000,000","36,073,000,000","18,619,000,000","1,008,000,000","15,904,000,000","17,529,000,000","57,641,000,000","58,540,000,000","13,665,000,000","18,772,000,000","28,613,000,000","-4,788,000,000","9,286,000,000","27,976,000,000","-11,985,000,000","6,485,000,000","31,195,000,000","-15,458,000,000","-10,112,000,000","7,370,000,000","16,275,000,000","-4,197,000,000","2,479,000,000","4,145,000,000","-3,542,000,000","2,907,800,000","389,400,000","2,141,800,000","-244,900,000","-277,100,000","-322,100,000"
	CashFlowFromContinuingOperatingActivities,"23,632,000,000","40,358,000,000","27,048,000,000","-11,525,000,000","2,051,000,000","6,730,000,000","36,073,000,000","18,619,000,000","1,008,000,000","15,904,000,000","17,529,000,000","57,641,000,000","58,540,000,000","13,665,000,000","18,772,000,000","28,613,000,000","-4,788,000,000","9,286,000,000","27,976,000,000","-11,985,000,000","6,485,000,000","31,195,000,000","-15,458,000,000","-10,112,000,000","7,370,000,000","16,275,000,000","-4,197,000,000","2,479,000,000","4,145,000,000","-3,542,000,000","2,907,800,000","389,400,000","2,141,800,000","-244,900,000","-277,100,000","-322,100,000"
		NetIncomeFromContinuingOperations,"18,778,000,000","19,029,000,000","13,378,000,000","23,799,000,000","3,662,000,000","20,206,000,000","22,876,000,000","22,460,000,000","22,045,000,000","23,276,000,000","23,608,000,000","22,224,000,000","19,368,000,000","16,211,000,000","12,663,000,000","12,667,000,000","2,698,000,000","8,265,000,000","8,420,000,000","7,671,000,000","7,014,000,000","6,202,000,000","5,434,000,000","3,423,000,000","4,026,000,000","4,012,000,000","1,950,000,000","2,499,000,000","2,228,000,000","956,000,000","800,400,000","653,600,000","518,400,000","398,500,000","280,600,000","237,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,"-46,470,000,000","-9,088,000,000","-3,376,000,000","2,065,000,000","-1,407,000,000","-326,000,000","-1,200,000,000","-60,000,000","-1,874,000,000","-1,213,000,000","-157,000,000","-1,118,000,000","228,000,000","-169,000,000","-99,000,000","-12,000,000","-957,800,000","-1,386,500,000","472,900,000","22,353,900,000","34,000,000","-41,900,000","13,600,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"-326,000,000","-40,000,000","-60,000,000","-62,000,000","-198,000,000","726,000,000","-1,133,000,000","228,000,000","-169,000,000","-99,000,000","-12,000,000","-861,000,000","-1,299,900,000","743,400,000","2,838,600,000","18,500,000","-44,600,000","13,600,000"
		DepreciationAmortizationDepletion,"6,882,000,000","6,271,000,000","6,832,000,000","7,890,000,000","8,219,000,000","6,573,000,000","5,593,000,000","5,406,000,000","4,970,000,000","3,288,000,000","2,515,000,000","3,293,000,000","2,807,000,000","2,208,000,000","1,924,000,000","2,841,000,000","1,669,000,000","1,532,000,000","3,221,000,000","4,161,000,000","3,449,000,000","4,305,000,000","4,297,000,000","3,864,000,000","1,790,000,000","1,971,000,000","2,168,000,000","1,734,000,000","1,458,000,000","311,800,000","232,200,000","194,800,000","310,700,000","149,100,000","94,700,000","59,200,000"
			DepreciationAndAmortization,"6,882,000,000","6,271,000,000","6,832,000,000","7,890,000,000","8,219,000,000","6,573,000,000","5,593,000,000","5,406,000,000","4,970,000,000","3,288,000,000","2,515,000,000","3,293,000,000","2,807,000,000","2,208,000,000","1,924,000,000","2,841,000,000","1,669,000,000","1,532,000,000","3,221,000,000","4,161,000,000","3,449,000,000","4,305,000,000","4,297,000,000","3,864,000,000","1,790,000,000","1,971,000,000","2,168,000,000","1,734,000,000","1,458,000,000","311,800,000","232,200,000","194,800,000","310,700,000","149,100,000","94,700,000","59,200,000"
		DeferredTax,"-1,412,000,000","-50,000,000","1,239,000,000","-1,106,000,000","-3,289,000,000","-3,192,000,000",,,,,,,,,,,"-1,642,000,000","-31,000,000","593,000,000","813,000,000","432,000,000","1,698,000,000","305,000,000","-596,000,000","873,000,000","1,611,000,000","-129,000,000","173,000,000","467,000,000","-70,400,000","312,700,000","4,500,000","-86,000,000","28,100,000","-16,200,000","-33,400,000"
			DeferredIncomeTax,"-1,412,000,000","-50,000,000","1,239,000,000","-1,106,000,000","-3,289,000,000","-3,192,000,000",,,,,,,,,,,"-1,642,000,000","-31,000,000","593,000,000","813,000,000","432,000,000","1,698,000,000","305,000,000","-596,000,000","873,000,000","1,611,000,000","-129,000,000","173,000,000","467,000,000","-70,400,000","312,700,000","4,500,000","-86,000,000","28,100,000","-16,200,000","-33,400,000"
		OtherNonCashItems,"-2,996,000,000","3,577,000,000","-24,016,000,000","-69,824,000,000","-52,345,000,000","-48,393,000,000","-42,325,000,000","-47,803,000,000","-84,158,000,000","-51,589,000,000","-31,422,000,000","-14,723,000,000","-64,480,000,000","-43,197,000,000","-29,103,000,000","-30,991,000,000","-23,701,000,000","-4,499,000,000","5,497,000,000","-25,613,000,000","-4,771,000,000","25,996,000,000","-17,977,000,000","-18,685,000,000","3,966,000,000","8,602,000,000","-8,003,000,000","-1,967,000,000","42,000,000","-2,429,300,000","3,961,000,000","-1,178,500,000","-20,860,800,000","-843,100,000","-431,400,000","-561,900,000"
