name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007
MarketCap,"34,263,733,063","28,106,514,142","26,729,676,589","33,319,220,659","27,756,253,387","26,307,530,141","19,548,675,820","27,951,237,982","28,432,199,327","22,610,424,172","29,417,340,850","26,422,054,653","20,716,427,331","12,596,740,818","9,956,782,645","8,393,577,923","4,910,263,316","8,297,444,433"
PeRatio,"12.045","8.326","6.353","6.895","27.77","9.595","8.712","13.216","13.083","11.033","12.451","12.433","9.33","5.867","14.984","6.469","10.883","14.122"
ForwardPeRatio,"11.211","9.497","6.849","8.562","13.123","8.834","6.794","11.669","11.82","9.452","12.136","10.753","9.728","7.413","9.95","19.685",,
PegRatio,"3.503","15.829",,"0.382","0.33","3.1","1.213","12.959","5.372","4.499","3.111",,,"0.695","1.658","2.569","-1.477",
PsRatio,"2.016","1.894","2.2","2.963","2.488","2.444","1.967","3.054","3.342","2.775","3.584","3.762","2.827","1.831","1.507","1.153","0.756","1.321"
PbRatio,"2.283","2.133","1.977","2.73","3.018","2.359","1.87","2.591","2.598","2.105","2.739","2.631","2.129","1.528","1.542","1.153","0.818","1.482"
EnterprisesValueRevenueRatio,"3.206","3.152","3.825","4.417","5.474","4.533","4.48","5.731","6.24","5.48","5.956","5.952","5.395","4.378","4.155","1.746","1.039","2.122"
