name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
MarketCap,"78,474,311,246","66,208,591,155","81,192,775,073","220,261,440,000","274,482,400,000","126,883,410,000","98,721,660,000","88,484,637,316","47,626,314,304","44,308,800,000"
EnterpriseValue,"74,588,311,246","65,307,591,155","81,023,775,073","214,918,440,000","269,261,400,000","121,385,410,000","91,134,660,000","88,171,637,316","47,313,314,304","41,619,800,000"
PeRatio,"18.631","18.331","36.152","45.332","88.377","50.784","48.607","57.516","35.241","38.535"
ForwardPeRatio,"15.848","10.881","14.859","35.211","52.356","30.96","29.24","32.468","22.676","24.331"
PegRatio,"1.401","0.514","1.444","2.112","2.345","2.002","1.247","1.47","1.524","0.433"
PsRatio,"2.659","2.365","3.075","9.117","13.689","7.552","6.809","7.272","4.631","4.975"
PbRatio,"3.805","3.335","3.993","9.971","14.847","7.698","6.531","5.725","3.357","3.353"
EnterprisesValueRevenueRatio,"2.404","2.242","2.995","8.748","13.265","7.125","6.088","7.15","4.542","4.684"
EnterprisesValueEBITDARatio,"10.572","10.513","17.796","31.963","50.217","31.644","26.439","34.564","21.169","20.573"
