name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998
TotalRevenue,"17,834,000","17,834,000","8,663,000","4,516,000","60,853,000","58,994,000","51,180,000","5,935,000","4,927,000","0","0","0","121,000","15,050,000","4,019,000","183,304,000","191,698,000","200,877,000","290,301,000","396,232,000","383,635,000","290,791,000","267,955,000","364,832,000","469,068,000","148,268,000","60,383,000","2,200,000"
	OperatingRevenue,"15,158,000","15,158,000","7,656,000","4,516,000","60,853,000","58,994,000","51,180,000","5,935,000","4,927,000","0","0","0","121,000","15,050,000","4,019,000","183,304,000","191,698,000","200,877,000","290,301,000","396,232,000","383,635,000","290,791,000","267,955,000","364,832,000","469,068,000","148,268,000","60,383,000","2,200,000"
CostOfRevenue,"16,857,000","16,857,000","10,196,000","6,616,000","56,240,000","52,185,000","42,297,000","8,581,000","4,779,000","0","0",,"16,281,000","0","3,398,000","72,304,000","74,900,000","89,403,000","126,166,000","120,994,000","120,027,000","81,081,000","77,777,000","117,038,000","91,580,000","40,462,000","17,528,000","400,000"
GrossProfit,"977,000","977,000","-1,533,000","-2,100,000","4,613,000","6,809,000","8,883,000","-2,646,000","148,000","0","0",,"-16,160,000","15,050,000","621,000","111,000,000","116,798,000","111,474,000","164,135,000","275,238,000","263,608,000","209,710,000","190,178,000","247,794,000","377,488,000","107,806,000","42,855,000","1,800,000"
OperatingExpense,"8,815,000","8,815,000","9,678,000","6,641,000","8,350,000","8,980,000","13,187,000","7,823,000","4,753,000","9,835,000","8,040,000","5,709,000","37,841,000","21,354,000","5,732,000","113,248,000","181,246,000","167,993,000","247,363,000","263,370,000","247,596,000","228,387,000","289,314,000","1,458,231,000","990,404,000","379,169,000","77,195,000","13,300,000"
	SellingGeneralAndAdministration,"7,654,000","7,654,000","8,480,000","5,982,000","5,892,000","6,465,000","9,504,000","6,699,000","4,413,000","9,772,000","7,933,000","5,709,000","21,560,000","8,265,000","5,732,000","72,203,000","75,251,000","112,128,000","174,216,000","187,719,000","148,930,000","133,583,000","165,878,000","232,382,000","218,354,000","102,666,000","47,932,000","6,900,000"
		GeneralAndAdministrativeExpense,,,,,,,,"6,699,000","4,413,000","9,772,000","7,933,000","5,709,000","21,451,000","7,651,000","5,732,000","29,107,000","32,777,000",,,,,,,,,,,
			OtherGandA,,,,,,,,"6,699,000","4,413,000","9,772,000","7,933,000","5,709,000","21,451,000","7,651,000","5,732,000","29,107,000","32,777,000",,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,"0","0","109,000","614,000","0","43,096,000","42,474,000",,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,"0","41,617,000","41,045,000","46,422,000","50,759,000","71,580,000","84,148,000","95,878,000","94,535,000","115,119,000","135,136,000","135,768,000","59,889,000","28,934,000","5,700,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,108,000","1,108,000","1,152,000","524,000","2,383,000","2,515,000","3,683,000","1,124,000","340,000","63,000","107,000",,,,,"0","59,573,000","106,000","2,854,000","2,852,000","2,788,000","269,000","8,317,000","1,090,713,000","636,282,000","216,614,000","329,000","700,000"
		DepreciationAndAmortizationInIncomeStatement,"1,108,000","1,108,000","1,152,000","524,000","2,383,000","2,515,000","3,683,000","1,124,000","340,000","63,000","107,000",,,,,"0","59,573,000","106,000","2,854,000","2,852,000","2,788,000","269,000","8,317,000","1,090,713,000","636,282,000","216,614,000","329,000","700,000"
			Amortization,,,,,,,,,,,,,,,,"0","59,573,000","106,000","2,854,000","2,852,000","2,788,000","269,000","8,317,000","1,090,713,000","636,282,000","216,614,000","329,000",
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,"0","59,573,000","106,000","2,854,000","2,852,000","2,788,000","269,000","8,317,000","1,090,713,000","636,282,000","216,614,000","329,000",
	OtherOperatingExpenses,"53,000","53,000","46,000","135,000","75,000",,,,,,"31,069,000","23,008,000","16,281,000","13,089,000",,,,"5,000,000","-1,287,000","-11,349,000",,,,,,,,
OperatingIncome,"-7,838,000","-7,838,000","-11,211,000","-8,741,000","-3,737,000","-2,171,000","-4,304,000","-10,469,000","-4,605,000","-9,835,000","-8,040,000","-5,709,000","-37,720,000","-6,304,000","-5,111,000","-2,248,000","-64,448,000","-56,519,000","-83,228,000","11,868,000","16,012,000","-18,677,000","-99,136,000","-1,210,437,000","-612,916,000","-271,363,000","-34,340,000","-11,500,000"
