name,ttm,06/30/2024,06/30/2023,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998
OperatingCashFlow,"-15,555,000","-15,555,000","-2,373,000","29,280,000","-18,976,000","13,245,000","2,691,000","-3,845,000","-10,491,000","-34,580,000","-59,973,000","74,276,000","-69,944,000","-43,628,000","-21,485,000","-9,224,000","15,000","-54,034,000","-2,854,000","15,986,000","-7,618,000","-47,802,000","-57,839,000","-32,032,000","-77,308,000","14,789,000","-13,866,000","-5,100,000"
	CashFlowFromContinuingOperatingActivities,"-15,555,000","-15,555,000","-3,139,000","17,061,000","-20,907,000","11,099,000","1,278,000","-3,680,000","-8,949,000","-284,000","-7,055,000","15,613,000","-69,944,000","-43,628,000","-21,485,000","-9,224,000","15,000","-54,034,000","-2,854,000","15,986,000","-7,618,000","-47,802,000","-57,839,000","-32,032,000","-77,308,000","14,789,000","-13,866,000","-5,100,000"
		NetIncomeFromContinuingOperations,"-942,000","-942,000","14,479,000","-19,305,000","-7,870,000","-13,346,000","-6,868,000","-11,341,000","-17,440,000","15,252,000","-12,196,000","-5,592,000","-47,613,000","14,567,000","-35,248,000","-10,373,000","-87,876,000","-21,862,000","-196,637,000","5,236,000","-62,774,000","-30,454,000","-216,958,000","-1,260,758,000","-689,994,000","-288,257,000","-37,037,000","-10,600,000"
		OperatingGainsLosses,"-3,412,000","-3,412,000","-14,807,000","8,369,000","-862,000","-1,211,000","-399,000","8,000","30,000","-24,887,000",,"81,000","1,244,000","-50,018,000","-1,229,000","-1,239,000","-9,419,000","598,000","-1,236,000","-11,460,000","-77,000","350,000","45,782,000","652,733,000","13,331,000","33,414,000","4,135,000",
			GainLossOnSaleOfBusiness,"0","0","-10,524,000","0","-291,000","0",,"0","0","-24,692,000","0","0","150,000","-50,294,000","-2,236,000",,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,"-331,000","-452,000","-932,000","-399,000","0","0","82,000","0","0","0","276,000","86,000","1,005,000","-59,000",,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,"0","0","-277,000","0",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-3,412,000","-3,412,000","-4,283,000","8,369,000","-2,276,000","-279,000",,"8,000","30,000",,,"81,000","1,094,000",,"921,000","2,272,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,108,000","1,108,000","1,152,000","524,000","8,669,000","10,782,000","9,233,000","1,124,000","340,000","63,000","107,000","97,000","282,000","4,011,000","6,896,000","7,352,000","10,246,000","20,515,000","30,810,000","23,210,000","36,349,000","24,786,000","38,762,000","553,692,000","663,727,000","231,838,000","6,033,000","700,000"
			DepreciationAndAmortization,"1,108,000","1,108,000","1,152,000","524,000","8,669,000","10,782,000","9,233,000","1,124,000","340,000","63,000","107,000","97,000","282,000","4,011,000","6,896,000","7,352,000","10,246,000","20,515,000","30,810,000","23,210,000","36,349,000","24,786,000","38,762,000","553,692,000","663,727,000","231,838,000","6,033,000","700,000"
				Depreciation,,,,,,,,,,,,,,"4,011,000","6,896,000","7,352,000","10,246,000","19,690,000","30,606,000","23,293,000","35,344,000","23,973,000","35,081,000","553,692,000","657,161,000","225,425,000","3,922,000",
				AmortizationCashFlow,,,,,,,,,,,,,,,,,"238,000","825,000","204,000","-83,000","1,005,000","813,000","3,681,000","14,623,000","6,566,000","6,413,000","2,111,000",
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,"238,000","825,000","204,000","-83,000","1,005,000","813,000","3,681,000","14,623,000","6,566,000","6,413,000","2,111,000",
		DeferredTax,,,,"-85,000","546,000","36,000","-2,266,000","148,000","0","0",,"0","0","-1,289,000","-3,411,000","0","-98,000","-1,273,000","-7,785,000","-6,271,000","-3,510,000","-1,775,000","121,000","-836,000",,,,
			DeferredIncomeTax,,,,"-85,000","546,000","36,000","-2,266,000","148,000","0","0",,"0","0","-1,289,000","-3,411,000","0","-98,000","-1,273,000","-7,785,000","-6,271,000","-3,510,000","-1,775,000","121,000","-836,000",,,,
		AmortizationOfSecurities,,,,,,,,"0","0","3,000","79,000","151,000","753,000","1,037,000","1,261,000","899,000","438,000",,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,"1,666,000","69,297,000",,,,,,,,,,,
