name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"7,772,000,000","10,111,000,000","9,083,000,000","7,214,000,000","4,659,000,000","7,363,000,000","7,840,000,000","5,579,000,000","3,500,000,000","5,525,000,000","5,585,000,000","5,555,000,000","6,809,000,000","6,033,000,000","4,812,000,000","5,754,000,000","7,414,000,000","-416,000,000","2,159,000,000","-680,000,000","460,000,000","1,668,000,000","2,653,000,000","1,266,000,000","3,048,000,000","1,772,000,000","726,000,000","-41,000,000","210,000,000","1,120,000,000","1,504,000,000","961,000,000","3,593,200,000","872,800,000","868,800,000","775,300,000"
	CashFlowFromContinuingOperatingActivities,"7,772,000,000","10,111,000,000","9,083,000,000","7,214,000,000","4,659,000,000","7,363,000,000","7,840,000,000","5,579,000,000","3,500,000,000","5,525,000,000","5,585,000,000","5,555,000,000","6,809,000,000","6,033,000,000","4,812,000,000","5,754,000,000","7,414,000,000","-416,000,000","2,159,000,000","-680,000,000","460,000,000","1,668,000,000","2,653,000,000","1,266,000,000","3,048,000,000","1,772,000,000","726,000,000","-41,000,000","210,000,000","1,120,000,000","1,504,000,000","961,000,000","3,593,200,000","872,800,000","868,800,000","775,300,000"
		NetIncomeFromContinuingOperations,"5,274,000,000","5,647,000,000","6,113,000,000","5,725,000,000","7,558,000,000","5,418,000,000","5,346,000,000","5,388,000,000","3,985,000,000","4,143,000,000","4,207,000,000","4,212,000,000","2,994,000,000","3,071,000,000","3,397,000,000","2,403,000,000","914,000,000","1,491,000,000","2,595,000,000","1,325,000,000","1,197,000,000","1,029,000,000","1,184,000,000","377,000,000","1,214,000,000","1,202,000,000","1,080,000,000","1,052,000,000","992,000,000","408,100,000","610,100,000","745,300,000","529,400,000","389,800,000","70,900,000","377,400,000"
		OperatingGainsLosses,"-285,000,000","-19,000,000","6,000,000","-64,000,000","-6,219,000,000","-531,000,000","-525,000,000","-727,000,000","-487,000,000","-576,000,000","-650,000,000","-640,000,000","-662,000,000","-359,000,000","-1,191,000,000","-1,296,000,000","-169,000,000","-75,000,000","-1,853,000,000","35,000,000","-92,000,000","-116,000,000","-89,000,000","-128,000,000","-29,000,000","-342,000,000","-178,000,000","-228,000,000","-111,000,000","203,000,000","74,000,000","-204,000,000","-237,300,000","-412,300,000","-32,800,000","-42,900,000"
			GainLossOnSaleOfBusiness,,,,,"-5,740,000,000",,,,,,,,,,,,,,"-2,078,000,000",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"7,000,000","-64,000,000","-305,000,000",,,,,"-43,000,000","-4,000,000","-99,000,000","-204,000,000","-249,000,000","-426,000,000","-550,000,000","-106,000,000","-1,000,000","207,000,000","41,000,000","-55,000,000","-116,000,000","-89,000,000","-128,000,000","-29,000,000","-25,000,000","-16,000,000","-49,000,000","-22,000,000","280,000,000","135,000,000","-188,000,000","-214,100,000","-294,400,000","-26,200,000","-34,800,000"
			EarningsLossesFromEquityInvestments,,,,,"-174,000,000","-531,000,000","-525,000,000","-727,000,000","-361,000,000","-407,000,000","-441,000,000","-373,000,000","-302,000,000","-262,000,000","-291,000,000","-144,000,000","-129,000,000","-207,000,000","-39,000,000","0",,,,,,,,,,,,,,,,
			RealizedGainLossOnSaleOfLoansAndLease,,,,,,,,,,,,,,,,,"253,000,000","24,000,000","45,000,000","-6,000,000","-37,000,000",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"166,000,000","217,000,000","651,000,000","1,773,000,000","1,497,000,000","1,315,000,000","1,129,000,000","1,117,000,000","1,193,000,000","1,088,000,000","988,000,000","1,146,000,000","1,159,000,000","1,140,000,000","1,059,000,000","978,000,000","463,000,000","391,000,000","345,000,000","375,000,000","302,000,000","289,000,000","242,000,000","260,000,000","340,000,000","305,000,000","310,000,000","346,000,000","290,000,000","296,000,000","246,000,000","148,000,000","137,000,000","71,500,000","85,800,000","70,500,000"
			DepreciationAndAmortization,"166,000,000","217,000,000","651,000,000","1,773,000,000","1,497,000,000","1,315,000,000","1,129,000,000","1,117,000,000","1,193,000,000","1,088,000,000","988,000,000","1,146,000,000","1,159,000,000","1,140,000,000","1,059,000,000","978,000,000","463,000,000","391,000,000","345,000,000","375,000,000","302,000,000","289,000,000","242,000,000","260,000,000","340,000,000","305,000,000","310,000,000","346,000,000","290,000,000","296,000,000","246,000,000","148,000,000","137,000,000","71,500,000","85,800,000","70,500,000"
