name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
	OtherOperatingExpenses,,,,,"22,978,000","21,962,000","22,985,000","23,545,000","25,126,000","26,022,000","24,709,000","24,481,000","23,750,000","24,991,000","25,754,000",,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"287,623,000","284,178,000","199,177,000","344,300,000","260,208,000","209,917,000","192,327,000","161,513,000","116,762,000","131,568,000","172,609,000","186,722,000","176,274,000","168,052,000","195,389,000",,,,,,,,,,,,,,,,,,,,,,,
NetNonOperatingInterestIncomeExpense,"-80,518,000","-68,599,000","-23,846,000","-9,855,000","-15,680,000","-45,687,000","-46,396,000","-28,354,000","-19,437,000","-16,329,000","-16,956,000","-26,142,000","-35,086,000","-38,026,000","-25,750,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"80,518,000","68,599,000","23,846,000","9,855,000","15,680,000","45,687,000","46,396,000","28,354,000","19,437,000","16,329,000","16,956,000","26,142,000","35,086,000","38,026,000","25,750,000",,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-114,365,000","-168,809,000","-129,777,000","-109,804,000","-75,528,000","-89,318,000","-101,062,000","-113,607,000","-119,217,000","-117,667,000","-138,463,000","-116,671,000","-141,715,000","-112,178,000","-101,648,000",,,,,,,,,,,,,,,,,,,,,,,
	GainOnSaleOfSecurity,,,,,,,,,,,,,,"0","0","0","0","0","0","36,242,000","112,277,000","136,672,000","58,227,000","56,374,000","84,420,000",,"32,727,000","65,972,000","80,508,000","56,430,000",,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,"-114,774,000","-72,877,000","-78,993,000",,,"21,750,000",,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-114,365,000","-168,809,000","-129,777,000","-109,804,000","-75,528,000","-89,318,000","-101,062,000","-113,607,000","-119,217,000","-117,667,000","-138,463,000","-116,671,000","-141,715,000","-112,178,000","-101,648,000",,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"92,740,000","46,770,000","45,554,000","224,641,000","169,000,000","74,912,000","44,869,000","19,552,000","-21,892,000","-2,428,000","17,190,000","43,909,000","-527,000","17,848,000","67,991,000","34,813,000","-36,043,000","127,394,000","80,450,000","41,689,000","35,908,000","48,715,000","12,917,000","31,612,000","71,712,000","50,500,000","21,723,000","46,484,000","53,902,000","34,831,000",,,,"14,900,000",,,,
TaxProvision,"31,354,000","16,498,000","13,444,000","65,677,000","46,014,000","21,959,000","15,977,000","-2,134,000","-12,262,000","406,000","12,134,000","17,756,000","324,000","5,231,000","27,211,000","15,326,000","-15,273,000","52,027,000","35,873,000","18,773,000","14,831,000","20,019,000","5,370,000","12,462,000","30,811,000","23,100,000","9,276,000","19,753,000","23,623,000","13,932,000",,,,"5,500,000",,,,
NetIncomeCommonStockholders,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","22,816,000","-1,161,000","1,962,000","8,826,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","9,321,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
	NetIncome,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","22,816,000","-1,161,000","1,962,000","8,826,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","9,321,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
		NetIncomeIncludingNoncontrollingInterests,"61,386,000","30,272,000","32,110,000","158,964,000","122,986,000","52,953,000","28,892,000","22,816,000","491,000","2,898,000","9,561,000","26,153,000","-851,000","12,617,000","40,780,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","9,321,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
			NetIncomeContinuousOperations,"61,386,000","30,272,000","32,110,000","158,964,000","122,986,000","52,953,000","28,892,000","21,686,000","-9,630,000","-2,834,000","5,056,000","26,153,000","-851,000","12,617,000","40,780,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","7,547,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","0","1,130,000","10,121,000","5,732,000","4,505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,"1,774,000",,,,,,,,,,,,,,,
		MinorityInterests,"-104,000","-93,000","241,000","0","0",,"16,000","-184,000","-1,652,000","-936,000","-735,000","-1,092,000","-2,762,000","-2,301,000","-2,248,000","0",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","22,816,000","-1,161,000","1,962,000","8,826,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","9,321,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
BasicEPS,"5.83","2.81","2.77","12.57","9.73","4.1","2.18","1.72","-0.09","0.14","0.65","1.85","-0.27","0.76","2.89","1.49","-1.57","5.7","3.5","1.76","1.58","2.26","0.75","1.55","3.38","2.19","0.99","2.14","2.42","1.7","0.96","1.59","1.19","0.83","0.15","0.22","0.05","-0.25"
DilutedEPS,"5.44","2.59","2.57","11.7","9.3","3.82","2.05","1.67","-0.09","0.14","0.62","1.77","-0.27","0.74","2.77","1.45","-1.57","5.57","2.76","1.36","1.24","1.65","0.73","1.5","3.29","2.17","0.96","2.08","2.3","1.64","0.93","1.51","1.14","0.8","0.15","0.22","0.05","-0.25"
BasicAverageShares,"10,392,831","10,736,166","11,666,194","12,642,306","12,642,576","12,904,397","13,249,000","13,246,000","13,369,000","13,641,000","13,604,000","13,577,725","13,602,205","13,638,087","13,340,846","13,110,647","13,199,580","13,223,442","12,749,712","13,020,455","13,339,873","12,697,345","12,428,000","12,354,839","12,100,888","12,511,416","12,572,727","12,491,121","12,296,197","12,330,552","12,291,667","11,949,686","11,596,639","11,325,301","11,333,333","11,363,636","12,000,000","11,200,000"
DilutedAverageShares,"11,231,730","11,645,708","12,607,752","13,582,828","13,217,335","13,851,832","14,061,000","13,673,000","13,369,000","14,292,000","14,251,000","14,124,060","13,602,205","13,936,733","13,897,261","13,441,279","13,199,580","13,532,287","17,039,842","16,150,943","16,997,581","15,279,592","12,768,493","12,766,667","12,431,915","12,626,728","12,965,625","12,851,442","12,583,236","12,979,302","12,688,172","12,582,781","12,105,263","11,750,000","11,333,333","11,363,636","12,000,000","11,200,000"
RentExpenseSupplemental,"65,025,000","66,002,000","59,897,000","60,069,000","62,352,000","62,198,000","61,171,000","61,164,000","60,791,000","62,842,000","62,671,000","66,758,000","62,818,000","76,509,000","74,389,000",,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"1,017,061,000","964,647,000","911,764,000","1,049,735,000","938,459,000","823,462,000","765,827,000","758,825,000","741,017,000","766,233,000","808,526,000","832,992,000","776,338,000","790,940,000","840,884,000",,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","22,816,000","-1,161,000","1,962,000","8,826,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","7,547,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
NormalizedIncome,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","21,686,000","-11,282,000","-3,770,000","4,321,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","122,737,050","91,972,800","1,170,800","-46,289,200","-53,307,200","-27,389,200","-15,000,389.093","40,901,000","27,400,000","-7,189,200","-12,852,200","-18,025,800","-12,959,648.043","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
InterestIncome,,,,,,,,,,,,,,"56,779,000","45,871,000","35,960,000","61,793,000","110,114,000","108,025,000","76,649,000","45,418,000","42,600,000","27,622,000","34,309,000","63,696,000","43,800,000","42,028,000","40,123,000","32,981,000","36,233,000",,,,,,,,
InterestExpense,"80,518,000","68,599,000","23,846,000","9,855,000","15,680,000","45,687,000","46,396,000","28,354,000","19,437,000","16,329,000","16,956,000","26,142,000","35,086,000","38,026,000","25,750,000","21,050,000","38,998,000","56,643,000","62,867,000","39,736,000","19,936,000","16,891,000","8,379,000","14,071,000","33,122,000","21,300,000","21,831,000","20,161,000","16,311,000","21,527,000",,,,"6,400,000",,,,
NetInterestIncome,"-80,518,000","-68,599,000","-23,846,000","-9,855,000","-15,680,000","-45,687,000","-46,396,000","-28,354,000","-19,437,000","-16,329,000","-16,956,000","-26,142,000","-35,086,000","-38,026,000","-25,750,000","14,910,000","22,795,000","53,471,000","45,158,000","36,913,000","25,482,000","25,709,000","19,243,000","20,238,000","30,574,000","22,500,000","20,197,000","19,962,000","16,670,000","14,706,000",,,,"-6,400,000",,,,
EBIT,"173,258,000","115,369,000","69,400,000","234,496,000","184,680,000","120,599,000","91,265,000","47,906,000","-2,455,000","13,901,000","34,146,000","70,051,000","34,559,000","55,874,000","93,741,000","55,863,000","2,955,000","184,037,000","143,317,000","81,425,000","55,844,000","65,606,000","21,296,000","45,683,000","104,834,000","71,800,000","43,554,000","66,645,000","70,213,000","56,358,000",,,,"21,300,000",,,,
EBITDA,"211,092,000","152,574,000","103,809,000","268,615,000","217,973,000","153,420,000","98,136,000","53,563,000","5,619,000","21,816,000","44,713,000","81,337,000","52,114,000","75,607,000","110,513,000","73,307,000","19,487,000","194,463,000","153,635,000","114,648,000","96,235,000","106,529,000","26,160,000","49,657,000","108,306,000","75,300,000","46,459,000","68,002,000","71,168,000","56,937,000",,,,"22,000,000",,,,
ReconciledCostOfRevenue,"856,680,000","807,324,000","766,393,000","909,146,000","793,975,000","679,676,000","630,177,000","625,683,000","609,836,000","636,842,000","679,105,000","700,417,000","650,161,000","651,758,000","701,795,000",,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"37,834,000","37,205,000","34,409,000","34,119,000","33,293,000","32,821,000","6,871,000","5,657,000","8,074,000","7,915,000","10,567,000","11,286,000","17,555,000","19,733,000","16,772,000","17,444,000","16,532,000","10,426,000","10,318,000","33,223,000","40,391,000","40,923,000","4,864,000","3,974,000","3,472,000","3,500,000","2,905,000","1,357,000","955,000","579,000",,,,"700,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"61,282,000","30,179,000","32,351,000","158,964,000","122,986,000","52,953,000","28,892,000","21,686,000","-11,282,000","-3,770,000","4,321,000","25,061,000","-3,613,000","10,316,000","38,532,000","19,487,000","-20,770,000","75,367,000","44,577,000","22,916,000","21,077,000","28,696,000","7,547,000","19,150,000","40,901,000","27,400,000","12,447,000","26,731,000","30,279,000","20,899,000","11,800,000","19,000,000","13,800,000","9,400,000","1,700,000","2,500,000","600,000","-2,800,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,"0","0","0","0","-72,877,000","-78,993,000","36,242,000","112,277,000","136,672,000","58,227,000","56,374,000","84,420,000",,"32,727,000","65,972,000","80,508,000","56,430,000",,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,"0","0","0","0","-72,877,000","-78,993,000","36,242,000","112,277,000","136,672,000","58,227,000","56,374,000","84,420,000",,"32,727,000","65,972,000","80,508,000","56,430,000",,,,,,,,
NormalizedEBITDA,"211,092,000","152,574,000","103,809,000","268,615,000","217,973,000","153,420,000","98,136,000","53,563,000","5,619,000","21,816,000","44,713,000","81,337,000","52,114,000","75,607,000","110,513,000","73,307,000","19,487,000","267,340,000","232,628,000","78,406,000","-16,042,000","-30,143,000","-32,067,000","-6,717,000","23,886,000","75,300,000","13,732,000","2,030,000","-9,340,000","507,000",,,,"22,000,000",,,,
TaxRateForCalcs,"0.338","0.353","0.295","0.292","0.272","0.293","0.356","0.4","0.4","0.4","0.35","0.4","0.35","0.293","0.4","0.35","0.35","0.35","0.4","0.4","0.4","0.4","0.4","0.394","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.369","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-25,506,950","-31,597,200","14,496,800","44,910,800","54,668,800","23,290,800","22,223,610.907","0","0","13,090,800","26,388,800","32,203,200","22,571,351.957","0","0","0","0","0","0","0","0"
