name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"1,717,246,000,000","1,104,364,000,000","1,117,182,000,000","1,125,765,000,000","972,194,000,000","958,489,000,000","939,279,000,000","918,906,000,000","953,845,453,441.787","1,074,479,940,940.303","1,141,847,048,350.93","1,379,979,406,513.238","1,505,660,457,554.538","1,406,593,206,739.77","1,295,205,797,101.449","1,881,685,734,298.389","2,007,136,000,000","1,925,190,000,000","1,566,609,000,000","1,520,191,000,000","1,117,809,000,000","855,248,000,000","756,365,000,000","673,847,000,000","562,948,000,000"
	CashCashEquivalentsAndFederalFundsSold,"453,160,000,000","248,343,000,000","275,614,000,000","241,224,000,000","199,487,000,000","216,018,000,000","184,400,000,000","185,819,000,000","175,952,005,179.879","189,258,011,993.973","209,940,617,711.021","239,392,711,220.164","301,169,919,986.399","199,905,857,181.064","149,171,014,492.754","256,909,642,773.757","354,016,000,000","338,521,000,000","337,498,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","181,159,000,000","148,867,000,000"
		CashAndCashEquivalents,"317,212,000,000","172,825,000,000","194,798,000,000","160,263,000,000","108,948,000,000","110,732,000,000","92,151,000,000","105,883,000,000","105,696,855,651.329","120,071,195,250.953","106,767,552,706.007","95,960,171,320.284","67,853,234,015.875","47,148,435,410.538","36,428,019,323.672","47,105,300,023.348","16,581,000,000","2,868,000,000","29,685,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","61,080,000,000","65,739,000,000"
			CashFinancial,"314,148,000,000","169,445,000,000","192,817,000,000","158,231,000,000","107,068,000,000","108,370,000,000","90,045,000,000","105,883,000,000","92,373,841,609","105,248,627,165.438","91,134,348,203.32","72,715,820,836.665","43,181,842,331.764","28,819,470,446.643","20,192,270,531.401","30,580,434,275.041","16,565,736,700.604","2,865,223,807.182",,,,,,,
			CashEquivalents,,,"5,258,000,000","6,264,000,000","4,597,000,000","4,298,000,000","4,681,000,000",,,,,,"43,181,842,331.764","28,819,470,446.643","20,192,270,531.401","30,580,434,275.041",,,,,,,,,
			CashAndDueFromBanks,"338,000,000","1,175,000,000","455,000,000","614,000,000","587,000,000","1,050,000,000","735,000,000","105,883,000,000","12,087,734,207.438","13,484,623,241.609","15,633,204,502.687","23,244,350,483.618","24,671,391,684.111","18,328,964,963.894","16,235,748,792.271","16,524,865,748.307","16,581,000,000","2,868,000,000","29,685,000,000","229,189,000,000","200,966,000,000","127,290,000,000","127,612,000,000","61,080,000,000","65,739,000,000"
			InterestBearingDepositsAssets,"2,726,000,000","2,205,000,000","1,526,000,000","1,418,000,000","1,293,000,000","1,312,000,000","1,371,000,000","1,190,593,039.006","1,235,279,834.891","1,337,944,843.906","0",,,,,,,,,,,,,,
		MoneyMarketInvestments,"135,948,000,000","75,518,000,000","80,816,000,000","80,961,000,000","90,539,000,000","105,286,000,000","92,249,000,000","79,936,000,000","70,255,149,528.55","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","233,316,685,970.524","152,757,421,770.527","112,742,995,169.082","209,804,342,750.409","337,435,000,000","335,653,000,000","307,813,000,000",,,,,"120,079,000,000","83,128,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"135,948,000,000","75,518,000,000","80,816,000,000","80,961,000,000","90,539,000,000","105,286,000,000","92,249,000,000","79,936,000,000","70,255,149,528.55","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","233,316,685,970.524","152,757,421,770.527","112,742,995,169.082","209,804,342,750.409","337,435,000,000","335,653,000,000","307,813,000,000",,,,,"120,079,000,000","83,128,000,000"
				SecurityAgreeToBeResell,"135,948,000,000","75,518,000,000","80,816,000,000","80,961,000,000","90,539,000,000","105,286,000,000","92,249,000,000","79,936,000,000","70,255,149,528.55","69,186,816,743.02","103,173,065,005.014","143,432,539,899.881","233,316,685,970.524","152,757,421,770.527","112,742,995,169.082","209,804,342,750.409","337,122,834,853.894","335,368,912,936.547",,,,,,,
