name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"18,686,000,000","17,859,000,000","17,873,000,000","19,374,000,000","16,205,000,000","14,539,000,000","14,198,000,000","13,600,000,000","12,261,000,000","11,401,000,000","11,081,000,000","10,180,000,000","9,337,000,000","9,081,000,000","8,612,000,000","4,700,000,000","5,064,000,000","4,845,000,000","2,098,000,000","1,191,386,000","725,311,000","598,212,000","576,977,000","533,144,000","476,872,000","380,981,000","339,482,000"
	OperatingRevenue,"18,686,000,000","17,859,000,000","17,873,000,000","19,374,000,000","16,205,000,000","14,539,000,000","14,198,000,000","13,302,000,000","11,929,000,000","11,044,000,000","10,844,000,000","9,950,000,000","9,124,000,000","8,877,000,000","8,406,000,000","4,700,000,000","5,064,000,000","4,845,000,000","2,098,000,000","1,191,386,000","633,623,000","528,692,000","519,165,000","544,720,000","452,780,000","361,702,000","341,400,000"
CostOfRevenue,"9,813,000,000","9,512,000,000","9,446,000,000","9,918,000,000","8,222,000,000","7,394,000,000","6,993,000,000","7,062,000,000","6,454,000,000","5,450,000,000","5,212,000,000","4,825,000,000","4,493,000,000","4,229,000,000","4,100,000,000","477,000,000","591,000,000","539,000,000","173,000,000","64,611,000",,,,,,,
GrossProfit,"8,873,000,000","8,347,000,000","8,427,000,000","9,456,000,000","7,983,000,000","7,145,000,000","7,205,000,000","6,538,000,000","5,807,000,000","5,951,000,000","5,869,000,000","5,355,000,000","4,844,000,000","4,852,000,000","4,512,000,000","4,223,000,000","4,473,000,000","4,306,000,000","1,925,000,000","1,126,775,000",,,,,,,
OperatingExpense,"2,104,000,000","2,014,000,000","1,938,000,000","1,968,000,000","1,670,000,000","1,510,000,000","1,688,000,000","1,271,000,000","1,174,000,000","1,287,000,000","1,345,000,000","1,374,000,000","1,320,000,000","1,571,000,000","1,514,000,000","2,923,000,000","2,842,000,000","3,012,000,000","1,419,000,000","786,234,000","553,416,000","369,936,000","361,838,000","362,968,000","333,834,000","270,038,000","255,820,000"
	SellingGeneralAndAdministration,"1,950,000,000","1,863,000,000","1,787,000,000","1,821,000,000","1,564,000,000","1,413,000,000","1,638,000,000","1,182,000,000","1,075,000,000","1,135,000,000","1,152,000,000","1,182,000,000","1,146,000,000","1,415,000,000","1,354,000,000","2,676,000,000","2,566,000,000","2,774,000,000","1,351,000,000","769,383,000","128,738,000","107,333,000","88,601,000","76,567,000","58,311,000","48,570,000","38,696,000"
		GeneralAndAdministrativeExpense,"1,596,000,000","1,519,000,000","1,456,000,000","1,583,000,000","1,335,000,000","1,063,000,000","1,638,000,000","849,000,000","750,000,000","770,000,000","739,000,000","773,000,000","762,000,000","1,415,000,000","1,354,000,000","2,676,000,000","2,566,000,000","2,774,000,000","1,351,000,000","769,383,000","128,738,000","107,333,000","90,076,000","76,567,000","58,311,000","48,570,000","38,696,000"
			SalariesAndWages,,,,,,,,,,,,,,"3,199,000,000","3,097,000,000","1,802,000,000","1,815,000,000","1,767,000,000","934,000,000","587,773,000","391,138,000","228,905,000","320,710,000","215,118,000","247,995,000","186,595,000","148,400,000"
			RentAndLandingFees,"411,000,000","418,000,000","403,000,000","364,000,000","319,000,000","307,000,000","293,000,000","275,000,000","272,000,000","280,000,000","267,000,000","277,000,000","248,000,000",,,,,,,,,,,,,,
			OtherGandA,"1,185,000,000","1,101,000,000","1,053,000,000","1,219,000,000","1,016,000,000","756,000,000","1,638,000,000","574,000,000","478,000,000","490,000,000","472,000,000","496,000,000","514,000,000","1,415,000,000","1,354,000,000","874,000,000","751,000,000","1,007,000,000","417,000,000","181,610,000","-262,400,000","-121,572,000","-230,634,000","-138,551,000","-189,684,000","-138,025,000","-109,704,000"
		SellingAndMarketingExpense,"354,000,000","344,000,000","331,000,000","238,000,000","229,000,000","350,000,000","361,000,000","333,000,000","325,000,000","365,000,000","413,000,000","409,000,000","384,000,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"154,000,000","151,000,000","151,000,000","147,000,000","106,000,000","97,000,000","50,000,000","89,000,000","99,000,000","128,000,000","157,000,000","161,000,000","157,000,000","156,000,000","160,000,000","147,000,000","146,000,000","130,000,000","38,000,000","7,505,000","947,000","925,000","824,000","10,454,000","10,153,000","9,653,000","9,653,000"
		DepreciationAndAmortizationInIncomeStatement,"154,000,000","151,000,000","151,000,000","147,000,000","106,000,000","97,000,000","50,000,000","89,000,000","99,000,000","128,000,000","157,000,000","161,000,000","157,000,000","156,000,000","160,000,000","147,000,000","146,000,000","130,000,000","38,000,000","7,505,000","947,000","925,000","824,000","10,454,000","10,153,000","9,653,000","9,653,000"
			Amortization,"154,000,000","151,000,000","151,000,000","147,000,000","106,000,000","97,000,000","50,000,000","89,000,000","99,000,000","128,000,000","157,000,000","161,000,000","157,000,000","156,000,000","160,000,000","147,000,000","146,000,000","130,000,000","38,000,000","7,505,000","947,000","925,000","824,000","10,454,000","10,153,000","9,653,000","9,653,000"
				AmortizationOfIntangiblesIncomeStatement,"154,000,000","151,000,000","151,000,000","147,000,000","106,000,000","97,000,000","50,000,000","89,000,000","99,000,000","128,000,000","157,000,000","161,000,000","157,000,000","156,000,000","160,000,000","147,000,000","146,000,000","130,000,000","38,000,000","7,505,000","947,000","925,000","824,000","10,454,000","10,153,000","9,653,000","9,653,000"
	OtherTaxes,,,,,,,,,,,,,,,,,,,"-1,626,176,000","-850,845,000","-559,513,000","-369,936,000","-361,838,000","-362,968,000","-333,834,000","-270,038,000","-255,900,000"
