name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999,11/30/1998,11/30/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,01/31/1993,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
	SecuritiesAndInvestments,"359,187,000,000","336,842,000,000","373,689,000,000","362,330,000,000","274,562,000,000","237,808,000,000","207,493,000,000","189,821,000,000","183,861,000,000","201,697,000,000","184,796,000,000","161,618,000,000","262,616,000,000","290,515,000,000","254,449,000,000","194,931,000,000","181,868,000,000","302,484,000,000","322,567,000,000","214,721,000,000","487,535,000,000","465,315,000,000","360,428,000,000","360,017,000,000","306,400,000,000","260,546,000,000","249,762,000,000","234,689,000,000","11,388,000,000","5,420,700,000","5,215,100,000","5,472,000,000","26,714,600,000","19,030,000,000","8,481,200,000","7,905,300,000",,,,
		TradingSecurities,"204,376,000,000","176,904,000,000","190,683,000,000","180,160,000,000","168,724,000,000","145,862,000,000","128,547,000,000","109,606,000,000","111,878,000,000","128,493,000,000","126,841,000,000","116,750,000,000","9,697,000,000","6,778,000,000","5,329,000,000","2,126,000,000","2,204,000,000","3,096,000,000","3,031,000,000","2,610,000,000",,,,,,,,,,,,,,,,,,,,
		AvailableForSaleSecurities,"71,944,000,000","7,000,000","8,000,000","16,000,000","113,000,000","114,000,000","144,000,000","123,000,000","3,874,000,000","3,888,000,000","4,525,000,000","4,999,000,000","222,424,000,000","254,088,000,000","249,120,000,000","192,805,000,000","179,664,000,000","299,388,000,000","319,536,000,000","212,111,000,000","487,535,000,000","465,315,000,000","360,428,000,000","360,017,000,000","306,400,000,000","260,546,000,000","249,762,000,000","234,689,000,000","11,388,000,000","5,420,700,000","5,215,100,000","5,472,000,000",,,,,,,,
		HeldToMaturitySecurities,"60,053,000,000","75,634,000,000","80,168,000,000","71,771,000,000","43,502,000,000","30,771,000,000","23,599,000,000","16,922,000,000","5,224,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"22,814,000,000","84,297,000,000","102,830,000,000","110,383,000,000","62,223,000,000","61,061,000,000","55,203,000,000","63,170,000,000","66,759,000,000","69,216,000,000","53,430,000,000","39,869,000,000","30,495,000,000","29,649,000,000","0",,,,,,,,,,,,,,,,,,"26,714,600,000","19,030,000,000","8,481,200,000","7,905,300,000",,,,
	LongTermEquityInvestment,"124,000,000","39,000,000","104,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DerivativeAssets,,,,,,,,,,,,"36,197,000,000","48,064,000,000","51,292,000,000","49,081,000,000","89,418,000,000","99,766,000,000","77,003,000,000","55,443,000,000","45,894,000,000",,,,,,,,,,,,,,,,,,,,
	NetLoan,"218,640,000,000","213,785,000,000","188,134,000,000","150,597,000,000","130,637,000,000","115,579,000,000","104,126,000,000","94,248,000,000","85,759,000,000","66,577,000,000","42,874,000,000","29,046,000,000","15,369,000,000","10,576,000,000","7,259,000,000","6,547,000,000","6,528,000,000","11,629,000,000","34,823,000,000","26,061,000,000","20,226,000,000","19,382,000,000","23,014,000,000","20,108,000,000","21,743,000,000","20,229,000,000","15,209,000,000","20,033,000,000","22,372,900,000","20,834,600,000","15,608,400,000","11,711,400,000",,,,,,,,
		GrossLoan,"219,809,000,000","214,624,000,000","188,788,000,000","151,432,000,000","130,986,000,000","115,817,000,000","104,350,000,000","94,522,000,000","85,984,000,000","66,726,000,000","43,030,000,000","29,152,000,000","15,386,000,000","10,658,000,000","7,417,000,000","6,547,000,000","6,528,000,000","11,629,000,000","35,654,000,000","26,899,000,000","21,169,000,000","20,384,000,000","23,942,000,000","20,955,000,000","22,526,000,000","20,998,000,000","15,996,000,000","20,917,000,000","23,188,200,000","21,556,400,000","16,174,100,000","12,148,200,000",,,,,,,,
			LoansHeldForSale,"15,255,000,000","14,788,000,000","13,832,000,000","12,813,000,000","12,577,000,000","15,764,000,000","11,173,000,000","12,544,000,000","13,200,000,000","9,458,000,000","6,329,000,000","5,129,000,000",,,,,,,,"3,145,000,000",,,,,,,,,,,,,,,,,,,,
			CommercialLoan,"6,758,000,000","6,589,000,000","5,567,000,000","6,046,000,000","5,426,000,000","36,909,000,000","29,754,000,000","25,025,000,000","23,554,000,000","19,659,000,000","13,263,000,000","9,449,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ConsumerLoan,,,,,"31,610,000,000","27,868,000,000","26,808,000,000","24,866,000,000","21,528,000,000","16,576,000,000","11,577,000,000","7,618,000,000","15,386,000,000","10,658,000,000","7,417,000,000",,,,"23,746,000,000","23,754,000,000",,,,,,,,,,,,,,,,,,,,
			MortgageLoan,"69,053,000,000","62,975,000,000","51,478,000,000","42,614,000,000","38,043,000,000","35,276,000,000","36,615,000,000","32,087,000,000","27,702,000,000","21,033,000,000","11,861,000,000","6,956,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherLoanAssets,"128,743,000,000","130,272,000,000","117,911,000,000","89,959,000,000","74,940,000,000","-238,000,000","-224,000,000","-274,000,000","-225,000,000","-149,000,000","-156,000,000","-106,000,000","15,386,000,000","10,658,000,000","7,417,000,000","6,547,000,000","6,528,000,000","11,629,000,000","11,908,000,000","23,754,000,000","21,169,000,000","20,384,000,000","23,942,000,000","20,955,000,000","22,526,000,000","20,998,000,000","15,996,000,000","20,917,000,000","23,188,200,000","21,556,400,000","16,174,100,000","12,148,200,000",,,,,,,,
		AllowanceForLoansAndLeaseLosses,"1,169,000,000","839,000,000","654,000,000","835,000,000","349,000,000","238,000,000","224,000,000","274,000,000","225,000,000","149,000,000","156,000,000","106,000,000","17,000,000","82,000,000","158,000,000",,,,"831,000,000","838,000,000","943,000,000","1,002,000,000","928,000,000","847,000,000","783,000,000","769,000,000","787,000,000","884,000,000","815,300,000","721,800,000","565,700,000","436,800,000",,,,,,,,
	Receivables,"80,105,000,000","78,540,000,000","96,018,000,000","97,737,000,000","55,646,000,000","53,298,000,000","56,187,000,000","46,460,000,000","45,407,000,000","48,961,000,000","57,104,000,000","64,288,000,000","48,669,000,000","54,150,000,000","44,477,000,000","42,773,000,000","45,587,000,000","100,683,000,000","99,493,000,000","62,146,000,000","18,508,000,000","9,912,000,000","7,142,000,000","11,745,000,000","6,702,000,000","7,623,000,000","26,576,000,000","30,227,000,000","3,643,600,000","6,004,900,000","5,988,500,000","5,691,300,000","3,699,100,000","2,372,200,000","1,998,600,000","1,798,700,000",,,,
		AccountsReceivable,"80,105,000,000","78,540,000,000","96,018,000,000","97,737,000,000","55,646,000,000","53,298,000,000","56,187,000,000","46,460,000,000","45,407,000,000","48,961,000,000","57,104,000,000","64,288,000,000","43,421,000,000","45,048,000,000","38,758,000,000","36,523,000,000","38,328,000,000","84,672,000,000","91,860,000,000","57,116,000,000",,,,,,,,,,,,,"3,699,100,000","2,372,200,000","1,998,600,000","1,798,700,000",,,,
			GrossAccountsReceivable,,,,,,,,,,,,,"48,669,000,000","54,150,000,000","44,477,000,000",,,,,,,,,,,,,,,,,,"3,699,100,000","2,372,200,000","1,998,600,000",,,,,
		OtherReceivables,,,,,,,,,,,,"7,335,000,000","5,248,000,000","9,102,000,000","5,719,000,000","6,250,000,000","7,259,000,000","16,011,000,000","7,633,000,000","5,030,000,000",,,,,,,,,,,,,,,,,,,,
	NetPPE,"23,000,000","4,000,000","16,000,000","21,000,000",,,,"25,000,000","6,373,000,000","6,108,000,000","6,019,000,000","5,946,000,000","6,457,000,000","6,154,000,000","7,067,000,000","5,095,000,000","5,057,000,000","4,372,000,000","4,086,000,000","2,733,000,000","2,605,000,000","2,433,000,000","2,270,000,000","2,579,000,000","2,685,000,000","2,204,000,000","1,834,000,000","1,705,000,000","379,700,000","341,000,000","280,600,000","257,500,000","552,300,000","543,600,000","385,300,000","267,600,000",,,,
		GrossPPE,"23,000,000","4,000,000","16,000,000","21,000,000",,,,,"13,513,000,000","12,327,000,000","12,439,000,000","11,471,000,000","11,309,000,000","10,630,000,000","10,801,000,000","8,168,000,000","8,060,000,000","7,821,000,000","7,731,000,000","5,929,000,000",,,,,,,,,,,,,,,,,,,,
			OtherProperties,"23,000,000","4,000,000","16,000,000","21,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AccumulatedDepreciation,,,,,,,,,"-7,140,000,000","-6,219,000,000","-6,420,000,000","-5,525,000,000","-4,852,000,000","-4,476,000,000","-3,734,000,000","-3,073,000,000","-3,003,000,000","-3,449,000,000","-3,645,000,000","-3,196,000,000",,,,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"23,762,000,000","24,270,000,000","25,193,000,000","16,615,000,000","9,250,000,000","8,851,000,000","9,045,000,000","9,298,000,000","9,568,000,000","9,747,000,000","9,881,000,000","10,433,000,000","10,971,000,000","11,406,000,000","12,216,000,000","3,162,000,000","3,138,000,000","4,071,000,000","3,443,000,000","2,500,000,000","2,199,000,000","1,514,000,000","1,449,000,000",,,,,,,"161,900,000","164,900,000","173,500,000",,,,,,,,
		Goodwill,"16,707,000,000","16,652,000,000","16,833,000,000","11,635,000,000","7,143,000,000","6,688,000,000","6,597,000,000","6,577,000,000","6,584,000,000","6,588,000,000","6,595,000,000","6,650,000,000","6,686,000,000","6,739,000,000","7,162,000,000","2,256,000,000","2,243,000,000","3,024,000,000","2,792,000,000","2,206,000,000",,,,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,"7,055,000,000","7,618,000,000","8,360,000,000","4,980,000,000","2,107,000,000","2,163,000,000","2,448,000,000","2,721,000,000","2,984,000,000","3,159,000,000","3,286,000,000","3,783,000,000","4,285,000,000","4,667,000,000","5,054,000,000","906,000,000","895,000,000","1,047,000,000","651,000,000","294,000,000",,,,,,,,,,,,,,,,,,,,
	OtherAssets,"190,789,000,000","151,343,000,000","127,549,000,000","154,283,000,000","148,390,000,000","135,964,000,000","186,219,000,000","170,546,000,000","178,714,000,000","159,341,000,000","181,708,000,000","171,544,000,000","23,311,000,000","29,709,000,000","30,501,000,000","21,368,000,000","20,564,000,000","91,080,000,000","75,748,000,000","56,353,000,000","14,848,000,000","13,141,000,000","51,248,000,000","13,699,000,000","11,589,000,000","9,095,000,000","7,331,000,000","7,378,000,000","2,630,200,000","3,980,600,000","3,267,800,000","3,526,300,000","2,408,700,000","1,669,000,000","948,500,000","1,319,200,000",,,,
TotalLiabilitiesNetMinorityInterest,"1,093,711,000,000","1,079,000,000,000","1,081,542,000,000","1,012,713,000,000","812,732,000,000","772,125,000,000","773,267,000,000","737,772,000,000","711,281,000,000","729,406,000,000","763,672,000,000","715,532,000,000","679,820,000,000","742,291,000,000","718,682,000,000","627,308,000,000","607,981,000,000","1,014,140,000,000","1,085,828,000,000","869,341,000,000","719,128,000,000","575,166,000,000","506,404,000,000","460,702,000,000","401,608,000,000","349,553,000,000","302,072,000,000","287,332,000,000","37,249,200,000","33,374,500,000","27,751,400,000","24,185,200,000","76,919,100,000","60,715,700,000","51,355,000,000","51,254,500,000","38,713,300,000","28,662,100,000","27,607,200,000","15,492,000,000"
	TotalDeposits,"351,804,000,000","356,646,000,000","347,574,000,000","310,782,000,000","190,356,000,000","187,820,000,000","159,436,000,000","155,863,000,000","156,034,000,000","133,544,000,000","112,379,000,000","83,266,000,000","65,662,000,000","63,812,000,000","62,215,000,000","51,355,000,000","42,755,000,000","31,179,000,000","28,343,000,000","18,663,000,000","13,777,000,000","12,839,000,000","13,757,000,000","12,276,000,000","11,930,000,000","10,397,000,000","8,197,000,000","8,993,000,000","2,371,900,000","6,191,100,000","5,208,700,000","4,888,100,000",,,,,,,,
		InterestBearingDepositsLiabilities,"351,804,000,000","356,646,000,000","347,574,000,000","310,782,000,000","190,356,000,000","187,820,000,000","159,436,000,000","155,863,000,000","156,034,000,000","133,544,000,000","112,379,000,000","83,266,000,000","65,662,000,000","63,812,000,000","62,215,000,000","51,355,000,000","42,755,000,000","31,179,000,000","28,343,000,000","18,663,000,000","13,777,000,000","12,839,000,000","13,757,000,000","12,276,000,000","11,930,000,000","10,397,000,000","8,197,000,000","8,993,000,000","2,371,900,000","6,191,100,000","5,208,700,000","4,888,100,000",,,,,,,,
			CustomerAccounts,"351,804,000,000","356,646,000,000","347,574,000,000","310,782,000,000","190,356,000,000","187,820,000,000","159,436,000,000","155,863,000,000","156,034,000,000","133,544,000,000","112,379,000,000","83,266,000,000","65,662,000,000","63,812,000,000","62,215,000,000","51,355,000,000","42,755,000,000","31,179,000,000","28,343,000,000","18,663,000,000","13,777,000,000","12,839,000,000","13,757,000,000","12,276,000,000","11,930,000,000","10,397,000,000","8,197,000,000","8,993,000,000","2,371,900,000","6,191,100,000","5,208,700,000","4,888,100,000",,,,,,,,
		NonInterestBearingDeposits,,,,,,,,,,,,,,,,,,,"14,872,000,000",,,,,,,,,,,,,,,,,,,,,
	FederalFundsPurchasedAndSecuritiesSoldUnderAgreementToRepurchase,"62,651,000,000","62,534,000,000","62,188,000,000","50,587,000,000","54,200,000,000","49,759,000,000","56,424,000,000","54,628,000,000","36,692,000,000","69,949,000,000","145,676,000,000","122,674,000,000","174,494,000,000","228,552,000,000","228,575,000,000","140,426,000,000","147,825,000,000","225,577,000,000","393,194,000,000","339,322,000,000","434,954,000,000","164,690,000,000","265,984,000,000","202,305,000,000","171,477,000,000","166,418,000,000","147,319,000,000","149,479,000,000","4,840,700,000","4,938,600,000","4,712,400,000","4,768,400,000","55,019,500,000","42,383,900,000","37,599,300,000","40,522,400,000",,,,
		FinancialInstrumentsSoldUnderAgreementsToRepurchase,"62,651,000,000","62,534,000,000","62,188,000,000","50,587,000,000","54,200,000,000","49,759,000,000","56,424,000,000","54,628,000,000","36,692,000,000","69,949,000,000","145,676,000,000","122,674,000,000","174,494,000,000","228,552,000,000","228,575,000,000","140,426,000,000","147,825,000,000","225,577,000,000","393,194,000,000","339,322,000,000",,,,,,,,,,,,,,,,,,,,
	SecuritiesLoaned,"15,057,000,000","15,679,000,000","12,299,000,000","7,731,000,000","8,506,000,000","11,908,000,000","13,592,000,000","15,844,000,000","19,358,000,000","25,219,000,000","32,799,000,000","36,849,000,000","30,462,000,000","29,094,000,000","26,246,000,000","14,580,000,000","14,821,000,000","110,423,000,000","150,257,000,000","120,454,000,000",,,,,,,,,,,,,,,,,,,,
	PayablesAndAccruedExpenses,"208,148,000,000","216,134,000,000","228,685,000,000","227,437,000,000","197,834,000,000","179,559,000,000","191,510,000,000","190,513,000,000","186,626,000,000","181,069,000,000","157,125,000,000","127,722,000,000","123,615,000,000","129,184,000,000","125,078,000,000","128,507,000,000","120,950,000,000","215,631,000,000","147,288,000,000","120,373,000,000","123,271,000,000","104,638,000,000","96,202,000,000","100,811,000,000","100,384,000,000","50,061,000,000","46,221,000,000","42,153,000,000","4,206,200,000","6,397,500,000","6,143,600,000","6,122,200,000","462,400,000","396,700,000","222,600,000",,,,,
		Payables,"208,148,000,000","216,134,000,000","228,685,000,000","227,437,000,000","197,834,000,000","179,559,000,000","191,510,000,000","190,513,000,000","186,626,000,000","181,069,000,000","157,125,000,000","127,722,000,000","123,615,000,000","129,184,000,000","125,078,000,000","128,507,000,000","120,950,000,000","215,631,000,000","147,288,000,000","120,373,000,000","123,271,000,000","104,638,000,000","96,202,000,000","100,811,000,000","100,384,000,000","50,061,000,000","46,221,000,000","42,153,000,000","4,206,200,000","6,397,500,000","6,143,600,000","6,122,200,000","462,400,000","396,700,000","222,600,000",,,,,
			AccountsPayable,"208,148,000,000","216,134,000,000","228,685,000,000","227,437,000,000","197,834,000,000","179,559,000,000","191,510,000,000","190,513,000,000","186,626,000,000","181,069,000,000","157,125,000,000","127,722,000,000","123,615,000,000","129,184,000,000","125,078,000,000","128,507,000,000","120,950,000,000","215,631,000,000","147,288,000,000","120,373,000,000",,,,,,,,,"4,049,400,000",,,,"462,400,000","396,700,000","222,600,000",,,,,
			TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,800,000",,,,,,,,,,,
				IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,800,000",,,,,,,,,,,
			OtherPayable,,,,,,,,,,,,,"121,323,000,000","126,612,000,000","122,481,000,000",,"118,366,000,000","213,907,000,000","142,542,000,000",,,,,,,,,,,,,,,,,,,,,
		CurrentAccruedExpenses,,,,,,,,,,,,,,"16,518,000,000","20,849,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
	CurrentDebtAndCapitalLeaseObligation,"8,920,000,000","5,135,000,000","10,337,000,000","14,144,000,000","9,670,000,000","3,581,000,000","3,553,000,000","2,370,000,000","3,608,000,000","3,656,000,000","6,375,000,000","2,779,000,000","3,118,000,000","3,762,000,000","2,405,000,000","10,102,000,000","10,483,000,000","34,495,000,000","29,092,000,000","31,120,000,000","36,303,000,000","28,386,000,000","50,789,000,000","32,842,000,000","27,754,000,000","38,242,000,000","28,137,000,000","22,614,000,000","4,840,700,000","6,325,500,000","1,552,400,000","1,035,400,000","7,687,600,000","6,731,300,000","5,420,400,000","5,287,400,000",,,,
		CurrentDebt,"8,920,000,000","5,135,000,000","10,337,000,000","14,144,000,000","9,670,000,000","3,581,000,000","3,553,000,000","2,370,000,000","3,608,000,000","3,656,000,000","6,375,000,000","2,779,000,000","3,118,000,000","3,762,000,000","2,405,000,000","10,102,000,000","10,483,000,000","34,495,000,000","29,092,000,000","31,120,000,000","36,303,000,000","28,386,000,000","50,789,000,000","32,842,000,000","27,754,000,000","38,242,000,000","28,137,000,000","22,614,000,000","4,840,700,000","6,325,500,000","1,552,400,000","1,035,400,000","7,687,600,000","6,731,300,000","5,420,400,000","5,287,400,000",,,,
			CommercialPaper,,,,,,,,,,"0","8,000,000","306,000,000","978,000,000","945,000,000","783,000,000","7,388,000,000","6,744,000,000","22,596,000,000","22,433,000,000","23,209,000,000",,,,,,,,,,,,,,,,,,,,
			OtherCurrentBorrowings,"8,920,000,000","5,135,000,000","10,337,000,000","14,144,000,000","9,670,000,000","3,581,000,000","3,553,000,000","2,370,000,000","3,608,000,000","3,656,000,000","6,367,000,000","2,473,000,000","2,140,000,000","2,817,000,000","1,622,000,000","2,714,000,000","3,739,000,000","11,899,000,000","6,659,000,000","7,911,000,000","36,303,000,000","28,386,000,000","50,789,000,000","32,842,000,000","27,754,000,000","38,242,000,000","28,137,000,000","22,614,000,000","4,840,700,000","6,325,500,000","1,552,400,000","1,035,400,000","7,687,600,000","6,731,300,000","5,420,400,000","5,287,400,000",,,,
	TradingLiabilities,"116,237,000,000","116,303,000,000","123,760,000,000","112,693,000,000","104,922,000,000","99,489,000,000","104,600,000,000","98,878,000,000","98,981,000,000","67,169,000,000","70,760,000,000","83,164,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DerivativeProductLiabilities,"35,275,000,000","38,135,000,000","34,568,000,000","44,938,000,000","28,434,000,000","27,258,000,000","26,695,000,000","29,315,000,000","29,474,000,000","40,212,000,000","33,761,000,000","36,958,000,000","46,453,000,000","47,802,000,000","38,209,000,000","68,554,000,000","73,521,000,000","71,604,000,000","57,491,000,000","44,952,000,000",,,,,,,,,,,,,,,,,,,,
	LongTermDebtAndCapitalLeaseObligation,"267,467,000,000","241,081,000,000","232,831,000,000","218,798,000,000","197,655,000,000","195,547,000,000","200,300,000,000","174,464,000,000","161,797,000,000","163,462,000,000","163,557,000,000","184,657,000,000","204,678,000,000","202,404,000,000","201,449,000,000","179,835,000,000","163,437,000,000","190,624,000,000","144,978,000,000","110,465,000,000","95,286,000,000","65,600,000,000","55,161,000,000","49,668,000,000","42,051,000,000","28,604,000,000","27,435,000,000","24,792,000,000","17,941,300,000","6,732,400,000","7,789,800,000","5,365,600,000","3,960,000,000","2,836,700,000","1,381,600,000","742,900,000","814,800,000","582,600,000","539,200,000","358,000,000"
		LongTermDebt,"267,467,000,000","241,081,000,000","232,831,000,000","218,798,000,000","197,655,000,000","195,547,000,000","200,300,000,000","174,464,000,000","161,797,000,000","163,462,000,000","163,557,000,000","184,657,000,000","204,678,000,000","202,404,000,000","201,449,000,000","179,835,000,000","163,437,000,000","190,624,000,000","144,978,000,000","110,465,000,000","95,286,000,000","65,600,000,000","55,161,000,000","49,668,000,000","42,051,000,000","28,604,000,000","27,435,000,000","24,792,000,000","17,941,300,000","6,732,400,000","7,789,800,000","5,365,600,000","3,960,000,000","2,836,700,000","1,381,600,000","742,900,000","814,800,000","582,600,000","539,200,000","358,000,000"
		LongTermCapitalLeaseObligation,,,,,,,,"20,262,000,000","19,316,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,"0","4,309,000,000","0",,,,,,"66,000,000","66,000,000",,,,,,,,,,,,,,,,,,,,
