name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999,11/30/1998,11/30/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,01/31/1993,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"1,193,693,000,000","1,180,231,000,000","1,188,140,000,000","1,115,862,000,000","895,429,000,000","853,531,000,000","851,733,000,000","814,949,000,000","787,465,000,000","801,510,000,000","832,702,000,000","780,960,000,000","749,898,000,000","807,698,000,000","771,462,000,000","676,764,000,000","658,812,000,000","1,045,409,000,000","1,121,192,000,000","898,523,000,000","747,334,000,000","602,843,000,000","529,499,000,000","482,628,000,000","421,279,000,000","366,967,000,000","317,590,000,000","302,287,000,000","42,413,600,000","38,208,200,000","31,859,400,000","27,662,300,000","80,353,200,000","63,709,100,000","53,526,500,000","53,275,500,000","40,050,800,000","29,662,600,000","28,392,800,000","15,794,100,000"
	CashCashEquivalentsAndFederalFundsSold,"199,972,000,000","242,034,000,000","247,724,000,000","221,888,000,000","170,395,000,000","185,718,000,000","164,653,000,000","179,315,000,000","141,740,000,000","172,371,000,000","220,613,000,000","216,384,000,000","207,367,000,000","215,166,000,000","198,911,000,000","225,418,000,000","210,519,000,000","214,093,000,000","225,958,000,000","243,874,000,000","155,852,000,000","53,825,000,000","61,686,000,000","52,292,000,000","46,145,000,000","37,971,000,000","16,878,000,000","8,255,000,000","1,999,200,000","1,464,500,000","1,334,100,000","830,300,000","46,978,500,000","40,094,300,000","41,712,900,000","41,984,700,000",,,,
		CashAndCashEquivalents,"58,661,000,000","92,747,000,000","86,838,000,000","67,452,000,000","49,659,000,000","51,840,000,000","46,164,000,000","43,381,000,000","54,083,000,000","87,397,000,000","98,425,000,000","77,348,000,000","76,255,000,000","66,498,000,000","55,703,000,000","102,709,000,000","137,742,000,000","87,206,000,000","50,171,000,000","69,544,000,000","32,811,000,000","29,692,000,000","29,212,000,000","26,596,000,000","18,819,000,000","12,325,000,000","16,878,000,000","8,255,000,000","1,999,200,000","1,464,500,000","1,334,100,000","830,300,000","2,563,700,000","3,230,300,000","2,308,700,000","1,862,000,000",,,,
			CashFinancial,,,,"9,792,000,000","6,763,000,000","30,541,000,000","24,816,000,000","22,017,000,000","19,827,000,000","21,336,000,000","16,058,000,000","20,352,000,000","12,654,000,000","7,044,000,000","6,988,000,000","13,354,000,000","11,276,000,000","7,248,000,000","20,606,000,000","29,414,000,000",,,,,,,,,,,,,,,,,,,,
			CashAndDueFromBanks,"58,661,000,000","92,747,000,000","86,838,000,000","67,452,000,000","49,659,000,000","21,299,000,000","21,348,000,000","21,364,000,000","34,256,000,000","66,061,000,000","82,367,000,000","56,996,000,000","63,601,000,000","59,454,000,000","48,715,000,000","89,355,000,000","126,466,000,000","79,958,000,000","29,565,000,000","40,130,000,000","32,811,000,000","29,692,000,000","29,212,000,000","26,596,000,000","18,819,000,000","12,325,000,000","16,878,000,000","8,255,000,000","1,999,200,000","1,464,500,000","1,334,100,000","830,300,000","2,563,700,000","3,230,300,000","2,308,700,000","1,862,000,000",,,,
		RestrictedCashAndInvestments,"30,571,000,000","35,380,000,000","40,887,000,000","38,202,000,000","32,512,000,000","35,356,000,000","34,231,000,000","33,979,000,000","127,627,000,000","1,686,000,000","4,058,000,000","4,624,000,000","957,000,000","415,000,000",,,"59,088,000,000","61,608,000,000","29,565,000,000",,,,,,,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"30,571,000,000","35,380,000,000","40,887,000,000","38,202,000,000","32,512,000,000","35,356,000,000","34,231,000,000","33,979,000,000","186,000,000","149,000,000","117,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RestrictedInvestments,,,,"132,578,000,000","128,386,000,000","120,437,000,000","169,735,000,000","152,548,000,000","127,627,000,000","1,537,000,000","3,941,000,000","4,624,000,000","957,000,000","415,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"110,740,000,000","113,907,000,000","119,999,000,000","116,234,000,000","88,224,000,000","98,522,000,000","84,258,000,000","101,955,000,000","87,657,000,000","83,288,000,000","118,130,000,000","134,412,000,000","130,155,000,000","148,253,000,000","143,208,000,000","122,709,000,000","72,777,000,000","126,887,000,000","175,787,000,000","174,330,000,000","123,041,000,000","24,133,000,000","32,474,000,000","25,696,000,000","27,326,000,000","25,646,000,000",,,,,,,"44,414,800,000","36,864,000,000","39,404,200,000","40,122,700,000",,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"110,740,000,000","113,907,000,000","119,999,000,000","116,234,000,000","88,224,000,000","98,522,000,000","84,258,000,000","101,955,000,000","87,657,000,000","83,288,000,000","118,130,000,000","134,412,000,000","130,155,000,000","148,253,000,000","143,208,000,000","122,709,000,000","72,777,000,000","126,887,000,000","175,787,000,000","174,330,000,000","123,041,000,000","24,133,000,000","32,474,000,000","25,696,000,000","27,326,000,000","25,646,000,000",,,,,,,"44,414,800,000","36,864,000,000","39,404,200,000","40,122,700,000",,,,
				SecurityAgreeToBeResell,"110,740,000,000","113,907,000,000","119,999,000,000","116,234,000,000","88,224,000,000","98,522,000,000","84,258,000,000",,"87,657,000,000","83,288,000,000","118,130,000,000","134,412,000,000",,,,,,"126,887,000,000","175,787,000,000","174,330,000,000",,,,,,,,,,,,,,,,,,,,
	SecurityBorrowed,"121,091,000,000","133,374,000,000","129,713,000,000","112,391,000,000","106,549,000,000","116,313,000,000","124,010,000,000","125,236,000,000","142,416,000,000","136,708,000,000","129,707,000,000","121,701,000,000","127,074,000,000","138,730,000,000","167,501,000,000","88,052,000,000","85,785,000,000","239,994,000,000","299,631,000,000","244,241,000,000",,,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,,,,"31,294,000,000","76,352,000,000","82,923,000,000","50,979,000,000","45,561,000,000","37,321,000,000","22,262,000,000","22,188,000,000","26,015,000,000","29,299,000,000",,,,,,,,,,,,,,
