name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"1,623,358,000","1,562,034,000","1,256,745,000","1,105,258,000","984,914,000","984,264,000","991,679,000","930,259,000","694,518,000","479,330,000","345,877,000","258,453,000","227,797,000","211,214,000","154,056,000","169,374,000","118,050,000","100,593,000","93,951,000","87,828,000","78,848,000","66,159,000","51,526,000","37,058,000","29,205,000","28,900,000","23,400,000","17,400,000","13,700,000"
	NetInterestIncome,"1,502,737,000","1,439,485,000","1,142,242,000","989,720,000","888,624,000","884,181,000","891,433,000","817,429,000","601,505,000","382,151,000","270,494,000","193,519,000","174,346,000","168,734,000","123,635,000","118,323,000","98,701,000","77,618,000","70,720,000","68,576,000","60,623,000","48,768,000","39,837,000","29,705,000","23,663,000","23,800,000","18,400,000","14,500,000","11,800,000"
		InterestIncome,"2,475,898,000","2,128,173,000","1,266,068,000","1,071,307,000","1,080,781,000","1,162,541,000","1,100,820,000","932,593,000","662,555,000","409,719,000","291,449,000","212,153,000","195,946,000","199,169,000","157,972,000","165,908,000","183,003,000","176,970,000","155,198,000","112,881,000","85,231,000","68,883,000","60,913,000","60,119,000","60,752,000","51,600,000","38,900,000","27,500,000","21,800,000"
			InterestIncomeFromLoansAndLease,"2,305,519,000","1,991,546,000","1,189,773,000","1,018,834,000","1,015,166,000","1,088,719,000","1,031,567,000","884,047,000","633,234,000","379,383,000","260,779,000","189,349,000","177,182,000","179,418,000","135,291,000","125,301,000","141,726,000","145,669,000","121,462,000","87,768,000","65,158,000","54,884,000","49,270,000","47,464,000","43,451,000","37,000,000","31,200,000","24,200,000","19,100,000"
				InterestIncomeFromLoans,"2,305,519,000","1,991,546,000","1,189,773,000","1,018,834,000","1,015,166,000","1,088,719,000","1,031,567,000","884,047,000","633,234,000","379,383,000","260,779,000","189,349,000","177,182,000","179,418,000","135,291,000","125,301,000","141,726,000","145,669,000","121,462,000","87,768,000","65,158,000","54,884,000","49,270,000","47,464,000","43,451,000","37,000,000","31,200,000","24,200,000","19,100,000"
			InterestIncomeFromSecurities,"80,205,000","78,386,000","64,179,000","49,963,000","59,950,000","67,064,000","66,214,000","47,890,000","28,955,000","30,295,000","30,614,000","22,771,000","18,756,000","19,715,000","22,663,000","40,597,000","41,264,000","31,282,000","33,726,000","25,102,000","20,054,000","13,975,000","11,613,000","12,606,000","17,284,000","14,500,000","7,400,000","2,900,000","2,500,000"
			InterestIncomeFromDeposits,"90,174,000","58,241,000","12,116,000","2,510,000","5,665,000","6,758,000","3,039,000","656,000","366,000","41,000","56,000","33,000","8,000","36,000","18,000","10,000","13,000","19,000","10,000","11,000","19,000","24,000","30,000","49,000","17,000",,"200,000","200,000","200,000"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000"
			OtherInterestIncome,,,,,,,,,,,"0","0",,,,,"0",,"0","0",,"0",,,"0","100,000","0","100,000","-100,000"
		InterestExpense,"973,161,000","688,688,000","123,826,000","81,587,000","192,157,000","278,360,000","209,387,000","115,164,000","61,050,000","27,568,000","20,955,000","18,634,000","21,600,000","30,435,000","34,337,000","47,585,000","84,302,000","99,352,000","84,478,000","44,305,000","24,608,000","20,115,000","21,076,000","30,414,000","37,089,000","27,800,000","20,500,000","13,000,000","10,000,000"
			InterestExpenseForDeposit,"922,422,000","627,050,000","94,574,000","64,422,000","171,813,000","258,358,000","186,617,000","96,083,000","48,593,000","17,716,000","8,566,000","6,103,000","8,982,000","17,686,000","20,047,000","30,480,000","-64,171,000","83,140,000","65,345,000","31,314,000","16,796,000","13,051,000","14,387,000","25,300,000","29,701,000","23,800,000","18,100,000","11,800,000","9,000,000"
			InterestExpenseForShortTermDebt,,,,,,,,,,,,,,,,,,,,"450,000","446,000","317,000","278,000","537,000","680,000","100,000",,,
			InterestExpenseForLongTermDebtAndCapitalSecurities,"50,739,000","61,638,000","29,252,000","17,165,000","20,344,000","19,952,000","21,985,000","18,949,000","12,368,000","9,776,000","12,335,000","12,500,000","12,571,000","12,575,000","13,910,000","16,513,000","19,335,000","14,609,000","17,821,000","12,541,000","7,366,000","6,747,000","6,411,000","4,577,000","6,708,000","3,800,000","2,100,000","1,200,000",
			InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,"17,000","23,000","50,000","785,000","132,000","89,000","76,000","54,000","31,000","47,000","174,000","380,000","592,000","-796,000","1,603,000","1,312,000",,,,,,,,"300,000",,
			OtherInterestExpense,,,,,,,,,,,,,,,,"62,144,000","129,934,000",,,,,,,,,"100,000",,,"1,000,000"
	NonInterestIncome,"120,621,000","122,549,000","114,503,000","115,538,000","96,290,000","100,083,000","100,246,000","112,830,000","93,013,000","97,179,000","75,383,000","64,934,000","53,451,000","42,480,000","30,421,000","51,051,000","19,349,000","22,975,000","23,231,000","19,252,000","18,225,000","17,391,000","11,689,000","7,353,000","5,542,000","5,100,000","5,000,000","2,900,000","1,900,000"
		TotalPremiumsEarned,"24,731,000","23,662,000","20,339,000","21,668,000","20,847,000","23,909,000","23,911,000","18,677,000","14,808,000","10,084,000","5,184,000","4,529,000","2,767,000","2,307,000","2,151,000","3,186,000","4,131,000",,,,,,,,,,,,
		FeesAndCommissions,"77,260,000","73,498,000","67,635,000","65,083,000","51,182,000","59,801,000","59,304,000","54,212,000","50,233,000","35,717,000","32,627,000","25,949,000","21,433,000","15,682,000","17,543,000","15,499,000","14,602,000","14,416,000","12,164,000","11,548,000","10,955,000","9,325,000","7,668,000","6,982,000","5,502,000","4,900,000","4,500,000","2,400,000","1,500,000"
			FeesandCommissionIncome,"77,260,000","73,498,000","67,635,000","65,083,000","59,500,000","67,245,000","66,833,000","65,240,000","59,619,000","43,450,000","37,388,000","31,366,000","28,439,000","24,577,000","22,425,000","15,499,000","14,602,000","14,416,000","12,164,000","11,548,000","10,955,000","9,325,000","7,668,000","6,982,000","5,502,000","4,900,000","4,500,000","2,400,000","1,500,000"
				ServiceChargeOnDepositorAccounts,"68,476,000","64,974,000","59,645,000","56,577,000","51,956,000","59,691,000","59,898,000","58,549,000","53,351,000","37,547,000","31,796,000","27,270,000","24,984,000","21,371,000","19,019,000","12,421,000","12,007,000","12,193,000","10,217,000","9,875,000","9,479,000","7,761,000","6,940,000","3,776,000","3,380,000","2,500,000","1,400,000","1,000,000","800,000"
				TrustFeesbyCommissions,"8,784,000","8,524,000","7,990,000","8,506,000","7,544,000","7,554,000","6,935,000","6,691,000","6,268,000","5,903,000","5,592,000","4,096,000","3,455,000","3,206,000","3,406,000","3,078,000","2,595,000","2,223,000","1,947,000","1,673,000","1,476,000","1,564,000","728,000","604,000","592,000","500,000","300,000","300,000","200,000"
				OtherCustomerServices,,,,,,,,,,,"5,187,000",,,,,,,,,,,,"3,710,000","2,602,000","1,530,000","1,900,000","2,800,000","1,100,000","500,000"
			FeesandCommissionExpense,,,"7,718,000","8,299,000","8,318,000","7,444,000","7,529,000","11,028,000","9,386,000","7,733,000","4,761,000","5,417,000","7,006,000","8,895,000","4,882,000",,,,,,,,,,,,,,
		InvestmentBankingProfit,,,,,,,,,,,,,,"3,277,000","3,863,000","3,312,000",,,,,,,,,,,,,
		GainLossonSaleofAssets,"6,626,000","12,272,000","13,486,000","10,466,000","11,330,000","2,946,000","2,236,000","9,586,000","4,160,000","20,131,000","14,091,000","9,022,000","7,266,000","11,103,000","5,945,000","26,805,000","-3,977,000","520,000","3,917,000","213,000","774,000","144,000","-217,000","153,000",,"100,000","300,000",,"-100,000"
			GainOnSaleOfSecurity,"1,442,000","3,243,000","2,019,000","504,000","4,467,000","713,000","17,000","4,033,000","4,000","5,481,000","144,000","161,000","457,000","933,000","4,544,000","26,982,000","-3,433,000","520,000","3,917,000","213,000","774,000","144,000","-217,000","153,000",,"100,000","300,000",,"-100,000"
			GainonSaleofLoans,,,,,,,,"1,165,000","-188,000","6,285,000","27,000","0",,,,,,,,,,,,,,,,,
			GainonSaleofInvestmentProperty,"5,184,000","9,029,000","11,467,000","9,962,000","6,863,000","2,233,000","2,219,000","5,553,000","4,156,000","8,365,000","13,920,000","8,861,000","6,809,000","10,170,000","1,401,000","-177,000","-544,000",,,,,,,,,,,,
		OtherNonInterestIncome,"12,004,000","13,117,000","13,043,000","18,321,000","12,931,000","13,427,000","14,795,000","30,355,000","23,812,000","31,247,000","23,481,000","25,434,000","21,985,000","13,388,000","4,782,000","2,249,000","4,593,000","8,039,000","7,150,000","7,491,000","6,496,000","7,922,000","4,238,000","218,000","40,000","100,000","200,000","500,000","500,000"
CreditLossesProvision,"-179,803,000","-165,470,000","-83,494,000","77,938,000","-203,639,000","-26,241,000","-64,398,000","-28,092,000","-23,792,000","-19,415,000","-16,915,000","-12,075,000","-11,745,000","-11,775,000","-16,000,000","-44,800,000","-19,025,000","-6,150,000","-2,450,000","-2,300,000","-3,330,000","-3,865,000","-3,660,000","-3,401,000","-2,325,000","-2,500,000","-2,000,000","-1,100,000","-1,500,000"
NonInterestExpense,"544,754,000","529,561,000","451,721,000","430,275,000","401,426,000","391,267,000","365,312,000","318,156,000","242,758,000","179,446,000","159,955,000","119,449,000","105,743,000","104,111,000","73,577,000","68,632,000","54,409,000","48,252,000","46,390,000","40,080,000","37,605,000","31,992,000","24,915,000","19,030,000","16,964,000","16,500,000","13,100,000","9,200,000","7,200,000"
	OccupancyAndEquipment,"71,426,000","72,591,000","70,058,000","66,801,000","63,379,000","59,018,000","56,362,000","53,198,000","42,524,000","31,248,000","24,102,000","18,710,000","15,793,000","14,705,000","10,618,000","9,740,000","8,882,000","8,098,000","7,030,000","6,254,000","5,189,000","4,421,000","3,495,000","3,098,000","2,910,000","2,700,000","2,000,000","1,300,000","1,000,000"
		NetOccupancyExpense,,,,,,,,,,,"24,102,000",,,,,,,,,,,,,,,,,,
	ProfessionalExpenseAndContractServicesExpense,"23,525,000","21,423,000","21,581,000","19,876,000","29,605,000","31,712,000","35,867,000","32,441,000","21,330,000","12,594,000","10,765,000","6,690,000","4,401,000","4,822,000","3,024,000",,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"327,929,000","305,347,000","244,780,000","228,524,000","228,131,000","213,518,000","196,775,000","171,297,000","140,150,000","104,444,000","92,943,000","78,419,000","71,964,000","68,838,000","50,920,000","58,892,000","30,132,000","29,718,000","29,051,000","24,802,000","22,100,000","19,427,000","15,272,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
		GeneralAndAdministrativeExpense,"308,213,000","289,197,000","235,983,000","225,752,000","222,081,000","206,276,000","185,218,000","165,308,000","134,533,000","101,639,000","89,914,000","76,214,000","67,875,000","65,267,000","48,844,000","58,892,000","30,132,000","28,661,000","27,506,000","23,477,000","20,666,000","18,411,000","14,395,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
			SalariesAndWages,"273,351,000","258,846,000","226,373,000","214,567,000","206,834,000","192,851,000","170,478,000","152,194,000","122,832,000","87,953,000","76,884,000","64,825,000","59,028,000","56,262,000","40,161,000","31,847,000","30,132,000","28,661,000","27,506,000","23,477,000","20,666,000","18,411,000","14,395,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
			InsuranceAndClaims,"34,862,000","30,351,000","9,610,000","11,185,000","15,247,000","13,425,000","14,740,000","13,114,000","6,751,000","5,103,000","3,278,000","2,570,000","2,208,000","2,874,000","3,916,000",,,,,,,,,,,,,,
			OtherGandA,,,,"44,608,000","42,236,000","50,032,000","13,729,000","24,061,000","4,950,000","8,583,000","9,752,000","8,819,000","6,639,000","6,131,000","4,767,000","27,045,000",,,,,,,,,,,,,
		SellingAndMarketingExpense,"19,716,000","16,150,000","8,797,000","2,772,000","6,050,000","7,242,000","11,557,000","5,989,000","5,617,000","2,805,000","3,029,000","2,205,000","4,089,000","3,571,000","2,076,000",,"1,204,000","1,057,000","1,545,000","1,325,000","1,434,000","1,016,000","877,000",,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,"5,520,000","6,394,000","9,085,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000","431,000",,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,"5,520,000","6,394,000","9,085,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000","431,000",,,,,,,,,,,,,,
			Amortization,,,"5,520,000","6,394,000","9,085,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000","431,000",,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,"5,520,000","6,394,000","9,085,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000","431,000",,,,,,,,,,,,,,
	SecuritiesAmortization,"15,788,000","27,768,000","20,293,000","15,078,000","8,279,000","3,062,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonInterestExpense,"106,086,000","102,432,000","95,009,000","99,996,000","62,947,000","72,039,000","63,729,000","48,640,000","29,717,000","24,500,000","27,149,000","12,825,000","11,548,000","14,069,000","8,584,000","27,045,000","15,395,000","10,436,000","10,309,000","9,024,000","10,316,000","8,144,000","6,148,000","5,381,000","5,126,000","5,000,000","3,900,000","2,600,000","1,900,000"
SpecialIncomeCharges,,,"-1,055,000","-3,461,000","-3,669,000","-2,419,000","-7,911,000","-3,488,000","-3,610,000","-3,700,000","3,440,000","4,485,000","690,000","56,183,000","26,059,000",,,,,,,,,,,,,,
	GainOnSaleOfBusiness,,,,,,,,,,,"4,667,000",,,"65,708,000",,,,,,,,,,,,,,,
	RestructuringAndMergernAcquisition,,,,,,,,,"0","0","-4,667,000","-5,163,000","-2,403,000","-65,708,000","-35,019,000",,,,,,,,,,,,,,
	ImpairmentOfCapitalAssets,,,,,"3,669,000","2,419,000","2,996,000","3,488,000","3,610,000","3,803,000","1,299,000","1,203,000","1,713,000","9,525,000","8,960,000",,,,,,,,,,,,,,
	WriteOff,,,"1,055,000","3,461,000","3,669,000","2,419,000","4,915,000","0","0","3,803,000","1,299,000","1,203,000","1,713,000","9,525,000",,,,,,,,,,,,,,,
	OtherSpecialCharges,,,,,,,,"-861,000","-696,000","-103,000","-72,000","-525,000",,,,,,,,,,,,,,,,,
OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,"-65,708,000",,,,,,,,,,,,,,,
PretaxIncome,"898,801,000","867,003,000","721,530,000","752,921,000","376,180,000","564,337,000","554,058,000","580,523,000","424,358,000","276,769,000","172,447,000","131,414,000","110,999,000","151,511,000","90,538,000","55,942,000","44,616,000","46,191,000","45,111,000","45,448,000","37,913,000","30,302,000","22,951,000","13,040,000","9,916,000","9,900,000","8,200,000","7,000,000","5,000,000"
TaxProvision,"196,749,000","176,164,000","157,440,000","173,888,000","84,314,000","138,429,000","136,977,000","158,586,000","154,278,000","94,455,000","53,859,000","40,149,000","33,935,000","50,208,000","26,614,000","12,859,000","9,926,000","14,445,000","13,418,000","13,959,000","12,030,000","10,101,000","8,545,000","4,081,000","2,289,000","2,500,000","2,600,000","2,500,000","2,000,000"
NetIncomeCommonStockholders,"685,812,000","674,596,000","547,520,000","579,001,000","291,898,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","91,237,000","77,044,000","101,321,000","64,001,000","36,826,000","34,474,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","6,040,000","6,600,000","5,600,000","4,500,000","3,000,000"
	NetIncome,"701,999,000","690,783,000","564,141,000","579,001,000","291,898,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","91,237,000","77,044,000","101,321,000","64,001,000","43,102,000","34,247,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","7,400,000","5,600,000","4,500,000","3,000,000"
		NetIncomeIncludingNoncontrollingInterests,"702,052,000","690,839,000","564,090,000","579,033,000","291,866,000","425,908,000","417,081,000","421,937,000","270,080,000","182,314,000","118,588,000","91,265,000","77,064,000","101,303,000","63,924,000","43,083,000","34,690,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","7,400,000","5,600,000","4,500,000","3,000,000"
			NetIncomeContinuousOperations,"702,052,000","690,839,000","564,090,000","579,033,000","291,866,000","425,908,000","417,081,000","421,937,000","270,080,000","182,314,000","118,588,000","91,265,000","77,064,000","101,303,000","63,924,000","43,083,000","34,690,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","7,400,000","5,600,000","4,500,000","3,000,000"
		MinorityInterests,"-53,000","-56,000","51,000","-32,000","32,000","-2,000","25,000","-46,000","-101,000","-61,000","18,000","-28,000","-20,000","18,000","77,000","19,000","11,000",,,,,,"-1,587,000","-1,587,000",,"-800,000",,,
	PreferredStockDividends,"16,187,000","16,187,000","16,621,000",,,,,,,,,,,"-36,000",,"6,276,000","-227,000",,,,,,,,"1,587,000","800,000",,,
