name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,03/31/1991,03/31/1990,03/31/1989
OperatingCashFlow,"6,446,000,000","8,471,000,000","9,721,000,000","9,261,000,000","10,497,000,000","9,150,000,000","11,296,000,000","11,177,000,000","10,354,000,000","9,731,000,000","8,952,000,000","6,291,000,000","5,882,000,000","5,119,000,000","5,787,000,000","6,336,000,000","5,988,000,000","5,401,000,000","5,389,000,000","4,911,000,000","3,697,000,000","3,567,000,000","2,249,000,000","1,480,200,000","1,634,600,000","1,075,300,000","1,041,500,000","902,900,000","822,600,000","773,200,000","531,900,000","433,000,000","292,800,000","219,700,000","13,500,000","18,700,000","-5,900,000"
	CashFlowFromContinuingOperatingActivities,"6,446,000,000","8,471,000,000","9,721,000,000","9,261,000,000","10,497,000,000","9,150,000,000","11,296,000,000","11,177,000,000","10,354,000,000","9,731,000,000","8,952,000,000","6,291,000,000","5,882,000,000","5,119,000,000","5,787,000,000","6,336,000,000","5,988,000,000","5,401,000,000","5,389,000,000","4,911,000,000","3,697,000,000","3,567,000,000","2,249,000,000","1,480,200,000","1,634,600,000","1,075,300,000","1,041,500,000","902,900,000","822,600,000","773,200,000","531,900,000","433,000,000","292,800,000","219,700,000","13,500,000","18,700,000","-5,900,000"
		NetIncomeFromContinuingOperations,"3,130,000,000","6,717,000,000","6,552,000,000","5,893,000,000","7,264,000,000","7,842,000,000","8,394,000,000","1,979,000,000","7,722,000,000","6,939,000,000","5,158,000,000","5,081,000,000","4,345,000,000","3,683,000,000","4,627,000,000","4,605,000,000","4,052,000,000","3,166,000,000","2,950,000,000","3,674,000,000","2,363,000,000","2,260,000,000","-1,392,000,000","1,119,700,000","1,138,500,000","1,096,400,000","863,200,000","644,300,000","679,800,000","537,700,000","319,700,000","374,600,000","357,600,000","97,900,000","34,300,000","19,100,000","-8,200,000"
		OperatingGainsLosses,"495,000,000","-1,554,000,000","1,585,000,000","33,000,000",,,,,,,,,,,,"110,000,000","8,000,000","81,000,000","-81,000,000","481,000,000","918,000,000","368,000,000","3,268,000,000","342,300,000","405,000,000","16,800,000","11,300,000","36,100,000","52,800,000","53,300,000","147,600,000","12,600,000","-16,900,000","-9,000,000","-9,000,000","8,500,000","10,000,000"
			GainLossOnSaleOfBusiness,,"0","567,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"520,000,000","-1,565,000,000","127,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-25,000,000","11,000,000","891,000,000","33,000,000",,,,,,,,,,"0","0","110,000,000","8,000,000",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,074,000,000","4,071,000,000","3,417,000,000","3,398,000,000","3,601,000,000","2,206,000,000","1,946,000,000","1,955,000,000","2,105,000,000","2,108,000,000","2,092,000,000","1,286,000,000","1,088,000,000","1,060,000,000","1,017,000,000","1,049,000,000","1,073,000,000","1,202,000,000","963,000,000","841,000,000","734,000,000","687,000,000","447,000,000","265,900,000","211,800,000","176,800,000","143,800,000","117,100,000","100,300,000","84,200,000","74,500,000","50,700,000","33,600,000","21,500,000","17,700,000","12,000,000","8,000,000"
			DepreciationAndAmortization,"5,074,000,000","4,071,000,000","3,417,000,000","3,398,000,000","3,601,000,000","2,206,000,000","1,946,000,000","1,955,000,000","2,105,000,000","2,108,000,000","2,092,000,000","1,286,000,000","1,088,000,000","1,060,000,000","1,017,000,000","1,049,000,000","1,073,000,000","1,202,000,000","963,000,000","841,000,000","734,000,000","687,000,000","447,000,000","265,900,000","211,800,000","176,800,000","143,800,000","117,100,000","100,300,000","84,200,000","74,500,000","50,700,000","33,600,000","21,500,000","17,700,000","12,000,000","8,000,000"
				Depreciation,"5,074,000,000","4,071,000,000","3,417,000,000","3,398,000,000","3,601,000,000","2,206,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
