name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"101,125,000","112,250,000","113,335,000","118,904,000","102,100,000","116,176,000","120,774,000","77,407,000","104,521,000","108,664,000","108,663,000","105,171,000","111,171,000","108,864,000","108,179,000","85,772,000","88,049,000","83,407,000","76,181,000","67,431,000","64,745,000","87,141,000","57,380,000","40,868,387","30,574,800","26,177,814","12,154,000"
	OperatingRevenue,"101,125,000","112,250,000","113,335,000","118,904,000","102,100,000","116,176,000","120,774,000","77,407,000","104,521,000","108,664,000","108,663,000","105,171,000","111,171,000","108,864,000","108,179,000","85,772,000","88,049,000","83,407,000","76,181,000","67,431,000","64,745,000","87,141,000","57,380,000","40,868,387","30,574,800","26,177,814","12,154,000"
CostOfRevenue,"42,083,000","46,179,000","52,516,000","51,252,000","44,059,000","51,854,000","57,593,000","38,237,000","56,106,000","59,941,000","59,319,000","57,475,000","58,831,000","58,672,000","56,372,000","44,089,000","45,893,000","43,161,000","38,094,000","34,156,000","33,312,000","43,731,000","28,824,000","20,639,687","15,099,944","12,721,683","5,351,000"
GrossProfit,"59,042,000","66,071,000","60,819,000","67,652,000","58,041,000","64,322,000","63,181,000","39,170,000","48,415,000","48,723,000","49,344,000","47,696,000","52,340,000","50,192,000","51,807,000","41,683,000","42,156,000","40,246,000","38,087,000","33,275,000","31,433,000","43,410,000","28,556,000","20,228,700","15,474,856","13,456,131","6,803,000"
OperatingExpense,"62,826,000","64,177,000","67,985,000","65,586,000","57,820,000","62,485,000","62,197,000","39,805,000","49,550,000","49,648,000","42,509,000","44,009,000","44,200,000","41,320,000","41,091,000","33,112,000","32,118,000","30,713,000","29,397,000","25,352,000","23,049,000","35,745,000","24,580,000","19,442,261","25,801,048","12,322,744","4,391,000"
	SellingGeneralAndAdministration,"45,993,000","46,888,000","49,534,000","48,947,000","43,425,000","46,024,000","45,825,000","32,607,000","41,436,000","40,409,000","35,051,000","37,265,000","37,104,000","34,700,000","34,058,000","26,872,000","26,104,000","25,181,000","24,546,000","20,737,000","18,486,000","26,780,000","18,892,000","14,519,849","22,777,884","9,878,233","4,039,000"
		GeneralAndAdministrativeExpense,"22,742,000","22,780,000","24,493,000","24,305,000","23,509,000","22,760,000","21,382,000","17,525,000","20,950,000","19,832,000","16,826,000","19,935,000","18,817,000","17,791,000","17,674,000","15,109,000","15,134,000",,,,,,,,,,
			OtherGandA,"22,742,000","22,780,000","24,493,000","24,305,000","23,509,000","22,760,000","21,382,000","17,525,000","20,950,000","19,832,000","16,826,000","19,935,000","18,817,000","17,791,000","17,674,000","15,109,000","15,134,000",,,,,,,,,,
		SellingAndMarketingExpense,"23,251,000","24,108,000","25,041,000","24,642,000","19,916,000","23,264,000","24,443,000","15,082,000","20,486,000","20,577,000","18,225,000","17,330,000","18,287,000","16,909,000","16,384,000","11,763,000","10,970,000",,,,,,,,,,
	ResearchAndDevelopment,"11,421,000","11,764,000","12,329,000","10,799,000","8,685,000","10,715,000","10,988,000","5,645,000","5,392,000","6,420,000","4,880,000","4,154,000","4,344,000","3,874,000","4,669,000","4,396,000","4,048,000","3,708,000","3,154,000","2,950,000","2,981,000","6,263,000","4,146,000","3,178,591","1,532,896","1,187,584","325,000"
