name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
MarketCap,"120,373,900,977","95,687,046,577","78,571,657,082","68,630,288,224","51,669,054,129","41,406,789,185","40,713,847,074","40,392,997,278","38,717,092,059","56,810,779,286","42,022,231,597","27,437,931,075","16,643,864,241","5,131,470,496","2,935,669,662","1,961,132,440","1,462,331,202","1,904,287,488","1,312,604,392","897,385,521","514,474,072","817,331,053","823,755,786","1,238,021,340","1,297,550,702","400,643,250","228,757,750","264,785,086","414,025,500","278,396,250","56,586,000","292,237,000","184,236,000","278,454,375"
EnterpriseValue,"113,268,500,977","88,476,046,577","74,251,057,082","65,541,288,224","51,337,954,129","39,241,589,185","39,228,898,074","39,716,370,278","37,690,929,059","56,310,004,286","41,545,341,597","27,474,783,075","16,793,097,241","5,046,374,496","2,846,331,662","1,643,909,440","992,674,202","1,340,122,488","1,250,715,392","789,843,521","418,492,072","737,374,053","759,634,786","1,053,518,340","1,183,525,702","338,543,250","213,157,750","241,485,086","388,225,500","282,796,250","51,586,000","287,237,000","174,636,000","255,054,375"
PeRatio,"28.911","25.051","15.218","10.112","17.709","20.09","23.881","34.085","53.59","107.287","138.598","38.495","25.344",,,,,,,,"12.446",,,,,,,,,,,,,
ForwardPeRatio,"22.371","19.841","17.123","13.569","12.107","14.793","16.103","22.173","24.691","35.714","35.461","32.051","33.113",,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.487","1.837","8.671","1.138","0.932","1.499","1.268","1.146","1.493","1.58","1.815","1.517",,,,,,,,,,,,,,,,,,,,,,
PsRatio,"9.261","7.631","5.964","5.217","6.044","5.652","6.753","7.901","9.023","16.376","17.1","17.261","14.319","10.868","5.93","5.086","6.069","12.813","16.244","9.298","2.982","14.215","37.464","56.343","25.031","11.623","5.985","7.502","16.368","8.416","3.077","24.209","16.073","38.527"
PbRatio,"4.268","3.859","3.688","3.977","5.103","3.942","5.174","6.686","8.665","17.232","16.468","16.234","13.364","12.012","5.562","4.943","3.491","4.137","21.011","6.58","2.818","5.938","5.643","4.648","6.794","3.659","1.744","1.906","3.873","5.253","0.777","2.97","2.113","2.622"
EnterprisesValueRevenueRatio,"8.397","6.755","5.416","4.84","5.554","5.149","6.163","7.199","7.966","14.787","15.811","14.393","12.182","11.054","6.2","4.334","4.163","10.719","17.734","8.24","2.405","12.825","34.548","47.946","22.866","9.813","5.58","7.296","16.109","9.652","2.804","27.098","15.186","34.939"
EnterprisesValueEBITDARatio,"22.177","18.218","11.585","7.823","13.68","16.048","15.094","19.593","28.874","43.816","49.158","37.344","33.812","-29.593","-37.619","-29.691","-17.192","-16.329","7.806","5.645","19.921","-8.471","-6.693","-13.234","-56.75","-16.595","-22.438","-25.966","-34.663","-166.351","-2.063","-8.046","-10.714","-28.983"
