name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
OperatingCashFlow,"255,615,000","248,926,000","229,716,000","259,922,000","235,607,000","217,124,000","189,284,000","210,110,000","148,672,000","176,310,000","156,255,000","111,582,000","137,605,000","67,452,000","86,670,000","59,427,000","66,679,000","44,989,000","71,899,000","53,861,000","51,042,000","6,137,000","12,519,000","3,940,000","1,978,000"
	CashFlowFromContinuingOperatingActivities,"255,615,000","248,926,000","229,716,000","259,922,000","235,607,000","217,124,000","189,284,000","210,110,000","148,672,000","176,310,000","156,255,000","111,582,000","137,605,000","67,452,000","86,670,000","59,427,000","66,679,000","44,989,000","71,899,000","53,861,000","51,042,000","6,137,000","12,519,000","3,940,000","1,978,000"
		NetIncomeFromContinuingOperations,"205,131,000","209,339,000","-82,306,000","205,381,000","164,682,000","142,281,000","-35,800,000","339,570,000","69,395,000","99,907,000","78,260,000","72,615,000","65,505,000","37,212,000","29,220,000","32,115,000","-186,776,000","33,919,000","36,078,000","26,277,000","10,220,000","4,183,000",,,
		OperatingGainsLosses,,"274,000","273,000","2,393,000","12,547,000","2,868,000","-1,068,000","4,469,000","53,813,000","17,935,000","-812,000","18,283,000","1,546,000","5,409,000","1,343,000","1,913,000",,,,"9,317,000","26,863,000",,,,
			GainLossOnSaleOfBusiness,"0",,,,"0","0","-1,284,000","0","51,820,000","0",,,"0","0","890,000","-253,000",,,,,,,,,
			GainLossOnSaleOfPPE,"279,000","274,000","273,000","271,000","220,000","713,000","216,000","1,568,000","573,000","-35,000","321,000","-3,000","103,000","0","153,000","0",,,,,,,,,
		DepreciationAmortizationDepletion,"31,256,000","30,675,000","32,625,000","32,092,000","30,164,000","28,995,000","31,779,000","33,426,000","25,792,000","23,676,000","17,740,000","13,486,000","13,235,000","10,734,000","10,108,000","11,450,000","11,219,000","14,021,000","13,641,000","13,426,000","12,743,000","5,496,000",,,
			DepreciationAndAmortization,"31,256,000","30,675,000","32,625,000","32,092,000","30,164,000","28,995,000","31,779,000","33,426,000","25,792,000","23,676,000","17,740,000","13,486,000","13,235,000","10,734,000","10,108,000","11,450,000","11,219,000","14,021,000","13,641,000","13,426,000","12,743,000","5,496,000",,,
				Depreciation,,,,,,,,,,,,,,,,,,"11,014,000","10,384,000","10,777,000","9,800,000","288,000",,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,"3,007,000","3,257,000","2,649,000","2,943,000","5,208,000",,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,"3,007,000","3,257,000","2,649,000","2,943,000","5,208,000",,,
		DeferredTax,"19,410,000","23,070,000","-60,765,000","9,979,000","18,628,000","13,852,000","-40,554,000","-269,086,000","-5,778,000","46,152,000","28,922,000","19,012,000","25,505,000","13,793,000","9,324,000","11,012,000","-19,955,000","10,096,000","9,662,000","14,976,000","8,344,000","2,414,000",,,
			DeferredIncomeTax,"19,410,000","23,070,000","-60,765,000","9,979,000","18,628,000","13,852,000","-40,554,000","-269,086,000","-5,778,000","46,152,000","28,922,000","19,012,000","25,505,000","13,793,000","9,324,000","11,012,000","-19,955,000","10,096,000","9,662,000","14,976,000","8,344,000","2,414,000",,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"1,745,000","1,926,000","2,233,000",,,,,"1,405,000",,,
		AssetImpairmentCharge,,"0","370,217,000","1,057,000","2,434,000","0","229,461,000","99,924,000","0","0",,,,"0","0","2,751,000","249,590,000",,,,,,,,
		StockBasedCompensation,"13,289,000","14,010,000","12,405,000","9,039,000","8,543,000","7,644,000","7,438,000","8,909,000","8,148,000","9,954,000","6,918,000","5,146,000","3,772,000","3,078,000","3,575,000","2,085,000","2,439,000",,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,"0","0","900,000","1,960,000",,,,,,,,,,,,,,,
		OtherNonCashItems,"11,322,000","11,389,000","11,122,000","10,927,000","4,207,000","12,682,000","6,344,000","8,660,000","9,738,000","-1,496,000","11,900,000","-5,015,000","15,439,000","2,660,000","1,745,000","1,926,000",,"1,139,000","655,000","383,000",,"335,000",,,
		ChangeInWorkingCapital,"-25,072,000","-39,831,000","-53,855,000","-10,946,000","-5,598,000","8,802,000","-8,316,000","-15,762,000","-13,336,000","-21,778,000","13,327,000","-11,945,000","12,603,000","-5,434,000","31,355,000","-3,825,000","7,929,000","-14,186,000","11,863,000","-10,518,000","-7,128,000","-6,291,000",,,
			ChangeInReceivables,"-5,586,000","-6,322,000","-24,927,000","-24,654,000","36,872,000","-2,849,000","-2,980,000","-5,043,000","-18,938,000","1,824,000","1,608,000","9,735,000","-12,882,000","-15,854,000","4,918,000","6,404,000","8,193,000","-9,052,000","4,875,000","-1,350,000","-7,227,000","-261,000",,,
				ChangesInAccountReceivables,"-5,586,000","-6,322,000","-24,927,000","-24,654,000","36,872,000","-2,849,000","-2,980,000","-5,043,000","-18,938,000","1,824,000","1,608,000","9,735,000","-12,882,000","-15,854,000","4,918,000","6,404,000","8,193,000",,,,,,,,
			ChangeInInventory,"19,102,000","24,439,000","-42,225,000","663,000","2,972,000","2,930,000","-10,535,000","-2,482,000","-10,262,000","-3,005,000","15,360,000","-2,850,000","-9,342,000","3,710,000","12,443,000","-3,351,000","2,719,000","477,000","4,292,000","-7,156,000","2,922,000","-1,194,000",,,
			ChangeInPrepaidAssets,"-674,000","-8,214,000","2,259,000","1,448,000","-3,227,000","687,000","6,887,000","33,721,000","-1,996,000","-7,921,000","4,664,000","-2,130,000","3,096,000","-3,009,000","154,000","-3,559,000","458,000","-381,000","-1,235,000","2,623,000","-1,490,000","207,000",,,
			ChangeInPayablesAndAccruedExpense,"-28,540,000","-41,188,000","18,000,000","18,770,000","-32,254,000","18,306,000","-259,000","-41,523,000","23,860,000","-12,676,000","-8,305,000","-16,700,000","31,731,000","9,719,000","13,840,000","-3,319,000","-3,441,000","-975,000","-186,000","-6,037,000","5,059,000","-5,043,000",,,
				ChangeInPayable,"-18,781,000","-24,971,000","7,258,000","9,154,000","-17,342,000","6,210,000","-3,993,000","-10,028,000","21,447,000","-11,348,000","-17,637,000","-4,641,000","24,677,000","5,127,000","1,784,000","-3,127,000","-2,265,000",,,,,"844,000",,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,"126,000",,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,"126,000",,,
					ChangeInAccountPayable,"-18,781,000","-24,971,000","7,258,000","9,154,000","-17,342,000","6,210,000","-3,993,000","-10,028,000","21,447,000","-11,348,000","-17,637,000","-4,641,000","24,677,000","5,127,000","1,784,000","-3,127,000","-2,265,000",,,,,,,,
				ChangeInAccruedExpense,"-9,759,000","-16,217,000","10,742,000","9,616,000","-14,912,000","12,096,000","3,734,000","-31,495,000","2,413,000","-1,328,000","9,332,000","-12,059,000","7,054,000","4,592,000","12,056,000","-192,000","-1,176,000",,,,,"-5,887,000",,,
			ChangeInOtherCurrentLiabilities,"-7,272,000","-7,134,000","-6,687,000","-6,448,000","-6,718,000","-8,824,000","0","0",,,,,,,,,,"-4,255,000","4,117,000","1,402,000","-6,392,000",,,,
			ChangeInOtherWorkingCapital,"-2,102,000","-1,412,000","-275,000","-725,000","-3,243,000","-1,448,000","-1,429,000","-435,000","-6,000,000",,,,,,,,,,,,,"-1,138,000",,,
