name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
					ChangeInAccountPayable,"995,000","555,000","-1,399,000",,"511,000","-2,048,000","1,593,000","-918,000","-2,413,000","2,577,000","1,069,000","-41,000","-905,000","69,000","56,000","-1,024,000","-478,000",,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,"-3,149,000","-736,000","871,000","-1,511,000","-345,000","847,000","-485,000","-1,368,000","386,000","213,000","-2,078,000",,,,,,,,,,
			ChangeInOtherCurrentAssets,"2,106,000","1,651,000","474,000","-439,000","293,000","165,000","-124,000",,,,,,,,,,,,,,,"709,000","184,000","396,962","-22,937","-462,745",
			ChangeInOtherCurrentLiabilities,"-901,000","-1,078,000","-495,000","-2,555,000","-1,012,000","-1,924,000","-3,149,000","-2,010,000","727,000","-1,786,000","-836,000","-672,000","78,000","-496,000","58,000","-162,000","1,479,000","1,232,000","-706,000","-321,000","1,574,000","-4,726,000","-2,565,000","-839,913","256,417","1,490,933",
			ChangeInOtherWorkingCapital,"195,000","1,138,000","-896,000","505,000","-184,000","121,000","-369,000","95,000","-187,000","120,000","28,000","146,000","-48,000","31,000","23,000","2,223,000","1,444,000","-88,000","-100,000",,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,"3,280,000","3,088,000",,,,,,,,,
InvestingCashFlow,"-1,229,000","-1,799,000","-1,590,000","-1,345,000","-1,402,000","-229,000","-53,796,000","-917,000","-62,000","-7,517,000","-13,517,000","171,000","-4,676,000","-7,198,000","-8,346,000","-22,300,000","-2,628,000","-6,552,000","-3,781,000","-1,076,000","-10,419,000","-22,397,000","-12,367,000","-20,175,755","-5,332,296","-8,546,208",
	CashFlowFromContinuingInvestingActivities,"-1,229,000","-1,799,000","-1,590,000","-1,345,000","-1,402,000","-229,000","-53,796,000","-917,000","-62,000","-7,517,000","-13,517,000","-1,613,000","-4,676,000","-7,198,000","-8,346,000","-22,300,000","-2,628,000","-6,847,000","-3,781,000","-1,076,000","-10,419,000","-22,397,000","-12,367,000","-20,175,755","-5,332,296","-8,546,208",
		CapitalExpenditureReported,"-638,000","-523,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-2,510,000","-1,788,000","-1,590,000","-1,195,000","-1,152,000","-1,216,000","-986,000","-878,000","-1,445,000","-2,954,000","-864,000","-1,556,000","-1,736,000","-1,481,000","-813,000","-1,372,000","-1,308,000","-1,452,000","-2,382,000","-1,076,000","-2,966,000","-1,231,000","-1,307,000","-1,833,225","-626,860","-297,908",
			PurchaseOfPPE,"-2,510,000","-1,788,000","-1,590,000","-1,195,000","-1,152,000","-1,216,000","-986,000","-890,000","-1,445,000","-2,960,000","-2,005,000","-1,622,000","-1,769,000","-1,506,000","-844,000","-1,376,000","-1,308,000","-1,452,000","-2,386,000","-1,100,000","-3,011,000","-1,349,000","-1,307,000","-1,838,851","-629,518","-332,474",
			SaleOfPPE,,,,,,,"4,000","12,000","0","6,000","1,141,000","66,000","33,000","25,000","31,000","4,000","0",,"4,000","24,000","45,000","118,000","113","5,626","2,658","34,566",
		NetIntangiblesPurchaseAndSale,,,"0","-150,000","-250,000",,"-20,000","-39,000","-34,000","-18,000","0","-57,000","-62,000","-252,000","-418,000",,,,,,,,,,,,
			PurchaseOfIntangibles,,,"0","-150,000","-250,000",,"-20,000","-39,000","-34,000","-18,000","0","-57,000","-62,000","-252,000","-418,000",,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"0","512,000","0",,"0","1,002,000","-52,794,000","0","1,417,000","-4,545,000","-12,653,000","0","-2,878,000","-5,465,000","-7,115,000","-20,764,000","0","-5,384,000","-1,118,000",,"-7,082,000","-21,149,000","-10,736,000","-17,984,128","-4,031,625","-8,126,656",
			PurchaseOfBusiness,,,,,,"0","-68,548,000","0","0","-4,545,000","-12,653,000","0","-2,878,000","-5,465,000","-7,115,000","-20,764,000","0",,,,,,,,,,
			SaleOfBusiness,"0","512,000","0",,"0","1,002,000","15,754,000","0","1,417,000","0","0",,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,,,"-250,000","-15,000","-16,000",,,,,"-57,000","-62,000","-252,000","-418,000","-164,000","-1,320,000","-11,000","-281,000","0","-371,000","-17,000","-324,000","-358,402","-673,811","-121,644",
	CashFromDiscontinuedInvestingActivities,,,,,,,,,,"0","0","1,784,000","0","0",,,"-752,000","295,000",,,,,,,,,
FinancingCashFlow,"-7,744,000","-12,134,000","-2,837,000","-252,000","-7,967,000","-7,624,000","53,053,000","-1,792,000","-4,868,000","-540,000","-1,234,000","68,000","-1,063,000","-1,141,000","-31,000","9,785,000","-7,955,000","3,030,000","-5,286,000","-7,793,000","4,210,000","13,054,000","-3,145,000","9,698,442","36,520,594","6,992,845",
	CashFlowFromContinuingFinancingActivities,"-7,744,000","-12,134,000","-2,837,000","-252,000","-7,967,000","-7,624,000","53,053,000","-1,792,000","-4,868,000","-540,000","-1,234,000","68,000","-1,063,000","-1,141,000","-31,000","9,785,000","-7,955,000","3,030,000","-5,286,000","-7,793,000","4,210,000","13,054,000","-3,145,000","9,698,442","36,520,594","6,992,845",
		NetIssuancePaymentsOfDebt,"-6,023,000","-10,541,000","-1,786,000","50,000","-5,597,000","-7,403,000","50,502,000","-1,952,000","-5,050,000","-2,550,000","-3,300,000","11,800,000","-3,350,000","-1,708,000","4,687,000","11,918,000","-6,270,000","2,308,000","-5,521,000","-8,018,000","3,339,000","11,782,000","-3,745,000","3,818,124","-8,059,328","6,189,337",
			NetLongTermDebtIssuance,"-11,973,000","-10,541,000","-1,786,000","-2,000,000","-5,597,000","-7,403,000","50,502,000","-1,952,000","-5,050,000","-2,550,000","-3,300,000","11,800,000","-3,350,000","-1,708,000","4,687,000","13,226,000","-6,270,000",,,,,,,,,,
				LongTermDebtIssuance,,"4,500,000","7,800,000","4,250,000","61,315,000","4,300,000","70,700,000","2,750,000","4,000,000","5,800,000","2,200,000","14,550,000","500,000","0","10,350,000","16,900,000","1,650,000",,,,,,,,,,
				LongTermDebtPayments,"-16,473,000","-15,041,000","-9,586,000","-2,000,000","-66,912,000","-11,703,000","-20,198,000","-4,702,000","-9,050,000","-8,350,000","-5,500,000","-2,750,000","-3,850,000","-1,708,000","-5,663,000","-3,674,000","-7,920,000",,,,,,,,,,
			NetShortTermDebtIssuance,,,"1,400,000","2,050,000",,,,,,,,,,"0","0","-1,308,000","0",,,,,,,,,,
				ShortTermDebtIssuance,,,"7,800,000","4,250,000",,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,"-6,400,000","-2,200,000",,,,,,,,,,"0","0","-1,308,000","0",,,,,,,,,,
		NetCommonStockIssuance,,,,,,"-221,000","4,557,000","160,000","182,000","2,042,000","2,066,000","3,621,000","2,287,000","567,000","-4,718,000","-2,133,000","-1,685,000","722,000","235,000","225,000","871,000","1,272,000","600,000","5,880,318","44,750,994","925,174",
			CommonStockIssuance,,,,,,,,,,,,,"2,287,000","567,000","282,000","271,000","911,000","722,000","235,000","225,000","871,000","1,272,000","600,000","5,880,318","46,250,994","925,174",
			CommonStockPayments,,,,,,,,,,,,,"0","0","-5,000,000","-2,404,000","-2,596,000",,,,,,,,"-1,500,000",,
		CashDividendsPaid,,,,,,,,,,,,,,,,,,,,,,,,,"-171,072","-121,666",
		ProceedsFromStockOptionExercised,"410,000","930,000","577,000","3,314,000","669,000",,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-2,131,000","-2,523,000","-1,628,000","-3,616,000","-3,039,000","-221,000","-2,006,000",,,"-32,000",,"-15,353,000","2,287,000",,,,"0","0","0","0","0","0","0","0","0",,
EndCashPosition,"4,572,000","4,283,000","4,508,000","7,821,000","8,317,000","8,335,000","8,173,000","5,733,000","5,596,000","6,744,000","14,134,000","25,771,000","20,681,000","17,916,000","19,704,000","16,588,000","13,698,000","18,204,000","9,751,000","9,771,000","13,867,000","8,223,000","15,313,000","29,385,455","35,816,994","2,396,053",
	ChangesInCash,"248,000","95,000","-3,275,000","-335,000","-38,000","192,000","2,141,000","-1,652,000","453,000","-7,352,000","-10,400,000","4,299,000","2,323,000","-1,691,000","3,916,000","3,994,000","-1,381,000","8,533,000","-711,000","-3,674,000","5,229,000","-7,315,000","-14,712,000","-6,382,281","33,334,108","1,373,078",
	EffectOfExchangeRateChanges,"-524,000","-320,000","-38,000","-161,000","20,000","-30,000","299,000","1,789,000","-1,601,000","-38,000","-1,237,000","791,000","442,000","-97,000","-800,000","-1,104,000","-3,125,000","-80,000","691,000","-422,000","415,000","225,000","640,000","-49,258","86,833","66,204",
	BeginningCashPosition,"4,324,000","4,508,000","7,821,000","8,317,000","8,335,000","8,173,000","5,733,000","5,596,000","6,744,000","14,134,000","25,771,000","20,681,000","17,916,000","19,704,000","16,588,000","13,698,000","18,204,000","9,751,000","9,771,000","13,867,000","8,223,000","15,313,000","29,385,000","35,816,994","2,396,053","956,771",
IncomeTaxPaidSupplementalData,"223,000","207,000","534,000","577,000","416,000","374,000","98,000","-13,000","928,000","963,000","843,000","1,479,000","1,519,000","2,234,000","1,778,000","1,920,000","2,686,000",,,,,,,,,,
InterestPaidSupplementalData,"3,162,000","3,795,000","2,314,000","1,577,000","4,881,000","5,496,000","4,987,000","686,000","620,000","854,000","997,000","892,000","577,000","638,000","652,000","114,000","374,000",,,,,,,,,,
CapitalExpenditure,"-3,148,000","-2,311,000","-1,590,000","-1,345,000","-1,402,000","-1,216,000","-986,000","-929,000","-1,479,000","-2,978,000","-2,005,000","-1,679,000","-1,831,000","-1,758,000","-1,262,000","-1,376,000","-1,308,000","-1,452,000","-2,386,000","-1,100,000","-3,011,000","-1,349,000","-1,307,000","-1,838,851","-629,518","-332,474",
IssuanceOfCapitalStock,,,,,,,,"160,000","182,000","2,042,000","2,066,000","3,621,000","2,287,000","567,000","282,000","271,000","911,000","722,000","235,000","225,000","871,000","1,272,000","600,000","5,880,318","46,250,994","925,174",
IssuanceOfDebt,"7,550,000","4,500,000","7,800,000","4,250,000","61,315,000","4,300,000","70,700,000","2,750,000","4,000,000","5,800,000","2,200,000","14,550,000","500,000","0","10,350,000","16,900,000","1,650,000",,,,,,,,,,
RepaymentOfDebt,"-13,573,000","-15,041,000","-9,586,000","-4,200,000","-66,912,000","-11,703,000","-20,198,000","-4,702,000","-9,050,000","-8,350,000","-5,500,000","-2,750,000","-3,850,000","-1,708,000","-5,663,000","-4,982,000","-7,920,000",,,,,,,,,,
RepurchaseOfCapitalStock,,,,,,,,,,,,,"0","0","-5,000,000","-2,404,000","-2,596,000",,,,,,,,"-1,500,000",,
FreeCashFlow,"6,073,000","11,717,000","-438,000","-83,000","7,929,000","6,829,000","1,898,000","128,000","3,904,000","-2,273,000","2,346,000","2,381,000","6,231,000","4,890,000","11,031,000","15,133,000","7,894,000","10,603,000","5,970,000","4,095,000","8,427,000","679,000","-507,000","2,256,181","1,516,292","2,593,967",
ForeignSales,,,,,,,,,,"43,898,000","44,936,000","41,361,000","45,981,000",,"44,641,000","44,535,000","53,242,000","48,099,000","40,468,000","36,110,000","42,360,000","43,578,457","33,758,350","24,363,495","1,267,483",,
