name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
OperatingCashFlow,"9,221,000","14,028,000","1,152,000","1,262,000","9,331,000","8,045,000","2,884,000","1,057,000","5,383,000","705,000","4,351,000","4,060,000","8,062,000","6,648,000","12,293,000","16,509,000","9,202,000","12,055,000","8,356,000","5,195,000","11,438,000","2,028,000","800,000","4,095,032","2,145,810","2,926,441",
	CashFlowFromContinuingOperatingActivities,"9,221,000","14,028,000","1,152,000","1,262,000","9,331,000","8,045,000","2,884,000","1,057,000","5,383,000","705,000","4,351,000","4,060,000","8,062,000","6,648,000","12,293,000","16,509,000","9,202,000","8,967,000","8,356,000","5,195,000","11,438,000","2,028,000","800,000","4,095,032","2,145,810","2,926,441",
		NetIncomeFromContinuingOperations,"-10,678,000","-3,415,000","-9,516,000","-288,000","-7,810,000","-4,687,000","-2,922,000","-865,000","-4,307,000","-19,039,000","2,355,000","-1,830,000","2,370,000","3,812,000","19,015,000","7,233,000","1,673,000","-1,354,000","-2,341,000","-31,877,000","2,329,000","4,260,000","737,000","-5,208,418","-49,869,785","-29,419,917",
		OperatingGainsLosses,,"-403,000",,,"599,000",,"-1,251,000","81,000","1,190,000","25,000","-810,000","0","-24,000","-19,000","-15,000","-2,588,000","3,866,000","32,000","164,000","32,346,000","233,000","721,000","2,844,000","8,296,775","51,560,437","33,011,644",
			GainLossOnSaleOfBusiness,"0","-403,000","0",,,"0","-1,251,000","93,000","1,190,000","0","0",,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,"-3,000","-12,000","0","25,000","-810,000","0","-24,000","-19,000","-15,000","12,000","586,000",,,,,,,,,,
		DepreciationAmortizationDepletion,"7,138,000","6,998,000","7,575,000","7,621,000","7,632,000","7,733,000","7,854,000","3,801,000","4,274,000","4,573,000","3,878,000","3,989,000","4,206,000","4,329,000","3,917,000","3,048,000","3,096,000","3,474,000","3,337,000","5,037,000","6,346,000","5,289,000","3,010,000","2,971,019","1,490,268","1,256,927","27,000"
			DepreciationAndAmortization,"7,138,000","6,998,000","7,575,000","7,621,000","7,632,000","7,733,000","7,854,000","3,801,000","4,274,000","4,573,000","3,878,000","3,989,000","4,206,000","4,329,000","3,917,000","3,048,000","3,096,000","3,474,000","3,337,000","5,037,000","6,346,000","5,289,000","3,010,000","2,971,019","1,490,268","1,256,927","27,000"
				Depreciation,"1,639,000","1,473,000","1,453,000","1,781,000","1,922,000","1,987,000","2,423,000","1,317,000","1,532,000","1,745,000","1,253,000","1,298,000","1,270,000","1,276,000","1,196,000","1,204,000","1,077,000","1,468,000","1,443,000","2,084,000","2,638,000","2,276,000","1,114,000","622,090",,,
				AmortizationCashFlow,"5,499,000","5,525,000","6,122,000","5,840,000","5,710,000","5,746,000","5,431,000","2,484,000","2,742,000","2,828,000","2,625,000","2,691,000","2,936,000","3,053,000","2,721,000","1,844,000","2,019,000","2,006,000","1,894,000","2,953,000","3,708,000","3,013,000","1,896,000","2,348,929",,,"27,000"
					AmortizationOfIntangibles,"5,499,000","5,525,000","6,122,000","5,840,000","5,710,000","5,746,000","5,431,000","2,484,000","2,742,000","2,828,000","2,625,000","2,691,000","2,936,000","3,053,000","2,721,000","1,844,000","2,019,000","2,006,000","1,894,000","2,953,000","3,708,000","3,013,000","1,896,000","2,348,929",,,"27,000"
		DeferredTax,"657,000","336,000","-414,000","-330,000","-23,000","-398,000","-2,861,000","-1,584,000","-279,000","15,116,000","1,412,000","-2,441,000","-731,000","-849,000","-11,732,000","469,000","-757,000","-474,000","682,000","-99,000","-918,000","726,000","-555,000","-193,628","927,665","-1,310,325",
			DeferredIncomeTax,"657,000","336,000","-414,000","-330,000","-23,000","-398,000","-2,861,000","-1,584,000","-279,000","15,116,000","1,412,000","-2,441,000","-731,000","-849,000","-11,732,000","469,000","-757,000","-474,000","682,000","-99,000","-918,000","726,000","-555,000","-193,628","927,665","-1,310,325",
		AmortizationOfSecurities,,,,,,,,"42,000","20,000","9,000","47,000","101,000","184,000","396,000","446,000","404,000","271,000",,,,,,,,,,
		AssetImpairmentCharge,,,,,"0","1,460,000","0","0","676,000","0","0",,,,,"0","0",,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,"17,000","288,000","25,000","-109,000","309,000","-7,000","-67,000","172,000","-31,000","67,000","-150,000",,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"644,000","632,000","0",,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"5,071,000","5,000,000","4,411,000","4,169,000","3,647,000","3,034,000","3,044,000","3,500,000","3,497,000","2,755,000","2,156,000","2,670,000","3,321,000","2,863,000","2,756,000","2,514,000","2,012,000",,,,,,,,,,
		OtherNonCashItems,"280,000","280,000","-3,620,000","280,000","1,180,000","573,000","670,000","44,000","64,000","1,000","-59,000","-440,000","-1,305,000","299,000","-261,000","223,000","605,000","5,278,000","5,969,000",,,"2,000",,"1",,,
		ChangeInWorkingCapital,"6,109,000","4,600,000","2,716,000","-10,190,000","4,106,000","42,000","-1,675,000","-3,811,000","-41,000","-2,719,000","-4,514,000","1,940,000","256,000","-3,854,000","-1,237,000","5,206,000","-1,564,000","2,011,000","545,000","-212,000","3,448,000","-8,970,000","-5,236,000","-1,770,717","-1,962,775","-611,888",
			ChangeInReceivables,"4,336,000","810,000","4,780,000","-4,294,000","3,105,000","468,000","-2,792,000","94,000","-92,000","-585,000","-1,105,000","-584,000","229,000","159,000","-965,000","4,335,000","-623,000","1,900,000","-1,800,000","1,871,000","1,879,000","-3,772,000","-2,633,000","-653,885","-1,783,190","-2,396,293",
				ChangesInAccountReceivables,"4,336,000","810,000","4,780,000","-4,294,000","3,105,000","468,000","-2,792,000","196,000","566,000","-1,340,000","-735,000","436,000","1,154,000","232,000","-1,088,000","3,233,000","-391,000",,,,,,,,,,
			ChangeInInventory,"-622,000","1,524,000","252,000","-5,861,000","413,000","3,260,000","2,554,000","-548,000","1,248,000","-1,223,000","-3,056,000","1,921,000","1,174,000","-1,705,000","-1,238,000","-41,000","511,000","-950,000","1,922,000","1,568,000","582,000","-1,076,000","1,312,000","-637,426","-737,737","215,152",
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,"71,000","-905,000","11,272",,,
			ChangeInPayablesAndAccruedExpense,"995,000","555,000","-1,399,000","2,454,000","1,491,000","-2,048,000","2,205,000","-1,442,000","-1,737,000","755,000","455,000","1,129,000","-1,177,000","-1,843,000","885,000","-1,149,000","-2,931,000","-83,000","1,229,000","-3,330,000","-587,000","-176,000","-629,000","-47,727","324,672","541,065",
				ChangeInPayable,"995,000","555,000","-1,399,000",,"511,000","-2,048,000","2,205,000","-706,000","-2,608,000","2,266,000","800,000","282,000","-692,000","-475,000","499,000","-1,362,000","-853,000",,,,,,,,,,
					ChangeInTaxPayable,"-737,000",,,,,"-363,000","612,000","212,000","-195,000","-311,000","-269,000","323,000","213,000","-544,000","443,000","-338,000","-375,000",,,,,,,,,,
						ChangeInIncomeTaxPayable,"-737,000",,,,,"-363,000","612,000","212,000","-195,000","-311,000","-269,000","323,000","213,000","-544,000","443,000","-338,000","-375,000",,,,,,,,,,
