name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
NetInterestIncome,"-62,578,000","-67,160,000","-69,164,000","-64,287,000","-82,328,000","-96,224,000","-105,082,000","-105,879,000","-93,343,000","-85,160,000","-81,234,000","-68,582,000","-84,407,000","-41,320,000","-27,317,000","-22,935,000","-28,436,000",,,,,,,,
EBIT,"328,303,000","343,185,000","-24,751,000","326,745,000","286,441,000","287,375,000","67,027,000","213,353,000","204,396,000","242,507,000","208,784,000","170,390,000","190,454,000","102,495,000","75,846,000","75,670,000","-169,279,000","91,414,000","94,682,000","83,904,000","90,365,000","16,803,000","27,368,000","14,950,000","4,871,000"
EBITDA,"359,559,000","373,860,000","7,874,000","358,837,000","316,605,000","316,370,000","98,806,000","246,779,000","230,188,000","266,183,000","226,524,000","183,876,000","203,689,000","113,229,000","85,954,000","87,120,000","-158,060,000","105,435,000","108,323,000","97,330,000","103,108,000","22,299,000","32,642,000","18,942,000","4,871,000"
ReconciledCostOfRevenue,"488,829,000","492,786,000","494,883,000","458,942,000","389,670,000","406,554,000","415,469,000","459,676,000","381,333,000","339,036,000","308,400,000","261,830,000","276,381,000","213,701,000","165,400,000","137,709,000","142,400,000","155,089,000","149,890,000","136,781,000","136,066,000","36,210,000","27,017,000","18,735,000","3,075,000"
ReconciledDepreciation,"31,256,000","30,675,000","32,625,000","32,092,000","30,164,000","28,995,000","31,779,000","33,426,000","25,792,000","23,676,000","17,740,000","13,486,000","13,235,000","10,734,000","10,108,000","11,450,000","11,219,000","14,021,000","13,641,000","13,426,000","12,743,000","5,496,000","5,274,000","3,992,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"205,131,000","209,339,000","-82,306,000","205,381,000","164,682,000","142,281,000","-35,800,000","339,570,000","69,395,000","99,907,000","78,260,000","72,615,000","65,505,000","37,212,000","29,179,000","32,070,000","-187,953,000","33,919,000","36,078,000","26,277,000","10,220,000","4,183,000","-9,252,000","611,000","2,468,000"
TotalUnusualItemsExcludingGoodwill,"0","0","-370,217,000","-3,179,000","-14,761,000","-2,155,000","1,284,000","-102,825,000","-53,240,000","-17,970,000","1,133,000","-18,286,000","-1,443,000","-346,000","-300,000","-2,656,000","-249,285,000","187,000",,"-9,317,000","-26,863,000","0",,,
TotalUnusualItems,"0","0","-370,217,000","-3,179,000","-14,761,000","-2,155,000","1,284,000","-102,825,000","-53,240,000","-17,970,000","1,133,000","-18,286,000","-1,443,000","-346,000","-300,000","-2,656,000","-249,285,000","187,000",,"-9,317,000","-26,863,000","0",,,
NormalizedEBITDA,"359,559,000","373,860,000","378,091,000","362,016,000","331,366,000","318,525,000","97,522,000","349,604,000","283,428,000","284,153,000","225,391,000","202,162,000","205,132,000","113,575,000","86,254,000","89,776,000","91,225,000","105,248,000","108,323,000","106,647,000","129,971,000","22,299,000","32,642,000","18,942,000","4,871,000"
TaxRateForCalcs,"0.228","0.242","0.124","0.217","0.193","0.256","0.059","0.27","0.374","0.364","0.386","0.286","0.382","0.392","0.399","0.392","0.05","0.374","0.346","0.4","0.4","0.396","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","-45,906,908","-689,843","-2,848,873","-551,680","75,756","-27,762,750","-19,911,760","-6,541,080","437,338","-5,229,796","-551,226","-135,632","-119,700","-1,040,762.772","-12,479,495.017","69,990.463","0","-3,726,800","-10,745,200","0","0","0","0"
