name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
OperatingCashFlow,"520,000,000","478,000,000","392,000,000","545,000,000","1,080,000,000","1,051,000,000","1,142,000,000","875,000,000","779,000,000","786,000,000","501,271,000","386,421,000","291,873,000","358,140,000","272,573,000","172,191,000","87,882,000","56,294,000","39,000,000","-9,008,000","-19,574,000","-18,256,000","-25,593,000","-10,925,000","-14,311,000","-2,907,130"
	CashFlowFromContinuingOperatingActivities,"520,000,000","478,000,000","392,000,000","545,000,000","1,080,000,000","1,051,000,000","1,142,000,000","875,000,000","779,000,000","786,000,000","501,271,000","386,421,000","291,873,000","358,140,000","272,573,000","172,191,000","87,882,000","56,294,000","39,000,000","-9,008,000","-19,574,000","-18,256,000","-25,593,000","-10,925,000","-14,311,000","-2,907,130"
		NetIncomeFromContinuingOperations,"-3,044,000,000","-1,161,000,000","-4,404,000,000","762,000,000","656,000,000","990,000,000","782,000,000","678,000,000","428,000,000","458,000,000","353,351,000","125,308,000","151,254,000","86,628,000","124,891,000","72,281,000","39,416,000","-278,359,000","39,968,000","-20,874,000","-6,225,000","-27,063,000","-40,331,000","-24,823,000","-18,606,000","-5,517,645"
		OperatingGainsLosses,"351,000,000","40,000,000","122,000,000","-943,000,000","-175,000,000","-108,000,000",,"-453,000,000","113,000","-16,000,000","26,933,000","-60,802,000","-39,605,000","41,068,000","10,309,000","11,325,000","24,660,000","303,415,000","116,000","16,093,000",,"175,000",,,"1,722,000","101,336"
			GainLossOnSaleOfBusiness,,,,"0","0","-54,000,000","0","-453,000,000","0","0",,,,,"-2,914,000","0",,,,,,,,,,
			GainLossOnInvestmentSecurities,"351,000,000","40,000,000","122,000,000","-44,000,000","-175,000,000","-54,000,000",,,,"-16,000,000","-4,427,000","-61,357,000","-45,911,000",,"10,309,000",,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"0","0","-899,000,000","0","0",,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,"2,621,000","8,278,000","6,306,000","3,457,000","0",,,,,,,,,,,
		DepreciationAmortizationDepletion,"430,000,000","432,000,000","394,000,000","251,000,000","187,000,000","188,000,000","179,000,000","156,000,000","141,000,000","127,000,000","112,574,000","97,925,000","65,319,000","69,192,000","42,009,000","31,184,000","27,723,000","15,824,000","5,708,000","3,997,000","4,998,000","7,431,000","9,500,000","7,763,000","7,195,000","1,054,189"
			DepreciationAndAmortization,"430,000,000","432,000,000","394,000,000","251,000,000","187,000,000","188,000,000","179,000,000","156,000,000","141,000,000","127,000,000","112,574,000","97,925,000","65,319,000","69,192,000","42,009,000","31,184,000","27,723,000","15,824,000","5,708,000","3,997,000","4,998,000","7,431,000","9,500,000","7,763,000","7,195,000","1,054,189"
				Depreciation,"235,000,000","235,000,000","215,000,000","176,000,000","156,000,000","151,000,000","140,000,000","110,000,000","90,000,000","73,000,000","61,905,000","50,810,000","48,249,000","55,575,000","34,204,000","24,504,000","17,285,000","11,464,000","6,083,000","4,116,000","3,956,000","4,545,000","4,531,000","1,474,000",,
