name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991
TotalRevenue,"27,805,000,000","27,116,000,000","27,281,000,000","27,305,000,000","24,689,000,000","22,449,000,000","22,127,000,000","26,107,000,000","30,390,000,000","32,639,000,000","24,890,000,000","11,202,000,000","9,702,000,000","8,385,385,000","7,949,420,000","7,011,383,000","5,335,750,000","4,230,045,000","3,026,139,000","2,028,400,000","1,324,621,000","867,864,000","466,790,000","233,769,000","195,555,000","169,000,000","151,100,000","132,300,000","33,400,000","2,700,000","4,900,000","4,100,000","4,200,000","2,800,000","1,300,000"
	OperatingRevenue,"27,805,000,000","27,116,000,000","27,281,000,000","27,305,000,000","24,689,000,000","22,449,000,000","22,127,000,000","26,107,000,000","30,390,000,000","32,639,000,000","24,890,000,000","11,202,000,000","9,702,000,000","8,385,385,000","7,949,420,000","7,011,383,000","5,335,750,000","4,230,045,000","3,026,139,000","2,028,400,000","1,324,621,000","867,864,000","466,790,000","233,769,000","195,555,000","169,000,000","151,100,000","132,300,000","33,400,000","2,700,000","4,900,000","4,100,000","4,200,000","2,800,000","1,300,000"
CostOfRevenue,"6,751,000,000","6,498,000,000","5,657,000,000","6,601,000,000","4,572,000,000","4,675,000,000","4,853,000,000","4,371,000,000","4,261,000,000","4,006,000,000","3,788,000,000","2,859,000,000","2,471,000,000","2,124,410,000","1,869,876,000","1,595,558,000","1,127,246,000","768,771,000","433,320,000","260,326,000","166,587,000","112,691,000","69,724,000","43,764,000","33,512,000","16,900,000","10,200,000","6,400,000","-3,600,000","-3,200,000","-3,900,000","-2,800,000","-1,700,000","-1,000,000","-800,000"
GrossProfit,"21,054,000,000","20,618,000,000","21,624,000,000","20,704,000,000","20,117,000,000","17,774,000,000","17,274,000,000","21,736,000,000","26,129,000,000","28,633,000,000","21,102,000,000","8,343,000,000","7,231,000,000","6,260,975,000","6,079,544,000","5,415,825,000","4,208,504,000","3,461,274,000","2,592,819,000","1,768,074,000","1,158,034,000","755,173,000","397,066,000","190,005,000","162,043,000","152,100,000","140,900,000","125,900,000","37,000,000","5,900,000","8,800,000","6,900,000","5,900,000","3,800,000","2,100,000"
OperatingExpense,"11,409,000,000","11,808,000,000","10,650,000,000","9,847,000,000","10,190,000,000","8,436,000,000","7,976,000,000","7,612,000,000","8,496,000,000","6,440,000,000","5,837,000,000","3,819,000,000","3,221,000,000","2,471,134,000","2,117,322,000","1,886,604,000","1,519,112,000","1,296,767,000","957,521,000","659,007,000","530,647,000","425,249,000","316,059,000","310,694,000","214,361,000","203,800,000","219,200,000","198,000,000","73,100,000","37,900,000","44,000,000","36,400,000","24,100,000","10,100,000","6,900,000"
	SellingGeneralAndAdministration,"5,674,000,000","6,090,000,000","5,673,000,000","5,246,000,000","5,151,000,000","4,381,000,000","4,056,000,000","3,878,000,000","3,398,000,000","3,426,000,000","2,983,000,000","1,699,000,000","1,461,000,000","1,241,983,000","1,044,392,000","946,686,000","797,344,000","705,741,000","573,660,000","381,283,000","307,095,000","250,157,000","181,301,000","125,141,000","82,022,000","78,300,000","78,200,000","70,600,000","26,700,000","34,700,000","9,700,000","7,600,000","22,400,000","9,100,000","6,100,000"
	ResearchAndDevelopment,"5,735,000,000","5,718,000,000","4,977,000,000","4,601,000,000","5,039,000,000","4,055,000,000","3,920,000,000","3,734,000,000","5,098,000,000","3,014,000,000","2,854,000,000","2,120,000,000","1,760,000,000","1,229,151,000","1,072,930,000","939,918,000","721,768,000","591,026,000","383,861,000","277,724,000","223,552,000","164,873,000","134,758,000","185,553,000","132,339,000","112,900,000","127,800,000","112,200,000","41,900,000",,"30,400,000","26,000,000",,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,"12,008,000","12,600,000","13,200,000","15,200,000","4,500,000","3,200,000","3,900,000","2,800,000","1,700,000","1,000,000","800,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,"12,008,000","12,600,000","13,200,000","15,200,000","4,500,000","3,200,000","3,900,000","2,800,000","1,700,000","1,000,000","800,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,"10,219,000",,,,,,,,,,,,,
OperatingIncome,"9,645,000,000","8,810,000,000","10,974,000,000","10,857,000,000","9,927,000,000","9,338,000,000","9,298,000,000","14,124,000,000","17,633,000,000","22,193,000,000","15,265,000,000","4,524,000,000","4,010,000,000","3,789,841,000","3,962,222,000","3,529,221,000","2,689,392,000","2,164,507,000","1,635,298,000","1,109,067,000","627,387,000","329,924,000","81,007,000","-120,689,000","-52,318,000","-51,700,000","-78,300,000","-72,100,000","-36,100,000","-32,000,000","-35,200,000","-29,500,000","-18,200,000","-6,300,000","-4,800,000"
NetNonOperatingInterestIncomeExpense,"-976,000,000","-944,000,000","-935,000,000","-1,001,000,000","-984,000,000","-995,000,000","-1,077,000,000","-1,118,000,000","-964,000,000","-688,000,000","-412,000,000","-307,000,000","-361,000,000","-205,418,000","-108,961,000","-27,265,000","-5,843,000",,,,,,,,,,,,,,,,,,
