name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
OperatingCashFlow,"14,163,000,000","13,860,000,000","13,066,000,000","16,207,000,000","14,052,000,000","8,210,000,000","7,066,000,000","5,275,000,000","3,058,000,000","2,105,000,000","3,148,000,000","3,545,000,000","6,941,000,000","4,840,000,000","4,491,000,000","4,065,000,000","3,707,000,000","3,153,000,000","2,083,000,000","1,836,000,000","3,176,000,000","3,512,000,000","945,000,000","5,402,000,000","4,652,000,000","4,224,000,000","3,782,000,000","2,476,000,000","2,641,000,000","2,499,000,000","2,301,000,000","2,580,000,000","2,028,000,000","1,835,000,000","1,752,000,000","1,190,000,000"
	CashFlowFromContinuingOperatingActivities,"14,163,000,000","13,860,000,000","13,066,000,000","16,207,000,000","14,052,000,000","8,210,000,000","7,066,000,000","5,275,000,000","3,058,000,000","2,105,000,000","3,148,000,000","3,545,000,000","6,941,000,000","4,840,000,000","4,491,000,000","4,065,000,000","3,707,000,000","3,153,000,000","2,083,000,000","1,836,000,000","3,176,000,000","3,512,000,000","945,000,000","5,402,000,000","4,652,000,000","4,224,000,000","3,782,000,000","2,476,000,000","2,641,000,000","2,499,000,000","2,301,000,000","2,580,000,000","2,028,000,000","1,835,000,000","1,752,000,000","1,190,000,000"
		NetIncomeFromContinuingOperations,"-6,528,000,000","8,040,000,000","6,345,000,000","7,014,000,000","-8,995,000,000","3,460,000,000","4,947,000,000","975,000,000","4,507,000,000","1,631,000,000","2,029,000,000","2,580,000,000","2,501,000,000","5,260,000,000","4,513,000,000","11,862,000,000","6,243,000,000","2,165,000,000","1,585,000,000","3,000,000,000","2,388,000,000","3,106,000,000","2,137,000,000","4,834,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,603,000,000","2,056,000,000","1,748,000,000","747,000,000"
		OperatingGainsLosses,"-1,279,000,000","-724,000,000","-262,000,000","-1,429,000,000","-785,000,000","-379,000,000","918,000,000","267,000,000","-707,000,000","738,000,000","359,000,000","294,000,000","257,000,000",,"-1,443,000,000","-8,892,000,000","-964,000,000","-259,000,000","-216,000,000","-596,000,000","-239,000,000","-3,000,000","-95,000,000","-4,730,000,000","-552,000,000","-79,000,000","799,000,000","33,000,000","-52,000,000","1,226,000,000","768,000,000","500,000,000","890,000,000",,,
			GainLossOnSaleOfBusiness,"-1,017,000,000","-884,000,000","-1,063,000,000","-684,000,000","-699,000,000","-1,855,000,000","-992,000,000","-706,000,000","-1,187,000,000","-490,000,000","-760,000,000",,"-35,000,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,"36,000,000",,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-262,000,000","160,000,000","801,000,000","-745,000,000","-1,228,000,000","-275,000,000","513,000,000","-23,000,000","37,000,000",,,,,,"-1,411,000,000","-1,250,000,000","-996,000,000",,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,"35,000,000","43,000,000","1,688,000,000","186,000,000","236,000,000","169,000,000","245,000,000","971,000,000","294,000,000","292,000,000",,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"10,027,000,000","9,760,000,000","10,276,000,000","10,686,000,000","10,380,000,000","1,746,000,000","637,000,000","789,000,000","382,000,000","376,000,000","467,000,000","763,000,000","681,000,000","628,000,000","607,000,000","707,000,000","816,000,000","892,000,000","927,000,000","929,000,000","909,000,000","789,000,000","735,000,000","728,000,000","746,000,000","678,000,000","625,000,000","591,000,000","519,000,000","448,000,000","328,000,000","308,000,000","295,000,000","246,000,000","244,000,000","196,000,000"
			DepreciationAndAmortization,"10,027,000,000","9,760,000,000","10,276,000,000","10,686,000,000","10,380,000,000","1,746,000,000","637,000,000","789,000,000","382,000,000","376,000,000","467,000,000","763,000,000","681,000,000","628,000,000","607,000,000","707,000,000","816,000,000","892,000,000","927,000,000","929,000,000","909,000,000","789,000,000","735,000,000","728,000,000","746,000,000","678,000,000","625,000,000","591,000,000","519,000,000","448,000,000","328,000,000","308,000,000","295,000,000","246,000,000","244,000,000","196,000,000"
				Depreciation,,,,,,,,,,,,,,"448,000,000","473,000,000","469,000,000","562,000,000","542,000,000","564,000,000","577,000,000","593,000,000","491,000,000","427,000,000","481,000,000","461,000,000",,,,,,,,,,,
