name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
				LandAndImprovements,"283,100,000","264,500,000","248,000,000","241,200,000","230,800,000","199,000,000","192,800,000","103,906,000","77,826,000","2,768,000","2,768,000","2,117,000","2,117,000","2,117,000","2,117,000","2,117,000","2,117,000","475,000","475,000","475,000","475,000","475,000","475,000",,,,,,,,,,,
				BuildingsAndImprovements,"2,423,100,000","2,270,000,000","2,088,500,000","1,891,100,000","1,683,400,000","1,507,200,000","1,441,600,000","1,278,283,000","760,517,000","398,981,000","343,363,000","328,173,000","322,753,000","242,035,000","177,710,000","74,343,000","66,208,000","71,707,000","88,087,000","87,201,000","85,162,000","46,771,000","44,803,000",,,,,,,,,,,
				MachineryFurnitureEquipment,"555,600,000","487,600,000","436,700,000","356,800,000","305,500,000","258,000,000","179,900,000","152,525,000","81,381,000","58,655,000","44,186,000","35,485,000","29,468,000","160,186,000","130,063,000","83,436,000","67,797,000","64,577,000","62,070,000","60,672,000","56,628,000","41,302,000","35,001,000",,,,,,,,,,,
				OtherProperties,"1,384,500,000","1,315,300,000","1,225,500,000","1,038,600,000","850,700,000","773,700,000","599,100,000","554,181,000","330,432,000","253,058,000","189,543,000","159,026,000","156,397,000",,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"1,345,000,000","980,500,000","767,700,000","724,500,000","644,800,000","469,600,000","408,900,000","318,929,000","579,834,000","472,231,000","142,370,000","25,076,000","10,880,000","70,356,000","58,541,000","78,702,000","4,677,000","203,000",,"172,000","1,443,000","38,645,000","2,130,000",,,,,,,,,,,
				Leases,"133,900,000","114,300,000","113,900,000","100,500,000","97,600,000","97,000,000","102,600,000","101,101,000","95,226,000","42,600,000","26,370,000","10,576,000","4,479,000","4,063,000","4,023,000","2,720,000","13,982,000",,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,978,800,000","-1,669,200,000","-1,398,100,000","-1,131,100,000","-922,400,000","-728,700,000","-566,300,000","-425,504,000","-331,096,000","-253,984,000","-221,617,000","-180,513,000","-158,139,000","-131,307,000","-112,778,000","-99,283,000","-96,477,000","-87,609,000","-90,097,000","-77,281,000","-62,985,000","-50,368,000","-42,961,000","-36,197,000","-30,400,000","-26,600,000","-23,600,000","-5,900,000","-5,900,000","-5,900,000","-5,900,000","-3,100,000","-1,100,000","-400,000"
		GoodwillAndOtherIntangibleAssets,"1,038,600,000","915,500,000","6,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600,000","500,000"
			OtherIntangibleAssets,"1,038,600,000","915,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600,000","500,000"
		InvestmentsAndAdvances,"5,396,500,000","6,591,800,000","6,838,000,000","3,135,600,000","3,256,800,000","1,755,000,000","1,486,500,000","864,260,000","632,162,000","460,154,000","389,891,000","271,230,000","275,887,000","370,053,000","47,080,000","51,061,000","78,222,000",,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"5,396,500,000","6,591,800,000","6,838,000,000","3,135,600,000","3,256,800,000","1,755,000,000","1,486,500,000","864,260,000","632,162,000","460,154,000","389,891,000","271,230,000","275,887,000","370,053,000",,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"5,396,500,000","6,591,800,000","6,838,000,000","3,135,600,000","3,256,800,000","1,755,000,000","1,486,500,000","864,260,000","632,162,000","460,154,000","389,891,000","271,230,000","275,887,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"2,575,400,000","1,723,700,000","876,900,000","858,900,000","824,200,000","828,700,000","506,300,000","825,303,000","461,945,000","315,416,000","231,878,000","192,022,000","0",,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"2,575,400,000","1,723,700,000","876,900,000","858,900,000","824,200,000","828,700,000","506,300,000","825,303,000","461,945,000","315,416,000","231,878,000","192,022,000","0",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"444,100,000","336,400,000","216,100,000","168,100,000","144,700,000","127,400,000","77,900,000","20,294,000","5,810,000","3,034,000","5,327,000","31,286,000","13,964,000","14,307,000","8,938,000","9,682,000","1,903,000","65,753,000","21,574,000","57,914,000","78,625,000","37,801,000","61,763,000","37,198,000","27,700,000","31,000,000","36,100,000","18,300,000","16,700,000","14,500,000","3,400,000","2,700,000","400,000","300,000"
TotalLiabilitiesNetMinorityInterest,"7,107,100,000","6,550,500,000","6,666,000,000","6,138,000,000","3,715,500,000","2,977,200,000","2,620,200,000","2,524,221,000","1,954,295,000","1,287,421,000","998,937,000","835,105,000","837,851,000","561,617,000","344,440,000","302,706,000","475,991,000","368,466,000","309,499,000","290,565,000","341,912,000","245,593,000","229,042,000","26,144,000","27,500,000","25,700,000","29,500,000","30,700,000","25,900,000","27,100,000","19,200,000","10,700,000","7,800,000","13,200,000"
	CurrentLiabilities,"3,423,400,000","3,141,300,000","3,932,500,000","2,697,400,000","2,096,600,000","1,442,800,000","1,135,500,000","1,241,495,000","811,162,000","654,660,000","298,835,000","163,550,000","148,271,000","109,056,000","93,575,000","83,672,000","283,664,000","45,014,000","40,357,000","34,139,000","72,923,000","40,118,000","22,022,000","13,786,000","13,300,000","9,400,000","10,700,000","12,000,000","12,900,000","17,900,000","13,100,000","4,600,000","3,300,000","1,800,000"
		PayablesAndAccruedExpenses,"2,964,500,000","2,663,400,000","2,770,800,000","2,119,700,000","1,629,500,000","990,300,000","815,400,000","879,096,000","644,112,000","483,489,000","250,896,000","111,345,000","95,625,000","41,633,000","49,031,000","36,168,000","39,232,000","21,471,000","21,045,000","18,872,000","18,933,000","30,309,000","14,830,000","9,446,000","6,600,000","5,600,000","4,700,000","4,400,000","6,300,000","5,000,000","10,300,000","2,500,000","1,600,000",
			Payables,"606,600,000","589,200,000","1,177,700,000","511,100,000","467,500,000","239,000,000","178,400,000","370,760,000","140,962,000","99,508,000","61,936,000","38,934,000","27,736,000","17,843,000","1,186,000","16,067,000","13,020,000","21,471,000","4,203,000","18,872,000","18,933,000","30,309,000","14,830,000","9,446,000","6,600,000","5,600,000","4,700,000","4,400,000","6,300,000","5,000,000","10,300,000","2,500,000","1,600,000",
				AccountsPayable,"606,600,000","589,200,000","564,000,000","475,500,000","418,100,000","218,200,000","178,200,000","134,984,000","140,962,000","99,508,000","61,936,000","38,934,000","27,736,000","15,589,000","18,638,000","6,268,000","8,128,000","21,471,000","4,203,000","18,872,000","18,933,000","30,309,000","14,830,000","9,446,000","6,600,000","5,600,000","4,700,000","4,400,000","6,300,000","5,000,000","10,300,000","2,500,000","1,600,000",
				TotalTaxPayable,,"300,000","326,300,000","19,500,000","49,400,000","20,800,000","200,000","235,776,000","0",,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"300,000","326,300,000","19,500,000","49,400,000","20,800,000","200,000","235,776,000","0",,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,"10,500,000","287,400,000","16,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,"2,254,000","1,186,000","9,799,000","4,892,000",,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"2,357,900,000","2,074,200,000","1,593,100,000","1,608,600,000","1,162,000,000","751,300,000","637,000,000","508,336,000","503,150,000","383,981,000","188,960,000","72,411,000","67,889,000","23,790,000","47,845,000","20,101,000","26,212,000",,"16,842,000",,,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,"0","2,292,000",,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,"42,835,000","12,025,000",,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,"719,700,000",,,,,"129,557,000",,,"939,000","1,374,000","1,006,000","675,000",,,"200,000,000",,,,"13,817,000","150,000","426,000","612,000","1,400,000","1,100,000","1,800,000","3,600,000","3,500,000","3,100,000","1,600,000","1,000,000","400,000",
			CurrentDebt,,,,,,,,,,,,,,,,,"200,000,000",,,,"13,817,000","150,000","426,000","612,000","1,400,000","1,100,000","1,800,000","3,600,000","3,500,000","3,100,000","1,600,000","1,000,000","400,000",
				CurrentNotesPayable,,,,,,,,,,,,,,,,"0","200,000,000",,,,,,,"67,000",,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,"545,000",,,,,,,,,,
			CurrentCapitalLeaseObligation,,"0","719,700,000","0",,,"0","129,557,000","0",,"939,000","1,374,000","1,006,000","675,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"458,900,000","477,900,000","442,000,000","577,700,000","382,100,000","452,500,000","320,100,000","231,664,000","153,487,000","74,025,000","47,000,000","50,831,000","51,640,000","54,723,000","44,544,000","47,504,000","44,432,000","23,543,000","17,020,000","15,267,000","40,173,000","9,659,000","6,766,000","3,728,000",,,,,,,,,,
			CurrentDeferredRevenue,"458,900,000","477,900,000","442,000,000","577,700,000","382,100,000","452,500,000","320,100,000","231,664,000","153,487,000","74,025,000","47,000,000","50,831,000","51,640,000","54,723,000","44,544,000","47,504,000","44,432,000","23,543,000","17,020,000","15,267,000","40,173,000","9,659,000","6,766,000","3,728,000",,,,,,,,,,
		OtherCurrentLiabilities,,,,"122,400,000","85,000,000",,"267,000","1,178,000","13,563,000","97,146,000","939,000",,,,,,,,"2,292,000",,,,,"3,728,000","5,300,000","2,700,000","4,200,000","4,000,000","3,100,000","9,800,000","1,200,000","1,100,000","1,300,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,683,700,000","3,409,200,000","2,733,500,000","3,440,600,000","1,618,900,000","1,534,400,000","1,484,700,000","1,282,726,000","1,143,133,000","632,761,000","700,102,000","671,555,000","689,580,000","452,561,000","250,865,000","219,034,000","192,327,000","323,452,000","269,142,000","256,426,000","268,989,000","205,475,000","207,020,000","12,358,000","14,200,000","16,300,000","18,800,000","18,700,000","13,000,000","9,200,000","6,100,000","6,100,000","4,500,000","11,400,000"
		LongTermDebtAndCapitalLeaseObligation,"2,702,900,000","2,701,400,000","1,980,000,000","2,695,700,000","713,900,000","708,500,000","703,500,000","351,569,000","362,919,000","457,711,000","504,573,000","455,954,000","434,527,000","159,355,000","109,022,000","5,093,000",,"200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,150,000","2,069,000","2,700,000","3,100,000","3,800,000","5,100,000","6,000,000","9,200,000","5,900,000","5,800,000","2,400,000",
			LongTermDebt,"1,982,900,000","1,981,400,000","1,980,000,000","1,978,500,000",,,,,,"146,773,000","320,315,000","296,518,000","275,019,000",,,"5,093,000",,"200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","200,000,000","1,466,000","2,700,000","3,100,000","3,800,000","5,100,000","6,000,000","9,200,000","5,900,000","5,800,000","2,400,000",
			LongTermCapitalLeaseObligation,"720,000,000","720,000,000","0","717,200,000","713,900,000","708,500,000","703,500,000","351,569,000","362,919,000","310,938,000","184,258,000","159,436,000","159,508,000","159,355,000","109,022,000",,,,,,,,"150,000","603,000",,,,,,,,,,
		NonCurrentDeferredLiabilities,"126,700,000","69,800,000","73,300,000","57,800,000","105,300,000","464,200,000","629,200,000","830,772,000","664,679,000","135,249,000","184,199,000","208,342,000","248,610,000","285,856,000","137,884,000","162,421,000","192,327,000",,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"126,700,000","69,800,000","73,300,000","57,800,000","105,300,000","464,200,000","629,200,000","830,772,000","664,679,000","135,249,000","184,199,000","208,342,000","248,610,000","285,856,000","137,884,000","162,421,000","192,327,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"854,100,000","638,000,000","680,200,000","687,100,000","799,700,000","361,700,000","152,000,000","100,385,000","115,535,000","39,801,000","11,330,000","7,259,000","6,443,000","7,350,000","3,959,000","56,613,000",,"123,452,000","69,142,000","56,426,000","68,989,000","5,475,000","6,870,000","10,289,000","11,500,000","13,200,000","15,000,000","13,600,000","7,000,000",,"200,000","300,000","2,100,000",
TotalEquityGrossMinorityInterest,"25,973,100,000","22,664,000,000","18,768,800,000","11,025,300,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,550,251,000","1,952,076,000","1,245,385,000","485,732,000","527,815,000","396,762,000","421,514,000","460,267,000","216,624,000","114,002,000","182,543,000","137,643,000","145,981,000","266,355,000","182,130,000","109,500,000","131,200,000","138,900,000","106,900,000","67,900,000","67,100,000","98,400,000","87,200,000","106,200,000","12,200,000"
	StockholdersEquity,"25,973,100,000","22,664,000,000","18,768,800,000","11,025,300,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,550,251,000","1,952,076,000","1,245,385,000","485,732,000","527,815,000","396,762,000","421,514,000","460,267,000","216,624,000","114,002,000","182,543,000","137,643,000","145,981,000","266,355,000","182,130,000","109,500,000","131,200,000","138,900,000","106,900,000","67,900,000","67,100,000","98,400,000","87,200,000","106,200,000","12,200,000"
		CapitalStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","110,000","108,000","104,000","99,000","97,000","93,000","89,000","81,000","80,000","79,000","65,000","56,000","56,000","55,000","44,000","44,000","37,000","0",,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,
			CommonStock,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","110,000","108,000","104,000","99,000","97,000","93,000","89,000","81,000","80,000","79,000","65,000","56,000","56,000","55,000","44,000","44,000","37,000","0",,,,,,,,,
		AdditionalPaidInCapital,"11,354,000,000","9,949,300,000","8,087,500,000","6,716,200,000","4,428,600,000","3,911,600,000","3,512,900,000","3,029,993,000","3,099,526,000","2,450,782,000","2,045,857,000","1,763,508,000","1,754,824,000","1,575,780,000","1,336,732,000","1,294,813,000","1,253,235,000","904,407,000","700,011,000","675,389,000","673,118,000","573,184,000","567,624,000","406,391,000","310,300,000",,,,,,,,,
		RetainedEarnings,"27,260,300,000","23,306,700,000","18,968,300,000","10,893,000,000","7,379,800,000","5,254,300,000","2,946,700,000","1,748,222,000","852,700,000","216,644,000","-92,692,000","-517,054,000","-1,267,323,000","-1,045,563,000","-941,095,000","-873,265,000","-793,217,000","-687,617,000","-585,280,000","-489,834,000","-531,533,000","-424,075,000","-299,698,000","-223,518,000","-200,300,000","-177,200,000","-168,600,000","-157,000,000","-124,600,000","-101,100,000","-70,400,000","-30,600,000","-11,400,000","-7,000,000"
		TreasuryStock,"12,560,400,000","10,353,300,000","8,260,900,000","6,613,300,000","739,900,000","396,400,000","316,200,000","316,240,000","306,069,000","169,530,000","0",,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-80,900,000","-238,800,000","-26,200,000","29,300,000","21,100,000","-12,300,000","600,000","-12,840,000","8,572,000","52,251,000","-1,188,000","-1,166,000","-1,862,000","-2,491,000","1,044,000","-114,000","170,000","-231,000","-785,000","-3,068,000","-3,997,000","-3,172,000","-1,615,000","-780,000","-500,000",,,,,,,,,
			OtherEquityAdjustments,"-80,900,000","-238,800,000","-26,200,000","29,300,000","21,100,000","-12,300,000","600,000","-12,840,000","8,572,000","52,251,000","-1,188,000","-1,166,000","-1,862,000",,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,"308,400,000","307,500,000","263,900,000","192,500,000","168,200,000","168,800,000","117,800,000","117,600,000","19,200,000"
TotalCapitalization,"27,956,000,000","24,645,400,000","20,748,800,000","13,003,800,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,697,024,000","2,272,391,000","1,541,903,000","760,751,000","527,815,000","396,762,000","421,514,000","460,267,000","416,624,000","314,002,000","382,543,000","337,643,000","345,981,000","466,355,000","183,596,000","112,200,000","134,300,000","142,700,000","112,000,000","73,900,000","76,300,000","104,300,000","93,000,000","108,600,000","12,200,000"
CommonStockEquity,"25,973,100,000","22,664,000,000","18,768,800,000","11,025,300,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,550,251,000","1,952,076,000","1,245,385,000","485,732,000","527,815,000","396,762,000","421,514,000","460,267,000","216,624,000","114,002,000","182,543,000","137,643,000","145,981,000","266,355,000","182,130,000","109,500,000","131,200,000","138,900,000","106,900,000","67,900,000","67,100,000","98,400,000","87,200,000","106,200,000","12,200,000"
CapitalLeaseObligations,"720,000,000","720,000,000","719,700,000","717,200,000","713,900,000","708,500,000","703,500,000","481,126,000","362,919,000","310,938,000","184,258,000","160,810,000","160,514,000","160,030,000","109,022,000",,,,,,,,"150,000","603,000",,,,,,,,,,
NetTangibleAssets,"24,934,500,000","21,748,500,000","18,762,100,000","11,025,300,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,550,251,000","1,952,076,000","1,245,385,000","485,732,000","527,815,000","396,762,000","421,514,000","460,267,000","216,624,000","114,002,000","182,543,000","137,643,000","145,981,000","266,355,000","182,130,000","109,500,000","131,200,000","138,900,000","106,900,000","67,900,000","67,100,000","98,400,000","87,200,000","104,600,000","11,700,000"
WorkingCapital,"16,055,800,000","12,742,800,000","10,082,400,000","7,081,700,000","5,592,500,000","5,004,800,000","3,199,500,000","1,938,693,000","2,103,933,000","1,430,099,000","1,498,099,000","1,042,462,000","517,506,000","248,566,000","331,933,000","437,770,000","514,165,000","424,970,000","301,035,000","309,816,000","247,284,000","236,830,000","372,164,000","120,356,000","59,700,000","83,500,000","88,900,000","73,000,000","36,300,000","34,100,000","78,700,000","80,100,000","103,300,000","20,600,000"
InvestedCapital,"27,956,000,000","24,645,400,000","20,748,800,000","13,003,800,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,697,024,000","2,272,391,000","1,541,903,000","760,751,000","527,815,000","396,762,000","421,514,000","660,267,000","416,624,000","314,002,000","382,543,000","351,460,000","346,131,000","466,781,000","184,208,000","113,600,000","135,400,000","144,500,000","115,600,000","77,400,000","79,400,000","105,900,000","94,000,000","109,000,000","12,200,000"
TangibleBookValue,"24,934,500,000","21,748,500,000","18,762,100,000","11,025,300,000","11,089,700,000","8,757,300,000","6,144,100,000","4,449,245,000","3,654,837,000","2,550,251,000","1,952,076,000","1,245,385,000","485,732,000","527,815,000","396,762,000","421,514,000","460,267,000","216,624,000","114,002,000","182,543,000","137,643,000","145,981,000","266,355,000","182,130,000","109,500,000","131,200,000","138,900,000","106,900,000","67,900,000","67,100,000","98,400,000","87,200,000","104,600,000","11,700,000"
TotalDebt,"2,702,900,000","2,701,400,000","2,699,700,000","2,695,700,000","713,900,000","708,500,000","703,500,000","481,126,000","362,919,000","457,711,000","504,573,000","457,328,000","435,533,000","160,030,000","109,022,000","5,093,000","200,000,000","200,000,000","200,000,000","200,000,000","213,817,000","200,150,000","200,576,000","2,681,000","4,100,000","4,200,000","5,600,000","8,700,000","9,500,000","12,300,000","7,500,000","6,800,000","2,800,000",
NetDebt,,,,,,,,,,,,"66,242,000",,,,,,,"15,492,000","104,771,000","95,532,000","120,073,000",,,,,,,,,,,,
ShareIssued,"134,918,146","132,200,000","128,067,727","123,382,430","115,137,073","112,996,305","111,388,576","109,772,023","108,291,777","104,448,522","99,687,295","97,292,712","92,801,583","89,420,337","81,105,560","80,092,129","78,852,484","65,401,315","56,439,341","55,860,377","55,562,954","44,503,284","43,963,826","36,809,949","31,423,000","31,018,000","30,922,000","25,676,000","21,835,000","18,862,000","18,854,000","15,353,000","15,363,000","15,364,000"
