name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
			ChangeInOtherWorkingCapital,"294,300,000","37,900,000","32,400,000","-120,200,000","148,100,000","139,500,000","-43,400,000","-113,100,000","244,300,000","608,892,000","-8,403,000","-41,496,000","-41,077,000","-40,329,000","158,151,000","-27,497,000","-26,834,000","89,764,000","60,833,000",,,,,,,,,,,,,,,
InvestingCashFlow,"-2,806,800,000","-3,185,100,000","-3,784,600,000","-5,384,700,000","-70,600,000","-2,027,800,000","-1,463,000,000","-1,005,200,000","-1,046,800,000","-907,601,000","-420,777,000","-355,455,000","-81,073,000","128,471,000","-437,031,000","146,000","30,815,000","-85,723,000","-155,105,000","115,494,000","-4,583,000","-63,843,000","-58,516,000","-75,385,000","-57,676,000","17,100,000","2,500,000","-38,900,000","-44,300,000","7,400,000","31,900,000","-23,600,000","8,200,000","-77,600,000"
	CashFlowFromContinuingInvestingActivities,"-2,806,800,000","-3,185,100,000","-3,784,600,000","-5,384,700,000","-70,600,000","-2,027,800,000","-1,463,000,000","-1,005,200,000","-1,046,800,000","-907,601,000","-420,777,000","-355,455,000","-81,073,000","128,471,000","-437,031,000","146,000","30,815,000","-85,723,000","-155,105,000","115,494,000","-4,583,000","-63,843,000","-58,516,000","-75,385,000","-57,676,000","17,100,000","2,500,000","-38,900,000","-44,300,000","7,400,000","31,900,000","-23,600,000","8,200,000","-77,600,000"
		CapitalExpenditureReported,"-741,800,000","-718,600,000","-590,100,000","-551,900,000","-614,600,000","-429,600,000","-383,100,000","-272,600,000","-511,900,000","-677,933,000","-333,006,000","-156,323,000","-49,337,000","-57,217,000","-99,689,000","-97,318,000","-34,857,000","-18,446,000",,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,"-18,446,000","-2,811,000","-4,964,000","-6,174,000","-29,656,000","-34,370,000","-8,223,000","-6,495,000","-5,700,000","-3,000,000","-2,100,000","-8,600,000","-3,300,000","-6,900,000","-10,200,000","-2,100,000","-1,000,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,"-18,446,000","-2,811,000","-4,964,000","-6,174,000","-29,656,000","-34,370,000","-8,223,000","-6,495,000","-5,700,000","-3,000,000","-2,100,000","-8,600,000","-3,300,000","-6,900,000","-10,200,000","-2,100,000","-1,000,000"
		NetIntangiblesPurchaseAndSale,"-144,300,000","-207,800,000","-1,026,800,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"-144,300,000","-207,800,000","-1,026,800,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-59,900,000","-54,900,000","-230,300,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-59,900,000","-54,900,000","-230,300,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-1,880,900,000","-2,203,800,000","-1,937,400,000","-4,832,800,000","544,000,000","-1,598,200,000","-1,069,900,000","-732,600,000","-534,900,000","-229,668,000","-87,771,000","-199,132,000","-31,736,000","185,965,000","-331,401,000","97,414,000","65,722,000","-67,277,000","-150,694,000","120,458,000","1,591,000","-34,187,000","-24,146,000","-67,162,000","-51,181,000","22,800,000","5,500,000","-36,700,000","-35,700,000","10,700,000","38,800,000","-8,800,000","11,200,000","-75,400,000"
			PurchaseOfInvestment,"-15,448,300,000","-11,646,000,000","-7,487,900,000","-7,048,100,000","-3,241,000,000","-3,202,400,000","-1,845,500,000","-1,277,200,000","-809,400,000","-557,105,000","-564,188,000","-577,278,000","-470,945,000","-240,391,000","-605,124,000","-199,997,000","-581,139,000","-594,446,000","-456,893,000","-102,990,000","-276,318,000","-287,502,000","-239,977,000","-191,351,000","-104,898,000","-60,100,000","-88,000,000","-112,600,000","-74,600,000","-28,100,000","-22,500,000","-77,300,000","-71,600,000","-137,200,000"
			SaleOfInvestment,"13,567,400,000","9,442,200,000","5,550,500,000","2,215,300,000","3,785,000,000","1,604,200,000","775,600,000","544,600,000","274,500,000","327,437,000","476,417,000","378,146,000","439,209,000","426,356,000","273,723,000","297,411,000","646,861,000","527,169,000","306,199,000","223,448,000","277,909,000","253,315,000","215,831,000","124,189,000","53,717,000","82,900,000","93,500,000","75,900,000","38,900,000","38,800,000","61,300,000","68,500,000","82,800,000","61,800,000"
		NetOtherInvestingChanges,,,"-230,300,000",,,,"-10,000,000",,,,,,"-552,000","-277,000","-5,941,000","50,000","-50,000",,"-1,600,000",,,,,,,"100,000","-100,000","-100,000",,,,"-4,600,000","-900,000","-1,200,000"
FinancingCashFlow,"-1,284,400,000","-1,790,100,000","-1,009,000,000","-1,005,800,000","-1,970,500,000","-252,100,000","-77,100,000","-24,400,000","-700,500,000","-262,796,000","-218,547,000","72,191,000","-97,646,000","384,249,000","243,306,000","31,363,000","-192,858,000","319,400,000","185,398,000","4,081,000","4,441,000","108,184,000","1,723,000","349,120,000","92,867,000","300,000","-1,400,000","39,400,000","66,300,000","19,900,000","-200,000","49,800,000","-800,000","91,500,000"
	CashFlowFromContinuingFinancingActivities,"-1,284,400,000","-1,790,100,000","-1,009,000,000","-1,005,800,000","-1,970,500,000","-252,100,000","-77,100,000","-24,400,000","-700,500,000","-262,796,000","-218,547,000","72,191,000","-97,646,000","384,249,000","243,306,000","31,363,000","-192,858,000","319,400,000","185,398,000","4,081,000","4,441,000","108,184,000","1,723,000","349,120,000","92,867,000","300,000","-1,400,000","39,400,000","66,300,000","19,900,000","-200,000","49,800,000","-800,000","91,500,000"
		NetIssuancePaymentsOfDebt,,,"0","0","1,981,900,000","0","0","37,100,000","-40,600,000","-140,447,000","-221,734,000","-2,024,000","-2,203,000","389,440,000","46,516,000","22,765,000","-200,807,000","0",,,"3,827,000","13,506,000","-426,000","190,598,000","-1,498,000","-1,100,000","-1,900,000","-3,900,000","-3,700,000","-3,300,000","-300,000","-1,200,000","-800,000","-100,000"
			NetLongTermDebtIssuance,,,"0","0","1,981,900,000","0","0","37,100,000","-40,600,000","-140,447,000","-221,734,000","-2,024,000","-2,203,000","389,440,000","46,516,000","22,765,000","-200,807,000",,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,,,"0","0","3,481,900,000","0","0","57,000,000","5,100,000","27,373,000",,"0",,"391,107,000","47,544,000","23,640,000",,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,,,"0","0","-1,500,000,000","0","0","-19,900,000","-45,700,000","-167,820,000","-221,734,000","-2,024,000","-2,203,000","-1,667,000","-1,028,000","-875,000","-200,807,000",,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-1,284,400,000","-1,790,100,000","-1,009,000,000","-1,005,800,000","-3,952,400,000","-252,100,000","-77,100,000","-61,500,000","-16,500,000","45,821,000","-141,539,000","-137,694,000","-99,751,000","18,509,000","196,790,000","8,598,000","7,949,000","319,400,000","185,008,000","4,081,000","614,000","94,678,000","2,149,000","158,522,000","94,365,000","1,400,000","500,000","43,400,000","70,000,000","23,200,000",,"51,100,000",,"91,600,000"
			CommonStockIssuance,"1,689,300,000","1,145,500,000","1,519,500,000","1,672,300,000","2,575,200,000","211,800,000","114,500,000","240,200,000","126,700,000","206,358,000","126,045,000","57,393,000","63,549,000","43,587,000","200,588,000","8,598,000","7,949,000","319,400,000","185,008,000","4,081,000","1,502,000","94,678,000","2,149,000","158,522,000","94,365,000","1,400,000","500,000","43,400,000","70,000,000","23,200,000",,"51,100,000",,"91,600,000"
			CommonStockPayments,"-2,973,700,000","-2,935,600,000","-2,528,500,000","-2,678,100,000","-6,527,600,000","-463,900,000","-191,600,000","-301,700,000","-143,200,000","-160,537,000","-267,584,000","-195,087,000","-163,300,000","-25,078,000","-3,798,000",,,,,,"-888,000",,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,,,,,,,"0","0","-643,400,000","-573,487,000","-294,552,000","0","0","93,800,000",,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,,,,,,"-188,000,000","-187,200,000","-301,700,000","-143,200,000","405,317,000","439,278,000","211,909,000","4,308,000","-117,500,000","-3,798,000","22,765,000",,,"390,000",,,,,,,,,"-100,000",,,"100,000","-100,000",,
EndCashPosition,"1,929,000,000","2,737,800,000","3,119,400,000","2,898,100,000","2,207,300,000","1,630,300,000","1,480,200,000","825,200,000","547,700,000","809,102,000","648,719,000","535,608,000","230,276,000","483,610,000","112,572,000","207,075,000","247,796,000","498,925,000","237,876,000","184,508,000","101,234,000","118,285,000","80,077,000","247,393,000","30,978,000","23,700,000","19,800,000","28,900,000","0","0","0","0","0","0"
	ChangesInCash,"-20,700,000","-381,200,000","221,300,000","690,800,000","577,000,000","150,100,000","655,000,000","277,500,000","-261,400,000","160,383,000","113,111,000","305,332,000","-253,334,000","371,038,000","-94,503,000","-40,721,000","-251,129,000","261,049,000","53,368,000","89,279,000","-17,051,000","38,208,000","-167,316,000","216,415,000","7,281,000","3,900,000","-9,100,000","-5,600,000","1,700,000","9,100,000","11,200,000","-3,900,000","-9,800,000","7,100,000"
	EffectOfExchangeRateChanges,"-800,000","-400,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"1,949,700,000","3,119,400,000","2,898,100,000","2,207,300,000","1,630,300,000","1,480,200,000","825,200,000","547,700,000","809,100,000","648,719,000","535,608,000","230,276,000","483,610,000","112,572,000","207,075,000","247,796,000","498,925,000","237,876,000","184,508,000","95,229,000","118,285,000","80,077,000","247,393,000","30,978,000","23,697,000","19,800,000","28,900,000","34,500,000","32,700,000","23,600,000","12,500,000","16,400,000","26,200,000","19,200,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","-19,700,000","-28,900,000","-34,400,000","-32,700,000","-23,700,000","-12,500,000","-16,400,000","-26,300,000"
IncomeTaxPaidSupplementalData,,"870,300,000","1,502,400,000","1,218,400,000","188,100,000","342,300,000","205,600,000","754,800,000","481,400,000","276,092,000","59,847,000","1,057,000","0",,,"0","3,079,000","0",,,,,,,,,,,,,,,,
InterestPaidSupplementalData,,"73,100,000","53,700,000","55,800,000","23,200,000","25,000,000","22,300,000","18,700,000","5,500,000","10,582,000","20,348,000","23,197,000","21,946,000","14,725,000","12,737,000","2,525,000","9,348,000","11,000,000",,,,,,,,,,,,,,,,
CapitalExpenditure,"-886,100,000","-926,400,000","-1,616,900,000","-551,900,000","-614,600,000","-429,600,000","-383,100,000","-272,600,000","-511,900,000","-677,933,000","-333,006,000","-156,323,000","-49,337,000","-57,217,000","-99,689,000","-97,318,000","-34,857,000","-18,446,000","-2,811,000","-4,964,000","-6,174,000","-29,656,000","-34,370,000","-8,223,000","-6,495,000","-5,700,000","-3,000,000","-2,100,000","-8,600,000","-3,300,000","-6,900,000","-10,200,000","-2,100,000","-1,000,000"
IssuanceOfCapitalStock,"1,689,300,000","1,145,500,000","1,519,500,000","1,672,300,000","2,575,200,000","211,800,000","114,500,000","240,200,000","126,700,000","206,358,000","126,045,000","57,393,000","63,549,000","43,587,000","200,588,000","8,598,000","7,949,000","319,400,000","185,008,000","4,081,000","1,502,000","94,678,000","2,149,000","158,522,000","94,365,000","1,400,000","500,000","43,400,000","70,000,000","23,200,000",,"51,100,000",,"91,600,000"
IssuanceOfDebt,,,"0","0","3,481,900,000","0","0","57,000,000","5,100,000","27,373,000",,"0",,"391,107,000","47,544,000","23,640,000",,,,,,,,,,,,,,,,,,
RepaymentOfDebt,,,"0","0","-1,500,000,000","0","0","-19,900,000","-45,700,000","-167,820,000","-221,734,000","-2,024,000","-2,203,000","-1,667,000","-1,028,000","-875,000","-200,807,000",,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-2,973,700,000","-2,935,600,000","-2,528,500,000","-2,678,100,000","-6,527,600,000","-463,900,000","-191,600,000","-301,700,000","-143,200,000","-160,537,000","-267,584,000","-195,087,000","-163,300,000","-25,078,000","-3,798,000",,,,,,"-888,000",,,,,,,,,,,,,
FreeCashFlow,"3,184,400,000","3,667,600,000","3,398,000,000","6,529,400,000","2,003,500,000","2,000,400,000","1,812,000,000","1,034,500,000","974,000,000","652,847,000","419,429,000","432,273,000","-123,952,000","-198,899,000","-467,000","-169,548,000","-123,943,000","8,926,000","20,264,000","-35,260,000","-23,083,000","-35,789,000","-144,893,000","-65,543,000","-34,405,000","-19,200,000","-13,200,000","-8,200,000","-28,900,000","-21,500,000","-27,400,000","-40,300,000","-19,300,000","-7,800,000"
