name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"115,132,731","228,382,116","115,391,795","290,057,275","169,056,373","116,474,034","118,864,590","115,105,689","104,841,752","117,908,049","184,633,661","148,705,494","128,676,507","110,292,484","115,514,865","105,616,436","81,454,054","141,301,683","157,702,025","135,555,272","140,713,408","268,180,896","99,043,115","265,185,174","244,720,749"
EnterpriseValue,"152,535,731","268,328,116","167,161,795","338,562,275","219,608,373","174,714,034","173,249,590","121,708,689","114,538,752","131,968,049","181,099,661","135,274,494","120,945,507","110,360,484","113,823,865","102,349,436","69,176,054","131,159,683","153,655,025","138,808,272","143,386,408","273,143,544","84,828,805","240,330,960","252,891,810"
PeRatio,,,,,,,,,,,"94.5",,"87.6","21.5","6.277","14.875","15.588","19.083","23.455",,"66.143","63.571","109.933",,
ForwardPeRatio,,,,"19.57","14.793","14.815",,"18.868","16.051","18.248",,"46.948","22.676","20.367","12.107",,,,,,,,,,
PsRatio,"1.124","2.004","0.968","2.407","1.613","0.964","0.857","1.133","0.977","1.051","1.758","1.337","1.159","1.048","1.109","1.246","0.944","1.725","2.215","1.444","1.555","3.137","1.586","6.271","2.112"
PbRatio,"1.712","3.125","1.619","3.773","2.191","1.511","1.468","1.503","1.384","1.251","1.908","1.379","1.235","1.151","1.28","1.403","1.221","1.906","2.176","1.818","1.348","2.712","1.121","3.969","44.626"
EnterprisesValueRevenueRatio,"1.508","2.385","1.417","2.898","2.151","1.467","1.302","1.207","1.076","1.193","1.706","1.281","1.088","1.009","1.052","1.193","0.786","1.573","2.124","1.463","1.549","3.135","1.478","5.881","9.661"
EnterprisesValueEBITDARatio,"172.357","31.442","69.448","42.026","36.419","21.126","68.914","74.213","40.274","41.828","26.695","50.363","17.234","10.047","8.248","7.791","5.267","10.084","12.846","14.596","13.368","21.084","12.143","63.961","105.799"
