name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
			CurrentDeferredRevenue,,,,,,"172,000,000","83,000,000","762,000,000","1,003,000,000","1,167,000,000","756,000,000","825,000,000","337,000,000","402,000,000","237,000,000","277,000,000","447,000,000","411,000,000","125,000,000","32,000,000","76,000,000","470,000,000","2,026,000,000",,,,,,,,,,,,,,
		OtherCurrentLiabilities,"11,498,000,000","10,566,000,000","10,109,000,000","10,241,000,000","7,888,000,000","5,075,000,000",,,,,"4,931,000,000",,"909,000,000",,,"806,000,000","945,000,000","996,000,000","1,085,000,000","1,568,000,000","1,250,000,000","1,067,000,000","3,367,000,000","701,000,000","3,448,000,000","3,929,000,000","3,472,000,000","3,473,000,000","3,383,000,000","2,856,000,000","2,239,000,000","2,363,000,000","1,662,000,000","1,894,000,000","1,903,000,000","1,934,000,000","1,714,000,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"43,412,000,000","43,812,000,000","51,440,000,000","61,519,000,000","59,942,000,000","10,205,000,000","12,141,000,000","8,519,000,000","9,307,000,000","10,305,000,000","10,916,000,000","13,980,000,000","9,323,000,000","8,699,000,000","9,910,000,000","10,568,000,000","6,966,000,000","9,088,000,000","10,040,000,000","10,390,000,000","10,201,000,000","7,779,000,000","7,628,000,000","2,766,000,000","2,932,000,000","2,905,000,000","2,726,000,000","3,065,000,000","3,301,000,000","2,932,000,000","3,096,000,000","1,484,000,000","869,000,000","976,000,000","754,000,000","712,000,000","630,000,000"
		LongTermDebtAndCapitalLeaseObligation,"38,183,000,000","36,317,000,000","40,479,000,000","49,169,000,000","44,059,000,000","5,646,000,000","6,975,000,000","5,716,000,000","6,550,000,000","7,242,000,000","7,981,000,000","6,568,000,000","5,376,000,000","5,328,000,000","6,130,000,000","6,585,000,000","4,381,000,000","7,248,000,000","8,364,000,000","8,463,000,000","8,522,000,000","6,261,000,000","6,237,000,000","1,336,000,000","1,342,000,000","1,364,000,000","1,279,000,000","966,000,000","635,000,000","644,000,000","588,000,000","176,000,000","135,000,000","231,000,000","237,000,000","284,000,000","279,000,000"
			LongTermDebt,"36,653,000,000","35,056,000,000","39,605,000,000","48,336,000,000","43,387,000,000","5,646,000,000","6,975,000,000","5,716,000,000","6,550,000,000","7,242,000,000","7,981,000,000","6,568,000,000","5,376,000,000","5,328,000,000","6,130,000,000","6,585,000,000","4,381,000,000","7,248,000,000","8,364,000,000","8,463,000,000","8,522,000,000","6,261,000,000","6,237,000,000","1,336,000,000","1,342,000,000","1,364,000,000","1,279,000,000","966,000,000","635,000,000","644,000,000","588,000,000","176,000,000","135,000,000","231,000,000","237,000,000","284,000,000","279,000,000"
			LongTermCapitalLeaseObligation,"1,530,000,000","1,261,000,000","874,000,000","833,000,000","672,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"1,065,000,000","2,798,000,000","5,254,000,000","6,108,000,000","7,165,000,000","718,000,000","454,000,000","547,000,000","586,000,000","770,000,000","769,000,000","4,407,000,000","973,000,000","895,000,000","949,000,000","1,257,000,000",,"354,000,000","241,000,000",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,"338,000,000","2,166,000,000","4,501,000,000","5,407,000,000","6,454,000,000","19,000,000",,,,,"73,000,000","383,000,000","107,000,000",,"751,000,000","466,000,000",,"354,000,000","241,000,000",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,"300,000,000","283,000,000","326,000,000","357,000,000","424,000,000","468,000,000","454,000,000","547,000,000","586,000,000","770,000,000","769,000,000","4,024,000,000","866,000,000","895,000,000","949,000,000","791,000,000",,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"3,288,000,000","3,992,000,000","4,835,000,000","5,017,000,000","5,368,000,000","3,024,000,000","3,548,000,000","973,000,000","742,000,000","560,000,000","823,000,000","648,000,000","573,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,"755,000,000","751,000,000",,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"480,000,000","402,000,000","654,000,000","899,000,000","725,000,000","566,000,000","1,164,000,000","1,283,000,000","1,429,000,000","1,115,000,000","718,000,000","1,882,000,000","2,017,000,000","1,297,000,000","1,658,000,000","2,285,000,000",,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"480,000,000","402,000,000","654,000,000","899,000,000","725,000,000","566,000,000","1,164,000,000","1,283,000,000","1,429,000,000","1,115,000,000","718,000,000","1,882,000,000","2,017,000,000","1,297,000,000","1,658,000,000","2,285,000,000",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"396,000,000","303,000,000","218,000,000","326,000,000","2,625,000,000","251,000,000",,,"480,000,000","618,000,000","625,000,000","475,000,000","384,000,000","424,000,000","422,000,000","441,000,000","2,585,000,000","1,840,000,000","1,435,000,000","1,927,000,000","1,679,000,000","1,518,000,000","1,391,000,000","1,430,000,000","1,590,000,000","1,541,000,000","1,447,000,000","2,099,000,000","2,666,000,000","2,288,000,000","2,508,000,000","1,308,000,000","734,000,000","745,000,000","517,000,000","428,000,000","351,000,000"
TotalEquityGrossMinorityInterest,"29,485,000,000","31,118,000,000","36,006,000,000","37,882,000,000","51,698,000,000","14,127,000,000","11,847,000,000","16,347,000,000","14,424,000,000","14,983,000,000","15,236,000,000","13,638,000,000","15,867,000,000","15,638,000,000","14,785,000,000","12,208,000,000","10,562,000,000","9,991,000,000","11,208,000,000","10,202,000,000","9,786,000,000","8,756,000,000","9,075,000,000","9,180,000,000","8,645,000,000","7,576,000,000","7,219,000,000","6,570,000,000","5,822,000,000","5,704,000,000","5,940,000,000","6,020,000,000","5,795,000,000","5,418,000,000","5,084,000,000","4,948,000,000","4,755,000,000"
	StockholdersEquity,"29,430,000,000","31,061,000,000","35,946,000,000","37,822,000,000","51,598,000,000","14,031,000,000","11,741,000,000","16,177,000,000","14,266,000,000","14,852,000,000","15,154,000,000","13,623,000,000","15,956,000,000","15,713,000,000","14,843,000,000","12,241,000,000","10,562,000,000","9,991,000,000","11,208,000,000","10,202,000,000","9,786,000,000","8,756,000,000","9,075,000,000","9,180,000,000","8,645,000,000","7,576,000,000","7,219,000,000","6,570,000,000","5,822,000,000","5,704,000,000","5,940,000,000","6,020,000,000","5,795,000,000","5,418,000,000","5,084,000,000","4,948,000,000","4,755,000,000"
		CapitalStock,"292,000,000","292,000,000","292,000,000","292,000,000","292,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","219,000,000",,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,
			CommonStock,"292,000,000","292,000,000","292,000,000","292,000,000","292,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","221,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","220,000,000","219,000,000",,,,,,,,,,,,
		AdditionalPaidInCapital,"45,684,000,000","45,165,000,000","44,361,000,000","44,325,000,000","43,709,000,000","2,081,000,000","1,898,000,000","1,725,000,000","1,459,000,000","1,507,000,000","1,922,000,000","2,694,000,000","3,114,000,000","3,682,000,000","3,768,000,000","2,757,000,000","2,722,000,000","2,498,000,000","2,457,000,000","2,491,000,000","2,477,000,000","2,491,000,000","2,403,000,000","2,002,000,000","1,533,000,000",,,,,,,,,,,,
		RetainedEarnings,"28,766,000,000","25,503,000,000","23,820,000,000","21,281,000,000","34,474,000,000","34,065,000,000","31,160,000,000","33,513,000,000","31,613,000,000","32,541,000,000","32,952,000,000","32,733,000,000","33,069,000,000","31,636,000,000","30,760,000,000","22,549,000,000","19,762,000,000","19,845,000,000","20,464,000,000","19,651,000,000","19,439,000,000","18,503,000,000","18,958,000,000","17,782,000,000","15,000,000,000","12,540,000,000","10,950,000,000","9,260,000,000","7,917,000,000","7,600,000,000","7,243,000,000","6,769,000,000","6,235,000,000","5,428,000,000","4,796,000,000","5,207,000,000","4,594,000,000"
		TreasuryStock,"43,766,000,000","38,618,000,000","31,259,000,000","26,237,000,000","25,357,000,000","19,574,000,000","19,249,000,000","16,779,000,000","16,559,000,000","16,992,000,000","17,800,000,000","18,823,000,000","17,402,000,000","17,454,000,000","17,364,000,000","10,566,000,000","10,584,000,000","10,927,000,000","11,168,000,000","11,311,000,000","11,440,000,000","11,502,000,000","11,389,000,000","9,720,000,000","7,291,000,000",,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,546,000,000","-1,281,000,000","-1,268,000,000","-1,839,000,000","-1,520,000,000","-2,762,000,000","-2,289,000,000","-2,503,000,000","-2,468,000,000","-2,425,000,000","-2,141,000,000","-3,202,000,000","-3,045,000,000","-2,371,000,000","-2,541,000,000","-2,719,000,000","-1,558,000,000","-1,645,000,000","-765,000,000","-849,000,000","-908,000,000","-956,000,000","-1,117,000,000","-1,103,000,000","-816,000,000",,,,,,,,,,,,
			MinimumPensionLiabilities,"-738,000,000","-623,000,000","-768,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,"-812,000,000","-890,000,000","-680,000,000",,,,,,,,,,,,,,"-325,000,000","-424,000,000","-553,000,000","-283,000,000","-491,000,000","-724,000,000",,"-1,103,000,000","-816,000,000",,,,,,,,,,,,
			OtherEquityAdjustments,"4,000,000","232,000,000","180,000,000","-1,839,000,000","-1,520,000,000","-2,762,000,000","-2,289,000,000","-2,503,000,000","-2,468,000,000","-2,425,000,000","-2,141,000,000","-3,202,000,000","-3,045,000,000",,,,"-1,233,000,000","-1,221,000,000","-212,000,000","-566,000,000","-417,000,000","-232,000,000",,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,"-71,000,000",,,,,"-2,000,000",,,"-1,000,000",,"-4,964,000,000","-3,731,000,000","-2,690,000,000","-2,095,000,000","-1,896,000,000","-1,303,000,000","-749,000,000","-440,000,000","-10,000,000","288,000,000","-259,000,000","161,000,000"
	MinorityInterest,"55,000,000","57,000,000","60,000,000","60,000,000","100,000,000","96,000,000","106,000,000","170,000,000","158,000,000","131,000,000","82,000,000","15,000,000","-89,000,000","-75,000,000","-58,000,000","-33,000,000",,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"66,083,000,000","66,117,000,000","75,551,000,000","86,158,000,000","94,985,000,000","19,677,000,000","18,716,000,000","21,893,000,000","20,816,000,000","22,094,000,000","23,135,000,000","20,191,000,000","21,332,000,000","21,041,000,000","20,973,000,000","18,826,000,000","14,943,000,000","17,239,000,000","19,572,000,000","18,665,000,000","18,308,000,000","15,017,000,000","15,312,000,000","10,516,000,000","9,987,000,000","8,940,000,000","8,498,000,000","7,536,000,000","6,457,000,000","6,348,000,000","6,528,000,000","6,196,000,000","5,930,000,000","5,649,000,000","5,321,000,000","5,232,000,000","5,034,000,000"
CommonStockEquity,"29,430,000,000","31,061,000,000","35,946,000,000","37,822,000,000","51,598,000,000","14,031,000,000","11,741,000,000","16,177,000,000","14,266,000,000","14,852,000,000","15,154,000,000","13,623,000,000","15,956,000,000","15,713,000,000","14,843,000,000","12,241,000,000","10,562,000,000","9,991,000,000","11,208,000,000","10,202,000,000","9,786,000,000","8,756,000,000","9,075,000,000","9,180,000,000","8,645,000,000","7,576,000,000","7,219,000,000","6,570,000,000","5,822,000,000","5,704,000,000","5,940,000,000","6,020,000,000","5,795,000,000","5,418,000,000","5,084,000,000","4,948,000,000","4,755,000,000"
CapitalLeaseObligations,"1,692,000,000","1,397,000,000","1,043,000,000","997,000,000","805,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-19,224,000,000","-26,443,000,000","-27,331,000,000","-36,174,000,000","-34,859,000,000","6,402,000,000","3,668,000,000","7,917,000,000","5,966,000,000","6,072,000,000","5,740,000,000","-2,790,000,000","7,246,000,000","7,110,000,000","6,760,000,000","6,263,000,000","4,234,000,000","3,310,000,000","4,464,000,000","3,037,000,000","3,218,000,000","2,016,000,000","1,872,000,000","7,360,000,000","7,143,000,000","5,989,000,000","5,594,000,000","5,062,000,000","4,603,000,000","4,765,000,000","5,749,000,000","5,867,000,000","5,625,000,000","5,226,000,000","4,860,000,000","4,720,000,000","4,546,000,000"
WorkingCapital,"9,508,000,000","5,383,000,000","11,394,000,000","11,112,000,000","11,050,000,000","7,062,000,000","5,291,000,000","4,863,000,000","2,398,000,000","6,147,000,000","6,476,000,000","1,242,000,000","7,538,000,000","6,534,000,000","7,645,000,000","7,987,000,000","1,704,000,000","3,806,000,000","5,393,000,000","4,958,000,000","4,536,000,000","1,573,000,000","2,140,000,000","4,192,000,000","3,730,000,000","2,991,000,000","2,704,000,000","2,478,000,000","2,212,000,000","2,436,000,000","3,505,000,000","3,321,000,000","2,815,000,000","2,849,000,000","2,893,000,000","2,809,000,000","2,877,000,000"
InvestedCapital,"69,202,000,000","70,381,000,000","80,499,000,000","88,498,000,000","98,331,000,000","21,380,000,000","19,703,000,000","22,885,000,000","20,955,000,000","22,684,000,000","23,494,000,000","21,017,000,000","21,447,000,000","21,158,000,000","21,204,000,000","18,980,000,000","16,834,000,000","17,426,000,000","19,803,000,000","20,548,000,000","18,540,000,000","16,396,000,000","15,486,000,000","10,678,000,000","10,419,000,000","9,422,000,000","9,041,000,000","8,049,000,000","7,032,000,000","7,073,000,000","6,705,000,000","6,571,000,000","6,483,000,000","6,046,000,000","5,602,000,000","5,911,000,000","5,449,000,000"
TangibleBookValue,"-19,224,000,000","-26,443,000,000","-27,331,000,000","-36,174,000,000","-34,859,000,000","6,402,000,000","3,668,000,000","7,917,000,000","5,966,000,000","6,072,000,000","5,740,000,000","-2,790,000,000","7,246,000,000","7,110,000,000","6,760,000,000","6,263,000,000","4,234,000,000","3,310,000,000","4,464,000,000","3,037,000,000","3,218,000,000","2,016,000,000","1,872,000,000","7,360,000,000","7,143,000,000","5,989,000,000","5,594,000,000","5,062,000,000","4,603,000,000","4,765,000,000","5,749,000,000","5,867,000,000","5,625,000,000","5,226,000,000","4,860,000,000","4,720,000,000","4,546,000,000"
TotalDebt,"41,464,000,000","40,717,000,000","45,596,000,000","51,673,000,000","47,538,000,000","7,349,000,000","7,962,000,000","6,708,000,000","6,689,000,000","7,832,000,000","8,340,000,000","7,394,000,000","5,491,000,000","5,445,000,000","6,361,000,000","6,739,000,000","6,272,000,000","7,435,000,000","8,595,000,000","10,346,000,000","8,754,000,000","7,640,000,000","6,411,000,000","1,498,000,000","1,774,000,000","1,846,000,000","1,822,000,000","1,479,000,000","1,210,000,000","1,369,000,000","765,000,000","551,000,000","688,000,000","628,000,000","518,000,000","963,000,000","694,000,000"
NetDebt,"28,308,000,000","30,197,000,000","30,574,000,000","36,130,000,000","34,387,000,000","438,000,000","2,541,000,000","2,471,000,000","4,304,000,000","2,261,000,000","4,754,000,000","5,738,000,000",,"412,000,000",,,"4,471,000,000","5,417,000,000","5,545,000,000","6,666,000,000","6,205,000,000","5,273,000,000","911,000,000",,,,"366,000,000",,,,,,,"32,000,000","8,000,000",,
ShareIssued,"2,923,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,200,000,000","2,206,882,704","1,974,000,000","1,962,000,000","1,957,000,000","1,947,000,000","1,939,982,893","1,936,828,964","1,935,620,906","1,953,535,109","1,980,806,000","1,988,766,000","1,986,368,000","2,001,378,000","2,020,928,000","2,029,144,000","2,047,624,000","2,071,936,000","2,078,068,000","2,095,276,000","2,101,356,000","2,083,164,000","2,139,656,000"
OrdinarySharesNumber,"2,021,000,000","2,075,000,000","2,153,000,000","2,221,000,000","2,228,000,000","1,624,000,000","1,625,000,000","1,664,000,000","1,661,000,000","1,653,000,000","1,641,000,000","1,630,000,000","1,685,000,000","1,699,000,000","1,709,000,000","1,980,882,704","1,974,000,000","1,962,000,000","1,957,000,000","1,947,000,000","1,939,982,893","1,936,828,964","1,935,620,906","1,953,535,109","1,980,806,000","1,988,766,000","1,986,368,000","2,001,378,000","2,020,928,000","2,029,144,000","2,047,624,000","2,071,936,000","2,078,068,000","2,095,276,000","2,101,356,000","2,083,164,000","2,139,656,000"
PreferredSharesNumber,"3,484","3,484","3,484","3,568","3,568","3,590","4,070","4,129","4,161","4,212","4,369","5,117","5,268","5,269","5,515","5,668",,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"902,000,000","825,000,000","747,000,000","679,000,000","672,000,000","576,000,000","575,000,000","536,000,000","539,000,000","547,000,000","559,000,000","570,000,000","515,000,000","501,000,000","491,000,000","226,000,000",,,,,,,,,,,,,,,,,,,,,
