name,ttm,12/31/2023,12/31/2022,12/31/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996
OperatingCashFlow,"-92,800,000","-110,900,000","-106,300,000","18,600,000","60,700,000","83,700,000","115,900,000","106,200,000","166,300,000","140,500,000","190,200,000","173,900,000","141,804,000","130,830,000","155,086,000","84,042,000","103,736,000","-25,851,000","-28,027,000","-23,304,000","-30,880,000","-46,540,000","-16,312,043","-3,775,307","17,163,535","-14,100,000","-7,000,000","-6,600,000","1,400,000"
	CashFlowFromContinuingOperatingActivities,"-92,800,000","-110,900,000","-106,300,000","18,600,000","60,700,000","83,700,000","115,900,000","106,200,000","166,300,000","140,500,000","190,200,000","173,900,000","141,804,000","130,830,000","155,086,000","84,042,000","103,736,000","-25,851,000","-28,027,000","-23,304,000","-30,880,000","-46,540,000","-16,312,043","-3,775,307","17,163,535","-14,100,000","-7,000,000","-6,600,000","1,400,000"
		NetIncomeFromContinuingOperations,"-155,200,000","-263,300,000","-112,000,000","-27,200,000","-199,500,000","4,600,000","133,300,000","17,400,000","117,200,000","80,200,000","176,200,000","147,200,000","112,151,000","100,710,000","152,303,000","84,615,000","47,845,000","-34,962,000","-38,189,000","-39,978,000","-40,620,000","-24,825,000","-13,989,370","-7,174,493","-8,722,102","-10,000,000","-9,800,000","-9,200,000","-5,900,000"
		OperatingGainsLosses,,"1,500,000",,"-162,000,000","-1,000,000","-900,000","-200,000","1,000,000","-900,000","500,000","900,000","-200,000","-372,000","-3,000","99,000","2,492,000","3,337,000","-653,000","12,000","4,506,000","2,030,000","352,000","464,405","415,134","502,086",,"100,000","100,000","100,000"
			GainLossOnSaleOfBusiness,,"0","0","-162,000,000","-1,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"1,500,000",,,,,,,,,,"-200,000","-566,000","-3,000","-397,000","1,986,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"60,000,000","61,900,000","52,700,000","62,800,000","72,000,000","73,000,000","54,400,000","48,300,000","26,800,000","25,000,000","13,800,000","8,900,000","9,069,000","7,219,000","7,084,000","9,449,000","8,781,000","7,544,000","6,855,000","6,092,000","5,766,000","5,275,000","4,496,146","3,728,563","3,284,734","3,200,000","3,300,000","2,500,000","1,600,000"
			DepreciationAndAmortization,"60,000,000","61,900,000","52,700,000","62,800,000","72,000,000","73,000,000","54,400,000","48,300,000","26,800,000","25,000,000","13,800,000","8,900,000","9,069,000","7,219,000","7,084,000","9,449,000","8,781,000","7,544,000","6,855,000","6,092,000","5,766,000","5,275,000","4,496,146","3,728,563","3,284,734","3,200,000","3,300,000","2,500,000","1,600,000"
		DeferredTax,"-2,900,000","-600,000","-31,900,000","-34,700,000","-54,100,000","13,100,000","-23,800,000","2,000,000","10,800,000","1,700,000","7,400,000","8,100,000","34,185,000","53,008,000","-18,253,000","0",,,,,,,,,,,,,
