name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991
OperatingCashFlow,"7,479,000,000","6,768,000,000","7,403,000,000","7,952,000,000","8,441,000,000","8,020,000,000","8,421,000,000","6,918,000,000","6,497,000,000","2,569,000,000","5,176,000,000","7,222,000,000","4,375,000,000","6,250,000,000","6,797,000,000","7,841,000,000","7,205,000,000","6,166,977,500","4,355,838,940","5,956,890,000","4,941,971,440","4,851,840,000","3,060,000,000","4,609,076,310","1,852,000,000","510,000,000","410,000,000","615,000,000","849,000,000","1,252,000,000","2,449,028,794","1,053,000,000","927,000,000","657,000,000","615,000,000"
InvestingCashFlow,"398,000,000","-1,595,000,000","-8,772,000,000","-1,777,000,000","2,161,000,000","-5,354,000,000","-1,553,000,000","-1,443,000,000","-1,269,000,000","6,037,000,000","-1,078,000,000","524,000,000","-2,631,000,000","-112,000,000","-1,868,000,000","-4,013,000,000","-1,149,000,000","-3,011,885,250","-1,520,511,390","-1,659,792,960","-919,679,040","-938,560,000","-1,088,000,000","-2,441,151,810","-484,000,000","-896,000,000","-830,000,000","-657,000,000","-104,000,000","-4,793,000,000","-4,743,898,318","-1,363,000,000","-858,000,000","-372,000,000","-851,000,000"
FinancingCashFlow,"-7,998,000,000","-5,641,000,000","823,000,000","-7,589,000,000","-10,132,000,000","-1,840,000,000","-6,389,000,000","-6,380,000,000","-6,392,000,000","-7,103,000,000","-5,385,000,000","-6,273,000,000","-3,351,000,000","-6,232,000,000","-5,571,000,000","-2,774,000,000","-4,908,000,000","-1,742,688,000","-4,790,708,260","-2,913,355,080","-3,405,523,520","-3,940,160,000","-1,567,000,000","-2,781,137,430","-546,000,000","350,000,000","339,000,000","-59,000,000","-658,000,000","3,656,000,000","2,184,728,848","39,000,000","96,000,000","-466,000,000","473,000,000"
EndCashPosition,"2,917,000,000","2,858,000,000","3,425,000,000","3,819,000,000","5,262,000,000","4,831,000,000","4,087,000,000","3,600,000,000","4,605,000,000","5,486,000,000","4,028,000,000","5,231,000,000","3,906,000,000","5,605,000,000","5,807,000,000","6,368,000,000","5,472,000,000","3,224,174,500","1,761,424,910","3,971,066,280","2,353,940,400","960,960,000","-234,000,000","717,823,890","1,311,000,000","161,000,000","568,000,000","481,000,000","-1,285,000,000","-2,771,000,000","0","188,000,000","441,000,000","308,000,000","417,000,000"
	ChangesInCash,"-121,000,000","-468,000,000","-546,000,000","-1,414,000,000","470,000,000","826,000,000","479,000,000","-905,000,000","-1,164,000,000","1,503,000,000","-1,287,000,000","1,473,000,000","-1,607,000,000","-94,000,000","-642,000,000","1,054,000,000","1,148,000,000","1,412,404,250","-1,955,380,710","1,383,741,960","616,768,880","-26,880,000","405,000,000","-613,212,930","822,000,000","-36,000,000","-81,000,000","-101,000,000","87,000,000","115,000,000","-110,140,676","-271,000,000","165,000,000","-181,000,000","237,000,000"
	EffectOfExchangeRateChanges,"-38,000,000","-99,000,000","152,000,000","-29,000,000","-39,000,000","-82,000,000","8,000,000","-100,000,000","283,000,000","-45,000,000","84,000,000","-148,000,000","-92,000,000","-108,000,000","81,000,000","-158,000,000","1,103,000,000","47,903,750","-253,673,770","233,045,160","-92,802,080",,"-146,000,000",,"-23,000,000","10,000,000","-30,000,000","-1,000,000","177,000,000","4,000,000","-3,014,112","18,000,000","-32,000,000","72,000,000","-9,000,000"
	BeginningCashPosition,"3,038,000,000","3,425,000,000","3,819,000,000","5,262,000,000","4,831,000,000","4,087,000,000","3,600,000,000","4,605,000,000","5,486,000,000","4,028,000,000","5,231,000,000","3,906,000,000","5,605,000,000","5,807,000,000","6,368,000,000","5,472,000,000","3,221,000,000","1,763,866,500","3,970,989,800","2,354,279,160","1,829,973,600","987,840,000","659,000,000","1,331,036,820","512,000,000","187,000,000","679,000,000","583,000,000","-1,549,000,000","-2,890,000,000","188,256,412","441,000,000","308,000,000","417,000,000","189,000,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,"-510,410",,,,"-1,152,000,000",,,,,,,,"-75,101,624",,,,
CapitalExpenditure,"-2,285,000,000","-2,344,000,000","-2,258,000,000","-2,654,000,000","-1,945,000,000","-2,163,000,000","-1,796,000,000","-2,202,000,000","-2,352,000,000","-1,901,000,000","-1,751,000,000","-1,701,000,000","-1,520,000,000","-1,328,000,000","-1,635,000,000","-1,873,000,000","-2,069,000,000","-2,145,079,500","-1,589,416,740","-1,180,917,120","-1,042,720,000","-868,000,000","-1,226,000,000","-1,117,685,520","-1,103,000,000","-597,000,000","-475,000,000","-415,000,000","-401,000,000","-684,000,000","-485,586,002","-575,000,000","-608,000,000","-594,000,000","-606,000,000"
IssuanceOfCapitalStock,"20,000,000","10,000,000","25,000,000","21,000,000","29,000,000","51,000,000","74,000,000","56,000,000","89,000,000","73,000,000","167,000,000","585,000,000","414,000,000","295,000,000","79,000,000","56,000,000","71,000,000","533,496,500","467,025,150","319,638,000","65,170,000","40,880,000","56,000,000","144,528,300","185,000,000","104,000,000","284,000,000","188,000,000","215,000,000","106,000,000","44,081,388","51,000,000","69,000,000","24,000,000","20,000,000"
IssuanceOfDebt,,"223,000,000","2,046,000,000","301,000,000","3,298,000,000","7,889,000,000","10,219,000,000","2,233,000,000","148,000,000","0","1,960,000,000","1,913,000,000","6,173,000,000","45,000,000","6,000,000","2,004,000,000","5,798,000,000",,,,,,"1,094,000,000",,"25,000,000","260,000,000","122,000,000","257,000,000","382,000,000","10,840,000,000",,"1,638,000,000","1,902,000,000","1,071,000,000","2,312,000,000"
RepaymentOfDebt,"-2,652,000,000","-2,593,000,000","-6,668,000,000","-2,304,000,000","-7,332,000,000","-4,160,000,000","-2,067,000,000","-3,200,000,000","-919,000,000","-2,412,000,000","-1,709,000,000","-1,872,000,000","-2,559,000,000","-8,000,000","-1,296,000,000","-796,000,000","-3,382,000,000",,,,,,"-631,000,000",,"-756,000,000","-9,000,000","-63,000,000","-504,000,000","-1,255,000,000","-7,290,000,000",,"-1,650,000,000","-1,875,000,000","-1,561,000,000","-1,859,000,000"
RepurchaseOfCapitalStock,,,,,,"0","0","-65,000,000","-74,000,000","-99,000,000","-333,000,000","-1,549,000,000","-2,530,000,000","-2,227,000,000","-16,000,000","-57,000,000","-3,725,000,000","-3,754,645,500","-1,347,482,400","-999,014,040","-999,447,120","-978,880,000","-2,220,000,000","-1,735,027,830",,,,,,,,,,,
FreeCashFlow,"5,194,000,000","4,424,000,000","5,145,000,000","5,298,000,000","6,496,000,000","5,857,000,000","6,625,000,000","4,716,000,000","4,145,000,000","668,000,000","3,425,000,000","5,521,000,000","2,855,000,000","4,922,000,000","5,162,000,000","5,968,000,000","5,136,000,000","4,021,898,000","2,766,422,200","4,775,972,880","3,899,251,440","3,983,840,000","1,834,000,000","3,491,390,790","749,000,000","-87,000,000","-65,000,000","200,000,000","448,000,000","568,000,000","1,963,442,792","478,000,000","319,000,000","63,000,000","9,000,000"
