name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1986,12/31/1985
		DeferredTax,"-478,000,000","-499,000,000","-230,000,000","-161,000,000","-88,000,000","-310,000,000","-263,000,000","211,000,000","-302,000,000","-50,000,000","-117,000,000","-185,000,000","-17,000,000","172,000,000","76,000,000","267,000,000","280,000,000","126,000,000","8,000,000","201,000,000","-141,000,000","106,000,000","72,000,000","116,000,000","-171,000,000","92,000,000","-56,000,000","3,000,000","74,000,000","-17,000,000","30,000,000","-172,000,000","32,000,000","66,000,000","-130,000,000","9,000,000",,,
			DeferredIncomeTax,"-478,000,000","-499,000,000","-230,000,000","-161,000,000","-88,000,000","-310,000,000","-263,000,000","211,000,000","-302,000,000","-50,000,000","-117,000,000","-185,000,000","-17,000,000","172,000,000","76,000,000","267,000,000","280,000,000","126,000,000","8,000,000","201,000,000","-141,000,000","106,000,000","72,000,000","116,000,000","-171,000,000","92,000,000","-56,000,000","3,000,000","74,000,000","-17,000,000","30,000,000","-172,000,000","32,000,000","66,000,000","-130,000,000","9,000,000",,,
		AssetImpairmentCharge,"717,000,000","547,000,000","3,165,000,000","11,000,000","17,000,000","31,000,000","0","0",,,,"0","0","182,000,000","140,000,000","54,000,000","31,000,000","70,000,000",,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"124,000,000","133,000,000","153,000,000","146,000,000","130,000,000","122,000,000","115,000,000","107,000,000","115,000,000","126,000,000","126,000,000","122,000,000","130,000,000","119,000,000","120,000,000","140,000,000","146,000,000","136,000,000",,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,"0","0","-39,000,000","-7,000,000","-15,000,000","-21,000,000","-24,000,000","-21,000,000","-41,000,000","-96,000,000","-112,000,000","0",,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"70,000,000","77,000,000","-20,000,000","81,000,000","-87,000,000","115,000,000","56,000,000","38,000,000","-3,856,000,000","144,000,000","106,000,000","93,000,000","108,000,000","224,000,000","964,000,000","1,000,000","59,000,000","-5,000,000","94,000,000",,,,,,"-2,000,000",,,,,,,"24,000,000","-32,000,000","8,000,000","14,000,000","4,000,000",,,
		ChangeInWorkingCapital,"-322,000,000","268,000,000","-941,000,000","-57,000,000","-272,000,000","-425,000,000","-248,000,000","-110,000,000","-176,000,000","-339,000,000","-414,000,000","22,000,000","-606,000,000","-1,040,000,000","-368,000,000","-416,000,000","-670,000,000","-427,000,000","-1,000,000","-311,000,000","-449,000,000","-486,000,000","-548,000,000","-493,000,000","-35,000,000","-299,000,000","-121,000,000","-400,000,000","-305,000,000","-289,000,000","159,000,000","-221,000,000","-367,000,000","-356,000,000","-70,000,000","-64,000,000",,,
			ChangeInReceivables,"-191,000,000","-66,000,000","-125,000,000","-170,000,000","-119,000,000","-52,000,000","-12,000,000","30,000,000","15,000,000","-4,000,000","-93,000,000","16,000,000","-41,000,000","-229,000,000","-122,000,000","-167,000,000","-98,000,000","-278,000,000","-16,000,000","178,000,000","-189,000,000","4,000,000","-276,000,000","-114,000,000","58,000,000","-103,000,000","-153,000,000","-59,000,000","-258,000,000","-106,000,000","-5,000,000","-42,000,000","-171,000,000","-214,000,000","-60,000,000","-61,000,000",,,
				ChangesInAccountReceivables,"-191,000,000","-66,000,000","-125,000,000","-170,000,000","-119,000,000","-52,000,000","-12,000,000","30,000,000",,,"-125,000,000",,"-41,000,000","-229,000,000","-122,000,000","-167,000,000","-98,000,000","-278,000,000",,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-134,000,000","-114,000,000","-367,000,000","-27,000,000","-162,000,000","4,000,000","-197,000,000","76,000,000","80,000,000","-118,000,000","-143,000,000","-49,000,000","-129,000,000","-315,000,000","20,000,000","-60,000,000","-163,000,000","-211,000,000","-35,000,000","88,000,000","33,000,000","-151,000,000","-269,000,000","-177,000,000","-113,000,000","17,000,000","-79,000,000","-112,000,000","59,000,000","-90,000,000","112,000,000","-167,000,000","-139,000,000","-94,000,000","-24,000,000","-42,000,000",,,
			ChangeInPrepaidAssets,"-45,000,000","-40,000,000","-49,000,000","-35,000,000","-37,000,000","-31,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"101,000,000","519,000,000","-294,000,000","312,000,000","143,000,000","-219,000,000","60,000,000","11,000,000","-197,000,000","236,000,000","-37,000,000","175,000,000","40,000,000","98,000,000","26,000,000","-85,000,000","-239,000,000","1,000,000","1,000,000","-325,000,000","-246,000,000","-152,000,000","37,000,000","-84,000,000","65,000,000","30,000,000","165,000,000","83,000,000","79,000,000","-17,000,000","54,000,000","61,000,000","63,000,000","161,000,000","188,000,000","66,000,000",,,
				ChangeInPayable,"14,000,000","107,000,000","-73,000,000","105,000,000","57,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"14,000,000","107,000,000","-73,000,000","105,000,000","57,000,000","-23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"87,000,000","412,000,000","-221,000,000","207,000,000","86,000,000","-196,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,"-195,000,000","-187,000,000","-40,000,000","-118,000,000","-45,000,000","-243,000,000","-54,000,000","-312,000,000","-250,000,000","-40,000,000","-48,000,000","-73,000,000","-120,000,000","-209,000,000","-174,000,000","-27,000,000",,,
			ChangeInOtherWorkingCapital,"-53,000,000","-31,000,000","-106,000,000","-137,000,000","-97,000,000","-127,000,000","-99,000,000","-227,000,000","-74,000,000","-453,000,000","-141,000,000","-120,000,000","-476,000,000","-594,000,000","-292,000,000","-104,000,000","-170,000,000","61,000,000","49,000,000","-252,000,000","-47,000,000",,,,,,"-39,000,000","-108,000,000","65,000,000","-36,000,000","46,000,000",,,,,,,,
	CashFromDiscontinuedOperatingActivities,"-26,000,000","24,000,000","180,000,000","196,000,000","-2,000,000","-6,000,000","0","-16,000,000","30,000,000","518,000,000","2,061,000,000","1,909,000,000",,,,,,,,,"8,000,000","1,000,000","-58,000,000","-95,000,000","-83,000,000","106,000,000","102,000,000","86,000,000","93,000,000","763,000,000",,,"21,000,000",,,,,,
InvestingCashFlow,"3,299,000,000","3,213,000,000","-931,000,000","-11,200,000,000","-1,179,000,000","-1,100,000,000","-916,000,000","-1,292,000,000","-715,000,000","-1,807,000,000","-1,542,000,000","-5,362,000,000","-1,569,000,000","-1,427,000,000","-1,264,000,000","-1,146,000,000","-993,000,000","-305,000,000","-342,000,000","-367,000,000","-552,000,000","-886,000,000","-1,306,000,000","-1,529,000,000","-1,015,000,000","-735,000,000","-872,000,000","-1,083,000,000","-707,000,000","-352,000,000","-405,000,000","-655,000,000","-726,000,000","-725,000,000","-214,000,000","-240,000,000","0","0","0"
	CashFlowFromContinuingInvestingActivities,"-603,000,000","-672,000,000","-872,000,000","-11,148,000,000","-1,179,000,000","-1,100,000,000","-916,000,000","-1,292,000,000","-730,000,000","-861,000,000","-921,000,000","-4,348,000,000","-1,569,000,000","-1,427,000,000","-1,264,000,000","-1,146,000,000","-993,000,000","-305,000,000","-342,000,000","-367,000,000","-552,000,000","-886,000,000","-1,306,000,000","-1,529,000,000","-1,015,000,000","-735,000,000","-872,000,000","-1,083,000,000","-707,000,000","-352,000,000","-405,000,000","-655,000,000","-726,000,000","-725,000,000","-214,000,000","-240,000,000",,,
		CapitalExpenditureReported,"-656,000,000","-692,000,000","-620,000,000","-691,000,000","-709,000,000","-696,000,000","-659,000,000","-616,000,000","-719,000,000","-911,000,000","-925,000,000","-706,000,000","-1,161,000,000","-960,000,000","-963,000,000","-1,014,000,000","-954,000,000","-692,000,000",,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,"-692,000,000","-526,000,000","-444,000,000","-558,000,000","-702,000,000","-814,000,000","-724,000,000","-685,000,000","-556,000,000","-553,000,000","-454,000,000","-398,000,000","-308,000,000","-343,000,000","-446,000,000","-498,000,000","-495,000,000","-89,000,000","-76,000,000",,,
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,"-692,000,000","-526,000,000","-444,000,000","-558,000,000","-789,000,000","-848,000,000","-759,000,000","-685,000,000","-631,000,000","-556,000,000","-454,000,000","-398,000,000","-399,000,000","-502,000,000","-516,000,000","-537,000,000","-532,000,000","-367,000,000","-331,000,000",,,
			SaleOfPPE,,,,,,,,,,,,,,,,,,,,,,"87,000,000","34,000,000","35,000,000",,"75,000,000","3,000,000",,,"91,000,000","159,000,000","70,000,000","39,000,000","37,000,000","278,000,000","255,000,000",,,
		NetBusinessPurchaseAndSale,,"-6,000,000","-263,000,000","-10,502,000,000","-494,000,000","-418,000,000","-268,000,000","-686,000,000","-11,000,000","50,000,000","4,000,000","-3,642,000,000","-408,000,000","-467,000,000","-301,000,000","-156,000,000","-99,000,000","-112,000,000","184,000,000","-47,000,000","-20,000,000","-184,000,000","-492,000,000","-805,000,000","-330,000,000","-179,000,000","-319,000,000","-606,000,000","-294,000,000","-44,000,000","-62,000,000",,,,,,,,
			PurchaseOfBusiness,,"-6,000,000","-263,000,000","-10,502,000,000","-494,000,000","-418,000,000","-268,000,000","-686,000,000","-48,000,000","-34,000,000","-95,000,000","-3,673,000,000","-515,000,000","-590,000,000","-319,000,000","-156,000,000","-99,000,000","-112,000,000",,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,"11,000,000","10,000,000","37,000,000","84,000,000","99,000,000","31,000,000","107,000,000","123,000,000","18,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,"-48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,,,,,,,,,"-48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,"29,000,000","26,000,000","11,000,000","45,000,000","24,000,000","14,000,000","11,000,000","10,000,000","37,000,000","84,000,000","765,000,000","14,000,000","107,000,000","123,000,000","18,000,000","24,000,000","60,000,000","499,000,000","0","124,000,000","26,000,000","0","0","0","-60,000,000",,"0","-23,000,000","-15,000,000","0","0","-209,000,000","-228,000,000","-230,000,000","-125,000,000","-164,000,000",,,
	CashFromDiscontinuedInvestingActivities,"3,902,000,000","3,885,000,000","-59,000,000","-52,000,000",,,"0","0","15,000,000","-946,000,000","-621,000,000","-1,014,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
FinancingCashFlow,"-4,073,000,000","-3,489,000,000","-1,438,000,000","8,245,000,000","-345,000,000","498,000,000","-2,603,000,000","93,000,000","-324,000,000","-481,000,000","-1,402,000,000","1,645,000,000","-1,115,000,000","-1,137,000,000","-1,716,000,000","-1,012,000,000","-1,931,000,000","-1,971,000,000","-123,000,000","-1,447,000,000","-576,000,000","-751,000,000","670,000,000","469,000,000","-120,000,000","-445,000,000","173,000,000","265,000,000","216,000,000","-996,000,000","-930,000,000","340,000,000","-316,000,000","242,000,000","-602,000,000","-518,000,000",,,
	CashFlowFromContinuingFinancingActivities,"-4,073,000,000","-3,489,000,000","-1,438,000,000","8,245,000,000","-345,000,000","498,000,000","-2,603,000,000","93,000,000","-324,000,000","-481,000,000","-1,402,000,000","1,645,000,000","-1,115,000,000","-1,137,000,000","-1,716,000,000","-1,012,000,000","-1,931,000,000","-1,971,000,000","-123,000,000","-1,447,000,000","-576,000,000","-751,000,000","670,000,000","469,000,000","-120,000,000","-445,000,000","173,000,000","265,000,000","216,000,000","-996,000,000","-930,000,000","340,000,000","-316,000,000","242,000,000","-602,000,000","-518,000,000",,,
		NetIssuancePaymentsOfDebt,"-3,564,000,000","-2,933,000,000","-899,000,000","9,326,000,000","478,000,000","1,883,000,000","0","665,000,000","-56,000,000","2,393,000,000","-113,000,000","3,096,000,000","765,000,000","733,000,000","91,000,000","473,000,000","-79,000,000","-51,000,000","-543,000,000","-1,264,000,000","-378,000,000","-440,000,000","1,594,000,000","406,000,000","106,000,000","-269,000,000","386,000,000","471,000,000","610,000,000","-293,000,000","-774,000,000","690,000,000","303,000,000","498,000,000","-321,000,000","-376,000,000",,,
			NetLongTermDebtIssuance,"-3,316,000,000","-2,634,000,000","-954,000,000","9,080,000,000","704,000,000","1,661,000,000","0","665,000,000","244,000,000","2,968,000,000","-988,000,000","3,096,000,000","1,015,000,000","483,000,000","91,000,000","673,000,000","-279,000,000","-51,000,000",,,,,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,,"0","0","11,903,000,000","1,885,000,000","1,661,000,000","0","665,000,000","1,641,000,000","6,868,000,000","41,000,000","3,636,000,000","1,037,000,000","506,000,000","658,000,000","872,000,000","671,000,000","584,000,000",,,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-3,316,000,000","-2,634,000,000","-954,000,000","-2,823,000,000","-1,181,000,000","0","0","-1,000,000","-1,397,000,000","-3,900,000,000","-1,029,000,000","-540,000,000","-22,000,000","-23,000,000","-567,000,000","-199,000,000","-950,000,000","-635,000,000",,,,,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,"-248,000,000","-299,000,000","55,000,000","246,000,000","-226,000,000","222,000,000","0","0","-300,000,000","-575,000,000","875,000,000","0","-250,000,000","250,000,000","0","-200,000,000","200,000,000",,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,,"0","-32,000,000","-600,000,000","-500,000,000","-1,270,000,000","-2,452,000,000","-564,000,000","-292,000,000","0","-550,000,000","-913,000,000","-1,480,000,000","-1,583,000,000","-1,453,000,000","-1,216,000,000","-1,986,000,000","-1,855,000,000","784,000,000","176,000,000","163,000,000","35,000,000","-575,000,000","404,000,000","-142,000,000","162,000,000","118,000,000","110,000,000","-74,000,000","-397,000,000","130,000,000","-72,000,000","-375,000,000","-28,000,000","-65,000,000","58,000,000",,,
			CommonStockIssuance,,,,,,,,,,,,,,,,,"0","0","1,521,000,000","176,000,000","181,000,000","749,000,000","594,000,000","692,000,000","233,000,000","346,000,000","118,000,000","110,000,000","193,000,000","103,000,000","177,000,000","52,000,000","85,000,000","81,000,000","67,000,000","65,000,000",,,
			CommonStockPayments,,"0","-32,000,000","-600,000,000","-500,000,000","-1,270,000,000","-2,452,000,000","-564,000,000","-292,000,000","0","-550,000,000","-913,000,000","-1,480,000,000","-1,583,000,000","-1,453,000,000","-1,216,000,000","-1,986,000,000","-1,855,000,000","-737,000,000",,"-18,000,000","-714,000,000","-1,169,000,000","-288,000,000","-375,000,000","-184,000,000",,,"-267,000,000","-500,000,000","-47,000,000","-124,000,000","-460,000,000","-109,000,000","-132,000,000","-7,000,000",,,
		CashDividendsPaid,"-589,000,000","-586,000,000","-573,000,000","-530,000,000","-473,000,000","-423,000,000","-376,000,000","-315,000,000","-268,000,000","-910,000,000","-1,095,000,000","-1,023,000,000","-804,000,000","-709,000,000","-688,000,000","-632,000,000","-546,000,000","-704,000,000","-364,000,000","-359,000,000","-361,000,000","-346,000,000","-349,000,000","-341,000,000","-84,000,000","-338,000,000","-331,000,000","-316,000,000","-320,000,000","-306,000,000","-286,000,000","-278,000,000","-245,000,000","-231,000,000","-216,000,000","-201,000,000",,,
			CommonStockDividendPaid,"-589,000,000","-586,000,000","-573,000,000","-530,000,000","-473,000,000","-423,000,000","-376,000,000","-315,000,000","-268,000,000","-910,000,000","-1,095,000,000","-1,023,000,000","-804,000,000","-709,000,000","-688,000,000","-632,000,000","-546,000,000","-704,000,000",,,,,,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,"93,000,000","95,000,000","127,000,000","187,000,000","202,000,000","356,000,000","258,000,000","347,000,000","286,000,000","193,000,000","369,000,000","508,000,000","512,000,000","448,000,000","381,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-13,000,000","-65,000,000","-61,000,000","-138,000,000","-52,000,000","-48,000,000","-33,000,000","-40,000,000","6,000,000","-2,157,000,000","-13,000,000","-23,000,000","-108,000,000","-26,000,000","-47,000,000","363,000,000","680,000,000","639,000,000","0","0","0","0","0","0","0",,"0",,"0","0","0","0","1,000,000","3,000,000","0","1,000,000",,,
EndCashPosition,"2,126,000,000","3,198,000,000","1,722,000,000","2,956,000,000","3,736,000,000","3,335,000,000","1,838,000,000","3,403,000,000","2,801,000,000","2,213,000,000","2,925,000,000","2,733,000,000","3,270,000,000","2,905,000,000","2,685,000,000","2,786,000,000","2,131,000,000","2,539,000,000","2,485,000,000","841,000,000","1,109,000,000","927,000,000","1,169,000,000","582,000,000","579,000,000","606,000,000","709,000,000","465,000,000","761,000,000","476,000,000","471,000,000","479,000,000","0","0","0","0","0","0","0"
	ChangesInCash,"400,000,000","1,450,000,000","-1,158,000,000","-733,000,000","344,000,000","1,502,000,000","-1,502,000,000","515,000,000","615,000,000","-517,000,000","271,000,000","-519,000,000","422,000,000","253,000,000","23,000,000","751,000,000","-409,000,000","29,000,000","1,718,000,000","-264,000,000","252,000,000","-212,000,000","557,000,000","26,000,000","41,000,000","-97,000,000","240,000,000","-260,000,000","302,000,000","-12,000,000","-19,000,000","450,000,000","-279,000,000","286,000,000","-20,000,000","-140,000,000","0","0","0"
	EffectOfExchangeRateChanges,"-30,000,000","26,000,000","-76,000,000","-47,000,000","57,000,000","-5,000,000","-63,000,000","102,000,000","-27,000,000","-195,000,000","-79,000,000","-18,000,000","-57,000,000","-33,000,000","-124,000,000","-96,000,000","1,000,000","25,000,000","-74,000,000","-4,000,000","-68,000,000","-30,000,000","30,000,000","-23,000,000","-68,000,000","-6,000,000","4,000,000","-36,000,000","-17,000,000","20,000,000","11,000,000","-3,000,000","12,000,000","2,000,000","-7,000,000","6,000,000",,,
	BeginningCashPosition,"1,726,000,000","1,722,000,000","2,956,000,000","3,736,000,000","3,335,000,000","1,838,000,000","3,403,000,000","2,786,000,000","2,213,000,000","2,925,000,000","2,733,000,000","3,270,000,000","2,905,000,000","2,685,000,000","2,786,000,000","2,131,000,000","2,539,000,000","2,485,000,000","841,000,000","1,109,000,000","925,000,000","1,169,000,000","582,000,000","579,000,000","606,000,000","709,000,000","465,000,000","761,000,000","476,000,000","468,000,000","479,000,000","32,000,000","299,000,000","40,000,000","67,000,000","201,000,000","0","0","0"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-479,000,000","-32,000,000","-328,000,000","-40,000,000","-67,000,000",,,
IncomeTaxPaidSupplementalData,,,,,,"294,000,000","302,000,000","253,000,000","500,000,000","466,000,000","726,000,000","648,000,000","415,000,000","357,000,000","353,000,000","246,000,000","247,000,000","304,000,000",,,,,,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,,,,,,"103,000,000","94,000,000","80,000,000","99,000,000","178,000,000","208,000,000","200,000,000","135,000,000","88,000,000","112,000,000","113,000,000","159,000,000","119,000,000",,,,,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-660,000,000","-692,000,000","-620,000,000","-691,000,000","-709,000,000","-696,000,000","-659,000,000","-616,000,000","-719,000,000","-911,000,000","-925,000,000","-706,000,000","-1,161,000,000","-960,000,000","-963,000,000","-1,014,000,000","-954,000,000","-692,000,000","-526,000,000","-444,000,000","-558,000,000","-789,000,000","-848,000,000","-759,000,000","-685,000,000","-631,000,000","-556,000,000","-454,000,000","-398,000,000","-399,000,000","-502,000,000","-516,000,000","-537,000,000","-532,000,000","-367,000,000","-331,000,000",,,
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,"0","0","1,521,000,000","176,000,000","181,000,000","749,000,000","594,000,000","692,000,000","233,000,000","346,000,000","118,000,000","110,000,000","193,000,000","103,000,000","177,000,000","52,000,000","85,000,000","81,000,000","67,000,000","65,000,000",,,
IssuanceOfDebt,,"0","0","11,903,000,000","1,885,000,000","1,661,000,000","0","665,000,000","1,641,000,000","6,868,000,000","41,000,000","3,636,000,000","1,037,000,000","506,000,000","658,000,000","872,000,000","671,000,000","584,000,000",,,,,,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-3,265,000,000","-2,634,000,000","-954,000,000","-2,823,000,000","-1,181,000,000","0","0","-1,000,000","-1,397,000,000","-3,900,000,000","-1,029,000,000","-540,000,000","-22,000,000","-23,000,000","-567,000,000","-199,000,000","-950,000,000","-635,000,000",,,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,,"0","-32,000,000","-600,000,000","-500,000,000","-1,270,000,000","-2,452,000,000","-564,000,000","-292,000,000","0","-550,000,000","-913,000,000","-1,480,000,000","-1,583,000,000","-1,453,000,000","-1,216,000,000","-1,986,000,000","-1,855,000,000","-737,000,000",,"-18,000,000","-714,000,000","-1,169,000,000","-288,000,000","-375,000,000","-184,000,000",,,"-267,000,000","-500,000,000","-47,000,000","-124,000,000","-460,000,000","-109,000,000","-132,000,000","-7,000,000",,,
FreeCashFlow,"514,000,000","1,034,000,000","591,000,000","1,531,000,000","1,159,000,000","1,408,000,000","1,358,000,000","1,098,000,000","935,000,000","860,000,000","2,290,000,000","2,492,000,000","1,945,000,000","1,857,000,000","2,040,000,000","1,895,000,000","1,561,000,000","1,613,000,000","1,657,000,000","1,106,000,000","822,000,000","636,000,000","345,000,000","327,000,000","491,000,000","452,000,000","383,000,000","104,000,000","395,000,000","937,000,000","814,000,000","249,000,000","226,000,000","237,000,000","429,000,000","287,000,000","0","0","0"
ForeignSales,,,,,,,,,,"5,967,000,000","9,656,000,000","8,808,000,000","8,134,000,000",,"7,579,000,000","7,245,000,000","7,304,000,000","6,443,000,000","5,789,000,000","5,466,000,000","5,049,000,000","4,637,000,000","4,136,000,000","3,776,000,000","3,702,000,000",,"3,454,000,000",,"2,614,000,000","2,414,000,000","2,493,000,000",,,,,,,,
