name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
MarketCap,"837,873,172","824,497,463","410,832,837","254,641,279","127,842,017","120,688,666","336,151,698"
EnterpriseValue,"707,731,172","752,041,463","337,118,837","206,855,312","67,227,570","105,735,899","300,611,613"
PeRatio,,,,,,"4.803",
PsRatio,"47.234","42.51","26.731","21.972",,"8.583","84.775"
PbRatio,"13.359","17.198","4.325","3.49","1.958","6.174","12.068"
EnterprisesValueRevenueRatio,"47.691","41.057","24.446","19.932","90.894","12.237","76.014"
EnterprisesValueEBITDARatio,"-9.43","-10.736","-9.624","-7.334","-1.205","-2.423","-9.22"
