name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
			InventoriesAdjustmentsAllowances,"-121,000,000","-93,000,000","-78,000,000",,,,,,,,,,,"-12,273,000","-10,597,000",,,,,,,,,,
		PrepaidAssets,,,"295,000,000","152,000,000","105,000,000","78,000,000","91,000,000","78,000,000","54,297,000","29,844,000","22,811,000","32,700,000","29,196,000","36,922,000","17,515,000","14,154,000","12,640,000","2,769,000","959,000","999,000","716,000","495,000","237,000",,
		RestrictedCash,,,,,,,,,,,,,,,,,,,,"12,205,000","100,000","12,530,000","3,292,000",,
		CurrentDeferredAssets,,,,,,,,,"0","40,786,000","36,076,000","30,451,000","23,188,000","19,378,000","20,021,000","8,635,000","26,934,000",,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,"0","40,786,000","36,076,000","30,451,000","23,188,000","19,378,000","20,021,000","8,635,000","26,934,000",,,,,,,,
		OtherCurrentAssets,"234,000,000","285,000,000","295,000,000",,,,,,,,,,,,,,,,,,,,,"11,964,000","404,768"
	TotalNonCurrentAssets,"7,502,000,000","8,691,000,000","12,504,000,000","3,102,000,000","2,865,000,000","2,469,000,000","2,277,000,000","1,962,000,000","1,590,924,000","1,450,037,000","1,401,471,000","779,037,000","651,221,000","580,715,000","448,347,000","457,610,000","424,977,000","106,858,000","20,900,000","11,216,000","58,816,000","49,087,000","26,205,000","3,726,000","401,613"
		NetPPE,"1,551,000,000","1,744,000,000","1,696,000,000","1,454,000,000","1,444,000,000","1,075,000,000","931,000,000","713,000,000","342,694,000","265,264,000","202,666,000","166,167,000","143,483,000","129,874,000","117,188,000","89,436,000","46,274,000","25,634,000","16,131,000","8,574,000","45,777,000","48,279,000","25,972,000","3,289,000","291,314"
			GrossPPE,"2,689,000,000","2,706,000,000","2,492,000,000","2,132,000,000","2,012,000,000","1,596,000,000","1,347,000,000","1,040,000,000","609,437,000","480,001,000","380,167,000","319,571,000","280,165,000","231,378,000","191,342,000","141,611,000","77,378,000","45,780,000","30,509,000","19,625,000","56,331,000","54,631,000","27,801,000","3,724,000","296,286"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,"10,361,000","10,361,000",,,
				BuildingsAndImprovements,"44,000,000","44,000,000","44,000,000","44,000,000","44,000,000","285,000,000","155,000,000","9,000,000","7,670,000","7,670,000","7,670,000","0",,,,"26,637,000","4,531,000","1,760,000","819,000","347,000","29,479,000","29,477,000",,,
				MachineryFurnitureEquipment,"1,202,000,000","1,118,000,000","939,000,000","812,000,000","718,000,000","644,000,000","535,000,000","454,000,000","379,247,000","293,313,000","259,395,000","224,447,000","206,737,000","162,340,000","136,020,000","114,974,000","72,847,000","44,020,000","29,690,000","19,278,000","16,317,000","14,793,000","11,410,000",,
				OtherProperties,"544,000,000","653,000,000","672,000,000","532,000,000","555,000,000",,,,,,,,,,,,,,,,"174,000",,,,
				ConstructionInProgress,"96,000,000","132,000,000","113,000,000","99,000,000","73,000,000","100,000,000","326,000,000","307,000,000","44,501,000","35,421,000","8,531,000","7,390,000","10,022,000",,,,,,,,,,"16,391,000",,
				Leases,"803,000,000","759,000,000","724,000,000","645,000,000","622,000,000","567,000,000","331,000,000","270,000,000","178,019,000","143,597,000","104,571,000","87,734,000","63,406,000","69,038,000","55,322,000","26,637,000",,,,,,,,,
			AccumulatedDepreciation,"-1,138,000,000","-962,000,000","-796,000,000","-678,000,000","-568,000,000","-521,000,000","-416,000,000","-327,000,000","-266,743,000","-214,737,000","-177,501,000","-153,404,000","-136,682,000","-101,504,000","-74,154,000","-52,175,000","-31,104,000","-20,146,000","-14,378,000","-11,051,000","-10,554,000","-6,352,000","-1,829,000","-435,000","-4,972"
		GoodwillAndOtherIntangibleAssets,"5,538,000,000","6,524,000,000","10,363,000,000","1,039,000,000","969,000,000","1,016,000,000","946,000,000","1,018,000,000","1,026,250,000","1,039,404,000","1,054,234,000","499,523,000","428,328,000","348,230,000","257,240,000","261,207,000","286,850,000","13,440,000","4,769,000","2,642,000","848,000","786,000",,"38,000","75,733"
			Goodwill,"2,545,000,000","3,239,000,000","7,113,000,000","897,000,000","824,000,000","831,000,000","771,000,000","776,000,000","752,629,000","724,904,000","723,061,000","369,327,000","321,853,000","278,206,000","213,452,000","213,452,000","228,734,000","2,125,000","2,125,000",,,,,,
			OtherIntangibleAssets,"2,993,000,000","3,285,000,000","3,250,000,000","142,000,000","145,000,000","185,000,000","175,000,000","242,000,000","273,621,000","314,500,000","331,173,000","130,196,000","106,475,000","70,024,000","43,788,000","47,755,000","58,116,000","11,315,000","2,644,000","2,642,000","848,000","786,000",,"38,000","75,733"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,"0","55,900,000",,,,,,,,,
		NonCurrentDeferredAssets,,,,"20,000,000","64,000,000","70,000,000","88,000,000","123,000,000","134,515,000","49,848,000","88,480,000","40,183,000","19,675,000","39,497,000","47,371,000","46,242,000","80,245,000",,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,"20,000,000","64,000,000","70,000,000","88,000,000","123,000,000","134,515,000","49,848,000","88,480,000","40,183,000","19,675,000","39,497,000","47,371,000","46,242,000","80,245,000",,,,,,,,
		OtherNonCurrentAssets,"413,000,000","423,000,000","445,000,000","609,000,000","388,000,000","308,000,000","312,000,000","108,000,000","87,465,000","95,521,000","56,091,000","73,164,000","59,735,000","63,114,000","26,548,000","4,825,000","11,608,000","67,784,000",,,"12,191,000","22,000","233,000","399,000","34,566"
TotalLiabilitiesNetMinorityInterest,"4,366,000,000","5,653,000,000","4,477,000,000","2,891,000,000","2,703,000,000","3,114,000,000","2,508,000,000","2,011,000,000","1,839,194,000","1,876,842,000","1,485,804,000","1,247,504,000","1,120,625,000","641,438,000","565,689,000","528,504,000","576,054,000","53,242,000","28,113,000","22,645,000","51,846,000","50,162,000","15,674,000","8,693,000","1,862,408"
	CurrentLiabilities,"1,570,000,000","2,773,000,000","1,093,000,000","1,244,000,000","665,000,000","1,804,000,000","746,000,000","705,000,000","610,494,000","722,158,000","322,063,000","304,571,000","226,921,000","534,517,000","441,236,000","386,448,000","165,715,000","33,776,000","21,718,000","19,048,000","8,189,000","14,297,000","4,808,000","2,806,000","612,408"
		PayablesAndAccruedExpenses,"1,009,000,000","1,016,000,000","547,000,000","343,000,000","299,000,000","329,000,000","265,000,000","227,000,000","287,853,000","209,728,000","135,260,000","128,022,000","92,389,000","222,908,000","151,034,000","109,559,000","67,622,000","26,253,000","7,390,000","12,176,000","7,570,000","13,620,000","4,511,000","727,000","318,219"
			Payables,"324,000,000","390,000,000","430,000,000","260,000,000","235,000,000","266,000,000","210,000,000","170,000,000","183,385,000","121,568,000","104,090,000","88,748,000","69,145,000","66,744,000","52,781,000","29,204,000","24,311,000","9,853,000","7,390,000","2,684,000","7,570,000","1,770,000","1,975,000","727,000","318,219"
				AccountsPayable,"245,000,000","293,000,000","332,000,000","192,000,000","149,000,000","184,000,000","160,000,000","138,000,000","139,226,000","82,626,000","73,655,000","65,727,000","49,806,000","66,744,000","52,781,000","29,204,000","24,311,000","9,853,000","7,390,000","2,684,000","7,570,000","1,770,000","1,975,000","727,000","318,219"
				TotalTaxPayable,"79,000,000","97,000,000","98,000,000","68,000,000","86,000,000","82,000,000","50,000,000","32,000,000","44,159,000","38,942,000","30,435,000","23,021,000","19,339,000",,,,,,,,,,,,
			CurrentAccruedExpenses,"685,000,000","626,000,000","117,000,000","83,000,000","64,000,000","63,000,000","55,000,000","57,000,000","104,468,000","88,160,000","31,170,000","39,274,000","23,244,000","156,164,000","98,253,000","80,355,000","43,311,000","16,400,000","14,210,000","9,492,000","5,540,000","11,850,000","2,536,000",,
		CurrentProvisions,,,,,,,,,,"15,616,000","10,407,000","10,136,000","11,966,000",,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"223,000,000","188,000,000","241,000,000","153,000,000","154,000,000","193,000,000","177,000,000","112,000,000","120,662,000","112,606,000","82,705,000","59,864,000","52,035,000",,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"86,000,000","1,324,000,000","71,000,000","562,000,000","45,000,000","1,107,000,000","154,000,000","225,000,000","84,424,000","304,256,000","29,288,000","36,967,000",,"311,609,000","290,202,000","276,889,000","16,000","63,000","118,000",,"619,000","677,000","297,000","261,000","1,500"
			CurrentDebt,,"1,248,000,000",,"511,000,000",,"1,107,000,000","10,000,000","2,000,000","74,929,000","304,256,000","29,288,000","36,967,000",,"311,609,000","290,202,000","276,889,000","16,000","63,000","118,000",,"619,000","677,000","297,000","261,000","1,500"
				CurrentNotesPayable,,"500,000,000","0",,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"1,248,000,000",,"511,000,000",,"1,107,000,000","10,000,000","2,000,000","74,929,000","304,256,000","29,288,000","36,967,000",,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"86,000,000","76,000,000","71,000,000","51,000,000","45,000,000","0","144,000,000","223,000,000","9,495,000",,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"252,000,000","245,000,000","234,000,000","186,000,000","167,000,000","175,000,000","150,000,000","141,000,000","117,555,000","95,568,000","64,403,000","69,582,000","70,531,000",,,,"7,541,000","3,382,000","1,937,000","915,000",,,,,
			CurrentDeferredRevenue,"252,000,000","245,000,000","234,000,000","186,000,000","167,000,000","175,000,000","150,000,000","141,000,000","117,555,000","95,568,000","64,403,000","69,582,000","70,531,000",,,,"7,541,000","3,382,000","1,937,000","915,000",,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,"90,536,000","4,078,000","12,273,000","5,957,000",,,,"1,818,000","292,689"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,796,000,000","2,880,000,000","3,384,000,000","1,647,000,000","2,038,000,000","1,310,000,000","1,762,000,000","1,306,000,000","1,228,700,000","1,154,684,000","1,163,741,000","942,933,000","893,704,000","106,921,000","124,453,000","142,056,000","410,339,000","19,466,000","6,395,000","3,597,000","43,657,000","35,865,000","10,866,000","5,887,000","1,250,000"
		LongTermDebtAndCapitalLeaseObligation,"2,176,000,000","2,231,000,000","2,469,000,000","1,344,000,000","1,836,000,000","890,000,000","1,182,000,000","1,056,000,000","1,015,649,000","986,780,000","839,305,000","805,406,000","807,369,000",,,,"400,000,000",,"54,000",,"24,999,000","25,620,000","590,000","887,000",
			LongTermDebt,"1,489,000,000","1,487,000,000","1,695,000,000","673,000,000","1,141,000,000","890,000,000","1,182,000,000","1,056,000,000","1,015,649,000","986,780,000","839,305,000","805,406,000","807,369,000",,,,"400,000,000",,"54,000",,"24,999,000","25,620,000","590,000","887,000",
			LongTermCapitalLeaseObligation,"687,000,000","744,000,000","774,000,000","671,000,000","695,000,000","0",,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,"6,987,000",,,,,,,
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,"6,987,000",,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,"0","282,000","3,158,000","5,722,000",,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,"0","61,000,000","220,000,000","44,000,000","32,546,000","0",,,"5,722,000",,,,,,,,,,,,
		OtherNonCurrentLiabilities,"620,000,000","649,000,000","915,000,000","303,000,000","202,000,000","359,000,000","360,000,000","206,000,000","180,505,000","167,904,000","324,154,000","134,369,000","80,613,000",,,,"10,339,000","12,479,000","6,341,000",,"18,658,000","10,245,000","10,276,000","5,000,000",
TotalEquityGrossMinorityInterest,"5,745,000,000","6,599,000,000","10,740,000,000","4,694,000,000","4,613,000,000","3,845,000,000","2,749,000,000","2,270,000,000","1,848,553,000","1,462,798,000","1,533,202,000","1,318,581,000","1,075,215,000","1,197,675,000","864,248,000","798,667,000","411,678,000","247,342,000","72,497,000","72,262,000","47,388,000","71,744,000","106,791,000","124,100,000","32,032,250"
	StockholdersEquity,"5,745,000,000","6,599,000,000","10,740,000,000","4,694,000,000","4,613,000,000","3,758,000,000","2,749,000,000","2,197,000,000","1,848,553,000","1,462,798,000","1,533,202,000","1,318,581,000","1,075,215,000","1,197,675,000","864,248,000","798,667,000","411,678,000","247,342,000","72,497,000","72,262,000","47,388,000","71,744,000","106,791,000","124,100,000","32,032,250"
		CapitalStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,859,000","1,805,000","1,753,000","1,703,000","1,668,000","1,516,000","1,436,000","1,389,000","628,000","469,000","413,000","381,000","329,000","325,000","322,000","320,000","37,449,389"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"37,397,998"
			CommonStock,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","1,859,000","1,805,000","1,753,000","1,703,000","1,668,000","1,516,000","1,436,000","1,389,000","628,000","469,000","413,000","381,000","329,000","325,000","322,000","320,000","51,391"
		AdditionalPaidInCapital,"9,555,000,000","9,207,000,000","8,938,000,000","3,815,000,000","3,560,000,000","3,290,000,000","2,833,000,000","2,733,000,000","2,497,501,000","2,172,940,000","2,562,705,000","2,419,831,000","2,249,900,000","1,891,288,000","1,637,751,000","1,469,770,000","1,044,302,000","340,197,000","216,766,000","195,653,000","165,314,000","164,483,000","163,896,000","163,079,000","5,288,231"
		RetainedEarnings,"-19,000,000","1,142,000,000","5,485,000,000","4,723,000,000","4,067,000,000","3,083,000,000","2,256,000,000","1,485,000,000","1,022,765,000","561,206,000","207,855,000","82,547,000","-68,707,000","-155,335,000","-280,226,000","-352,507,000","-382,977,000","-104,618,000","-144,586,000","-123,712,000","-117,487,000","-90,424,000","-50,093,000","-25,270,000","-6,663,265"
		TreasuryStock,"3,792,000,000","3,755,000,000","3,702,000,000","3,848,000,000","3,021,000,000","2,616,000,000","2,341,000,000","2,022,000,000","1,673,608,000","1,272,073,000","1,240,345,000","1,187,623,000","1,109,763,000","541,559,000","497,543,000","322,407,000","251,622,000",,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-1,000,000","3,000,000","17,000,000","2,000,000","5,000,000","-1,000,000","-1,000,000","-1,000,000","36,000","-1,080,000","1,234,000","2,123,000","2,117,000","1,765,000","2,830,000","2,422,000","1,347,000","11,294,000","-96,000","-60,000","-768,000","-2,640,000","-7,334,000","-14,029,000","-4,042,105"
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,"2,103,000","1,183,000","601,000",,,,,,,
			OtherEquityAdjustments,"-1,000,000","3,000,000","17,000,000","2,000,000","5,000,000","-1,000,000","-1,000,000","-1,000,000","36,000","-1,080,000","1,234,000","2,123,000","2,117,000",,,"303,000","164,000","10,693,000",,,,,,,
	MinorityInterest,,,,,"0","87,000,000","0","73,000,000","0",,,,,,,,,,,,,,,,
TotalCapitalization,"7,234,000,000","8,086,000,000","12,435,000,000","5,367,000,000","5,754,000,000","4,648,000,000","3,931,000,000","3,253,000,000","2,864,202,000","2,449,578,000","2,372,507,000","2,123,987,000","1,882,584,000","1,197,675,000","864,248,000","798,667,000","811,678,000","247,342,000","72,551,000","72,262,000","72,387,000","97,364,000","107,381,000","124,987,000","32,032,250"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,"37,397,998"
CommonStockEquity,"5,745,000,000","6,599,000,000","10,740,000,000","4,694,000,000","4,613,000,000","3,758,000,000","2,749,000,000","2,197,000,000","1,848,553,000","1,462,798,000","1,533,202,000","1,318,581,000","1,075,215,000","1,197,675,000","864,248,000","798,667,000","411,678,000","247,342,000","72,497,000","72,262,000","47,388,000","71,744,000","106,791,000","124,100,000","-5,365,748"
CapitalLeaseObligations,"773,000,000","820,000,000","845,000,000","722,000,000","740,000,000","0","144,000,000","223,000,000","9,495,000",,,,,,,,,,,,,,,,
NetTangibleAssets,"207,000,000","75,000,000","377,000,000","3,655,000,000","3,644,000,000","2,742,000,000","1,803,000,000","1,179,000,000","822,303,000","423,394,000","478,968,000","819,058,000","646,887,000","849,445,000","607,008,000","537,460,000","124,828,000","233,902,000","67,728,000","69,620,000","46,540,000","70,958,000","106,791,000","124,062,000","31,956,517"
WorkingCapital,"1,039,000,000","788,000,000","1,620,000,000","3,239,000,000","3,786,000,000","2,686,000,000","2,234,000,000","1,613,000,000","1,486,329,000","1,167,445,000","1,295,472,000","1,482,477,000","1,317,698,000","723,881,000","540,354,000","483,113,000","397,040,000","159,950,000","57,992,000","64,643,000","32,229,000","58,522,000","91,452,000","126,261,000","32,880,637"
InvestedCapital,"7,234,000,000","9,334,000,000","12,435,000,000","5,878,000,000","5,754,000,000","5,755,000,000","3,941,000,000","3,255,000,000","2,939,131,000","2,753,834,000","2,401,795,000","2,160,954,000","1,882,584,000","1,509,284,000","1,154,450,000","1,075,556,000","811,694,000","247,405,000","72,669,000","72,262,000","73,006,000","98,041,000","107,678,000","125,248,000","-5,364,248"
TangibleBookValue,"207,000,000","75,000,000","377,000,000","3,655,000,000","3,644,000,000","2,742,000,000","1,803,000,000","1,179,000,000","822,303,000","423,394,000","478,968,000","819,058,000","646,887,000","849,445,000","607,008,000","537,460,000","124,828,000","233,902,000","67,728,000","69,620,000","46,540,000","70,958,000","106,791,000","124,062,000","-5,441,481"
TotalDebt,"2,262,000,000","3,555,000,000","2,540,000,000","1,906,000,000","1,881,000,000","1,997,000,000","1,336,000,000","1,281,000,000","1,100,073,000","1,291,036,000","868,593,000","842,373,000","807,369,000","311,609,000","290,202,000","276,889,000","400,016,000","63,000","172,000",,"25,618,000","26,297,000","887,000","1,148,000","1,500"
NetDebt,"441,000,000","724,000,000","463,000,000",,,"853,000,000",,"323,000,000","321,808,000","654,882,000","156,956,000","408,392,000","504,391,000","62,662,000","145,569,000","72,975,000","225,075,000",,,,"13,153,000","24,260,000",,,
ShareIssued,"199,000,000","198,000,000","197,000,000","195,000,000","194,000,000","192,000,000","191,000,000","188,759,000","186,663,000","181,332,000","175,205,000","170,171,000","166,707,208","151,512,837","143,544,265","139,005,858","110,788,264","93,715,024","82,588,006","76,242,000","65,773,386","65,000,000","64,467,548","63,929,728","63,878,840"
OrdinarySharesNumber,"159,000,000","158,000,000","157,000,000","146,000,000","147,000,000","147,000,000","147,000,000","146,196,000","146,584,000","143,629,000","127,723,000","123,943,000","122,042,236","126,608,273","119,475,815","121,077,875","110,788,264","93,715,024","82,588,006","76,242,000","65,773,386","65,000,000","64,467,548","63,929,728","63,878,840"
TreasurySharesNumber,"40,000,000","40,000,000","40,000,000","49,000,000","47,000,000","45,000,000","44,000,000","42,563,000","40,079,000","37,703,000","47,482,000","46,228,000","44,664,972","24,904,564","24,068,450","17,927,983",,,,,,,,,
