name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalAssets,"10,111,000,000","12,252,000,000","15,217,000,000","7,585,000,000","7,316,000,000","6,959,000,000","5,257,000,000","4,281,000,000","3,687,747,000","3,339,640,000","3,019,006,000","2,566,085,000","2,195,840,000","1,839,113,000","1,429,937,000","1,327,171,000","987,732,000","300,584,000","100,610,000","94,907,000","99,234,000","121,906,000","122,465,000","132,793,000","33,894,658"
	CurrentAssets,"2,609,000,000","3,561,000,000","2,713,000,000","4,483,000,000","4,451,000,000","4,490,000,000","2,980,000,000","2,318,000,000","2,096,823,000","1,889,603,000","1,617,535,000","1,787,048,000","1,544,619,000","1,258,398,000","981,590,000","869,561,000","562,755,000","193,726,000","79,710,000","83,691,000","40,418,000","72,819,000","96,260,000","129,067,000","33,493,045"
		CashCashEquivalentsAndShortTermInvestments,"1,054,000,000","2,037,000,000","1,339,000,000","3,472,000,000","3,414,000,000","3,512,000,000","2,145,000,000","1,559,000,000","1,386,220,000","1,338,371,000","1,165,603,000","1,350,204,000","1,189,568,000","894,289,000","693,527,000","640,075,000","386,082,000","130,804,000","50,822,000","54,789,000","32,782,000","53,764,000","90,494,000","117,103,000","33,088,277"
			CashAndCashEquivalents,"1,048,000,000","2,011,000,000","1,232,000,000","1,810,000,000","2,042,000,000","1,144,000,000","1,225,000,000","735,000,000","768,770,000","636,154,000","711,637,000","433,981,000","302,978,000","248,947,000","144,633,000","327,024,000","174,941,000","38,386,000","50,822,000","54,789,000","12,465,000","2,037,000","4,165,000","116,102,000","21,164,114"
			OtherShortTermInvestments,"6,000,000","26,000,000","107,000,000","1,662,000,000","1,372,000,000","2,368,000,000","920,000,000","824,000,000","617,450,000","702,217,000","453,966,000","916,223,000","886,590,000","645,342,000","548,894,000","313,051,000","211,141,000","92,418,000",,,"20,317,000","51,727,000","86,329,000","1,001,000","11,924,163"
		Receivables,"734,000,000","671,000,000","648,000,000","487,000,000","573,000,000","514,000,000","411,000,000","381,000,000","385,529,000","289,458,000","238,946,000","214,975,000","173,886,000","165,598,000","157,751,000","133,266,000","83,119,000","39,984,000","17,620,000","11,891,000","4,798,000","3,731,000","1,266,000",,"308,935"
			AccountsReceivable,"734,000,000","671,000,000","648,000,000","487,000,000","573,000,000","514,000,000","411,000,000","381,000,000","393,106,000","292,847,000","241,360,000","217,369,000","175,226,000","165,598,000","157,751,000","133,266,000","83,119,000","39,984,000","17,620,000","11,891,000","4,549,000","3,731,000","1,266,000",,
				GrossAccountsReceivable,"741,000,000","675,000,000","651,000,000","491,000,000","575,000,000","516,000,000","414,000,000","385,000,000",,,,,"177,883,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-7,000,000","-4,000,000","-3,000,000","-4,000,000","-2,000,000","-2,000,000","-3,000,000","-4,000,000",,,,,"-3,997,000",,,,,,,,,,,,
			OtherReceivables,,,,,,,,"386,000","636,000","2,070,000","1,266,000","1,886,000","2,657,000",,,,,,,,"249,000",,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,"-4,234,000","-8,213,000","-5,459,000","-3,680,000","-4,280,000","-3,997,000",,,,,,,,,,,,
		Inventory,"587,000,000","568,000,000","431,000,000","372,000,000","359,000,000","386,000,000","333,000,000","300,000,000","270,777,000","191,144,000","154,099,000","158,718,000","128,781,000","142,211,000","92,776,000","73,431,000","53,980,000","20,169,000","10,309,000","3,807,000","2,022,000","2,299,000","971,000",,
			RawMaterials,"276,000,000","247,000,000","144,000,000","106,000,000","108,000,000","117,000,000","93,000,000","102,000,000","97,740,000","73,179,000","57,398,000","61,665,000","58,340,000","56,435,000","39,839,000","32,501,000","27,098,000","8,365,000","4,575,000","1,487,000","829,000","1,552,000","971,000",,
			WorkInProcess,"402,000,000","386,000,000","333,000,000","244,000,000","225,000,000","218,000,000","188,000,000","161,000,000","138,322,000","94,102,000","70,016,000","75,675,000","53,412,000","73,759,000","52,059,000","34,063,000","20,321,000","8,907,000","4,546,000","1,714,000","931,000","407,000",,,
			FinishedGoods,"30,000,000","28,000,000","32,000,000","22,000,000","26,000,000","51,000,000","52,000,000","37,000,000","34,715,000","23,863,000","26,685,000","21,378,000","17,029,000","24,290,000","11,475,000","6,867,000","6,561,000","2,897,000","1,188,000","606,000","262,000","340,000",,,
