name,ttm,03/31/2024,03/31/2023,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995
OtherIncomeExpense,"-226,000,000","-248,000,000","189,000,000","-497,000,000","-8,128,000,000","-1,497,000,000","-2,482,000,000","-2,447,000,000","3,687,000,000","-60,000,000","-107,000,000","-52,000,000","-170,000,000","-148,000,000","-195,000,000","63,000,000","12,000,000","37,000,000","35,000,000","-11,000,000","-1,173,000,000","48,000,000","46,500,000","4,700,000","-78,900,000","308,400,000","57,800,000",,,,"5,400,000"
	GainOnSaleOfSecurity,,"-20,000,000","111,000,000","141,000,000","181,000,000","53,000,000","66,000,000","32,000,000","30,000,000","15,000,000","12,000,000","-3,000,000","3,000,000","9,000,000","-6,000,000",,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,"0","0","-1,108,000,000","-194,000,000","-248,000,000","0","0","12,000,000","0","3,000,000","9,000,000","-6,000,000",,,"21,000,000","23,000,000","20,000,000","15,000,000",,,,,,,,,,
	SpecialIncomeCharges,"-332,000,000","-262,000,000","-201,000,000","-746,000,000","-8,339,000,000","-479,000,000","-2,375,000,000","-2,238,000,000","3,639,000,000","-100,000,000","-150,000,000","-68,000,000","-182,000,000","-149,000,000","-197,000,000","63,000,000","12,000,000","16,000,000","12,000,000","-31,000,000","-1,188,000,000","48,000,000","46,500,000","4,700,000","-78,900,000","308,400,000","57,800,000",,,,"5,400,000"
		RestructuringAndMergernAcquisition,"98,000,000","115,000,000","209,000,000","281,000,000","334,000,000","156,000,000","352,000,000","530,000,000","-3,929,000,000","203,000,000","0","0","-81,000,000","0","-16,000,000",,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,"0","36,000,000","69,000,000","114,000,000","2,042,000,000","1,738,000,000","290,000,000","0","0",,,"6,000,000",,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,"0","0","191,000,000","0","0",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"147,000,000","-8,000,000","465,000,000","7,936,000,000","209,000,000","37,000,000","122,000,000","-6,000,000",,"150,000,000","68,000,000","72,000,000","149,000,000","213,000,000","-63,000,000",,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,"0","0","56,000,000","152,000,000","0","103,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"126,000,000","34,000,000","279,000,000","108,000,000","30,000,000","37,000,000","21,000,000","7,000,000","18,000,000","25,000,000","31,000,000","16,000,000","9,000,000","-8,000,000","8,000,000",,,,,,,,,,,,,,,,
PretaxIncome,"3,782,000,000","3,789,000,000","4,630,000,000","1,928,000,000","-5,034,000,000","1,144,000,000","610,000,000","239,000,000","6,891,000,000","3,250,000,000","2,657,000,000","2,171,000,000","1,950,000,000","1,893,000,000","1,635,000,000","1,864,000,000","1,064,000,000","1,457,000,000","1,297,000,000","1,171,000,000","-266,000,000","906,000,000","855,400,000","606,100,000","8,600,000","306,900,000","162,000,000","453,100,000","170,500,000","196,900,000","-53,500,000"
TaxProvision,"659,000,000","629,000,000","905,000,000","636,000,000","-695,000,000","18,000,000","356,000,000","-53,000,000","1,614,000,000","908,000,000","815,000,000","757,000,000","587,000,000","514,000,000","505,000,000","601,000,000","241,000,000","468,000,000","329,000,000","426,000,000","-93,000,000","263,000,000","293,300,000","184,300,000","51,900,000","122,300,000","101,400,000","177,900,000","87,200,000","76,200,000","96,600,000"
NetIncomeCommonStockholders,"2,959,000,000","3,002,000,000","3,560,000,000","1,114,000,000","-4,539,000,000","900,000,000","34,000,000","67,000,000","5,070,000,000","2,258,000,000","1,476,000,000","1,263,000,000","1,338,000,000","1,403,000,000","1,202,000,000","1,263,000,000","823,000,000","990,000,000","913,000,000","751,000,000","-157,000,000","647,000,000","555,400,000","418,600,000","-48,300,000","723,700,000","84,900,000","304,600,000","212,100,000","135,400,000","404,500,000"
	NetIncome,"2,959,000,000","3,002,000,000","3,560,000,000","1,114,000,000","-4,539,000,000","900,000,000","34,000,000","67,000,000","5,070,000,000","2,258,000,000","1,476,000,000","1,263,000,000","1,338,000,000","1,403,000,000","1,202,000,000","1,263,000,000","823,000,000","990,000,000","913,000,000","751,000,000","-157,000,000","647,000,000","555,400,000","418,600,000","-48,300,000","723,700,000","84,900,000","304,600,000","212,100,000","135,400,000","404,500,000"
		NetIncomeIncludingNoncontrollingInterests,"3,123,000,000","3,160,000,000","3,722,000,000","1,287,000,000","-4,340,000,000","1,120,000,000","255,000,000","297,000,000","5,153,000,000","2,310,000,000","1,543,000,000","1,258,000,000","1,338,000,000","1,403,000,000","1,202,000,000","1,263,000,000","823,000,000","990,000,000","913,000,000","751,000,000","-157,000,000","647,000,000","561,600,000","424,800,000","-42,100,000","729,900,000","91,100,000","310,800,000","212,800,000","135,400,000","404,500,000"
			NetIncomeContinuousOperations,"3,123,000,000","3,160,000,000","3,725,000,000","1,292,000,000","-4,339,000,000","1,126,000,000","254,000,000","292,000,000","5,277,000,000","2,342,000,000","1,842,000,000","1,414,000,000","1,363,000,000","1,379,000,000","1,130,000,000","1,263,000,000","823,000,000","989,000,000","968,000,000","745,000,000","-173,000,000","643,000,000","562,100,000","421,800,000","-43,300,000","184,600,000","60,600,000","275,200,000","83,300,000","120,700,000","-150,100,000"
			NetIncomeDiscontinuousOperations,,"0","-3,000,000","-5,000,000","-1,000,000","-6,000,000","1,000,000","5,000,000","-124,000,000","-32,000,000","-299,000,000","-156,000,000","-25,000,000","24,000,000","72,000,000","0","0","1,000,000","-55,000,000","6,000,000","16,000,000","4,000,000","-6,700,000","-3,200,000","-5,000,000","23,200,000","24,300,000","29,400,000","128,800,000","14,700,000","554,600,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,"515,900,000",,,,,
		MinorityInterests,"-164,000,000","-158,000,000","-162,000,000","-173,000,000","-199,000,000","-220,000,000","-221,000,000","-230,000,000","-83,000,000","-52,000,000","-67,000,000","5,000,000","0","0",,,,,,,,,"-6,200,000","-6,200,000","-6,200,000","-6,200,000","-6,200,000","-6,200,000","-700,000","-3,300,000","-11,000,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,000",,
DilutedNIAvailtoComStockholders,"2,959,000,000","3,002,000,000","3,560,000,000","1,114,000,000","-4,539,000,000","900,000,000","34,000,000","67,000,000","5,070,000,000","2,258,000,000","1,476,000,000","1,263,000,000","1,338,000,000","1,403,000,000","1,202,000,000","1,263,000,000","823,000,000","990,000,000","913,000,000","751,000,000","-157,000,000","647,000,000","555,400,000","418,600,000","-48,300,000","723,700,000","84,900,000","304,600,000","212,100,000","135,400,000","404,500,000"
BasicEPS,"22.51","22.54","25.23","7.32","-28.26","4.98","0.17","0.32","22.95","9.82","6.37","5.51","5.71","5.7","4.65","4.7","2.99","3.4","3.06","2.46","-0.53","2.23","1.92","1.47","-0.17","2.57","0.31","1.14","0.83","1.53","4.6"
DilutedEPS,"22.37","22.39","25.03","7.23","-28.26","4.95","0.17","0.32","22.73","9.7","6.27","5.41","5.59","5.59","4.57","4.62","2.95","3.32","2.99","2.38","-0.53","2.19","1.88","1.43","-0.17","2.55","0.31","1.1","0.8","1.45","4.43"
BasicAverageShares,"131,775,000","133,200,000","141,100,000","152,300,000","160,600,000","181,000,000","196,000,000","208,000,000","221,000,000","230,000,000","232,000,000","229,000,000","235,000,000","246,000,000","258,000,000","269,000,000","275,000,000","291,000,000","298,000,000","306,000,000","294,000,000","290,000,000","289,300,000","285,200,000","283,100,000","281,300,000","275,200,000","282,100,000","83,652,174","88,496,732","87,934,783"
DilutedAverageShares,"132,625,000","134,100,000","142,200,000","154,100,000","160,600,000","182,000,000","197,000,000","209,000,000","223,000,000","233,000,000","235,000,000","233,000,000","239,000,000","251,000,000","263,000,000","273,000,000","279,000,000","298,000,000","305,000,000","316,000,000","294,000,000","299,000,000","298,800,000","298,100,000","283,100,000","284,200,000","275,200,000","282,100,000","84,385,965","93,379,310","91,309,255"
TotalOperatingIncomeAsReported,"3,838,000,000","3,909,000,000","4,381,000,000","2,038,000,000","-5,040,000,000","2,489,000,000","886,000,000","762,000,000","7,122,000,000","3,545,000,000","2,968,000,000","2,439,000,000","2,347,000,000","2,124,000,000","1,821,000,000","2,008,000,000","1,196,000,000","1,478,000,000","1,264,000,000","1,126,000,000","-216,000,000","978,000,000","929,900,000","698,500,000","204,900,000","109,500,000","110,400,000","562,500,000","232,200,000","241,300,000","-9,000,000"
TotalExpenses,"309,581,000,000","304,780,000,000","272,129,000,000","261,373,000,000","234,929,000,000","228,210,000,000","211,002,000,000","205,436,000,000","195,050,000,000","187,239,000,000","175,927,000,000","134,885,000,000","119,858,000,000","120,048,000,000","110,050,000,000","106,714,000,000","105,436,000,000","100,225,000,000","91,713,000,000","85,857,000,000","79,312,000,000","68,232,000,000","56,190,900,000","49,289,600,000","41,795,200,000","36,598,500,000","29,860,500,000","21,543,200,000","16,682,100,000","12,723,500,000","9,447,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,959,000,000","3,002,000,000","3,560,000,000","1,114,000,000","-4,539,000,000","900,000,000","34,000,000","67,000,000","5,070,000,000","2,258,000,000","1,476,000,000","1,263,000,000","1,338,000,000","1,403,000,000","1,202,000,000","1,263,000,000","823,000,000","990,000,000","913,000,000","751,000,000","-157,000,000","647,000,000","555,400,000","418,600,000","-48,300,000","207,800,000","84,900,000","304,600,000","212,100,000","135,400,000","404,500,000"
NormalizedIncome,"3,249,665,256.478","3,237,188,000","3,635,450,000","1,524,350,000","2,493,696,861.343","1,325,184,000","1,718,570,000","1,778,268,000","2,383,546,000","2,351,285,000","1,870,634,000","1,463,268,000","1,488,121,000","1,480,920,000","1,270,299,694.19","1,220,312,768.24","813,718,045.113","978,139,327.385","959,043,947.571","764,722,459.436","599,646,616.541","608,933,774.834","531,543,944.354","418,529,153.605","4,040,000","-902,248.289","25,920,000","275,200,000","83,300,000","120,700,000","-150,100,000"
InterestIncome,,"118,000,000","107,000,000","10,000,000","12,000,000","49,000,000","39,000,000","48,000,000","29,000,000","18,000,000","20,000,000","16,000,000","22,000,000","19,000,000","18,000,000",,,,,,,,,,,,,,,,
InterestExpense,"280,000,000","252,000,000","248,000,000","178,000,000","217,000,000","249,000,000","264,000,000","283,000,000","308,000,000","353,000,000","374,000,000","300,000,000","240,000,000","251,000,000","222,000,000","187,000,000","144,000,000",,,,,,,,,,,,,,
NetInterestIncome,"-162,000,000","-134,000,000","-141,000,000","-168,000,000","-205,000,000","-200,000,000","-225,000,000","-235,000,000","-279,000,000","-335,000,000","-354,000,000","-284,000,000","-218,000,000","-232,000,000","-204,000,000","-187,000,000","-144,000,000",,,,,,,,,,,,,,
EBIT,"4,062,000,000","4,041,000,000","4,878,000,000","2,106,000,000","-4,817,000,000","1,393,000,000","874,000,000","522,000,000","7,199,000,000","3,603,000,000","3,031,000,000","2,471,000,000","2,190,000,000","2,144,000,000","1,857,000,000","2,051,000,000","1,208,000,000","1,478,000,000","1,264,000,000","1,126,000,000","-216,000,000","978,000,000","929,900,000","698,500,000","204,900,000","109,500,000","110,400,000","562,500,000","232,200,000","241,300,000","-9,000,000"
EBITDA,"4,707,000,000","4,676,000,000","5,486,000,000","2,866,000,000","-3,930,000,000","2,315,000,000","1,823,000,000","1,473,000,000","8,109,000,000","4,488,000,000","4,048,000,000","3,206,000,000","2,771,000,000","2,637,000,000","2,353,000,000","2,199,000,000","1,649,000,000","1,849,000,000","1,559,000,000","1,388,000,000","29,000,000","1,208,000,000","1,133,600,000","905,000,000","450,300,000","332,100,000","291,000,000","708,400,000","373,500,000","305,500,000","50,100,000"
ReconciledCostOfRevenue,"300,793,000,000","296,123,000,000","264,353,000,000","250,836,000,000","226,080,000,000","219,028,000,000","202,565,000,000","197,173,000,000","187,262,000,000","179,468,000,000","167,634,000,000","129,040,000,000","115,315,000,000","115,919,000,000","106,114,000,000","103,026,000,000","101,254,000,000","96,694,000,000","88,645,000,000","83,206,000,000","75,754,000,000","65,975,000,000","54,018,300,000","47,199,600,000","39,583,100,000","34,484,600,000","27,469,800,000","19,801,200,000","15,062,000,000","11,985,100,000","8,571,400,000"
ReconciledDepreciation,"645,000,000","635,000,000","608,000,000","760,000,000","887,000,000","922,000,000","949,000,000","951,000,000","910,000,000","885,000,000","1,017,000,000","735,000,000","581,000,000","493,000,000","496,000,000","148,000,000","441,000,000","371,000,000","295,000,000","262,000,000","245,000,000","230,000,000","203,700,000","206,500,000","245,400,000","222,600,000","180,600,000","145,900,000","141,300,000","64,200,000","59,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,959,000,000","3,002,000,000","3,563,000,000","1,119,000,000","-4,538,000,000","906,000,000","33,000,000","62,000,000","5,194,000,000","2,290,000,000","1,775,000,000","1,419,000,000","1,363,000,000","1,379,000,000","1,130,000,000","1,263,000,000","823,000,000","989,000,000","968,000,000","745,000,000","-173,000,000","643,000,000","562,100,000","421,800,000","-43,300,000","184,600,000","60,600,000","275,200,000","83,300,000","120,700,000","-150,100,000"
TotalUnusualItemsExcludingGoodwill,"-352,000,000","-282,000,000","-90,000,000","-605,000,000","-8,158,000,000","-426,000,000","-2,309,000,000","-2,206,000,000","3,669,000,000","-85,000,000","-138,000,000","-68,000,000","-179,000,000","-140,000,000","-203,000,000","63,000,000","12,000,000","16,000,000","12,000,000","-31,000,000","-1,188,000,000","48,000,000","46,500,000","4,700,000","-78,900,000","308,400,000","57,800,000",,,,"5,400,000"
TotalUnusualItems,"-352,000,000","-282,000,000","-90,000,000","-605,000,000","-8,158,000,000","-426,000,000","-2,309,000,000","-2,206,000,000","3,669,000,000","-85,000,000","-138,000,000","-68,000,000","-179,000,000","-140,000,000","-203,000,000","63,000,000","12,000,000","16,000,000","12,000,000","-31,000,000","-1,188,000,000","48,000,000","46,500,000","4,700,000","-78,900,000","308,400,000","57,800,000",,,,"5,400,000"
NormalizedEBITDA,"5,059,000,000","4,958,000,000","5,576,000,000","3,471,000,000","4,228,000,000","2,741,000,000","4,132,000,000","3,679,000,000","4,440,000,000","4,573,000,000","4,186,000,000","3,274,000,000","2,950,000,000","2,777,000,000","2,556,000,000","2,136,000,000","1,637,000,000","1,833,000,000","1,547,000,000","1,419,000,000","1,217,000,000","1,160,000,000","1,087,100,000","900,300,000","529,200,000","23,700,000","233,200,000","708,400,000","373,500,000","305,500,000","50,100,000"
TaxRateForCalcs,"0.174","0.166","0.195","0.33","0.138","0.016","0.27","0.222","0.234","0.279","0.307","0.349","0.301","0.272","0.309","0.322","0.227","0.321","0.254","0.364","0.35","0.29","0.343","0.304","0.4","0.399","0.4","0.393","0.4","0.387","0.4"
TaxEffectOfUnusualItems,"-61,334,743.522","-46,812,000","-17,550,000","-199,650,000","-1,126,303,138.657","-6,816,000","-623,430,000","-489,732,000","858,546,000","-23,715,000","-42,366,000","-23,732,000","-53,879,000","-38,080,000","-62,700,305.81","20,312,768.24","2,718,045.113","5,139,327.385","3,043,947.571","-11,277,540.564","-415,353,383.459","13,933,774.834","15,943,944.354","1,429,153.605","-31,560,000","122,897,751.711","23,120,000","0","0","0","0"
