name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
OperatingCashFlow,"115,334,000,000","108,908,000,000","78,887,000,000","55,000,000,000","51,951,000,000","46,782,000,000","44,616,000,000","41,168,000,000","48,314,000,000","38,287,000,000","31,692,000,000","25,942,000,000","22,214,000,000","21,374,000,000","19,679,000,000","15,378,000,000","12,896,921,200","9,997,870,000","7,741,322,000","8,699,492,400","7,644,519,330","6,178,771,500","4,876,528,410","4,310,669,160","5,261,907,200","2,831,522,830","2,445,703,680","3,031,860,456","1,922,262,587","2,529,923,000","2,662,826,110","1,912,113,000","1,327,888,250","1,186,248,100","1,504,070,400"
	CashFlowFromContinuingOperatingActivities,"115,334,000,000","108,908,000,000","78,887,000,000","55,000,000,000","51,951,000,000","46,782,000,000","44,616,000,000","41,168,000,000","48,314,000,000","38,287,000,000","31,692,000,000","25,942,000,000","22,214,000,000","21,374,000,000","19,679,000,000","15,378,000,000","12,896,921,200","9,997,870,000","7,741,322,000","8,699,492,400","7,644,519,330","6,178,771,500","4,876,528,410","4,310,669,160","5,261,907,200","2,831,522,830","2,445,703,680","3,031,860,456","1,922,262,587","2,529,923,000","2,662,826,110","1,912,113,000","1,327,888,250","1,186,248,100","1,504,070,400"
		NetIncomeFromContinuingOperations,"89,898,000,000","83,683,000,000","55,525,000,000","47,757,000,000","42,138,000,000","38,951,000,000","38,628,000,000","38,130,000,000","37,925,000,000","34,860,000,000","26,481,000,000","25,184,000,000","21,432,000,000","17,097,000,000","14,403,000,000","10,768,000,000","9,666,004,400","8,535,266,000","6,452,985,200","5,856,397,420","5,048,785,200","4,872,064,800","4,090,904,820","3,851,198,610","3,088,162,000","2,417,514,270","2,413,858,580","2,219,119,182","1,802,530,706","1,561,735,600","1,431,443,860","1,430,347,500","1,272,690,250","930,193,550","760,121,600"
		OperatingGainsLosses,,"32,268,000,000","19,393,000,000","16,265,000,000","3,651,000,000","6,353,000,000","-297,000,000","11,000,000","-148,000,000","268,000,000","498,000,000","-160,000,000","74,000,000","-267,000,000","102,000,000","-1,812,000,000","-96,285,600","-1,283,614,000","-779,782,800","3,517,620,840","3,353,051,910","951,944,700","162,786,870","827,046,990","224,593,600","-303,113,410","-547,735,720","51,352,650","158,451,146","167,922,600","342,354,670","-42,129,000","159,321,500","133,645,100","-61,803,200"
			GainLossOnSaleOfBusiness,,,,,"0","162,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,"-2,000,000","1,000,000","-1,000,000","21,000,000","-3,000,000","71,000,000",,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,"6,000,000","1,375,000,000","-168,000,000","179,000,000","436,000,000","-124,000,000","13,000,000","-264,000,000","31,000,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"106,000,000","124,000,000","-340,000,000","195,000,000","145,000,000","-163,000,000","25,000,000","-16,000,000","-15,000,000","-34,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,"-81,000,000","189,000,000","24,000,000","-149,000,000","137,000,000","-134,000,000","-14,000,000","-24,000,000","-14,000,000","0","-17,000,000",,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,"32,243,000,000","19,080,000,000","16,581,000,000","3,605,000,000","6,071,000,000","7,000,000","-12,000,000","60,000,000","118,000,000","96,000,000","-18,000,000","40,000,000","0","0",,,,,,,,,,,,,,,,,,,,
