name,12/31/2023,12/31/2022,12/31/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996
		NetPPE,"180,600,000","187,300,000","125,300,000","103,000,000","57,300,000","43,200,000","51,100,000","58,300,000","67,200,000","34,600,000","27,602,000","24,231,000","23,080,000","23,261,000","22,623,000","30,026,000","24,888,000","19,829,000","18,466,000","17,339,000","18,682,000","15,433,098","12,731,046","11,251,718","10,000,000","12,400,000","12,000,000","9,400,000"
			GrossPPE,"300,500,000","296,500,000","232,200,000","209,900,000","169,200,000","157,100,000","148,400,000","141,700,000","138,100,000","99,600,000","84,197,000","72,528,000","64,113,000","65,273,000","61,058,000","74,796,000","64,694,000","55,586,000","48,164,000","41,904,000","39,357,000","31,793,264","25,147,255","20,971,274","16,900,000","18,300,000","15,200,000","10,800,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,
				LandAndImprovements,,,,"0","2,300,000","2,400,000","2,300,000","2,300,000","2,300,000","0",,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,"0","18,800,000","19,300,000","17,100,000","17,300,000","18,200,000","0",,,,,,"11,701,000","9,826,000","8,331,000","8,004,000","7,692,000","7,531,000",,"3,721,345",,,,,
				MachineryFurnitureEquipment,"147,600,000","124,700,000","112,400,000","112,100,000","117,100,000","112,400,000","106,900,000","103,400,000","99,100,000","80,700,000","65,903,000","54,728,000","46,912,000","48,941,000","49,116,000","63,095,000","54,868,000","47,255,000","40,160,000","34,212,000","31,826,000","26,409,275","21,425,910",,,,,
				OtherProperties,"209,200,000","228,600,000","194,200,000","178,100,000","117,100,000",,,,,,,,,,,,,,,,,"5,383,989",,,,,,
				Leases,"91,300,000","67,900,000","38,000,000","31,800,000","31,000,000","23,000,000","22,100,000","18,700,000","18,500,000","18,900,000","18,294,000","17,800,000","17,201,000","16,332,000","11,942,000","11,701,000",,,,,,,,,,,,
			AccumulatedDepreciation,"-119,900,000","-109,200,000","-106,900,000","-106,900,000","-111,900,000","-113,900,000","-97,300,000","-83,400,000","-70,900,000","-65,000,000","-56,595,000","-48,297,000","-41,033,000","-42,012,000","-38,435,000","-44,770,000","-39,806,000","-35,757,000","-29,698,000","-24,565,000","-20,675,000","-16,360,166","-12,416,209","-9,719,556","-6,900,000","-5,900,000","-3,200,000","-1,400,000"
		GoodwillAndOtherIntangibleAssets,"636,900,000","666,500,000","643,300,000","932,900,000","1,101,900,000","773,800,000","807,600,000","422,800,000","369,800,000","374,500,000","70,180,000","72,572,000","72,766,000","2,052,000",,,,,,,,,,,,,,
			Goodwill,"287,400,000","286,800,000","239,200,000","327,600,000","417,200,000","318,600,000","316,100,000","195,300,000","177,200,000","169,200,000","56,850,000","56,850,000","56,051,000","0",,,,,,,,,,,,,,
			OtherIntangibleAssets,"349,500,000","379,700,000","404,100,000","605,300,000","684,700,000","455,200,000","491,500,000","227,500,000","192,600,000","205,300,000","13,330,000","15,722,000","16,715,000","2,052,000",,,,,,,,,,,,,,
		InvestmentsAndAdvances,"0","54,800,000","59,000,000","37,000,000","54,900,000","30,700,000","48,500,000","79,900,000","40,600,000","84,100,000","158,748,000","113,692,000","70,857,000","85,154,000","75,370,000","91,328,000",,,,,,,,,,,,
			InvestmentinFinancialAssets,"0","54,800,000","59,000,000","37,000,000","54,900,000","30,700,000","48,500,000","79,900,000","40,600,000","84,100,000","158,748,000","113,692,000","70,857,000","85,154,000",,,,,,,,,,,,,,
				AvailableForSaleSecurities,,"54,800,000","59,000,000","37,000,000","54,900,000","30,700,000","48,500,000","79,900,000","40,600,000","84,100,000","158,748,000","113,692,000","70,857,000",,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,"0","21,667,000","19,000,000","0",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,"0","3,200,000","28,632,000","30,648,000","25,863,000","9,404,000",,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,"0","3,200,000","28,632,000","30,648,000","25,863,000","9,404,000",,,,,,,,,,,,,,
		OtherNonCurrentAssets,"15,400,000","15,500,000","8,300,000",,,,,"5,000,000","5,000,000","5,000,000","13,000,000","8,000,000",,"11,456,000","2,275,000","685,000","98,118,000","4,487,000","4,937,000","33,824,000","61,318,000","56,602,495","22,215,516","9,191,811","29,900,000","23,300,000","15,500,000","19,600,000"
TotalLiabilitiesNetMinorityInterest,"363,300,000","312,900,000","352,900,000","486,400,000","473,800,000","209,200,000","440,900,000","132,400,000","104,100,000","104,800,000","75,227,000","54,975,000","44,035,000","36,266,000","32,169,000","73,687,000","35,177,000","26,822,000","23,285,000","15,080,000","19,337,000","28,520,580","32,583,557","28,668,658","5,400,000","9,900,000","9,900,000","9,400,000"
	CurrentLiabilities,"155,900,000","137,200,000","204,300,000","147,000,000","117,800,000","102,200,000","217,500,000","72,300,000","68,700,000","80,600,000","64,509,000","44,967,000","34,387,000","27,466,000","32,169,000","73,687,000","35,177,000","26,822,000","23,285,000","15,080,000","19,337,000","28,520,580","32,583,557","28,668,658","5,300,000","9,900,000","9,800,000","9,000,000"
		PayablesAndAccruedExpenses,"90,000,000","81,900,000","133,300,000","53,300,000","66,800,000","44,800,000","43,200,000","33,300,000","33,400,000","38,700,000","62,466,000","42,913,000","33,040,000","27,466,000","32,169,000","71,654,000","34,794,000","26,705,000","22,942,000","13,871,000","16,379,000","13,052,764","12,740,184","4,262,359","2,900,000","5,100,000","2,600,000","2,200,000"
			Payables,"50,500,000","52,900,000","43,400,000","36,100,000","36,300,000","30,300,000","29,100,000","23,900,000","24,900,000","29,300,000","18,132,000","10,141,000","11,395,000","8,870,000","14,177,000","24,884,000","15,763,000","11,804,000","11,897,000","7,938,000","11,454,000","9,461,575","9,657,385","4,262,359","2,900,000","5,100,000","2,600,000","2,200,000"
				AccountsPayable,"25,800,000","28,800,000","29,600,000","21,700,000","33,300,000","26,000,000","22,000,000","21,100,000","21,100,000","23,100,000","18,132,000","10,141,000","11,395,000","8,870,000","14,177,000","24,884,000","15,763,000","11,804,000","11,897,000","7,938,000","11,454,000","9,461,575","9,657,385","4,262,359","2,900,000","5,100,000","2,600,000","2,200,000"
				TotalTaxPayable,"4,600,000","4,800,000","4,000,000","6,100,000","3,000,000","4,300,000","7,100,000","2,800,000","3,800,000","6,200,000",,,,,,,,,,,,,,,,,,
				OtherPayable,"20,100,000","19,300,000","9,800,000","8,300,000",,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"39,500,000","29,000,000","89,900,000","17,200,000","30,500,000","14,500,000","14,100,000","9,400,000","8,500,000","9,400,000","44,334,000","32,772,000","21,645,000","18,596,000","17,992,000","46,770,000","19,031,000","14,901,000","11,045,000","5,933,000","4,925,000","3,591,189","3,082,799",,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"49,700,000","41,200,000","52,800,000","47,400,000","48,800,000","49,500,000","44,400,000","37,300,000","33,800,000","40,800,000",,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"16,200,000","14,100,000","13,000,000","13,500,000",,,,,,,,,,,,,,,,,,,,,,"100,000","300,000","300,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","300,000","300,000"
			CurrentCapitalLeaseObligation,"16,200,000","14,100,000","13,000,000","13,500,000","0",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,"600,000","5,200,000","32,800,000","2,200,000","2,600,000","2,600,000","1,700,000","1,500,000","1,100,000","2,043,000","2,054,000","1,347,000",,"33,000","2,033,000","383,000","117,000","343,000","1,209,000","2,958,000","14,430,370","19,843,373",,,,,
			CurrentDeferredRevenue,,"600,000","5,200,000","32,800,000","2,200,000","2,600,000","2,600,000","1,700,000","1,500,000","1,100,000","2,043,000","2,054,000","1,347,000","0","33,000","2,033,000","383,000","117,000","343,000","1,209,000","2,958,000","14,430,370","19,843,373",,,,,
		OtherCurrentLiabilities,"10,400,000",,,"3,100,000","3,400,000","5,300,000","127,300,000",,,,,,,,,,,,,,,"1,037,446",,"24,406,299","2,400,000","4,700,000","6,900,000","6,500,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"207,400,000","175,700,000","148,600,000","339,400,000","356,000,000","107,000,000","223,400,000","60,100,000","35,400,000","24,200,000","10,718,000","10,008,000","9,648,000","8,800,000","0","0",,,,,,,,,"100,000",,"100,000","400,000"
		LongTermDebtAndCapitalLeaseObligation,"135,900,000","130,900,000","79,300,000","281,300,000","233,500,000","9,300,000","99,100,000",,,,,,,,,,,,,,,,,,,,"100,000","500,000"
			LongTermDebt,"38,500,000",,,"224,400,000","233,500,000","9,300,000","99,100,000",,,,,,,,,,,,,,,,,,,,"100,000","500,000"
			LongTermCapitalLeaseObligation,"97,400,000","130,900,000","79,300,000","56,900,000","0",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,"3,500,000","35,800,000","26,600,000","82,600,000","57,300,000","78,700,000","17,900,000","200,000","0","10,718,000","10,008,000","9,648,000","8,800,000",,,,,,,,,,,,,,
			NonCurrentDeferredTaxesLiabilities,,"3,500,000","35,800,000","26,600,000","82,600,000","57,300,000","78,700,000","17,900,000","200,000","0","10,718,000","10,008,000","9,648,000","8,800,000",,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"30,200,000","26,800,000","27,900,000","23,500,000","21,700,000","24,900,000","25,200,000","24,000,000","26,400,000","24,200,000","10,718,000","10,008,000","9,648,000",,,,,,,,,,,,,,,
		EmployeeBenefits,,,,"0","6,800,000","6,000,000","5,900,000","5,900,000","4,900,000","0",,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,"0","6,800,000","6,000,000","5,900,000","5,900,000","4,900,000","0",,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"41,300,000","18,000,000","5,600,000","8,000,000","11,400,000","9,500,000","14,500,000","12,300,000","3,900,000","24,200,000","10,718,000","10,008,000","9,648,000",,,,,,,,,,,,,,,"-100,000"
TotalEquityGrossMinorityInterest,"783,200,000","885,800,000","967,800,000","918,200,000","1,088,900,000","966,100,000","768,000,000","748,100,000","662,100,000","719,000,000","728,594,000","635,660,000","566,792,000","557,581,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,200,000","70,200,000"
	StockholdersEquity,"783,200,000","885,800,000","967,800,000","918,200,000","1,088,900,000","966,100,000","768,400,000","748,100,000","662,100,000","719,000,000","728,594,000","635,660,000","566,792,000","557,581,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,200,000","70,200,000"
		CapitalStock,"900,000","800,000","800,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","806,000","826,000","862,000","940,000","959,000","894,000","434,000","397,000","309,000","306,000","271,000","238,171","234,417","218,666","100,000",,,
			PreferredStock,,,,,,,,,,"0","0","0","0","0","0","0",,,,,,,,,,,,
			CommonStock,"900,000","800,000","800,000","700,000","700,000","700,000","700,000","700,000","700,000","700,000","806,000","826,000","862,000","940,000","959,000","894,000","434,000","397,000","309,000","306,000","271,000","238,171","234,417","218,666","100,000",,,
		AdditionalPaidInCapital,"1,415,500,000","1,260,100,000","1,226,300,000","1,096,600,000","1,068,000,000","915,400,000","851,400,000","830,100,000","745,400,000","717,800,000","697,346,000","647,680,000","604,409,000","566,967,000","550,432,000","629,553,000","592,727,000","467,568,000","315,147,000","312,453,000","261,155,000","202,149,210","198,800,273","130,235,403","92,400,000",,,
		RetainedEarnings,"-629,500,000","-366,200,000","-254,200,000","-173,900,000","25,600,000","54,100,000","-78,200,000","-73,200,000","-77,000,000","2,000,000","30,866,000","-12,684,000","-38,630,000","-10,465,000","-119,940,000","-204,555,000","-252,400,000","-217,438,000","-179,249,000","-139,271,000","-98,651,000","-73,825,845","-59,836,475","-52,661,982","-43,900,000","-33,900,000","-24,100,000","-14,900,000"
		GainsLossesNotAffectingRetainedEarnings,"-3,700,000","-8,900,000","-5,100,000","-5,200,000","-5,400,000","-4,100,000","-5,500,000","-9,500,000","-7,000,000","-1,500,000","-424,000","-162,000","151,000","139,000","2,768,000","-237,000","-398,000","-746,000","-534,000","-212,000","711,000","307,964","363,583","-85,440","-300,000",,,
			OtherEquityAdjustments,"-3,700,000","-8,900,000","-5,100,000","-5,200,000","-5,400,000","-4,100,000","-5,500,000","-9,500,000","-7,000,000","-1,500,000","-424,000","-162,000","151,000",,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","91,400,000","90,300,000","85,100,000"
	MinorityInterest,,"0","0","0","0","0","-400,000","0",,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"821,700,000","885,800,000","967,800,000","1,142,600,000","1,322,400,000","975,400,000","867,500,000","748,100,000","662,100,000","719,000,000","728,594,000","635,660,000","566,792,000","557,581,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,300,000","70,700,000"
CommonStockEquity,"783,200,000","885,800,000","967,800,000","918,200,000","1,088,900,000","966,100,000","768,400,000","748,100,000","662,100,000","719,000,000","728,594,000","635,660,000","566,792,000","557,581,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,200,000","70,200,000"
CapitalLeaseObligations,"113,600,000","145,000,000","92,300,000","70,400,000","0",,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"146,300,000","219,300,000","324,500,000","-14,700,000","-13,000,000","192,300,000","-39,200,000","325,300,000","292,300,000","344,500,000","658,414,000","563,088,000","494,026,000","555,529,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,200,000","70,200,000"
WorkingCapital,"157,700,000","137,400,000","280,500,000","184,700,000","230,800,000","225,400,000","84,200,000","242,200,000","214,900,000","241,800,000","419,483,000","377,525,000","383,874,000","446,510,000","333,951,000","303,616,000","217,357,000","225,465,000","112,270,000","122,113,000","83,486,000","56,833,907","104,615,236","57,263,118","8,400,000","21,800,000","38,800,000","41,600,000"
InvestedCapital,"821,700,000","885,800,000","967,800,000","1,142,600,000","1,322,400,000","975,400,000","867,500,000","748,100,000","662,100,000","719,000,000","728,594,000","635,660,000","566,792,000","557,581,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,600,000","66,600,000","71,000,000"
TangibleBookValue,"146,300,000","219,300,000","324,500,000","-14,700,000","-13,000,000","192,300,000","-39,200,000","325,300,000","292,300,000","344,500,000","658,414,000","563,088,000","494,026,000","555,529,000","434,219,000","425,655,000","340,363,000","249,781,000","135,673,000","173,276,000","163,486,000","128,869,500","139,561,798","77,706,647","48,200,000","57,500,000","66,200,000","70,200,000"
TotalDebt,"152,100,000","145,000,000","92,300,000","294,800,000","233,500,000","9,300,000","99,100,000",,,,,,,,,,,,,,,,,,,"100,000","400,000","800,000"
NetDebt,,,,"60,700,000","140,300,000",,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"89,900,000","81,200,000","80,000,000","74,700,000","73,500,000","70,600,000","68,400,000","69,100,000","68,900,000","73,497,000","80,577,000","82,569,000","86,244,000","94,046,000","95,896,000","89,488,000","87,108,886","79,366,000","61,724,000","61,246,000","54,158,000","47,670,112","46,883,318","43,732,964","37,716,000","37,352,000","36,892,000","34,808,000"
OrdinarySharesNumber,"89,900,000","81,200,000","80,000,000","74,700,000","73,500,000","70,600,000","68,400,000","69,100,000","68,900,000","73,497,000","80,577,000","82,569,000","86,244,000","94,046,000","95,896,000","89,488,000","87,108,886","79,366,000","61,724,000","61,246,000","54,158,000","47,670,112","46,883,318","43,732,964","37,716,000","37,352,000","36,892,000","34,808,000"
