name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
OperatingCashFlow,"15,065,000,000","14,458,000,000","14,236,000,000","15,071,000,000","13,650,000,000","13,625,000,000","14,272,000,000","12,621,000,000","11,475,000,000","11,897,000,000","13,897,000,000","13,174,000,000","14,194,000,000","14,309,000,000","14,067,000,000","12,191,000,000","9,769,000,000","9,210,000,000","8,304,000,000","7,750,000,000","6,564,000,000","6,553,000,000","5,229,000,000","4,358,000,000","4,716,000,000","4,328,000,000","4,253,633,720.93"
	CashFlowFromContinuingOperatingActivities,"14,991,000,000","14,220,000,000","13,039,000,000","13,365,000,000","13,650,000,000","13,547,000,000","13,049,000,000","11,419,000,000","11,475,000,000","12,085,000,000","13,898,000,000","12,617,000,000","13,810,000,000","14,309,000,000","14,067,000,000","12,191,000,000","9,769,000,000","9,210,000,000","8,304,000,000","7,750,000,000","6,564,000,000","6,553,000,000","5,229,000,000","4,358,000,000","4,716,000,000","4,328,000,000","4,253,633,720.93"
		NetIncomeFromContinuingOperations,"10,085,000,000","8,572,000,000","6,049,000,000","22,905,000,000","8,071,000,000","7,147,000,000","12,800,000,000","7,499,000,000","6,698,000,000","7,028,000,000","10,727,000,000","9,309,000,000","9,530,000,000","9,072,000,000","9,969,000,000","8,454,000,000","8,163,000,000","6,540,000,000","6,825,000,000","5,881,000,000","5,365,000,000","4,787,000,000","4,725,000,000","3,836,000,000","4,468,000,000","4,181,000,000","4,367,732,558.14"
		OperatingGainsLosses,"218,000,000","-167,000,000","-297,000,000","-15,983,000,000","-1,151,000,000","-1,893,000,000","-7,340,000,000","-2,185,000,000","-1,638,000,000","-1,135,000,000","-2,540,000,000","-946,000,000","-805,000,000","-1,046,000,000","-1,233,000,000","-387,000,000","-617,000,000","-667,000,000","-381,000,000","-580,000,000","-291,000,000","-46,000,000","-386,000,000","-386,000,000","-286,000,000","-181,000,000",
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"7,000,000","-8,000,000","1,000,000","0",,,,,
			GainLossOnSaleOfPPE,"178,000,000","-180,000,000","-308,000,000","-646,000,000","-478,000,000","-1,234,000,000","-902,000,000","-1,077,000,000","-935,000,000","-869,000,000","-622,000,000","-347,000,000","-256,000,000","-518,000,000","-429,000,000","-94,000,000","-176,000,000","-255,000,000","-124,000,000","-379,000,000","-224,000,000","-325,000,000","-260,000,000","-276,000,000",,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,"1,000,000","3,000,000","3,000,000","-432,000,000","10,000,000","8,000,000","4,000,000",,,"-133,000,000","-27,000,000",,,
			EarningsLossesFromEquityInvestments,"40,000,000","13,000,000","11,000,000","-15,337,000,000","-673,000,000","-659,000,000","-6,438,000,000","-1,108,000,000","-703,000,000","-266,000,000","-1,918,000,000","-599,000,000","-549,000,000","-528,000,000","-804,000,000","-293,000,000","-441,000,000","-412,000,000","-264,000,000","-193,000,000","-68,000,000","279,000,000","7,000,000","-83,000,000",,,
		DepreciationAmortizationDepletion,"7,175,000,000","8,277,000,000","6,705,000,000","5,597,000,000","6,464,000,000","5,826,000,000","5,211,000,000","4,736,000,000","6,043,000,000","5,471,000,000","4,682,000,000","4,405,000,000","4,442,000,000","5,788,000,000","3,419,000,000","2,301,000,000","2,670,000,000","2,858,000,000","1,923,000,000","1,621,000,000","1,299,000,000","1,283,000,000","1,295,000,000","1,037,000,000","741,000,000","948,000,000","1,008,720,930.233"
			DepreciationAndAmortization,"7,175,000,000","8,277,000,000","6,705,000,000","5,597,000,000","6,464,000,000","5,826,000,000","5,211,000,000","4,736,000,000","6,043,000,000","5,471,000,000","4,682,000,000","4,405,000,000","4,442,000,000","5,788,000,000","3,419,000,000","2,301,000,000","2,670,000,000","2,858,000,000","1,923,000,000","1,621,000,000","1,299,000,000","1,283,000,000","1,295,000,000","1,037,000,000","741,000,000","948,000,000","1,008,720,930.233"
				Depreciation,"1,242,000,000","1,269,000,000","1,644,000,000","1,556,000,000","2,088,000,000","1,852,000,000","1,783,000,000","1,460,000,000","1,591,000,000","1,550,000,000","1,630,000,000","1,601,000,000","1,549,000,000","2,141,000,000","1,373,000,000","1,250,000,000","1,231,000,000","1,285,000,000","987,000,000","785,000,000","787,000,000","768,000,000","622,000,000","575,000,000",,,
