name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
		NetPPEPurchaseAndSale,"-489,000,000","-526,000,000","-548,000,000","-562,000,000","-578,000,000","-525,000,000","239,000,000","2,603,000,000","1,101,000,000","-248,000,000","-733,000,000","-844,000,000","-840,000,000","-774,000,000","-10,000,000","-719,000,000","-681,000,000","-542,000,000","-390,000,000","-307,000,000","-311,000,000","-205,400,000","-136,100,000","-129,013,000","-63,153,000","-63,860,000","-43,377,000","-60,500,000","-125,700,000","-120,900,000","-88,300,000","-43,800,000","-48,100,000","-21,900,000"
			PurchaseOfPPE,"-489,000,000","-526,000,000","-548,000,000","-562,000,000","-578,000,000","-525,000,000","-651,000,000","-874,000,000","-901,000,000","-772,000,000","-929,000,000","-1,031,000,000","-1,104,000,000","-1,053,000,000","-710,000,000","-719,000,000","-681,000,000","-542,000,000","-390,000,000","-310,000,000","-311,000,000","-207,500,000","-160,400,000","-134,066,000","-89,416,000","-67,072,000","-54,978,000","-63,400,000","-135,300,000","-121,700,000","-89,600,000","-45,300,000","-48,700,000","-22,300,000"
			SaleOfPPE,,,,"311,000,000","67,000,000","343,000,000","890,000,000","3,477,000,000","2,002,000,000","524,000,000","196,000,000","187,000,000","264,000,000","279,000,000","700,000,000",,,,,"3,000,000","3,700,000","2,100,000","24,300,000","5,053,000","26,263,000","3,212,000","11,601,000","2,900,000","9,600,000","800,000","1,300,000","1,500,000","600,000","400,000"
		NetBusinessPurchaseAndSale,"-4,000,000","68,000,000","61,000,000","311,000,000","67,000,000","343,000,000","0","43,000,000","-36,148,000,000","-3,309,000,000","-363,000,000","-39,000,000","0","-6,561,000,000","-4,951,000,000","0","-4,749,000,000","-18,000,000","-3,587,000,000","-34,000,000","-1,961,000,000","-8,400,000","-156,300,000",,"-30,526,000","-220,729,000","-85,360,000",,,,,,,
			PurchaseOfBusiness,"-15,000,000","0","-7,000,000","0",,,"0",,"-36,148,000,000","-3,309,000,000","-363,000,000","-39,000,000","0","-6,561,000,000","-4,951,000,000","0","-4,749,000,000",,,,,,,,,,,,,,,,,
			SaleOfBusiness,"11,000,000","68,000,000","68,000,000","311,000,000","67,000,000","343,000,000","0","43,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-95,000,000","-46,000,000","3,000,000","125,000,000","-43,000,000","-6,000,000","-119,000,000","-200,000,000","-481,000,000","-2,003,000,000","-324,000,000","-160,000,000","-201,000,000","-217,000,000","-436,000,000","-197,000,000","1,226,000,000","-778,000,000","-44,000,000","-192,000,000","-100,000,000","-202,700,000","-347,300,000","-61,640,000","7,485,000","5,374,000","-4,815,000","-1,500,000","1,600,000","-1,600,000","5,000,000","-10,700,000","5,500,000","-6,200,000"
			PurchaseOfInvestment,"-95,000,000","-46,000,000","-1,000,000","-47,000,000","-55,000,000","-8,000,000","-119,000,000","-200,000,000","-481,000,000","-2,003,000,000","-324,000,000","-160,000,000","-201,000,000","-217,000,000","-436,000,000","-433,000,000","-2,155,000,000","-5,298,000,000","-563,000,000","-614,000,000","-536,000,000","-472,500,000","-351,300,000","-61,640,000","-5,718,000","-2,678,000","-10,240,000","-1,700,000","-400,000","-1,600,000",,"-10,700,000",,"-6,200,000"
			SaleOfInvestment,,"0","4,000,000","172,000,000","12,000,000","2,000,000",,,,,,,,,"613,000,000","236,000,000","3,381,000,000","4,520,000,000","519,000,000","422,000,000","436,000,000","269,800,000","4,000,000",,"13,203,000","8,052,000","5,425,000","200,000","2,000,000",,"5,000,000","700,000","5,500,000",
		InterestReceivedCFI,"1,395,000,000","1,477,000,000","1,140,000,000","1,648,000,000","1,405,000,000","1,487,000,000","1,735,000,000","1,282,000,000","1,335,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,"-5,000,000",,"1,000,000","12,000,000","56,000,000","11,000,000","-282,000,000","-212,000,000","-5,000,000","-30,000,000","-104,000,000","-93,000,000","-49,000,000","-58,000,000",,"67,000,000","-15,000,000","-37,000,000","-5,000,000","-21,000,000","-18,600,000","-25,200,000",,"1,887,000","7,342,000","439,000","-3,200,000","-2,900,000","-4,800,000","-2,600,000","-100,000","-2,000,000","-20,200,000"
FinancingCashFlow,"-2,269,000,000","-1,913,000,000","-1,487,000,000","-2,172,000,000","-1,885,000,000","-1,926,000,000","-3,351,000,000","-5,750,000,000","25,217,000,000","4,805,000,000","-2,375,000,000","-3,883,000,000","-1,678,000,000","3,336,000,000","573,000,000","-2,265,000,000","1,358,000,000","-362,000,000","2,024,000,000","-313,000,000","852,000,000","29,600,000","337,500,000","266,717,000","265,708,000","151,480,000","55,160,000","-134,500,000","131,200,000","40,200,000","39,900,000","44,600,000","24,000,000","35,200,000"
	CashFlowFromContinuingFinancingActivities,"-2,269,000,000","-1,913,000,000","-1,487,000,000","-2,172,000,000","-1,885,000,000","-1,926,000,000","-3,351,000,000","-5,750,000,000","25,217,000,000","4,805,000,000","-2,375,000,000","-3,883,000,000","-1,678,000,000","3,336,000,000","573,000,000","-2,265,000,000","1,358,000,000","-362,000,000","2,024,000,000","-313,000,000","852,000,000","29,600,000","337,500,000","266,717,000","265,708,000","151,480,000","55,160,000","-134,500,000","131,200,000","40,200,000","39,900,000","44,600,000","24,000,000","35,200,000"
		NetIssuancePaymentsOfDebt,"-1,956,000,000","-1,701,000,000","-1,369,000,000","-2,166,000,000","-1,880,000,000","-1,863,000,000","-3,272,000,000","-4,477,000,000","26,251,000,000","-393,000,000","-1,224,000,000","-2,411,000,000","319,000,000","5,034,000,000","1,146,000,000","-1,882,000,000","1,678,000,000","-158,000,000","2,264,000,000","96,000,000","1,108,000,000","70,500,000","381,900,000","305,886,000","285,363,000","167,834,000","77,052,000","-116,000,000","147,500,000","57,300,000","59,400,000","53,500,000","27,100,000","7,800,000"
			NetLongTermDebtIssuance,"-1,956,000,000","-1,701,000,000","-1,369,000,000","-1,675,000,000","-1,871,000,000","-1,861,000,000","-3,012,000,000","-2,794,000,000","24,253,000,000","-422,000,000","-839,000,000","-2,795,000,000","2,811,000,000","5,158,000,000","520,000,000","120,000,000","1,648,000,000",,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"0","2,451,000,000","0","4,974,000,000","0","2,083,000,000","4,434,000,000","506,000,000","25,252,000,000","2,099,000,000","0","338,000,000","5,024,000,000","6,723,000,000","2,537,000,000","445,000,000","1,789,000,000",,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-1,956,000,000","-4,152,000,000","-1,369,000,000","-6,649,000,000","-1,871,000,000","-3,944,000,000","-7,446,000,000","-3,300,000,000","-999,000,000","-2,521,000,000","-839,000,000","-3,133,000,000","-2,213,000,000","-1,565,000,000","-2,017,000,000","-325,000,000","-141,000,000",,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,"0","0","-491,000,000","-9,000,000","-2,000,000","-260,000,000","-1,683,000,000","1,998,000,000","29,000,000","-385,000,000","384,000,000","-2,492,000,000","-124,000,000","626,000,000","-2,002,000,000","30,000,000",,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,"700,000,000","0","700,000,000","550,000,000","500,000,000","0",,,,,,,,"1,500,000,000","0","30,000,000",,,,,,,,,,,,,,,,,
