name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"2,924,394,000","2,888,351,000","3,131,906,000","2,353,507,000","1,931,646,000","1,492,721,000","1,253,957,000","1,186,881,000","880,432,000","680,731,000","604,288,000","517,386,000","535,631,000","562,110,000","389,004,000","642,817,000","633,626,000","622,181,000","618,387,000","286,960,000","304,532,000","348,774,000","308,929,000","209,410,000"
	CurrentAssets,"841,685,000","1,093,645,000","1,349,068,000","533,735,000","560,499,000","482,166,000","474,153,000","450,628,000","375,628,000","282,670,000","232,897,000","203,744,000","212,473,000","179,261,000","137,437,000","229,827,000","242,951,000","235,855,000","228,263,000","127,405,000","137,941,000","188,653,000","151,940,000","68,759,000"
		CashCashEquivalentsAndShortTermInvestments,"32,935,000","64,524,000","180,928,000","29,213,000","82,985,000","13,856,000","15,147,000","10,622,000","9,576,000","13,073,000","15,580,000","5,681,000","3,962,000","1,883,000","27,053,000","11,316,000","18,495,000","4,422,000","19,110,000","3,908,000","4,687,000","40,135,000","31,968,000","546,000"
			CashAndCashEquivalents,"32,935,000","64,524,000","180,928,000","29,213,000","82,985,000","13,856,000","15,147,000","10,622,000","9,576,000","13,073,000","15,580,000","5,681,000","3,962,000","1,883,000","27,053,000","11,316,000","18,495,000","4,422,000","19,110,000","3,908,000","4,687,000","40,135,000","15,654,000","546,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,"16,314,000",
		Receivables,"746,541,000","953,251,000","1,028,850,000","450,084,000","431,383,000","416,813,000","407,406,000","391,571,000","332,490,000","218,220,000","168,832,000","161,314,000","172,523,000","148,306,000","93,398,000","186,002,000","184,741,000","192,716,000","163,237,000","108,825,000","117,392,000","134,456,000","110,219,000","63,401,000"
			AccountsReceivable,"741,191,000","944,376,000","1,028,850,000","450,084,000","425,399,000","416,014,000","391,508,000","391,210,000","328,803,000","214,717,000","165,748,000","160,977,000","169,151,000","144,546,000","89,498,000","182,562,000","184,741,000","192,716,000","154,926,000","108,825,000","117,392,000","134,456,000","105,416,000","63,401,000"
				GrossAccountsReceivable,"773,424,000","976,286,000","1,035,688,000","457,127,000","428,731,000","426,574,000","401,309,000","402,586,000","336,494,000","219,232,000","170,866,000","165,980,000","173,912,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-32,233,000","-31,910,000","-6,838,000","-7,043,000","-3,332,000","-10,560,000","-9,801,000","-11,376,000","-7,691,000","-4,515,000","-5,118,000","-5,003,000","-4,761,000",,,,,,,,,,,
			TaxesReceivable,"5,350,000","8,875,000","0","6,591,000","5,984,000","799,000","15,898,000","361,000","3,687,000","3,503,000","3,084,000","337,000","3,372,000","3,760,000","3,900,000","3,440,000",,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"8,311,000",,,,"4,803,000",
		PrepaidAssets,"21,889,000","18,708,000","72,460,000","13,629,000","11,669,000","12,409,000","16,505,000","14,189,000","13,526,000","10,350,000","8,128,000","7,282,000","5,691,000","6,969,000","6,550,000","9,523,000","9,583,000","10,452,000","12,763,000","11,703,000","14,027,000","11,897,000","7,810,000",
		RestrictedCash,"22,056,000","37,225,000","29,262,000","18,626,000","18,393,000","26,329,000","25,506,000","20,271,000","11,995,000","9,054,000","8,325,000","2,540,000",,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,"27,330,000","24,938,000","18,123,000","19,335,000","20,170,000","8,534,000","18,085,000","28,084,000","26,275,000","31,305,000","1,210,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,"27,330,000","24,938,000","18,123,000","19,335,000","20,170,000","8,534,000","18,085,000","28,084,000","26,275,000","31,305,000","1,210,000",,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,"0","7,310,000","0",,,,,,,,,,
