name,ttm,12/31/2023,12/31/2022,12/31/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996
TotalRevenue,"802,200,000","753,200,000","678,400,000","690,600,000","638,600,000","851,100,000","743,700,000","728,700,000","740,500,000","723,100,000","778,200,000","613,200,000","496,005,000","402,084,000","362,648,000","326,527,000","222,855,000","157,126,000","114,279,000","82,406,000","56,648,000","64,321,000","53,836,499","45,162,391","34,013,038","25,300,000","23,200,000","15,200,000","6,600,000"
	OperatingRevenue,"802,200,000","753,200,000","678,400,000","666,400,000","586,900,000","851,100,000","743,700,000","728,700,000","740,500,000","723,100,000","778,200,000","613,200,000","496,005,000","402,084,000","362,648,000","326,527,000","222,855,000","157,126,000","114,279,000","82,406,000","56,648,000","64,321,000","53,836,499","45,162,391","34,013,038","25,300,000","23,200,000","15,200,000","6,600,000"
CostOfRevenue,"248,100,000","236,200,000","202,000,000","197,600,000","186,100,000","201,000,000","177,200,000","171,200,000","157,300,000","147,400,000","109,200,000","79,700,000","64,659,000","46,714,000","44,286,000","43,267,000","32,340,000","30,813,000","27,644,000","20,322,000","13,751,000","12,553,000","10,716,761","7,402,906","701,739","-100,000","-1,900,000","-2,200,000","-1,600,000"
GrossProfit,"554,100,000","517,000,000","476,400,000","493,000,000","452,500,000","650,100,000","566,500,000","557,500,000","583,200,000","575,700,000","669,000,000","533,500,000","431,346,000","355,370,000","318,362,000","283,260,000","190,515,000","126,313,000","86,635,000","62,084,000","42,897,000","51,768,000","43,119,738","37,759,485","33,311,299","25,400,000","25,100,000","17,400,000","8,200,000"
OperatingExpense,"663,100,000","661,600,000","600,100,000","619,700,000","584,500,000","642,500,000","505,800,000","514,300,000","429,800,000","441,500,000","394,600,000","305,500,000","251,028,000","197,592,000","183,287,000","156,798,000","128,910,000","174,040,000","132,224,000","102,829,000","85,532,000","79,114,000","61,779,505","50,895,990","44,858,426","37,800,000","38,100,000","29,900,000","17,100,000"
	SellingGeneralAndAdministration,"565,400,000","572,900,000","514,700,000","537,800,000","507,300,000","556,600,000","435,000,000","439,900,000","359,200,000","366,000,000","327,100,000","251,800,000","208,383,000","169,841,000","161,414,000","138,884,000","110,428,000","73,332,000","48,467,000","43,586,000","34,835,000","31,525,000","25,484,836","17,077,846","13,474,923","11,100,000","11,800,000","8,800,000","2,500,000"
		GeneralAndAdministrativeExpense,,"572,900,000","514,700,000","537,800,000","507,300,000","556,600,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,"572,900,000","514,700,000","537,800,000","507,300,000","556,600,000",,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"97,700,000","88,700,000","85,400,000","81,900,000","77,200,000","85,900,000","70,800,000","74,400,000","70,600,000","75,500,000","67,500,000","53,700,000","42,645,000","27,751,000","21,873,000","17,914,000","18,482,000","100,708,000","83,757,000","59,243,000","50,697,000","47,589,000","36,294,669","33,818,144","28,098,769","23,500,000","23,000,000","18,600,000","13,000,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,"3,284,734","3,200,000","3,300,000","2,500,000","1,600,000"
