name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
	ResearchAndDevelopment,"10,314,000,000","9,299,000,000","9,509,000,000","10,195,000,000","11,143,000,000","6,148,000,000","6,332,000,000","6,468,000,000","5,012,000,000","5,920,000,000","4,534,000,000","3,731,000,000","3,904,000,000","3,839,000,000","3,566,000,000","3,647,000,000","3,512,000,000","3,282,000,000","2,991,000,000","2,678,000,000","2,500,000,000","2,279,000,000","2,206,000,000","2,183,000,000","1,939,000,000","1,759,000,000","1,506,000,000","1,385,000,000","1,276,000,000","1,199,000,000","1,108,000,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"9,307,000,000","9,047,000,000","9,595,000,000","10,023,000,000","9,688,000,000","1,135,000,000","97,000,000","97,000,000",,,,,,,,,,,,,,,,,"746,000,000","678,000,000","625,000,000","591,000,000","519,000,000","448,000,000","328,000,000","308,000,000","295,000,000","246,000,000","244,000,000","196,000,000","185,000,000","161,000,000"
		DepreciationAndAmortizationInIncomeStatement,"9,307,000,000","9,047,000,000","9,595,000,000","10,023,000,000","9,688,000,000","1,135,000,000","97,000,000","97,000,000",,,,,,,,,,,,,,,,,"746,000,000","678,000,000","625,000,000","591,000,000","519,000,000","448,000,000","328,000,000","308,000,000","295,000,000","246,000,000","244,000,000","196,000,000","185,000,000","161,000,000"
			Amortization,"9,307,000,000","9,047,000,000","9,595,000,000","10,023,000,000","9,688,000,000","1,135,000,000","97,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"9,307,000,000","9,047,000,000","9,595,000,000","10,023,000,000","9,688,000,000","1,135,000,000","97,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,,,,"0","76,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,"530,000,000","301,000,000","131,000,000","293,000,000","109,000,000","118,000,000","163,000,000","226,000,000","174,000,000","116,000,000","284,000,000","-632,000,000","-1,490,000,000",,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"7,067,000,000","8,195,000,000","9,104,000,000","8,537,000,000","2,177,000,000","5,913,000,000","5,114,000,000","3,446,000,000","4,467,000,000","1,730,000,000","1,714,000,000","2,931,000,000","3,932,000,000","6,637,000,000","5,950,000,000","5,439,000,000","5,023,000,000","3,528,000,000","2,386,000,000","3,737,000,000","4,464,000,000","4,933,000,000","4,101,000,000","5,158,000,000","5,986,000,000","5,239,000,000","4,456,000,000","4,438,000,000","3,953,000,000","3,615,000,000","3,221,000,000","2,403,000,000","1,960,000,000","2,766,000,000","2,389,000,000","1,083,000,000","1,770,000,000","1,467,000,000"
NetNonOperatingInterestIncomeExpense,"-1,542,000,000","-1,166,000,000","-1,232,000,000","-1,334,000,000","-1,420,000,000","-656,000,000","-183,000,000","-196,000,000","-167,000,000","-184,000,000","-203,000,000","-199,000,000","-182,000,000","-145,000,000","-145,000,000","-130,000,000","-180,000,000",,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,"91,000,000","75,000,000","54,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,542,000,000","1,166,000,000","1,232,000,000","1,334,000,000","1,420,000,000","656,000,000","183,000,000","196,000,000","167,000,000","184,000,000","203,000,000","199,000,000","182,000,000","145,000,000","145,000,000","184,000,000","310,000,000",,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-11,944,000,000","1,411,000,000","-159,000,000","895,000,000","-7,628,000,000","-282,000,000","1,037,000,000","1,881,000,000","1,615,000,000","531,000,000","870,000,000","159,000,000","-1,410,000,000","489,000,000","266,000,000","163,000,000","1,423,000,000","187,000,000","238,000,000","768,000,000","159,000,000","-41,000,000","-1,057,000,000","-2,891,000,000","-557,000,000","-58,000,000","-751,000,000","56,000,000","43,000,000","-1,255,000,000","-722,000,000","225,000,000","76,000,000","177,000,000","192,000,000","257,000,000","192,000,000","213,000,000"
	GainOnSaleOfSecurity,"784,000,000","289,000,000","-630,000,000","784,000,000","1,349,000,000","739,000,000","-246,000,000","126,000,000","97,000,000","224,000,000","69,000,000","104,000,000","106,000,000","91,000,000","75,000,000",,"895,000,000",,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,"-160,000,000","-801,000,000","745,000,000","1,228,000,000","275,000,000","-419,000,000","98,000,000","40,000,000","83,000,000","107,000,000","166,000,000","183,000,000","281,000,000","313,000,000","550,000,000","617,000,000","524,000,000","474,000,000","334,000,000","273,000,000","151,000,000","80,000,000",,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-13,880,000,000","-260,000,000","-722,000,000","-1,038,000,000","-10,700,000,000","-820,000,000","-93,000,000","249,000,000","405,000,000","-274,000,000","304,000,000","-244,000,000","-1,944,000,000","-85,000,000","-308,000,000","-387,000,000","-89,000,000","-337,000,000","-236,000,000","434,000,000","-114,000,000","-192,000,000","-1,137,000,000","-2,891,000,000","-557,000,000","-58,000,000","-751,000,000","56,000,000","43,000,000","-1,255,000,000","-722,000,000","225,000,000","76,000,000","177,000,000","192,000,000","257,000,000","192,000,000","213,000,000"
		RestructuringAndMergernAcquisition,"14,729,000,000","1,512,000,000","1,321,000,000","1,350,000,000","10,928,000,000","1,896,000,000","131,000,000","293,000,000","109,000,000","118,000,000","163,000,000","226,000,000","174,000,000","116,000,000","113,000,000","136,000,000","215,000,000","-90,000,000","59,000,000","32,000,000","104,000,000","26,000,000","14,000,000","506,000,000","508,000,000",,"157,000,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,"0","21,000,000","15,000,000","64,000,000","0","15,000,000","13,000,000","29,000,000","0","1,868,000,000","0","0",,"305,000,000",,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,"5,000,000","45,000,000","0","0",,"0",,"236,000,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"13,000,000","-390,000,000","444,000,000","363,000,000","-194,000,000","77,000,000","76,000,000","-378,000,000","47,000,000","339,000,000","68,000,000","20,000,000","-45,000,000","6,000,000","-2,000,000","251,000,000","-126,000,000","427,000,000","177,000,000","-466,000,000","10,000,000","166,000,000","1,123,000,000","2,385,000,000","49,000,000",,"594,000,000",,,,,,,,,,,
		GainOnSaleOfBusiness,,"862,000,000","1,043,000,000","675,000,000","55,000,000","1,168,000,000","178,000,000","164,000,000","576,000,000","196,000,000","564,000,000","2,000,000","53,000,000","37,000,000","39,000,000",,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,"159,000,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,152,000,000","1,382,000,000","1,193,000,000","1,149,000,000","1,723,000,000","-201,000,000","1,376,000,000","1,408,000,000","1,073,000,000","498,000,000","390,000,000","133,000,000","245,000,000","202,000,000","186,000,000",,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-6,419,000,000","8,440,000,000","7,713,000,000","8,098,000,000","-6,871,000,000","4,975,000,000","5,968,000,000","5,131,000,000","5,915,000,000","2,077,000,000","2,381,000,000","2,891,000,000","2,340,000,000","6,981,000,000","6,071,000,000","5,602,000,000","4,776,000,000","3,534,000,000","2,400,000,000","4,304,000,000","4,418,000,000","4,680,000,000","2,761,000,000","2,218,000,000","5,478,000,000","5,158,000,000","3,638,000,000","4,482,000,000","4,013,000,000","2,402,000,000","2,555,000,000","2,571,000,000","1,987,000,000","2,887,000,000","2,524,000,000","1,277,000,000","1,889,000,000","1,628,000,000"
TaxProvision,"109,000,000","400,000,000","1,368,000,000","1,084,000,000","2,124,000,000","1,515,000,000","1,021,000,000","4,156,000,000","1,408,000,000","446,000,000","352,000,000","311,000,000","-161,000,000","1,721,000,000","1,558,000,000","1,182,000,000","1,090,000,000","803,000,000","538,000,000","870,000,000","1,519,000,000","1,210,000,000","391,000,000","73,000,000","1,382,000,000","1,369,000,000","888,000,000","1,277,000,000","1,163,000,000","590,000,000","713,000,000","612,000,000","449,000,000","831,000,000","776,000,000","530,000,000","635,000,000","560,000,000"
NetIncomeCommonStockholders,"-6,541,000,000","8,025,000,000","6,327,000,000","6,994,000,000","-9,015,000,000","3,439,000,000","4,920,000,000","1,007,000,000","4,457,000,000","1,565,000,000","2,004,000,000","2,563,000,000","1,960,000,000","3,709,000,000","3,102,000,000","10,612,000,000","5,247,000,000","2,165,000,000","1,585,000,000","3,000,000,000","2,388,000,000","3,106,000,000","2,137,000,000","4,834,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,962,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
	NetIncome,"-6,541,000,000","8,025,000,000","6,327,000,000","6,994,000,000","-9,015,000,000","3,439,000,000","4,920,000,000","1,007,000,000","4,457,000,000","1,565,000,000","2,004,000,000","2,563,000,000","1,960,000,000","3,709,000,000","3,102,000,000","10,612,000,000","5,247,000,000","2,165,000,000","1,585,000,000","3,000,000,000","2,388,000,000","3,106,000,000","2,137,000,000","4,834,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,962,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-6,528,000,000","8,040,000,000","6,345,000,000","7,014,000,000","-8,995,000,000","3,460,000,000","4,947,000,000","975,000,000","4,507,000,000","1,631,000,000","2,029,000,000","2,580,000,000","2,501,000,000","5,260,000,000","4,513,000,000","11,862,000,000","6,243,000,000","2,928,000,000","2,025,000,000","3,592,000,000","2,909,000,000","3,479,000,000","2,440,000,000","4,936,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,962,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
			NetIncomeContinuousOperations,"-6,528,000,000","8,040,000,000","6,345,000,000","7,014,000,000","-8,995,000,000","3,460,000,000","4,947,000,000","975,000,000","4,507,000,000","1,631,000,000","2,029,000,000","2,580,000,000","2,501,000,000","5,260,000,000","4,513,000,000","4,420,000,000","3,686,000,000","1,968,000,000","1,422,000,000","2,842,000,000","2,378,000,000","3,097,000,000","2,067,000,000","2,043,000,000","4,096,000,000","3,789,000,000","2,750,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,538,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,"0","0","7,442,000,000","2,557,000,000","197,000,000","163,000,000","158,000,000","10,000,000","9,000,000","70,000,000","2,791,000,000","615,000,000","378,000,000","391,000,000",,,,,,"65,000,000",,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-246,000,000",,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"605,000,000",,,,,
		MinorityInterests,"-13,000,000","-15,000,000","-18,000,000","-20,000,000","-20,000,000","-21,000,000","-27,000,000","32,000,000","-50,000,000","-66,000,000","-25,000,000","-17,000,000","-541,000,000","-1,551,000,000","-1,411,000,000","-1,250,000,000","-996,000,000","-763,000,000","-440,000,000","-592,000,000","-521,000,000","-373,000,000","-303,000,000","-102,000,000",,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-6,541,000,000","8,025,000,000","6,327,000,000","6,994,000,000","-9,015,000,000","3,439,000,000","4,920,000,000","1,007,000,000","4,457,000,000","1,565,000,000","2,004,000,000","2,563,000,000","1,960,000,000","3,709,000,000","3,102,000,000","10,612,000,000","5,247,000,000","2,165,000,000","1,585,000,000","3,000,000,000","2,388,000,000","3,106,000,000","2,137,000,000","4,834,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,962,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
BasicEPS,"-3.24","3.88","2.97","3.248","-3.99","2.02","3.03","0.61","2.67","0.97","1.21","1.56","1.17","2.18","1.8","5.35","2.65","1.1","0.81","1.53","1.23","1.6","1.07","0.96","1.87","1.85","1.35","1.61","1.42","0.9","0.905","0.95","0.96","0.99","0.84","0.36","0.6","0.5"
DilutedEPS,"-3.25","3.86","2.95","3.12","-3.99","2.01","3.03","0.61","2.65","0.97","1.2","1.54","1.16","2.16","1.79","5.34","2.63","1.09","0.81","1.52","1.21","1.59","1.06","0.95","1.84","1.81","1.35","1.57","1.4","0.89","0.905","0.95","0.96","0.99","0.84","0.36","0.6","0.5"
BasicAverageShares,"2,033,500,000","2,069,000,000","2,130,000,000","2,153,000,000","2,258,000,000","1,705,000,000","1,633,000,000","1,645,000,000","1,671,000,000","1,667,000,000","1,657,000,000","1,644,000,000","1,670,000,000","1,700,000,000","1,713,000,000","1,974,000,000","1,977,000,000","1,970,000,000","1,960,000,000","1,952,000,000","1,942,000,000","1,937,000,000","1,997,196,262","1,940,000,000","1,965,000,000","1,984,000,000","1,987,000,000","1,992,000,000","2,008,000,000","2,024,000,000","2,036,000,000","2,062,105,263","2,043,750,000","2,076,767,677","2,080,952,381","2,075,000,000","2,090,000,000","2,136,000,000"
DilutedAverageShares,"2,037,000,000","2,078,000,000","2,146,000,000","2,245,000,000","2,258,000,000","1,712,000,000","1,637,000,000","1,652,000,000","1,680,000,000","1,679,000,000","1,670,000,000","1,662,000,000","1,688,000,000","1,717,000,000","1,727,000,000","1,978,000,000","2,001,000,000","1,980,000,000","1,963,000,000","1,983,000,000","1,976,000,000","1,950,000,000","2,016,037,736","1,965,000,000","1,997,000,000","2,027,000,000","2,031,000,000","2,042,000,000","2,036,000,000","2,032,000,000","2,036,000,000","2,062,105,263","2,043,750,000","2,076,767,677","2,080,952,381","2,075,000,000","2,090,000,000","2,136,000,000"
TotalExpenses,"39,442,000,000","36,811,000,000","37,055,000,000","37,848,000,000","40,341,000,000","20,232,000,000","17,447,000,000","17,330,000,000","14,960,000,000","14,830,000,000","14,165,000,000","13,454,000,000","13,689,000,000","14,607,000,000","13,534,000,000","13,369,000,000","12,692,000,000","15,820,000,000","14,870,000,000","14,868,000,000","14,916,000,000","13,720,000,000","14,005,000,000","12,829,000,000","12,230,000,000","11,639,000,000","10,605,000,000","12,263,000,000","11,112,000,000","10,152,000,000","8,763,000,000","9,010,000,000","9,196,000,000","8,393,000,000","7,911,000,000","8,106,000,000","6,788,000,000","6,091,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-6,541,000,000","8,025,000,000","6,327,000,000","6,994,000,000","-9,015,000,000","3,439,000,000","4,920,000,000","1,007,000,000","4,457,000,000","1,565,000,000","2,004,000,000","2,563,000,000","1,960,000,000","3,709,000,000","3,102,000,000","10,612,000,000","5,247,000,000","2,165,000,000","1,585,000,000","3,000,000,000","2,388,000,000","3,106,000,000","2,137,000,000","4,834,000,000","4,711,000,000","4,167,000,000","3,141,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,603,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
NormalizedIncome,"3,804,840,000","7,997,363,000","7,439,696,000","7,213,999,506.051","-2,188,770,000","3,495,295,000","5,201,004,189.008","782,000,000","4,074,476,000","1,604,250,000","1,686,204,000","2,687,880,000","3,154,700,000","3,704,482,000","3,275,119,000","3,475,344,519.814","2,067,948,911.223","2,228,426,428.976","1,605,096,666.667","2,495,727,695.167","2,452,804,436.397","3,239,358,974.359","3,042,983,339.37","4,838,849,864.743","4,512,479,006.937","3,831,606,048.856","3,317,688,290.269","3,164,955,377.064","2,819,461,749.315","2,758,736,053.289","2,362,518,199.609","1,787,558,926.488","1,479,173,628.586","1,929,948,042.951","1,615,030,110.935","592,800,000","1,126,542,085.76","928,267,813.268"
InterestIncome,,,,,,,,,,,,,,"91,000,000","75,000,000","54,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,542,000,000","1,166,000,000","1,232,000,000","1,334,000,000","1,420,000,000","656,000,000","183,000,000","196,000,000","167,000,000","184,000,000","203,000,000","199,000,000","182,000,000","145,000,000","145,000,000","184,000,000","310,000,000",,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,542,000,000","-1,166,000,000","-1,232,000,000","-1,334,000,000","-1,420,000,000","-656,000,000","-183,000,000","-196,000,000","-167,000,000","-184,000,000","-203,000,000","-199,000,000","-182,000,000","-145,000,000","-145,000,000","-130,000,000","-180,000,000",,,,,,,,,,,,,,,,,,,,,
EBIT,"-4,877,000,000","9,606,000,000","8,945,000,000","9,432,000,000","-5,451,000,000","5,631,000,000","6,151,000,000","5,327,000,000","6,082,000,000","2,261,000,000","2,584,000,000","3,090,000,000","2,522,000,000","7,126,000,000","6,216,000,000","5,786,000,000","5,086,000,000","3,528,000,000","2,386,000,000","3,737,000,000","4,464,000,000","4,933,000,000","4,101,000,000","5,158,000,000","5,986,000,000","5,239,000,000","4,456,000,000","4,438,000,000","3,953,000,000","3,615,000,000","3,221,000,000","2,403,000,000","1,960,000,000","2,766,000,000","2,389,000,000","1,083,000,000","1,770,000,000","1,467,000,000"
EBITDA,"5,150,000,000","19,366,000,000","19,221,000,000","20,118,000,000","4,929,000,000","7,377,000,000","6,788,000,000","6,116,000,000","6,464,000,000","2,637,000,000","3,051,000,000","3,853,000,000","3,203,000,000","7,754,000,000","6,823,000,000","6,493,000,000","5,902,000,000","4,420,000,000","3,313,000,000","4,666,000,000","5,373,000,000","5,722,000,000","4,836,000,000","5,886,000,000","6,732,000,000","5,917,000,000","5,081,000,000","5,029,000,000","4,472,000,000","4,063,000,000","3,549,000,000","2,711,000,000","2,255,000,000","3,012,000,000","2,633,000,000","1,279,000,000","1,955,000,000","1,628,000,000"
ReconciledCostOfRevenue,"10,730,000,000","9,980,000,000","9,456,000,000","9,277,000,000","11,081,000,000","7,467,000,000","5,927,000,000","5,322,000,000","4,969,000,000","3,909,000,000","3,932,000,000","4,619,000,000","4,610,000,000","5,598,000,000","5,277,000,000","5,140,000,000","5,316,000,000","6,218,000,000","5,739,000,000","5,737,000,000","5,989,000,000","5,406,000,000","6,532,000,000","5,453,000,000","4,759,000,000","3,864,000,000","3,271,000,000","3,873,000,000","3,446,000,000","3,189,000,000","2,794,000,000","2,721,000,000","2,562,000,000","2,684,000,000","2,630,000,000","2,460,000,000","2,299,000,000","2,141,000,000"
ReconciledDepreciation,"10,027,000,000","9,760,000,000","10,276,000,000","10,686,000,000","10,380,000,000","1,746,000,000","637,000,000","789,000,000","382,000,000","376,000,000","467,000,000","763,000,000","681,000,000","628,000,000","607,000,000","707,000,000","816,000,000","892,000,000","927,000,000","929,000,000","909,000,000","789,000,000","735,000,000","728,000,000","746,000,000","678,000,000","625,000,000","591,000,000","519,000,000","448,000,000","328,000,000","308,000,000","295,000,000","246,000,000","244,000,000","196,000,000","185,000,000","161,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-6,541,000,000","8,025,000,000","6,327,000,000","6,994,000,000","-9,015,000,000","3,439,000,000","4,920,000,000","1,007,000,000","4,457,000,000","1,565,000,000","2,004,000,000","2,563,000,000","1,960,000,000","3,709,000,000","3,102,000,000","3,170,000,000","2,690,000,000","1,968,000,000","1,422,000,000","2,842,000,000","2,378,000,000","3,097,000,000","2,067,000,000","2,043,000,000","4,096,000,000","3,789,000,000","2,750,000,000","3,205,000,000","2,850,000,000","1,812,000,000","1,842,000,000","1,959,000,000","1,538,000,000","2,056,000,000","1,748,000,000","747,000,000","1,254,000,000","1,068,000,000"
TotalUnusualItemsExcludingGoodwill,"-13,096,000,000","29,000,000","-1,352,000,000","-254,000,000","-9,351,000,000","-81,000,000","-339,000,000","375,000,000","502,000,000","-50,000,000","373,000,000","-140,000,000","-1,838,000,000","6,000,000","-233,000,000","-387,000,000","806,000,000","-337,000,000","-236,000,000","434,000,000","-114,000,000","-192,000,000","-1,137,000,000","-2,891,000,000","-557,000,000","-58,000,000","-751,000,000","56,000,000","43,000,000","-1,255,000,000","-722,000,000","225,000,000","76,000,000","177,000,000","192,000,000","257,000,000","192,000,000","213,000,000"
TotalUnusualItems,"-13,096,000,000","29,000,000","-1,352,000,000","-254,000,000","-9,351,000,000","-81,000,000","-339,000,000","375,000,000","502,000,000","-50,000,000","373,000,000","-140,000,000","-1,838,000,000","6,000,000","-233,000,000","-387,000,000","806,000,000","-337,000,000","-236,000,000","434,000,000","-114,000,000","-192,000,000","-1,137,000,000","-2,891,000,000","-557,000,000","-58,000,000","-751,000,000","56,000,000","43,000,000","-1,255,000,000","-722,000,000","225,000,000","76,000,000","177,000,000","192,000,000","257,000,000","192,000,000","213,000,000"
NormalizedEBITDA,"18,246,000,000","19,337,000,000","20,573,000,000","20,372,000,000","14,280,000,000","7,458,000,000","7,127,000,000","5,741,000,000","5,962,000,000","2,687,000,000","2,678,000,000","3,993,000,000","5,041,000,000","7,748,000,000","7,056,000,000","6,880,000,000","5,096,000,000","4,757,000,000","3,549,000,000","4,232,000,000","5,487,000,000","5,914,000,000","5,973,000,000","8,777,000,000","7,289,000,000","5,975,000,000","5,832,000,000","4,973,000,000","4,429,000,000","5,318,000,000","4,271,000,000","2,486,000,000","2,179,000,000","2,835,000,000","2,441,000,000","1,022,000,000","1,763,000,000","1,415,000,000"
