name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
		ImpairmentOfCapitalAssets,,,,,,"0","0","40,000,000","28,000,000","2,000,000","0","0","0","12,295,000","2,844,000"
		OtherSpecialCharges,,"6,000,000",,"26,000,000","13,000,000","24,000,000","2,000,000","19,000,000","31,000,000","8,000,000",,"19,831,000","1,275,000","46,377,000",
	OtherNonOperatingIncomeExpenses,"138,000,000","124,000,000","-33,000,000","130,000,000","65,000,000","37,000,000","-5,000,000","-13,000,000","11,000,000","-2,000,000","8,000,000","185,000","3,572,000","-9,073,000","-15,647,000"
PretaxIncome,"1,498,000,000","1,459,000,000","1,363,000,000","1,128,000,000","373,000,000","352,000,000","328,000,000","294,000,000","416,000,000","539,000,000","501,000,000","323,116,000","267,428,000","184,675,000","241,727,000"
TaxProvision,"73,000,000","101,000,000","260,000,000","163,000,000","72,000,000","116,000,000","59,000,000","-992,000,000","325,000,000","159,000,000","149,000,000","95,965,000","93,364,000","15,105,000","77,582,000"
EarningsFromEquityInterestNetOfTax,"-2,000,000","0","-12,000,000","6,000,000","7,000,000","-9,000,000","15,000,000","10,000,000","-4,000,000","8,000,000","5,000,000","-1,124,000","2,567,000","70,757,000","1,110,000"
NetIncomeCommonStockholders,"1,423,000,000","1,358,000,000","1,091,000,000","966,000,000","279,000,000","191,000,000","259,000,000","1,277,000,000","72,000,000","387,000,000","357,000,000","226,591,000","177,546,000","241,772,000","160,596,000"
	NetIncome,"1,423,000,000","1,358,000,000","1,091,000,000","966,000,000","279,000,000","191,000,000","259,000,000","1,277,000,000","72,000,000","387,000,000","357,000,000","226,591,000","177,546,000","241,772,000","160,596,000"
		NetIncomeIncludingNoncontrollingInterests,"1,423,000,000","1,358,000,000","1,091,000,000","971,000,000","308,000,000","227,000,000","284,000,000","1,296,000,000","87,000,000","388,000,000","357,000,000","226,027,000","176,631,000","240,327,000","165,255,000"
			NetIncomeContinuousOperations,"1,423,000,000","1,358,000,000","1,091,000,000","971,000,000","308,000,000","227,000,000","284,000,000","1,296,000,000","87,000,000","388,000,000","357,000,000","226,027,000","176,631,000","240,327,000","165,255,000"
		MinorityInterests,,"0","0","-5,000,000","-29,000,000","-36,000,000","-25,000,000","-19,000,000","-15,000,000","-1,000,000","0","564,000","915,000","1,445,000","-4,659,000"
DilutedNIAvailtoComStockholders,"1,423,000,000","1,358,000,000","1,091,000,000","966,000,000","279,000,000","191,000,000","259,000,000","1,277,000,000","72,000,000","387,000,000","357,000,000","226,591,000","177,546,000","241,772,000","160,596,000"
BasicEPS,"7.8","7.39","5.82","5.05","1.46","0.98","1.27","6.01","0.77","3.15","2.78","1.83","1.415","1.927","1.28"
DilutedEPS,"7.7","7.29","5.72","4.95","1.43","0.96","1.24","5.88","0.76","3.08","2.72","1.77","1.392","1.895","1.259"
BasicAverageShares,"182,250,000","183,800,000","187,600,000","191,400,000","191,300,000","195,100,000","203,700,000","217,800,000","149,100,000","123,038,000","127,994,000","124,147,000","125,468,000","125,468,000","125,468,000"
DilutedAverageShares,"184,650,000","186,300,000","190,600,000","195,000,000","195,000,000","199,600,000","208,200,000","222,600,000","152,000,000","125,630,000","131,083,000","127,862,000","127,554,000","127,554,000","127,554,000"
TotalOperatingIncomeAsReported,"2,008,000,000","1,977,000,000","1,799,000,000","1,393,000,000","731,000,000","777,000,000","741,000,000","665,000,000","576,000,000","646,000,000","590,000,000","462,333,000","396,435,000","345,251,000","395,005,000"
TotalExpenses,"13,057,000,000","12,923,000,000","12,583,000,000","12,461,000,000","10,576,000,000","10,236,000,000","9,603,000,000","8,934,000,000","6,053,000,000","5,059,000,000","4,861,000,000","4,623,141,000","4,450,337,000","3,948,086,000","3,503,243,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,423,000,000","1,358,000,000","1,091,000,000","966,000,000","279,000,000","191,000,000","259,000,000","1,277,000,000","72,000,000","387,000,000","357,000,000","226,591,000","177,546,000","241,772,000","160,596,000"
NormalizedIncome,"1,514,321,762.35","1,441,790,000","1,113,652,000","1,005,330,000","331,455,000","257,330,000","316,400,000","1,350,200,000","202,200,000","415,200,000","363,327,000","250,424,106","190,576,416","315,935,384","178,095,188"
InterestIncome,"49,000,000","36,000,000","13,000,000","6,000,000","6,000,000","9,000,000","8,000,000","7,000,000","4,000,000","4,000,000","4,000,000","3,937,000","3,067,000","3,939,000","3,799,000"
InterestExpense,"691,000,000","672,000,000","416,000,000","375,000,000","416,000,000","447,000,000","414,000,000","346,000,000","144,000,000","101,000,000","101,000,000","123,508,000","134,371,000","109,065,000","141,430,000"
NetInterestIncome,"-642,000,000","-636,000,000","-403,000,000","-369,000,000","-410,000,000","-438,000,000","-406,000,000","-339,000,000","-140,000,000","-97,000,000","-97,000,000","-119,571,000","-131,304,000","-105,126,000","-137,631,000"
EBIT,"2,189,000,000","2,131,000,000","1,779,000,000","1,503,000,000","789,000,000","799,000,000","742,000,000","640,000,000","560,000,000","640,000,000","602,000,000","446,624,000","401,799,000","293,740,000","383,157,000"
EBITDA,"3,335,000,000","3,256,000,000","2,909,000,000","2,767,000,000","2,076,000,000","2,001,000,000","1,883,000,000","1,651,000,000","849,000,000","768,000,000","723,000,000","554,128,000","500,087,000","385,744,000","467,374,000"
ReconciledCostOfRevenue,"9,836,000,000","9,745,000,000","9,382,000,000","9,233,000,000","7,500,000,000","7,300,000,000","6,746,000,000","6,301,000,000","4,748,000,000","4,116,000,000","3,959,000,000","3,762,631,000","3,632,582,000","3,185,787,000","2,804,837,000"
ReconciledDepreciation,"1,146,000,000","1,125,000,000","1,130,000,000","1,264,000,000","1,287,000,000","1,202,000,000","1,141,000,000","1,011,000,000","289,000,000","128,000,000","121,000,000","107,504,000","98,288,000","92,004,000","84,217,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,423,000,000","1,358,000,000","1,091,000,000","966,000,000","279,000,000","191,000,000","259,000,000","1,277,000,000","72,000,000","387,000,000","357,000,000","226,591,000","177,546,000","241,772,000","160,596,000"
TotalUnusualItemsExcludingGoodwill,"-96,000,000","-90,000,000","-28,000,000","-46,000,000","-65,000,000","-99,000,000","-70,000,000","-122,000,000","-217,000,000","-40,000,000","-9,000,000","-33,902,000","-20,016,000","-80,788,000","-25,772,000"
TotalUnusualItems,"-96,000,000","-90,000,000","-28,000,000","-46,000,000","-65,000,000","-99,000,000","-70,000,000","-122,000,000","-217,000,000","-40,000,000","-9,000,000","-33,902,000","-20,016,000","-80,788,000","-25,772,000"
NormalizedEBITDA,"3,431,000,000","3,346,000,000","2,937,000,000","2,813,000,000","2,141,000,000","2,100,000,000","1,953,000,000","1,773,000,000","1,066,000,000","808,000,000","732,000,000","588,030,000","520,103,000","466,532,000","493,146,000"
TaxRateForCalcs,"0.049","0.069","0.191","0.145","0.193","0.33","0.18","0.4","0.4","0.295","0.297","0.297","0.349","0.082","0.321"
TaxEffectOfUnusualItems,"-4,678,237.65","-6,210,000","-5,348,000","-6,670,000","-12,545,000","-32,670,000","-12,600,000","-48,800,000","-86,800,000","-11,800,000","-2,673,000","-10,068,894","-6,985,584","-6,624,616","-8,272,812"
