name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"748,956,000","587,812,000","700,122,000","782,616,000","783,183,000","540,202,000","384,506,000","561,153,000","221,896,000","325,458,000","189,118,000","108,590,000","32,114,000","38,394,000","49,680,000","64,677,000","134,584,000","89,544,000","62,506,000","40,365,000","31,693,000","16,023,200","21,959,000","34,113,000"
	CurrentAssets,"616,125,000","507,937,000","617,823,000","717,616,000","760,250,000","526,106,000","373,477,000","547,897,000","218,989,000","324,618,000","188,360,000","108,548,000","31,949,000","37,849,000","48,473,000","62,382,000","131,253,000","85,783,000","60,125,000","37,818,000","28,272,200","13,250,700",,
		CashCashEquivalentsAndShortTermInvestments,"438,865,000","416,823,000","520,706,000","631,958,000","697,429,000","473,520,000","341,342,000","529,036,000","215,132,000","322,486,000","185,790,000","107,967,000","31,048,000","37,087,000","47,060,000","60,083,000","126,858,000","83,255,000","43,001,000","35,928,000","27,214,000","12,439,200",,
			CashAndCashEquivalents,"188,657,000","114,846,000","147,435,000","326,028,000","189,680,000","134,758,000","69,418,000","163,620,000","102,138,000","61,854,000","11,707,000","57,899,000","6,889,000","6,849,000","18,122,000","21,171,000","16,987,000","15,480,000","9,796,000","8,302,000","6,308,100","4,453,600",,
			OtherShortTermInvestments,"250,208,000","301,977,000","373,271,000","305,930,000","507,749,000","338,762,000","271,924,000","365,416,000","112,994,000","260,632,000","174,083,000","50,068,000","24,159,000","30,238,000","28,938,000","38,912,000","109,871,000","67,775,000","33,205,000","27,626,000","20,905,900","7,985,600",,
		Receivables,"102,350,000","63,080,000","65,344,000","50,282,000","37,874,000","27,789,000","18,430,000","7,140,000","1,638,000","964,000","750,000",,,,,,,,,,,,,
			AccountsReceivable,"98,267,000","62,195,000","64,366,000","48,247,000","35,781,000","26,090,000","17,343,000","5,903,000","0",,,,,,,,,,,,,,,
			AccruedInterestReceivable,"4,083,000","885,000","978,000","2,035,000","2,093,000","1,699,000","1,087,000","1,237,000","1,638,000","964,000","750,000",,,,,,,,,,,,,
		Inventory,"35,819,000","6,636,000","7,881,000","9,682,000","6,341,000","4,070,000","5,248,000","4,175,000","0",,,,,,,,,,,,,,,
			RawMaterials,,"283,000","0","1,862,000","1,481,000","2,477,000","4,084,000","1,820,000","0",,,,,,,,,,,,,,,
			WorkInProcess,,"4,427,000","6,767,000","6,367,000","1,685,000","483,000","0",,,,,,,,,,,,,,,,,
			FinishedGoods,,"1,926,000","1,114,000","1,453,000","3,175,000","1,110,000","1,164,000","2,355,000","0",,,,,,,,,,,,,,,
		PrepaidAssets,"39,091,000","21,398,000","23,892,000","25,694,000","18,606,000","20,727,000","8,457,000","7,546,000","2,219,000","1,168,000","1,820,000","581,000","901,000","762,000","1,413,000","2,299,000","4,395,000","2,528,000","4,604,000","1,891,000","1,058,200","811,500",,
		RestrictedCash,,,,,,,,,,,,,,,,,,,"12,520,000",,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,"-1,000",,,,
	TotalNonCurrentAssets,"132,831,000","79,875,000","82,299,000","65,000,000","22,933,000","14,096,000","11,029,000","13,256,000","2,907,000","840,000","758,000","42,000","165,000","545,000","1,207,000","2,295,000","3,331,000","3,761,000","2,381,000","2,547,000","3,420,800","2,772,500",,
		NetPPE,"56,467,000","61,594,000","66,315,000","56,444,000","12,704,000","3,309,000","2,662,000","3,081,000","2,203,000","553,000","579,000","42,000","151,000","426,000","1,062,000","2,103,000","3,048,000","3,505,000","2,283,000","2,547,000","3,117,000","2,419,300",,
			GrossPPE,"66,023,000","69,691,000","72,499,000","60,392,000","18,036,000","7,514,000","6,891,000","6,489,000","4,990,000","2,693,000","2,553,000","4,775,000","6,287,000","8,046,000","8,495,000","8,448,000","9,062,000","8,550,000","6,612,000","10,945,000","9,981,000","7,740,000",,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,"1,102,000","1,062,000","972,900","2,608,000","2,445,300","2,195,300",,
				MachineryFurnitureEquipment,"10,422,000","10,422,000","10,535,000","9,076,000","5,952,000","5,859,000","5,249,000","4,946,000","3,077,000","2,002,000","1,983,000","3,718,000","5,230,000","6,898,000","7,345,000","7,315,000","7,960,000","7,488,000","5,639,100","8,336,000","7,535,700","5,544,700",,
				OtherProperties,"51,855,000","55,573,000","58,268,000","47,283,000","9,524,000",,,,,,,,,,,,,,,"1,000",,,,
				ConstructionInProgress,,,,,,"0","0","226,000","500,000","64,000","0",,,,,,,,,,,,,
				Leases,"3,746,000","3,696,000","3,696,000","4,033,000","2,560,000","1,655,000","1,642,000","1,317,000","1,413,000","627,000","570,000","1,057,000","1,057,000","1,148,000","1,150,000","1,133,000",,,,,,,,
			AccumulatedDepreciation,"-9,556,000","-8,097,000","-6,184,000","-3,948,000","-5,332,000","-4,205,000","-4,229,000","-3,408,000","-2,787,000","-2,140,000","-1,974,000","-4,733,000","-6,136,000","-7,620,000","-7,433,000","-6,345,000","-6,014,000","-5,045,000","-4,329,000","-8,398,000","-6,864,000","-5,320,700",,
		GoodwillAndOtherIntangibleAssets,"65,490,000","0","0","1,108,000","2,585,000","4,062,000","5,538,000","7,015,000","0",,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"10,874,000","18,281,000","15,984,000","7,448,000","7,644,000","6,725,000","2,829,000","3,160,000","704,000","287,000","179,000",,"14,000","119,000","145,000","192,000","283,000","256,000","98,000",,"303,800","353,200",,
TotalLiabilitiesNetMinorityInterest,"317,201,000","187,399,000","159,228,000","155,607,000","84,048,000","61,123,000","49,221,000","42,742,000","22,134,000","15,969,000","6,987,000","23,606,000","8,752,000","8,706,000","37,566,000","11,685,000","20,650,000","22,385,000","23,135,000","9,685,000","84,364,000","56,113,200","4,097,000","56,621,000"
	CurrentLiabilities,"254,254,000","125,630,000","96,068,000","105,967,000","74,826,000","59,565,000","49,030,000","42,585,000","21,902,000","15,834,000","6,979,000","5,948,000","6,165,000","5,959,000","14,707,000","11,051,000","19,287,000","20,534,000","21,701,000","8,641,000","8,225,900","6,153,100",,
		PayablesAndAccruedExpenses,"202,131,000","88,302,000","61,868,000","75,069,000","50,312,000","42,537,000","33,770,000","25,559,000","16,180,000","11,667,000","5,059,000","5,101,000","4,785,000","5,191,000","8,305,000","9,818,000","17,602,000","16,872,000","17,365,000","5,834,000","3,663,600","2,856,400",,
			Payables,"19,107,000","13,123,000","6,876,000","8,493,000","7,222,000","3,167,000","8,786,000","3,912,000","1,672,000","2,016,000","372,000","1,375,000","1,960,000","1,972,000","2,947,000","2,283,000","2,590,000","3,387,000","2,073,000","2,153,000","1,532,700","1,120,800",,
				AccountsPayable,"17,543,000","12,746,000","6,876,000","8,493,000","7,222,000","3,167,000","8,786,000","3,912,000","1,672,000","2,016,000","372,000","1,375,000","1,960,000","1,972,000","2,947,000","2,283,000","2,590,000","3,387,000","2,073,000","2,153,000","1,532,700","1,120,800",,
				TotalTaxPayable,"1,564,000","377,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"183,024,000","75,179,000","54,992,000","66,576,000","43,090,000","39,370,000","24,984,000","21,647,000","14,508,000","9,651,000","4,687,000","3,726,000","2,825,000","3,219,000","5,358,000","7,535,000","15,012,000","13,485,000","15,292,000","3,681,000","2,130,900","1,735,600",,
		PensionandOtherPostRetirementBenefitPlansCurrent,"42,718,000","28,023,000","25,896,000","25,811,000","21,080,000","17,028,000","15,260,000","14,382,000","5,722,000","4,167,000","1,865,000","413,000","679,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"9,405,000","9,305,000","8,304,000","5,087,000","3,434,000",,,,,,,,"32,000","78,000","365,000","795,000","978,000","996,000","890,000","1,486,000","3,242,300","2,975,700",,
			CurrentDebt,,,,,,,,,,,,,"32,000","78,000","365,000","795,000","978,000","996,000","890,000","1,486,000","3,242,300","2,975,700",,
			CurrentCapitalLeaseObligation,"9,405,000","9,305,000","8,304,000","5,087,000","3,434,000","0",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,"0","2,644,000","0","0","55,000","434,000","669,000","690,000","6,037,000","438,000","707,000","2,666,000","3,446,000","1,320,000","1,320,000","321,000",,
			CurrentDeferredRevenue,,,,,,,"0","2,644,000","0","0","55,000","434,000","669,000","690,000","6,037,000","438,000","707,000","2,666,000","3,446,000","1,320,000","1,320,000","321,000",,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,"1,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"62,947,000","61,769,000","63,160,000","49,640,000","9,222,000","1,558,000","191,000","157,000","232,000","135,000","8,000","17,658,000","2,587,000","2,747,000","22,859,000","634,000","1,363,000","1,851,000","1,434,000","1,044,000","76,138,100","49,960,100",,
		LongTermDebtAndCapitalLeaseObligation,"47,800,000","52,695,000","56,126,000","44,460,000","6,361,000","0",,,,,,,,"32,000","98,000","430,000","1,156,000","1,379,000","892,000","1,044,000","1,624,100","3,458,300","1,323,000","5,789,000"
			LongTermDebt,,,,,,,,,,,,,,"32,000","98,000","430,000","1,156,000","1,379,000","892,000","1,044,000","1,624,100","3,458,300","1,323,000","5,789,000"
			LongTermCapitalLeaseObligation,"47,800,000","52,695,000","56,126,000","44,460,000","6,361,000","0",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,"0","2,587,000","2,623,000","22,579,000",,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,,"0","2,587,000","2,623,000","22,579,000","0",,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,,,,,,,,,,,,"74,514,000","46,501,800",,
		OtherNonCurrentLiabilities,"15,147,000","9,074,000","7,034,000","5,180,000","2,861,000","1,558,000","191,000","157,000","232,000","135,000","8,000","17,658,000",,"92,000","182,000","204,000","207,000","472,000","542,000",,,,,
TotalEquityGrossMinorityInterest,"431,755,000","400,413,000","540,894,000","627,009,000","699,135,000","479,079,000","335,285,000","518,411,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,688,000","12,114,000","52,992,000","113,934,000","67,159,000","39,371,000","30,680,000","-52,671,000","-40,090,000","17,862,000","-22,508,000"
	StockholdersEquity,"431,755,000","400,413,000","540,894,000","627,009,000","699,135,000","479,079,000","335,285,000","518,411,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,688,000","12,114,000","52,992,000","113,934,000","67,159,000","39,371,000","30,680,000","-52,671,000","-40,090,000","17,862,000","-22,508,000"
		CapitalStock,"16,000","16,000","16,000","16,000","15,000","14,000","12,000","12,000","10,000","10,000","9,000","7,000","5,000","4,000","4,000","4,000","4,000","3,000","2,000","2,000","300","300","46,502,000","46,502,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"46,502,000","46,502,000"
			CommonStock,"16,000","16,000","16,000","16,000","15,000","14,000","12,000","12,000","10,000","10,000","9,000","7,000","5,000","4,000","4,000","4,000","4,000","3,000","2,000","2,000","300","300","0","0"
		AdditionalPaidInCapital,"2,862,552,000","2,770,923,000","2,694,646,000","2,612,663,000","2,402,945,000","1,948,300,000","1,559,343,000","1,452,272,000","862,327,000","807,631,000","587,742,000","452,693,000","370,219,000","353,278,000","350,872,000","346,815,000","343,293,000","240,446,000","168,426,000","126,755,000","18,193,600","15,045,700",,
		RetainedEarnings,"-2,430,837,000","-2,369,551,000","-2,153,576,000","-1,985,706,000","-1,704,122,000","-1,468,863,000","-1,223,671,000","-933,979,000","-662,586,000","-498,143,000","-405,668,000","-367,720,000","-346,871,000","-324,106,000","-339,245,000","-294,100,000","-229,856,000","-173,466,000","-128,418,000","-94,283,000","-68,365,900","-54,273,300",,
		GainsLossesNotAffectingRetainedEarnings,"24,000","-975,000","-192,000","36,000","297,000","-372,000","-399,000","106,000","11,000","-9,000","48,000","4,000","9,000","512,000","483,000","273,000","493,000","176,000","-639,000","-1,793,000","-2,499,000","-862,700",,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,"290,000",,,,,,,
			OtherEquityAdjustments,"24,000","-975,000","-192,000","36,000","297,000","-372,000","-399,000","106,000","11,000","-9,000","48,000","4,000","9,000",,,,"203,000",,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,"-1,000",,,"-28,640,000","-69,010,000"
