name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalCapitalization,"431,755,000","400,413,000","540,894,000","627,009,000","699,135,000","479,079,000","335,285,000","518,411,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,720,000","12,212,000","53,422,000","115,090,000","68,538,000","40,263,000","31,724,000","-51,046,900","-36,631,700","19,185,000","-16,719,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,"46,502,000","46,502,000"
CommonStockEquity,"431,755,000","400,413,000","540,894,000","627,009,000","699,135,000","479,079,000","335,285,000","518,411,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,688,000","12,114,000","52,992,000","113,934,000","67,159,000","39,371,000","30,680,000","-52,671,000","-40,090,000","-28,640,000","-69,010,000"
CapitalLeaseObligations,"57,205,000","62,000,000","64,430,000","49,547,000","9,795,000","0",,,,,,,,,,,,,,,,,,
NetTangibleAssets,"366,265,000","400,413,000","540,894,000","625,901,000","696,550,000","475,017,000","329,747,000","511,396,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,688,000","12,114,000","52,992,000","113,934,000","67,159,000","39,371,000","30,680,000","-52,671,000","-40,090,000","17,862,000","-22,508,000"
WorkingCapital,"361,871,000","382,307,000","521,755,000","611,649,000","685,424,000","466,541,000","324,447,000","505,312,000","197,087,000","308,784,000","181,381,000","102,600,000","25,784,000","31,890,000","33,766,000","51,331,000","111,966,000","65,249,000","38,424,000","29,177,000","20,046,300","7,097,600",,
InvestedCapital,"431,755,000","400,413,000","540,894,000","627,009,000","699,135,000","479,079,000","335,285,000","518,411,000","199,762,000","309,489,000","182,131,000","84,984,000","23,394,000","29,798,000","12,577,000","54,217,000","116,068,000","69,534,000","41,153,000","33,210,000","-47,804,600","-33,656,000","-27,317,000","-63,221,000"
TangibleBookValue,"366,265,000","400,413,000","540,894,000","625,901,000","696,550,000","475,017,000","329,747,000","511,396,000","199,762,000","309,489,000","182,131,000","84,984,000","23,362,000","29,688,000","12,114,000","52,992,000","113,934,000","67,159,000","39,371,000","30,680,000","-52,671,000","-40,090,000","-28,640,000","-69,010,000"
TotalDebt,"57,205,000","62,000,000","64,430,000","49,547,000","9,795,000","0",,,,,,,"32,000","110,000","463,000","1,225,000","2,134,000","2,375,000","1,782,000","2,530,000","4,866,400","6,434,000","1,323,000","5,789,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,"1,980,400","1,323,000","5,789,000"
ShareIssued,"164,650,219","162,064,872","161,012,695","159,637,771","155,275,300","143,853,597","124,410,552","121,367,169","101,938,702","100,047,331","91,102,618","73,334,216","52,898,659","39,350,561","38,332,119","37,177,874","37,035,389","29,940,477","23,517,876","16,922,850","16,845,668","16,845,668","16,845,668","16,845,668"
OrdinarySharesNumber,"164,650,219","162,064,872","161,012,695","159,637,771","155,275,300","143,853,597","124,410,552","121,367,169","101,938,702","100,047,331","91,102,618","73,334,216","52,898,659","39,350,561","38,332,119","37,177,874","37,035,389","29,940,477","23,517,876","16,922,850","16,845,668","16,845,668","16,845,668","16,845,668"
