name,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
				DividendsPayable,"139,997,000","139,732,000","258,023,000","233,644,000","217,262,000","200,483,000","95,975,000","96,168,000","192,991,000","185,326,000","175,675,000","175,932,000","77,865,000",,,,,,,,,,,,
				OtherPayable,"190,014,000","176,114,000","211,371,000","181,937,000","128,426,000","113,087,000","102,802,000","88,818,000","70,601,000","62,764,000","59,794,000","55,969,000","45,964,000","49,288,000","45,236,000","34,241,000","31,696,000",,,,,,,,
			CurrentAccruedExpenses,"400,222,000","346,100,000","392,969,000","334,301,000","297,939,000","254,744,000","286,920,000","262,618,000","236,845,000","232,546,000","227,313,000","261,124,000","297,887,000","336,862,000","384,288,000","264,086,000","352,239,000","138,371,000","55,815,000","28,960,000","20,025,000",,"10,262,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,"45,964,000",,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,"4,177,000","587,000","5,000"
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,"4,177,000","587,000","5,000"
		CurrentDeferredLiabilities,"101,189,000","91,092,000","87,654,000","86,865,000","94,562,000","96,372,000","103,140,000","146,564,000","164,982,000","221,271,000","257,897,000","252,707,000","194,769,000","94,511,000","30,118,000","680,000",,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,"0","17,673,000","989,000","332,000","5,782,000","4,800,000","2,208,000",,,,,,,,,,
			CurrentDeferredRevenue,"101,189,000","91,092,000","87,654,000","86,865,000","94,562,000","96,372,000","103,140,000","146,564,000","164,982,000","203,598,000","256,908,000","252,375,000","188,987,000","89,711,000","27,910,000","680,000",,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,"108,590,000","110,936,000","63,154,000","93,634,000","43,738,000","48,732,000","32,843,000","18,958,000","12,279,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"280,822,000","315,195,000","292,120,000","351,040,000","337,370,000","298,571,000","303,755,000","324,395,000","288,267,000","256,675,000","314,593,000","378,302,000","356,478,000","270,089,000","305,759,000","229,391,000","138,963,000","1,439,000","9,486,000","5,267,000","2,821,000","22,211,000","29,158,000","56,067,000","27,805,000"
		LongTermDebtAndCapitalLeaseObligation,"113,035,000","114,541,000","70,044,000","75,958,000","49,238,000","0",,,,,,,,,,,,"248,000",,,,"20,000,000","28,011,000","46,359,000","27,715,000"
			LongTermDebt,,,,,,,,,,,,,,,,,,"248,000",,,,"20,000,000","28,011,000","46,359,000","27,715,000"
			LongTermCapitalLeaseObligation,"113,035,000","114,541,000","70,044,000","75,958,000","49,238,000","0",,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"150,830,000","165,667,000","159,213,000","166,778,000","182,083,000","169,510,000","163,672,000","201,627,000","184,941,000","174,627,000","172,770,000","195,514,000","193,083,000","115,062,000","48,744,000","228,276,000","11,935,000","1,191,000","9,486,000","5,267,000","2,821,000","2,211,000","1,147,000","9,616,000",
			NonCurrentDeferredTaxesLiabilities,"114,682,000","129,965,000","117,595,000","116,844,000","114,754,000","92,944,000","76,612,000","61,220,000","56,210,000","39,497,000","1,758,000","2,467,000","4,951,000","6,986,000","10,170,000","228,276,000","11,935,000","1,191,000","9,486,000","5,267,000","2,821,000","2,211,000","1,147,000","9,616,000",
			NonCurrentDeferredRevenue,"36,148,000","35,702,000","41,618,000","49,934,000","67,329,000","76,566,000","87,060,000","140,407,000","128,731,000","135,130,000","171,012,000","193,047,000","188,132,000","108,076,000","38,574,000","0",,,,,,,,,
		TradeandOtherPayablesNonCurrent,"16,521,000","34,627,000","62,539,000","92,810,000","105,771,000","127,211,000","138,295,000","121,174,000","101,689,000","80,611,000","140,933,000","181,754,000","161,904,000",,,,,,,,,,,,
		OtherNonCurrentLiabilities,"436,000","360,000","324,000","15,494,000","278,000","1,850,000","1,788,000","1,594,000","1,637,000","1,437,000","890,000","1,034,000","1,491,000","155,027,000","257,015,000","1,115,000","127,028,000",,,,,,,"92,000","90,000"
TotalEquityGrossMinorityInterest,"7,012,060,000","6,204,340,000","6,114,159,000","5,516,116,000","4,793,496,000","4,162,974,000","3,852,419,000","3,418,003,000","3,345,126,000","3,403,367,000","3,659,706,000","3,531,796,000","3,256,581,000","3,049,562,000","2,836,447,000","2,225,854,000","2,350,614,000","1,557,899,000","1,157,264,000","935,857,000","749,690,000","602,499,000","453,969,000","365,239,000","194,599,000"
	StockholdersEquity,"7,012,060,000","6,204,340,000","6,114,159,000","5,516,116,000","4,793,496,000","4,162,974,000","3,852,419,000","3,418,003,000","3,345,126,000","3,403,367,000","3,659,706,000","3,531,796,000","3,256,581,000","3,049,562,000","2,836,447,000","2,225,854,000","2,350,614,000","1,557,899,000","1,157,264,000","935,857,000","749,690,000","602,499,000","453,969,000","365,239,000","194,599,000"
		CapitalStock,"19,588,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,001,000","1,002,000","1,086,000","1,082,000","1,081,000","1,084,000","1,082,000","1,080,000","1,078,000","1,082,000","1,000,000"
			CommonStock,"19,588,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","17,979,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,797,435,000","1,001,000","1,002,000","1,086,000","1,082,000","1,081,000","1,084,000","1,082,000","1,080,000","1,078,000","1,082,000","1,000,000"
		AdditionalPaidInCapital,"2,125,467,000","2,042,472,000","1,960,722,000","1,880,354,000","1,835,622,000","1,823,638,000","1,828,386,000","1,836,047,000","62,239,000","73,521,000","79,263,000","72,462,000","61,869,000","38,268,000","32,221,000","0","132,264,000","83,438,000","96,242,000","108,949,000","104,022,000","129,431,000","127,131,000","133,925,000","29,593,000"
		RetainedEarnings,"5,263,528,000","4,733,517,000","4,320,737,000","3,754,372,000","3,229,061,000","2,710,619,000","2,418,444,000","2,056,702,000","1,930,517,000","1,859,972,000","1,865,587,000","1,604,625,000","1,413,582,000","1,264,613,000","2,816,607,000","2,262,503,000","2,171,134,000","1,478,655,000","1,072,454,000","815,209,000","663,604,000","507,884,000","365,087,000","253,140,000","176,431,000"
		TreasuryStock,"330,909,000","475,095,000","303,114,000","320,016,000","345,040,000","397,692,000","468,818,000","455,964,000","414,637,000","330,132,000","120,620,000","81,280,000","103,498,000","106,758,000","0",,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-65,614,000","-114,533,000","117,835,000","183,427,000","55,874,000","8,430,000","56,428,000","-36,761,000","-30,428,000","2,571,000","38,041,000","138,554,000","87,193,000","56,004,000","-13,382,000","-37,651,000","46,130,000","-5,275,000","-12,513,000","10,615,000","-19,018,000","-35,896,000","-39,327,000","-22,908,000","-12,425,000"
			ForeignCurrencyTranslationAdjustments,"-11,508,000","-25,981,000","123,415,000",,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"-54,106,000","-88,552,000","-5,580,000","183,427,000","55,874,000","8,430,000","56,428,000","-36,761,000","-30,428,000","2,571,000","38,041,000","138,554,000","87,193,000",,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,
TotalCapitalization,"7,012,060,000","6,204,340,000","6,114,159,000","5,516,116,000","4,793,496,000","4,162,974,000","3,852,419,000","3,418,003,000","3,345,126,000","3,403,367,000","3,659,706,000","3,531,796,000","3,256,581,000","3,049,562,000","2,836,447,000","2,225,854,000","2,350,614,000","1,558,147,000","1,157,264,000","935,857,000","749,690,000","622,499,000","481,980,000","411,598,000","222,314,000"
CommonStockEquity,"7,012,060,000","6,204,340,000","6,114,159,000","5,516,116,000","4,793,496,000","4,162,974,000","3,852,419,000","3,418,003,000","3,345,126,000","3,403,367,000","3,659,706,000","3,531,796,000","3,256,581,000","3,049,562,000","2,836,447,000","2,225,854,000","2,350,614,000","1,557,899,000","1,157,264,000","935,857,000","749,690,000","602,499,000","453,969,000","365,239,000","194,599,000"
CapitalLeaseObligations,"113,035,000","114,541,000","70,044,000","75,958,000","49,238,000","0",,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"6,216,985,000","5,457,885,000","5,323,086,000","4,687,550,000","4,133,867,000","3,745,894,000","3,442,618,000","3,113,001,000","3,099,574,000","3,185,284,000","3,440,212,000","3,299,199,000","3,009,935,000","2,864,410,000","2,622,787,000","1,994,900,000","2,154,584,000","1,490,319,000","1,121,398,000","935,857,000","707,379,000","578,020,000","436,984,000","360,465,000","193,862,000"
WorkingCapital,"3,153,453,000","2,743,516,000","2,813,624,000","2,505,134,000","2,021,917,000","1,744,055,000","1,554,023,000","1,480,281,000","1,345,089,000","1,477,715,000","1,690,332,000","1,627,094,000","1,716,558,000","1,829,718,000","1,710,203,000","1,505,249,000","1,530,892,000","831,402,000","605,682,000","460,704,000","435,494,000","391,821,000","303,707,000","345,980,000","165,741,000"
InvestedCapital,"7,012,060,000","6,204,340,000","6,114,159,000","5,516,116,000","4,793,496,000","4,162,974,000","3,852,419,000","3,418,003,000","3,345,126,000","3,403,367,000","3,659,706,000","3,531,796,000","3,256,581,000","3,049,562,000","2,836,447,000","2,225,854,000","2,350,614,000","1,558,147,000","1,157,264,000","935,857,000","749,690,000","622,499,000","486,157,000","412,185,000","222,319,000"
TangibleBookValue,"6,216,985,000","5,457,885,000","5,323,086,000","4,687,550,000","4,133,867,000","3,745,894,000","3,442,618,000","3,113,001,000","3,099,574,000","3,185,284,000","3,440,212,000","3,299,199,000","3,009,935,000","2,864,410,000","2,622,787,000","1,994,900,000","2,154,584,000","1,490,319,000","1,121,398,000","935,857,000","707,379,000","578,020,000","436,984,000","360,465,000","193,862,000"
TotalDebt,"113,035,000","114,541,000","70,044,000","75,958,000","49,238,000","0",,,,,,,,,,,,"248,000",,,,"20,000,000","32,188,000","46,946,000","27,720,000"
ShareIssued,"195,880,000","198,077,000","198,077,000","191,571,000","198,077,418","198,077,418","198,077,000","198,077,000","208,077,000","208,077,000","208,077,418","208,077,418","208,077,418","208,077,418","200,274,000","200,596,000","216,980,000","216,098,000","216,134,000","216,654,000","216,332,000","215,839,532","215,549,836","216,484,222","215,750,000"
OrdinarySharesNumber,"191,777,000","191,623,000","192,608,000","191,571,000","190,686,000","189,461,000","188,189,000","188,565,000","189,722,000","191,815,000","195,150,102","195,591,854","194,662,617","194,358,038","200,274,000","200,596,000","216,980,000","216,098,000","216,134,000","216,654,000","216,332,000","215,839,532","215,549,836","216,484,222","215,750,000"
TreasurySharesNumber,"4,103,000","6,454,000","5,469,000",,"7,391,418","8,616,418","9,888,000","9,512,000","18,355,000","16,262,000","12,927,316","12,485,564","13,414,801","13,719,380",,,,,,,,,,,
