name,ttm,01/31/2024,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993
OperatingCashFlow,"1,171,000,000","1,305,000,000","1,615,000,000","2,712,000,000","649,000,000","1,608,000,000","1,735,000,000","1,976,000,000","1,801,000,000","1,984,000,000","2,709,000,000","2,549,000,000","2,179,000,000","2,173,000,000","1,506,000,000","1,750,000,000","1,866,000,000","2,238,000,000","3,746,000,000","4,208,000,000","1,507,000,000","1,590,000,000","1,168,000,000","1,280,000,000","974,000,000","-362,000,000","1,690,000,000","1,573,000,000","1,220,000,000","294,500,000","161,500,000","410,500,000","441,600,000"
	CashFlowFromContinuingOperatingActivities,"1,171,000,000","1,305,000,000","1,615,000,000","2,712,000,000","649,000,000","1,608,000,000","1,735,000,000","1,976,000,000","1,801,000,000","1,984,000,000","2,709,000,000","2,549,000,000","2,179,000,000","2,173,000,000","1,506,000,000","1,750,000,000","1,866,000,000","2,215,000,000","3,699,000,000","4,178,000,000","1,507,000,000","1,590,000,000","1,168,000,000","1,372,000,000","1,332,000,000","1,735,000,000","1,690,000,000","1,573,000,000","1,220,000,000","294,500,000","161,500,000","410,500,000","441,600,000"
		NetIncomeFromContinuingOperations,"184,000,000","105,000,000","1,177,000,000","1,430,000,000","-3,944,000,000","564,000,000","1,098,000,000","1,555,000,000","619,000,000","1,070,000,000","1,526,000,000","1,486,000,000","1,335,000,000","1,256,000,000","847,000,000","329,000,000","-4,803,000,000","893,000,000","995,000,000","1,406,000,000","689,000,000","693,000,000","818,000,000","-276,000,000","-184,000,000","795,000,000","685,000,000","575,000,000","266,000,000","74,600,000","187,600,000","196,800,000","132,700,000"
		OperatingGainsLosses,"-81,000,000","-57,000,000","-72,000,000","-57,000,000","-13,000,000","-131,000,000","-359,000,000","-509,000,000","-209,000,000","-212,000,000","-92,000,000",,,"-25,000,000",,"391,000,000","187,000,000",,"383,000,000","-286,000,000",,,"-180,000,000","1,009,000,000","1,085,000,000","30,000,000",,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,"-25,000,000",,"391,000,000",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-83,000,000","-61,000,000","-89,000,000","-91,000,000","-60,000,000","-162,000,000","-389,000,000","-544,000,000","-209,000,000","-212,000,000","-92,000,000",,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"2,000,000","4,000,000","17,000,000","34,000,000","47,000,000","31,000,000","30,000,000","35,000,000","98,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"893,000,000","897,000,000","857,000,000","874,000,000","959,000,000","981,000,000","962,000,000","991,000,000","1,058,000,000","1,061,000,000","1,036,000,000","1,020,000,000","1,049,000,000","1,085,000,000","1,150,000,000","1,210,000,000","1,278,000,000","1,273,000,000","1,216,000,000","956,000,000","740,000,000","713,000,000","685,000,000","696,000,000","657,000,000","671,000,000","631,000,000","610,000,000","560,000,000","519,800,000","326,800,000","256,800,000","266,700,000"
			DepreciationAndAmortization,"893,000,000","897,000,000","857,000,000","874,000,000","959,000,000","981,000,000","962,000,000","991,000,000","1,058,000,000","1,061,000,000","1,036,000,000","1,020,000,000","1,049,000,000","1,085,000,000","1,150,000,000","1,210,000,000","1,278,000,000","1,273,000,000","1,216,000,000","956,000,000","740,000,000","713,000,000","685,000,000","696,000,000","657,000,000","671,000,000","631,000,000","610,000,000","560,000,000","519,800,000","326,800,000","256,800,000","266,700,000"
				Depreciation,,,,,,,,,,,,,,,,,"1,278,000,000","1,304,000,000","1,265,000,000","976,000,000","734,000,000","706,000,000","676,000,000","657,000,000","617,000,000","628,000,000",,,,,,,
