name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
MarketCap,"5,077,937,871","5,130,692,137","6,081,254,982","5,788,017,909","5,612,558,158","5,670,301,357","5,447,529,151","8,562,858,300","10,312,962,197","8,385,064,367","13,964,800,744","15,229,978,816","11,040,467,590","9,032,242,501","8,165,508,528","5,904,705,114","3,951,018,375","11,140,354,104","18,184,949,527","14,108,345,267","17,879,381,403","14,330,793,732","13,982,989,435","16,444,498,233","12,007,322,250","9,696,791,104","7,245,306,432","4,150,856,250","3,556,443,000","2,153,064,768","2,136,960,000","1,676,596,297","1,425,445,856","796,378,118","342,098,636","341,794,543","219,121,760","89,841,056","59,653,632"
EnterpriseValue,"10,743,140,871","10,614,161,137","11,546,047,982","10,984,441,909","11,591,556,158","12,247,179,357","11,607,058,151","14,852,791,300","16,443,829,197","13,905,258,367","18,371,223,744","19,261,298,816","14,939,344,590","12,998,853,501","12,755,813,528","9,870,716,114","7,272,347,375","12,834,980,104","18,228,641,527","14,407,648,267","17,562,754,403","14,002,438,732","13,949,840,435","16,406,100,233","11,980,988,250","9,974,591,104","7,506,806,432","4,373,956,250","3,674,643,000","2,149,664,768","2,089,160,000","1,687,096,297","1,400,645,856","853,478,118","400,298,636","427,494,543","358,021,760","228,741,056","241,453,632"
PeRatio,"7.81","7.473","8.649","10.988","49.595","14.304","10.531","15.752","15.232","12.04","17.05","21.318","17.94","20.351","31.234","84","6.082","12.489","18.545","15.698","20.25","19.012","24.316","37.979","37.324","37.031","34.33","24.115","24.737","20.391","21.875","22.063","24.754","21.515","8.594","11.151","7.209","4.514","10.94"
ForwardPeRatio,"8.313","8.177","8.439","9.588","12.27","10.194",,"13.495","13.812","11.274","14.97","17.575","14.286","13.812","16.313",,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.417",,"1.435","0.219","12.149","6.213",,"2.272","1.725","1.514","1.262","1.28","1.08","1.175","1.749",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.902","0.914","1.116","1.156","1.285","1.094","0.988","1.611","1.766","1.583","2.328","2.652","2.006","1.759","1.675","1.373","0.711","2.038","3.359","2.822","3.593","3.128","3.449","4.943","4.329","4.034","3.551","2.382","2.326","1.258","1.43","1.259","1.272","0.847","0.381","0.432","0.301","0.117","0.159"
PbRatio,"1.477","1.517","2.136","2.48","3.171","3.088","2.53","4.606","5.152","3.276","4.252","5.285","4.317","3.445","3.7","2.801","1.868","4.69","6.389","4.929","5.555","4.845","6.262","9.363","8.881","8.351","7.035","5.021","5.367","4.617","5.313","5.16","4.25","3.346","1.721","2.359","3.484","1.428","2.277"
EnterprisesValueRevenueRatio,"1.805","1.791","2.051","2.177","2.634","2.253","2.001","2.686","2.711","2.312","2.954","3.276","2.677","2.494","2.625","2.064","1.3","2.241","3.232","2.76","3.502","3.028","3.41","4.878","4.26","4.066","3.637","2.482","2.4","1.253","1.433","1.386","1.267","0.908","0.463","0.545","0.492","0.334","0.818"
EnterprisesValueEBITDARatio,"10.805","9.963","10.467","12.376","32.904","15.052","10.836","13.733","13.033","10.04","12.363","14.611","12.698","14.706","17.331","13.516","4.617","7.876","10.247","8.739","11.147","38.385","13.179","21.75","20.406","19.87","18.73","13.347","13.319","10.154","13.548","13.305","11.064","9.348","3.784","4.942","3.668","3.199","9.62"
